,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
TUSC7,0.0,0.0,0.0,-0.02587115,0.21428101
BRI3BP,0.0,0.0,0.0,-0.02587115,0.21428101
TUSC1,0.0,0.0,0.0,-0.02587115,0.21428101
TUSC2,0.0,0.0,0.0,-0.02587115,0.21428101
TUSC3,0.007880874,3.0,0.007880874,0.20356207,-0.101744875
RPGR,0.0,0.0,0.0,-0.02587115,0.21428101
WNT10A,0.0015188399,15.0,0.0015188399,0.01834632,-1.8148268
WNT10B,0.0017071927,15.0,0.0017071927,0.023829775,-1.8125947
GNG10,0.0041056564,18.0,0.0041056564,0.09365544,-2.1935923
GNG11,0.015692255,18.0,0.015692255,0.43097216,-2.0562806
GNG12,0.36233884,20.0,0.36233884,10.522778,1.7788523
GNG13,-0.23238875,20.0,-0.23238875,-6.7913265,-5.269216
URB2,0.0,0.0,0.0,-0.02587115,0.21428101
DMC1,0.0,0.0,0.0,-0.02587115,0.21428101
SAMD14,0.0,0.0,0.0,-0.02587115,0.21428101
RIMBP3C,0.0,0.0,0.0,-0.02587115,0.21428101
SEC24D,4.3018468e-07,2.0,4.3018468e-07,-0.025858626,-0.05866155
SEC24A,0.00015298948,2.0,0.00015298948,-0.02141722,-0.05685358
SEC24C,0.016698604,2.0,0.016698604,0.46026966,0.13922717
SEC24B,-0.00022133008,2.0,-0.00022133008,-0.03231466,-0.06128961
OR4A47,1.05121245e-07,1.0,1.05121245e-07,-0.02586809,0.077808425
PYY,-0.018392509,1.0,-0.018392509,-0.5613261,-0.14016095
C16orf96,0.0,0.0,0.0,-0.02587115,0.21428101
C16orf90,0.0,0.0,0.0,-0.02587115,0.21428101
C16orf91,0.0,0.0,0.0,-0.02587115,0.21428101
TM4SF18,0.0,0.0,0.0,-0.02587115,0.21428101
TM4SF19,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF699,0.00011441946,1.0,0.00011441946,-0.022540096,0.07916316
MEA1,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF691,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF692,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF696,0.0,0.0,0.0,-0.02587115,0.21428101
LAMB1,-0.00018430971,8.0,-0.00018430971,-0.031236898,-0.87969387
LAMB3,-0.014253536,8.0,-0.014253536,-0.44082952,-1.0464271
LAMB2,5.6327503e-06,8.0,5.6327503e-06,-0.025707167,-0.8774429
CYSLTR2,0.00065185915,2.0,0.00065185915,-0.0068937954,-0.050941512
LAMB4,0.0004553978,8.0,0.0004553978,-0.012613309,-0.87211275
CYSLTR1,0.019729149,2.0,0.019729149,0.5484969,0.1751419
MPHOSPH9,0.0,0.0,0.0,-0.02587115,0.21428101
MPHOSPH8,0.0,0.0,0.0,-0.02587115,0.21428101
COPZ2,0.0,0.0,0.0,-0.02587115,0.21428101
RUVBL1,-3.9934286e-05,1.0,-3.9934286e-05,-0.027033744,0.07733392
RUVBL2,0.0,0.0,0.0,-0.02587115,0.21428101
MPHOSPH6,0.0,1.0,0.0,-0.02587115,0.07780718
ASTN2,0.0,0.0,0.0,-0.02587115,0.21428101
ASTN1,0.0,0.0,0.0,-0.02587115,0.21428101
MLF2,0.0,0.0,0.0,-0.02587115,0.21428101
SHD,0.0,0.0,0.0,-0.02587115,0.21428101
SHE,0.0,0.0,0.0,-0.02587115,0.21428101
SHF,0.0,0.0,0.0,-0.02587115,0.21428101
SHH,0.0054058447,6.0,0.0054058447,0.13150738,-0.5404977
TMEM14C,0.0,0.0,0.0,-0.02587115,0.21428101
PHEX,0.0,0.0,0.0,-0.02587115,0.21428101
DYNC2H1,1.1592281e-05,3.0,1.1592281e-05,-0.025533669,-0.1950031
MGA,0.0,0.0,0.0,-0.02587115,0.21428101
MGP,0.0,0.0,0.0,-0.02587115,0.21428101
ITGA2B,-0.037745915,15.0,-0.037745915,-1.1247553,-2.2801504
NUDCD2,0.0,0.0,0.0,-0.02587115,0.21428101
NUDCD3,0.0,0.0,0.0,-0.02587115,0.21428101
NUDCD1,0.0,0.0,0.0,-0.02587115,0.21428101
OR1D5,2.0449186e-05,1.0,2.0449186e-05,-0.02527582,0.078049526
OR1D4,2.3638493e-05,1.0,2.3638493e-05,-0.025182972,0.07808732
GMNC,0.0,0.0,0.0,-0.02587115,0.21428101
OR1D2,6.8283325e-06,1.0,6.8283325e-06,-0.02567236,0.0778881
SAMD4A,0.0,0.0,0.0,-0.02587115,0.21428101
ADSL,-0.00059699913,1.0,-0.00059699913,-0.043251384,0.0707322
SAMD4B,0.0,0.0,0.0,-0.02587115,0.21428101
MPLKIP,0.0,0.0,0.0,-0.02587115,0.21428101
PRSS12,0.0,0.0,0.0,-0.02587115,0.21428101
TIMMDC1,0.0,0.0,0.0,-0.02587115,0.21428101
GAS2L1,0.0,0.0,0.0,-0.02587115,0.21428101
GAS2L3,0.0,0.0,0.0,-0.02587115,0.21428101
GAS2L2,0.0,0.0,0.0,-0.02587115,0.21428101
HPGDS,0.0001053982,5.0,0.0001053982,-0.02280273,-0.4668391
ZNF343,-0.0030935742,1.0,-0.0030935742,-0.11593334,0.04114549
ZNF341,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF347,7.3811e-05,1.0,7.3811e-05,-0.023722317,0.07868191
ZNF346,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF345,0.0,0.0,0.0,-0.02587115,0.21428101
SERPINA13P,0.0,0.0,0.0,-0.02587115,0.21428101
XRRA1,0.0,0.0,0.0,-0.02587115,0.21428101
NUDT12,2.2813627e-05,2.0,2.2813627e-05,-0.025206985,-0.058396284
DLL1,-0.12136843,5.0,-0.12136843,-3.5592291,-1.9064157
NUDT10,0.0,0.0,0.0,-0.02587115,0.21428101
DLL3,0.20822527,5.0,0.20822527,6.0361204,1.9995728
NUDT16,0.0007030756,2.0,0.0007030756,-0.005402748,-0.050334554
NUDT17,0.0,0.0,0.0,-0.02587115,0.21428101
NUTM1,0.0,0.0,0.0,-0.02587115,0.21428101
NUDT15,0.0,0.0,0.0,-0.02587115,0.21428101
ZW10,0.0,0.0,0.0,-0.02587115,0.21428101
NUDT19,0.0,1.0,0.0,-0.02587115,0.07780718
STX8,0.0,1.0,0.0,-0.02587115,0.07780718
IFI6,0.0,0.0,0.0,-0.02587115,0.21428101
STX3,-0.00026763897,2.0,-0.00026763897,-0.033662833,-0.06183841
STX2,-0.0009053577,2.0,-0.0009053577,-0.052228525,-0.06939597
STX5,0.0,1.0,0.0,-0.02587115,0.07780718
STX4,2.1037652e-06,2.0,2.1037652e-06,-0.025809905,-0.058641717
STX7,-2.044788e-05,2.0,-2.044788e-05,-0.026466442,-0.058908973
STX6,0.0,1.0,0.0,-0.02587115,0.07780718
RPS3A,-0.00011025547,2.0,-0.00011025547,-0.029080981,-0.059973277
CPN2,0.0,0.0,0.0,-0.02587115,0.21428101
CPN1,0.0,0.0,0.0,-0.02587115,0.21428101
CFHR2,7.2162093e-06,1.0,7.2162093e-06,-0.025661066,0.0778927
TP73-AS1,0.0,0.0,0.0,-0.02587115,0.21428101
PYY2,0.0,0.0,0.0,-0.02587115,0.21428101
CFHR1,0.00012872234,1.0,0.00012872234,-0.0221237,0.07933266
CDADC1,0.0,0.0,0.0,-0.02587115,0.21428101
LGI1,0.0,0.0,0.0,-0.02587115,0.21428101
LGI2,0.0,0.0,0.0,-0.02587115,0.21428101
LGI3,0.0,0.0,0.0,-0.02587115,0.21428101
PHACTR1,0.0,0.0,0.0,-0.02587115,0.21428101
NLGN3,0.0,1.0,0.0,-0.02587115,0.07780718
DRG2,0.0,0.0,0.0,-0.02587115,0.21428101
DRG1,0.0,0.0,0.0,-0.02587115,0.21428101
CASQ1,0.00021631086,1.0,0.00021631086,-0.019573767,0.080370665
CFHR4,0.00070483756,1.0,0.00070483756,-0.005351453,0.08616015
CASQ2,-3.8147806e-05,2.0,-3.8147806e-05,-0.026981734,-0.05911873
NLGN1,0.0,1.0,0.0,-0.02587115,0.07780718
OC90,0.0,0.0,0.0,-0.02587115,0.21428101
PCBP1-AS1,0.0,0.0,0.0,-0.02587115,0.21428101
SOX18,0.0,0.0,0.0,-0.02587115,0.21428101
PHYKPL,1.6255754e-05,1.0,1.6255754e-05,-0.025397902,0.07799982
GNPTG,-0.00044741566,1.0,-0.00044741566,-0.038896613,0.07250489
CDC42EP3,0.0,0.0,0.0,-0.02587115,0.21428101
CDC42EP2,0.0,0.0,0.0,-0.02587115,0.21428101
CDC42EP1,0.0,0.0,0.0,-0.02587115,0.21428101
DRGX,0.0,0.0,0.0,-0.02587115,0.21428101
CDC42EP5,0.0,0.0,0.0,-0.02587115,0.21428101
CDC42EP4,0.0,0.0,0.0,-0.02587115,0.21428101
TCP11,0.0,0.0,0.0,-0.02587115,0.21428101
TCP10,0.0,0.0,0.0,-0.02587115,0.21428101
GPRC6A,-0.0053771865,1.0,-0.0053771865,-0.18241537,0.0140825845
TBKBP1,-7.891285e-07,1.0,-7.891285e-07,-0.025894124,0.07779783
ABI2,-3.2068125e-05,1.0,-3.2068125e-05,-0.02680474,0.07742714
LINC00167,0.0,0.0,0.0,-0.02587115,0.21428101
ABI1,0.00024854174,2.0,0.00024854174,-0.018635439,-0.055721197
LINC00163,0.0,0.0,0.0,-0.02587115,0.21428101
LINC00160,0.0,0.0,0.0,-0.02587115,0.21428101
TESC,0.0,0.0,0.0,-0.02587115,0.21428101
NKTR,0.0,0.0,0.0,-0.02587115,0.21428101
OTP,0.0,0.0,0.0,-0.02587115,0.21428101
FOXL2,0.0,0.0,0.0,-0.02587115,0.21428101
PITPNC1,0.0,0.0,0.0,-0.02587115,0.21428101
KRT39,0.00012623964,2.0,0.00012623964,-0.022195978,-0.05717059
CACNA1G-AS1,0.0,0.0,0.0,-0.02587115,0.21428101
KRT31,6.0508868e-05,2.0,6.0508868e-05,-0.024109578,-0.057949558
KRT32,0.00015807702,2.0,0.00015807702,-0.021269107,-0.056793284
KRT35,-1.1302888e-05,2.0,-1.1302888e-05,-0.026200207,-0.058800593
KRT34,0.00015711853,2.0,0.00015711853,-0.021297012,-0.056804646
KRT37,1.3841267e-05,2.0,1.3841267e-05,-0.025468195,-0.058502614
KRT36,7.214207e-05,2.0,7.214207e-05,-0.023770904,-0.057811696
IL21,2.500267e-05,4.0,2.500267e-05,-0.025143256,-0.33131802
IL20,0.0,3.0,0.0,-0.02587115,-0.19514048
IL22,4.4975623e-05,4.0,4.4975623e-05,-0.02456179,-0.33108133
IL25,0.0,2.0,0.0,-0.02587115,-0.058666646
IL24,0.0,3.0,0.0,-0.02587115,-0.19514048
IL27,-2.9525532e-05,3.0,-2.9525532e-05,-0.026730718,-0.19549039
IL26,0.0,2.0,0.0,-0.02587115,-0.058666646
KIF2A,0.0,0.0,0.0,-0.02587115,0.21428101
KIF2C,0.0,0.0,0.0,-0.02587115,0.21428101
KIF2B,0.0,0.0,0.0,-0.02587115,0.21428101
EPX,3.8630756e-06,1.0,3.8630756e-06,-0.025758687,0.07785296
ENSA,0.0,0.0,0.0,-0.02587115,0.21428101
CLINT1,0.0,0.0,0.0,-0.02587115,0.21428101
BRCA1,-0.022215752,6.0,-0.022215752,-0.67263085,-0.867839
BRCA2,0.12768315,5.0,0.12768315,3.6913252,1.0450746
C4B,-3.1848125e-05,5.0,-3.1848125e-05,-0.026798336,-0.46846557
SLC22A7,0.0004796409,1.0,0.0004796409,-0.011907527,0.08349136
AHRR,0.0,0.0,0.0,-0.02587115,0.21428101
ADCY4,-0.07704822,45.0,-0.0017121827,-0.075717345,-6.840133
ADCY5,-0.03634742,50.0,-0.0007269484,-0.04703455,-7.0401607
ADCY6,0.06927394,47.0,0.0014739137,0.0170384,-5.379029
ADCY7,-1.4889153,44.0,-0.033838984,-1.0110141,-23.435583
ADCY1,0.06370383,47.0,0.0013554005,0.013588168,-5.4450397
ADCY2,0.0009368343,45.0,2.0818541e-05,-0.025265068,-5.915939
ADCY3,-0.008967351,47.0,-0.0001907947,-0.031425696,-6.30626
KIF25,0.0,0.0,0.0,-0.02587115,0.21428101
KIF24,0.0,0.0,0.0,-0.02587115,0.21428101
KIF27,0.0,0.0,0.0,-0.02587115,0.21428101
MAATS1,0.0,0.0,0.0,-0.02587115,0.21428101
ADCY8,0.94436175,46.0,0.020529604,0.57180023,5.128039
ADCY9,-0.2378144,47.0,-0.0050598807,-0.17317775,-9.018308
KIF23,0.0,1.0,0.0,-0.02587115,0.07780718
KIF22,3.1430925e-05,1.0,3.1430925e-05,-0.024956113,0.078179665
JKAMP,0.0,0.0,0.0,-0.02587115,0.21428101
NUCKS1,0.0,0.0,0.0,-0.02587115,0.21428101
SLC22A1,-0.0059146346,2.0,-0.0059146346,-0.19806191,-0.1287605
DDI2,0.0,0.0,0.0,-0.02587115,0.21428101
DDI1,0.0,0.0,0.0,-0.02587115,0.21428101
PDLIM5,0.0,0.0,0.0,-0.02587115,0.21428101
RAB30,0.0,0.0,0.0,-0.02587115,0.21428101
XRCC1,0.0,1.0,0.0,-0.02587115,0.07780718
HOXB-AS3,0.0,0.0,0.0,-0.02587115,0.21428101
XRCC3,0.0,1.0,0.0,-0.02587115,0.07780718
XRCC2,0.0,1.0,0.0,-0.02587115,0.07780718
XRCC5,0.0,1.0,0.0,-0.02587115,0.07780718
XRCC4,0.0,1.0,0.0,-0.02587115,0.07780718
XRCC6,0.0,1.0,0.0,-0.02587115,0.07780718
SMURF1,-2.1214577e-05,4.0,-2.1214577e-05,-0.026488764,-0.33186573
SLC22A2,-0.0044330796,1.0,-0.0044330796,-0.1549299,0.025271118
SMURF2,0.00011789691,4.0,0.00011789691,-0.022438858,-0.33021712
MEIS3,0.0,0.0,0.0,-0.02587115,0.21428101
MEIS2,0.0,0.0,0.0,-0.02587115,0.21428101
MEIS1,0.0,2.0,0.0,-0.02587115,-0.058666646
PCDHAC2,0.0,0.0,0.0,-0.02587115,0.21428101
TFRC,4.7393405e-07,5.0,4.7393405e-07,-0.025857354,-0.46808255
SLC22A3,-0.00032997815,1.0,-0.00032997815,-0.035477694,0.07389663
CTLA4,-0.00067091535,4.0,-0.00067091535,-0.04540328,-0.33956528
TFR2,0.0,0.0,0.0,-0.02587115,0.21428101
DNAJC25-GNG10,0.0,0.0,0.0,-0.02587115,0.21428101
ESPNL,0.0,0.0,0.0,-0.02587115,0.21428101
OR5AN1,-1.1942672e-06,1.0,-1.1942672e-06,-0.025905918,0.077793024
USP32P2,0.0,0.0,0.0,-0.02587115,0.21428101
ESPNP,0.0,0.0,0.0,-0.02587115,0.21428101
DDX60,0.0,0.0,0.0,-0.02587115,0.21428101
CAAP1,0.0,0.0,0.0,-0.02587115,0.21428101
ADHFE1,0.0,0.0,0.0,-0.02587115,0.21428101
YY1,0.0,0.0,0.0,-0.02587115,0.21428101
YY2,0.0,0.0,0.0,-0.02587115,0.21428101
AQP4-AS1,0.0,0.0,0.0,-0.02587115,0.21428101
ADCY10,0.0003097954,5.0,0.0003097954,-0.016852181,-0.46441677
KCNA6,0.0,0.0,0.0,-0.02587115,0.21428101
KCNA7,0.0,0.0,0.0,-0.02587115,0.21428101
KCNA4,0.00051584956,2.0,0.00051584956,-0.010853397,-0.052553352
KCNA5,0.0,0.0,0.0,-0.02587115,0.21428101
KCNA2,0.0,0.0,0.0,-0.02587115,0.21428101
KCNA3,0.0,0.0,0.0,-0.02587115,0.21428101
NOL4L,0.0,0.0,0.0,-0.02587115,0.21428101
KCNA1,0.0,0.0,0.0,-0.02587115,0.21428101
ADGB,0.0,0.0,0.0,-0.02587115,0.21428101
OPTN,-0.00063757336,3.0,-0.00063757336,-0.04443261,-0.20269632
BHMT,-0.00012464014,1.0,-0.00012464014,-0.029499756,0.07633008
OPTC,0.0,0.0,0.0,-0.02587115,0.21428101
MCCC2,0.0,0.0,0.0,-0.02587115,0.21428101
SUSD5,0.0,0.0,0.0,-0.02587115,0.21428101
MCCC1,0.0,0.0,0.0,-0.02587115,0.21428101
FAM106A,0.0,0.0,0.0,-0.02587115,0.21428101
CCDC38,0.0,0.0,0.0,-0.02587115,0.21428101
ACACA,0.00022881784,7.0,0.00022881784,-0.019209653,-0.7383241
ACACB,1.1678548e-05,9.0,1.1678548e-05,-0.025531158,-1.013845
CCDC33,0.0,0.0,0.0,-0.02587115,0.21428101
CCDC36,0.0,0.0,0.0,-0.02587115,0.21428101
ZDHHC3,0.0,0.0,0.0,-0.02587115,0.21428101
CCDC34,0.0,0.0,0.0,-0.02587115,0.21428101
PLA2G2A,0.000794817,9.0,0.000794817,-0.002731912,-1.004564
PLA2G2C,-0.00012216128,9.0,-0.00012216128,-0.029427592,-1.015431
PLA2G2E,0.00029930056,9.0,0.00029930056,-0.017157713,-1.0104364
PLA2G2D,-1.4104055e-06,9.0,-1.4104055e-06,-0.025912212,-1.014
PLA2G2F,-2.444549e-06,9.0,-2.444549e-06,-0.025942318,-1.0140123
LYN,0.0002359925,12.0,0.0002359925,-0.019000782,-1.4206082
OR8J3,6.583764e-07,1.0,6.583764e-07,-0.025851984,0.07781498
MLNR,-1.3949046e-05,1.0,-1.3949046e-05,-0.026277244,0.077641875
SARS2,0.0001342067,1.0,0.0001342067,-0.021964038,0.079397656
CYFIP1,-1.5098953e-05,3.0,-1.5098953e-05,-0.026310721,-0.19531941
NECAP2,0.0,0.0,0.0,-0.02587115,0.21428101
GUSBP5,0.0,0.0,0.0,-0.02587115,0.21428101
GUSBP4,0.0,0.0,0.0,-0.02587115,0.21428101
GUSBP1,0.0,0.0,0.0,-0.02587115,0.21428101
GUSBP2,0.0,0.0,0.0,-0.02587115,0.21428101
GUSBP9,0.0,0.0,0.0,-0.02587115,0.21428101
KYNU,4.260241e-06,1.0,4.260241e-06,-0.025747124,0.07785767
LHPP,1.1595417e-06,1.0,1.1595417e-06,-0.025837393,0.07782092
UVRAG,-0.00077400607,1.0,-0.00077400607,-0.04840453,0.0686345
NUP188,3.0546576e-05,2.0,3.0546576e-05,-0.024981858,-0.05830464
ANKRD30BL,0.0,0.0,0.0,-0.02587115,0.21428101
GLT8D2,0.0,0.0,0.0,-0.02587115,0.21428101
GLT8D1,0.0,0.0,0.0,-0.02587115,0.21428101
COPG1,0.0,0.0,0.0,-0.02587115,0.21428101
OR2C3,1.5570871e-06,1.0,1.5570871e-06,-0.025825819,0.077825636
OR2C1,6.005011e-06,1.0,6.005011e-06,-0.02569633,0.07787835
KERA,0.0,0.0,0.0,-0.02587115,0.21428101
OR51A2,6.486103e-08,1.0,6.486103e-08,-0.025869263,0.077807955
REG1A,0.0,0.0,0.0,-0.02587115,0.21428101
REG1B,0.0,0.0,0.0,-0.02587115,0.21428101
MRGPRD,-1.3920533e-07,1.0,-1.3920533e-07,-0.025875203,0.077805534
MRGPRE,0.0,0.0,0.0,-0.02587115,0.21428101
MRGPRF,0.0,0.0,0.0,-0.02587115,0.21428101
LY9,0.0,0.0,0.0,-0.02587115,0.21428101
GTPBP4,0.0,1.0,0.0,-0.02587115,0.07780718
GTPBP6,0.0,0.0,0.0,-0.02587115,0.21428101
GTPBP1,0.0,0.0,0.0,-0.02587115,0.21428101
GTPBP3,0.0,0.0,0.0,-0.02587115,0.21428101
GTPBP2,0.0,0.0,0.0,-0.02587115,0.21428101
GTPBP8,0.0,0.0,0.0,-0.02587115,0.21428101
BPNT1,6.4987175e-06,1.0,6.4987175e-06,-0.025681956,0.0778842
ABHD14A-ACY1,8.1416765e-06,1.0,8.1416765e-06,-0.025634125,0.077903666
CTCFL,0.0,0.0,0.0,-0.02587115,0.21428101
HES5,-0.02832904,4.0,-0.02832904,-0.85060495,-0.66733944
BCL9,0.0,0.0,0.0,-0.02587115,0.21428101
BCL6,-0.00037113295,3.0,-0.00037113295,-0.03667582,-0.19953875
BCL3,0.003475509,2.0,0.003475509,0.07531016,-0.01747867
BCL2,0.26647747,39.0,0.0068327556,0.17304856,-1.9501956
TMEM89,0.0,0.0,0.0,-0.02587115,0.21428101
KLHL24,0.0,0.0,0.0,-0.02587115,0.21428101
PLK1,-0.017645206,4.0,-0.017645206,-0.5395701,-0.5407262
NPEPL1,0.0,0.0,0.0,-0.02587115,0.21428101
PLK2,0.0028923682,1.0,0.0028923682,0.058333386,0.11208441
CLMN,0.0,0.0,0.0,-0.02587115,0.21428101
PLK4,-1.0436855e-05,1.0,-1.0436855e-05,-0.026174996,0.0776835
CLMP,0.0,0.0,0.0,-0.02587115,0.21428101
BRINP3,0.0,0.0,0.0,-0.02587115,0.21428101
IP6K2,0.00012713067,1.0,0.00012713067,-0.022170039,0.0793138
IP6K1,-0.0002649691,1.0,-0.0002649691,-0.03358511,0.07466705
MTM1,-0.04833519,2.0,-0.04833519,-1.4330373,-0.6314831
PLEKHB1,0.0,0.0,0.0,-0.02587115,0.21428101
CSNK1G2,0.00010139228,1.0,0.00010139228,-0.022919351,0.07900877
CSNK1G3,1.9187404e-07,1.0,1.9187404e-07,-0.025865566,0.07780945
CSNK1G1,1.294375e-05,1.0,1.294375e-05,-0.025494324,0.07796058
SERPINB1,0.0,0.0,0.0,-0.02587115,0.21428101
ANKK1,0.0,0.0,0.0,-0.02587115,0.21428101
SERPINB3,0.0019490048,1.0,0.0019490048,0.030869566,0.10090468
SERPINB2,0.0009414096,1.0,0.0009414096,0.0015357893,0.088963754
SERPINB5,0.0,2.0,0.0,-0.02587115,-0.058666646
SERPINB4,3.4683835e-05,1.0,3.4683835e-05,-0.024861412,0.07821822
SERPINB7,0.0,0.0,0.0,-0.02587115,0.21428101
SERPINB6,-0.0002532848,1.0,-0.0002532848,-0.033244945,0.07480553
PCGF1,0.0,1.0,0.0,-0.02587115,0.07780718
FAM76B,0.0,0.0,0.0,-0.02587115,0.21428101
PCGF3,0.0,1.0,0.0,-0.02587115,0.07780718
PCGF2,0.0,1.0,0.0,-0.02587115,0.07780718
PCGF5,0.0,1.0,0.0,-0.02587115,0.07780718
CX3CR1,-0.00012948592,3.0,-0.00012948592,-0.029640831,-0.196675
PCGF6,0.0,1.0,0.0,-0.02587115,0.07780718
MAGED1,-1.1952797e-05,1.0,-1.1952797e-05,-0.026219128,0.07766553
MAGED2,0.0,0.0,0.0,-0.02587115,0.21428101
MAGED4,0.0,0.0,0.0,-0.02587115,0.21428101
TAF11,0.0,1.0,0.0,-0.02587115,0.07780718
ATP8B3,0.0,0.0,0.0,-0.02587115,0.21428101
ATP8B2,0.0,0.0,0.0,-0.02587115,0.21428101
ATP8B1,0.0,0.0,0.0,-0.02587115,0.21428101
EXD3,0.0,0.0,0.0,-0.02587115,0.21428101
EXD2,0.0,0.0,0.0,-0.02587115,0.21428101
EXD1,0.0,0.0,0.0,-0.02587115,0.21428101
ATP8B4,0.0,0.0,0.0,-0.02587115,0.21428101
STC1,0.0,0.0,0.0,-0.02587115,0.21428101
STC2,0.0,0.0,0.0,-0.02587115,0.21428101
ELP4,0.0,0.0,0.0,-0.02587115,0.21428101
ELP3,0.0,0.0,0.0,-0.02587115,0.21428101
ELP2,0.0,0.0,0.0,-0.02587115,0.21428101
CYFIP2,-3.8834896e-05,3.0,-3.8834896e-05,-0.027001737,-0.19560072
HAND2,0.0,0.0,0.0,-0.02587115,0.21428101
DPPA2,0.0,0.0,0.0,-0.02587115,0.21428101
DPPA3,0.0,0.0,0.0,-0.02587115,0.21428101
SPRYD3,0.0,0.0,0.0,-0.02587115,0.21428101
SPRYD4,0.0,0.0,0.0,-0.02587115,0.21428101
DPPA4,0.0,0.0,0.0,-0.02587115,0.21428101
DPPA5,0.0,0.0,0.0,-0.02587115,0.21428101
KLHDC4,0.0,0.0,0.0,-0.02587115,0.21428101
KLHDC2,0.0,0.0,0.0,-0.02587115,0.21428101
KLHDC3,0.0,0.0,0.0,-0.02587115,0.21428101
TLR10,0.0,0.0,0.0,-0.02587115,0.21428101
KLHDC1,0.0,0.0,0.0,-0.02587115,0.21428101
TLR2,-0.05405835,23.0,-0.05405835,-1.5996537,-3.565258
TLR3,-0.022212494,9.0,-0.022212494,-0.672536,-1.2772219
ASXL1,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM51,0.0,0.0,0.0,-0.02587115,0.21428101
ASXL3,0.0,0.0,0.0,-0.02587115,0.21428101
ASXL2,0.0,0.0,0.0,-0.02587115,0.21428101
HDDC2,0.0160107,2.0,0.0160107,0.44024295,0.13107488
HDDC3,0.0068079205,1.0,0.0068079205,0.17232554,0.1584873
ZBTB39,0.0,0.0,0.0,-0.02587115,0.21428101
ZBTB38,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF252P-AS1,0.0,0.0,0.0,-0.02587115,0.21428101
C1orf131,0.0,0.0,0.0,-0.02587115,0.21428101
NEUROG2,0.0,0.0,0.0,-0.02587115,0.21428101
ZBTB33,0.0,0.0,0.0,-0.02587115,0.21428101
LINC00442,0.0,0.0,0.0,-0.02587115,0.21428101
ZBTB34,0.0,0.0,0.0,-0.02587115,0.21428101
ZBTB37,0.0,0.0,0.0,-0.02587115,0.21428101
TLR7,-0.00017549335,5.0,-0.00017549335,-0.03098023,-0.4701679
SPATA13,7.031604e-05,1.0,7.031604e-05,-0.023824064,0.07864049
SPATA12,0.0,0.0,0.0,-0.02587115,0.21428101
SMC1B,-7.224609e-06,2.0,-7.224609e-06,-0.026081478,-0.058752265
SPATA17,0.0,0.0,0.0,-0.02587115,0.21428101
SPATA16,0.0,0.0,0.0,-0.02587115,0.21428101
NDUFV2,0.00019765878,12.0,0.00019765878,-0.020116778,-1.4210625
SPATA19,0.0,0.0,0.0,-0.02587115,0.21428101
AGAP11,0.0,0.0,0.0,-0.02587115,0.21428101
SGTB,0.0,0.0,0.0,-0.02587115,0.21428101
SGTA,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM48,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM49,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM46,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM47,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM44,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM45,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM42,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM43,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM40,0.0,0.0,0.0,-0.02587115,0.21428101
TRIM41,0.0,0.0,0.0,-0.02587115,0.21428101
IVD,0.0,0.0,0.0,-0.02587115,0.21428101
VCP,-0.0005312539,4.0,-0.0005312539,-0.041337367,-0.33791018
IVL,0.0,0.0,0.0,-0.02587115,0.21428101
NUP205,1.062815e-06,2.0,1.062815e-06,-0.02584021,-0.058654048
TRIM53AP,0.0,0.0,0.0,-0.02587115,0.21428101
ZNF214,0.000587265,1.0,0.000587265,-0.008774303,0.08476681
NEB,0.0,0.0,0.0,-0.02587115,0.21428101
RINL,0.0,0.0,0.0,-0.02587115,0.21428101
B3GALNT2,-3.5127014e-06,1.0,-3.5127014e-06,-0.025973415,0.077765554
HFE,0.0,0.0,0.0,-0.02587115,0.21428101
NES,0.0,0.0,0.0,-0.02587115,0.21428101
GPR146,0.0,0.0,0.0,-0.02587115,0.21428101
GPR141,0.0,0.0,0.0,-0.02587115,0.21428101
GPR142,0.0,0.0,0.0,-0.02587115,0.21428101
GPR143,0.0,0.0,0.0,-0.02587115,0.21428101
AURKAIP1,0.0,0.0,0.0,-0.02587115,0.21428101
HLA-L,0.0,0.0,0.0,-0.02587115,0.21428101
AFMID,-8.7468965e-05,2.0,-8.7468965e-05,-0.028417604,-0.059703235
GPR149,0.0,0.0,0.0,-0.02587115,0.21428101
NFKBIB,0.20185576,19.0,0.20185576,5.8506875,0.013454518
ZWINT,0.0,0.0,0.0,-0.02587115,0.21428101
CITED2,0.0,1.0,0.0,-0.02587115,0.07780718
