0,coef
C00001,-0.012034319
C00002,0.10278508
C00003,0.0013158638
C00004,0.00153145
C00005,0.0001504076
C00006,0.018625308
C00007,0.0069377935
C00008,0.15900217
C00009,4.432386e-05
C00010,3.7854017e-05
C00011,0.004357647
C00012,0.08107601
C00013,-0.0036336768
C00014,-0.0019603623
C00015,-8.904532e-06
C00016,2.0799112e-05
C00017,0.0001053347
C00018,-0.00023374314
C00019,0.00094209163
C00020,-0.0021042419
C00021,0.015889812
C00022,0.100255266
C00023,0.0013415901
C00024,0.06906813
C00025,0.40247008
C00026,-0.0092979
C00027,0.29326743
C00029,0.0016327167
C00031,0.2582725
C00032,-0.00017544086
C00033,0.0017717282
C00034,-0.00023883996
C00035,0.04415674
C00036,0.010692359
C00037,0.23013604
C00038,-0.00019632773
C00039,0.73503363
C00040,0.11367731
C00041,0.00096947426
C00042,-0.007277509
C00043,0.00048504016
C00044,0.09267711
C00046,-6.559953e-05
C00047,-0.00062248093
C00048,0.0075926087
C00049,-0.0066606863
C00051,8.773337e-06
C00052,-0.00016321972
C00053,0.008458086
C00054,-0.0004866769
C00055,2.0047271e-05
C00058,8.112276e-05
C00059,-3.295274e-05
C00061,0.0021535682
C00062,-0.0059809675
C00063,-3.2131916e-06
C00064,0.004405522
C00065,0.0045301137
C00068,0.00061423914
C00070,0.0220645
C00071,-7.2946066e-05
C00072,-0.0011012342
C00073,-0.00018671119
C00074,-5.2308027e-05
C00075,8.051748e-05
C00076,4.044688
C00077,-6.7287794e-05
C00078,9.942611e-05
C00079,-0.0048160185
C00080,0.037012886
C00081,-0.001052016
C00082,0.06780165
C00083,0.0003149989
C00084,0.0008217607
C00085,0.032679554
C00086,-0.0005806298
C00087,5.5047525e-07
C00088,3.156257e-05
C00089,-0.00061932113
C00091,0.0014182854
C00092,-0.0018841798
C00093,-7.1217175e-05
C00094,0.0006186469
C00095,0.00035227046
C00096,0.0021351667
C00097,-0.011704522
C00098,8.7148765e-06
C00099,-0.0020658404
C00100,0.00033306633
C00101,1.8237342e-05
C00103,6.8888585e-05
C00104,0.009926294
C00105,3.7514852e-07
C00106,0.00042248442
C00107,-1.8956106e-06
C00108,-0.00017355703
C00109,-4.1894864e-06
C00110,-4.6120793e-05
C00111,0.0029628829
C00112,-1.8850372e-06
C00114,-0.00082368613
C00116,4.439114e-05
C00117,0.015439152
C00118,0.0009697208
C00119,-1.1296477e-05
C00120,-6.3627117e-06
C00121,-2.9221716e-05
C00122,0.21591213
C00123,0.23865777
C00124,-0.0005983013
C00127,0.001306301
C00128,0.0005933795
C00129,-0.00024866225
C00130,-0.00027053256
C00131,-0.0022904633
C00132,1.2744605e-05
C00133,-1.3424609e-05
C00134,0.0017006119
C00135,-0.001110535
C00136,0.0014904852
C00137,0.0003314557
C00140,0.0008713922
C00141,2.607048e-05
C00143,3.3562555e-06
C00144,0.03712807
C00146,-0.0048688683
C00147,-0.002111803
C00148,0.0015220525
C00149,0.41697848
C00151,0.0005721059
C00152,-0.0031587789
C00153,0.000112273214
C00154,0.0019754628
C00155,0.016054286
C00156,0.00012881676
C00157,0.030890776
C00158,-0.0043979315
C00159,8.893012e-05
C00160,9.161067e-05
C00162,0.006631434
C00163,0.0012436091
C00164,-1.744331e-06
C00165,1.3086922
C00166,-5.7719088e-05
C00167,-2.2937584e-05
C00168,-0.0004898134
C00169,0.011307063
C00170,0.00016704596
C00173,-6.650676e-06
C00175,3.327588e-06
C00178,-3.1411443e-07
C00179,1.3669309e-06
C00181,0.00013476676
C00182,-6.505768e-05
C00183,-0.0006426015
C00184,1.9195866e-06
C00185,0.001085828
C00186,0.001159092
C00187,0.19778585
C00188,0.0027121205
C00189,2.6306893e-06
C00190,2.6846787e-06
C00191,0.0043150955
C00192,0.0005720335
C00194,1.1632687e-06
C00195,0.0006983199
C00197,-0.0008897203
C00198,-1.3286415e-05
C00199,2.1208696e-05
C00203,0.0004326454
C00204,3.3406927e-06
C00206,-0.0038405324
C00207,0.00064982363
C00208,-0.00093209225
C00209,0.00019432252
C00212,0.1836879
C00213,-2.6570913e-07
C00214,-4.4967796e-06
C00216,-6.189227e-05
C00217,-2.2147951e-06
C00219,-0.0010840334
C00221,0.0061727427
C00222,0.00088564405
C00223,-3.2486198e-06
C00224,-6.162193e-05
C00226,-6.406921e-05
C00227,-0.00010770981
C00229,-0.0003295925
C00231,-0.00027676707
C00232,0.00087988493
C00234,6.310356e-06
C00235,-5.9298818e-05
C00236,0.0006541015
C00238,-0.027752131
C00239,6.0617313e-05
C00242,0.000405217
C00243,0.0006421253
