,,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
EFCAB13,cnv_del,,,,,
EFCAB13,cnv_amp,,,,,
EFCAB13,promoter,,,,,
EFCAB12,mut_important,,,,,
EFCAB12,cnv_del,,,,,
EFCAB12,cnv_amp,,,,,
EFCAB12,promoter,,,,,
EFCAB14,mut_important,,,,,
EFCAB14,cnv_del,,,,,
EFCAB14,cnv_amp,,,,,
EFCAB14,promoter,,,,,
CELA1,mut_important,,,,,
CELA1,cnv_del,,,,,
CELA1,cnv_amp,,,,,
CELA1,promoter,,,,,
SHCBP1,mut_important,,,,,
SHCBP1,cnv_del,,,,,
SHCBP1,cnv_amp,,,,,
SHCBP1,promoter,,,,,
ISOC1,mut_important,,,,,
ISOC1,cnv_del,,,,,
ISOC1,cnv_amp,,,,,
ISOC1,promoter,,,,,
GPR52,mut_important,,,,,
GPR52,cnv_del,,,,,
GPR52,cnv_amp,,,,,
GPR52,promoter,,,,,
CAPSL,mut_important,,,,,
CAPSL,cnv_del,,,,,
CAPSL,cnv_amp,,,,,
CAPSL,promoter,,,,,
KRTAP24-1,mut_important,,,,,
KRTAP24-1,cnv_del,,,,,
KRTAP24-1,cnv_amp,,,,,
KRTAP24-1,promoter,,,,,
HRK,mut_important,,,,,
HRK,cnv_del,,,,,
HRK,cnv_amp,,,,,
HRK,promoter,,,,,
ACTR3C,mut_important,,,,,
ACTR3C,cnv_del,,,,,
ACTR3C,cnv_amp,,,,,
ACTR3C,promoter,,,,,
ACTR3B,mut_important,,,,,
ACTR3B,cnv_del,,,,,
ACTR3B,cnv_amp,,,,,
ACTR3B,promoter,,,,,
WDR13,mut_important,,,,,
WDR13,cnv_del,,,,,
WDR13,cnv_amp,,,,,
WDR13,promoter,,,,,
WDR12,mut_important,,,,,
WDR12,cnv_del,,,,,
WDR12,cnv_amp,,,,,
WDR12,promoter,,,,,
WDR11,mut_important,,,,,
WDR11,cnv_del,,,,,
WDR11,cnv_amp,,,,,
WDR11,promoter,,,,,
FAM83H,mut_important,,,,,
FAM83H,cnv_del,,,,,
FAM83H,cnv_amp,,,,,
FAM83H,promoter,,,,,
WDR17,mut_important,,,,,
WDR17,cnv_del,,,,,
WDR17,cnv_amp,,,,,
WDR17,promoter,,,,,
OR7A17,mut_important,,,,,
OR7A17,cnv_del,,,,,
OR7A17,cnv_amp,,,,,
OR7A17,promoter,,,,,
S100A6,mut_important,,,,,
S100A6,cnv_del,,,,,
S100A6,cnv_amp,,,,,
S100A6,promoter,,,,,
GABPA,mut_important,,,,,
GABPA,cnv_del,,,,,
GABPA,cnv_amp,,,,,
GABPA,promoter,,,,,
PSCA,mut_important,,,,,
PSCA,cnv_del,,,,,
PSCA,cnv_amp,,,,,
PSCA,promoter,,,,,
MFN1,mut_important,,,,,
MFN1,cnv_del,,,,,
MFN1,cnv_amp,,,,,
MFN1,promoter,,,,,
ZGRF1,mut_important,,,,,
ZGRF1,cnv_del,,,,,
ZGRF1,cnv_amp,,,,,
ZGRF1,promoter,,,,,
AOX1,mut_important,,,,,
AOX1,cnv_del,,,,,
AOX1,cnv_amp,,,,,
AOX1,promoter,,,,,
PPP2R1B,mut_important,,,,,
PPP2R1B,cnv_del,,,,,
PPP2R1B,cnv_amp,,,,,
PPP2R1B,promoter,,,,,
BMP15,mut_important,,,,,
BMP15,cnv_del,,,,,
BMP15,cnv_amp,,,,,
BMP15,promoter,,,,,
FAM204A,mut_important,,,,,
FAM204A,cnv_del,,,,,
FAM204A,cnv_amp,,,,,
FAM204A,promoter,,,,,
NR3C2,mut_important,,,,,
NR3C2,cnv_del,,,,,
NR3C2,cnv_amp,,,,,
NR3C2,promoter,,,,,
TIMM9,mut_important,,,,,
TIMM9,cnv_del,,,,,
TIMM9,cnv_amp,,,,,
TIMM9,promoter,,,,,
C1orf216,mut_important,,,,,
C1orf216,cnv_del,,,,,
C1orf216,cnv_amp,,,,,
C1orf216,promoter,,,,,
SF3B2,mut_important,,,,,
SF3B2,cnv_del,,,,,
SF3B2,cnv_amp,,,,,
SF3B2,promoter,,,,,
USP9X,mut_important,,,,,
USP9X,cnv_del,,,,,
USP9X,cnv_amp,,,,,
USP9X,promoter,,,,,
ZMYND15,mut_important,,,,,
ZMYND15,cnv_del,,,,,
ZMYND15,cnv_amp,,,,,
ZMYND15,promoter,,,,,
ZMYND12,mut_important,,,,,
ZMYND12,cnv_del,,,,,
ZMYND12,cnv_amp,,,,,
ZMYND12,promoter,,,,,
WASL,mut_important,,,,,
WASL,cnv_del,,,,,
WASL,cnv_amp,,,,,
WASL,promoter,,,,,
PAEP,mut_important,,,,,
PAEP,cnv_del,,,,,
PAEP,cnv_amp,,,,,
PAEP,promoter,,,,,
ZMYND11,mut_important,,,,,
ZMYND11,cnv_del,,,,,
ZMYND11,cnv_amp,,,,,
ZMYND11,promoter,,,,,
NOC4L,mut_important,,,,,
NOC4L,cnv_del,,,,,
NOC4L,cnv_amp,,,,,
NOC4L,promoter,,,,,
CACTIN,mut_important,,,,,
CACTIN,cnv_del,,,,,
CACTIN,cnv_amp,,,,,
CACTIN,promoter,,,,,
ZMYND19,mut_important,,,,,
ZMYND19,cnv_del,,,,,
ZMYND19,cnv_amp,,,,,
ZMYND19,promoter,,,,,
ARID1B,mut_important,,,,,
ARID1B,cnv_del,,,,,
ARID1B,cnv_amp,,,,,
ARID1B,promoter,,,,,
CLEC3B,mut_important,,,,,
CLEC3B,cnv_del,,,,,
CLEC3B,cnv_amp,,,,,
CLEC3B,promoter,,,,,
KRT33B,mut_important,,,,,
KRT33B,cnv_del,,,,,
KRT33B,cnv_amp,,,,,
KRT33B,promoter,,,,,
KRT33A,mut_important,,,,,
KRT33A,cnv_del,,,,,
KRT33A,cnv_amp,,,,,
KRT33A,promoter,,,,,
CLEC3A,mut_important,,,,,
CLEC3A,cnv_del,,,,,
CLEC3A,cnv_amp,,,,,
CLEC3A,promoter,,,,,
AMBP,mut_important,,,,,
AMBP,cnv_del,,,,,
AMBP,cnv_amp,,,,,
AMBP,promoter,,,,,
ZFP41,mut_important,,,,,
ZFP41,cnv_del,,,,,
ZFP41,cnv_amp,,,,,
ZFP41,promoter,,,,,
AMBN,mut_important,,,,,
AMBN,cnv_del,,,,,
AMBN,cnv_amp,,,,,
AMBN,promoter,,,,,
ZFP42,mut_important,,,,,
ZFP42,cnv_del,,,,,
ZFP42,cnv_amp,,,,,
ZFP42,promoter,,,,,
AWAT2,mut_important,,,,,
AWAT2,cnv_del,,,,,
AWAT2,cnv_amp,,,,,
AWAT2,promoter,,,,,
FAM83D,mut_important,,,,,
FAM83D,cnv_del,,,,,
FAM83D,cnv_amp,,,,,
FAM83D,promoter,,,,,
VSX2,mut_important,,,,,
VSX2,cnv_del,,,,,
VSX2,cnv_amp,,,,,
VSX2,promoter,,,,,
OR4B1,mut_important,,,,,
OR4B1,cnv_del,,,,,
OR4B1,cnv_amp,,,,,
OR4B1,promoter,,,,,
WNT2B,mut_important,,,,,
WNT2B,cnv_del,,,,,
WNT2B,cnv_amp,,,,,
WNT2B,promoter,,,,,
HSPB7,mut_important,,,,,
HSPB7,cnv_del,,,,,
HSPB7,cnv_amp,,,,,
HSPB7,promoter,,,,,
HSPB2,mut_important,,,,,
HSPB2,cnv_del,,,,,
HSPB2,cnv_amp,,,,,
HSPB2,promoter,,,,,
HSPB3,mut_important,,,,,
HSPB3,cnv_del,,,,,
HSPB3,cnv_amp,,,,,
HSPB3,promoter,,,,,
HSPB1,mut_important,,,,,
HSPB1,cnv_del,,,,,
HSPB1,cnv_amp,,,,,
HSPB1,promoter,,,,,
PKN1,mut_important,,,,,
PKN1,cnv_del,,,,,
PKN1,cnv_amp,,,,,
PKN1,promoter,,,,,
PKN3,mut_important,,,,,
PKN3,cnv_del,,,,,
PKN3,cnv_amp,,,,,
PKN3,promoter,,,,,
PKN2,mut_important,,,,,
PKN2,cnv_del,,,,,
PKN2,cnv_amp,,,,,
PKN2,promoter,,,,,
HSPB8,mut_important,,,,,
HSPB8,cnv_del,,,,,
HSPB8,cnv_amp,,,,,
HSPB8,promoter,,,,,
HSPB9,mut_important,,,,,
HSPB9,cnv_del,,,,,
HSPB9,cnv_amp,,,,,
HSPB9,promoter,,,,,
TPH1,mut_important,,,,,
TPH1,cnv_del,,,,,
TPH1,cnv_amp,,,,,
TPH1,promoter,,,,,
RHOBTB2,mut_important,,,,,
RHOBTB2,cnv_del,,,,,
RHOBTB2,cnv_amp,,,,,
RHOBTB2,promoter,,,,,
RHOBTB3,mut_important,,,,,
RHOBTB3,cnv_del,,,,,
RHOBTB3,cnv_amp,,,,,
RHOBTB3,promoter,,,,,
RHOBTB1,mut_important,,,,,
RHOBTB1,cnv_del,,,,,
RHOBTB1,cnv_amp,,,,,
RHOBTB1,promoter,,,,,
KRTAP25-1,mut_important,,,,,
KRTAP25-1,cnv_del,,,,,
KRTAP25-1,cnv_amp,,,,,
KRTAP25-1,promoter,,,,,
MYADML2,mut_important,,,,,
MYADML2,cnv_del,,,,,
MYADML2,cnv_amp,,,,,
MYADML2,promoter,,,,,
INO80B,mut_important,,,,,
INO80B,cnv_del,,,,,
INO80B,cnv_amp,,,,,
INO80B,promoter,,,,,
INO80C,mut_important,,,,,
INO80C,cnv_del,,,,,
INO80C,cnv_amp,,,,,
INO80C,promoter,,,,,
DIS3L2,mut_important,,,,,
DIS3L2,cnv_del,,,,,
DIS3L2,cnv_amp,,,,,
DIS3L2,promoter,,,,,
DYRK2,mut_important,,,,,
DYRK2,cnv_del,,,,,
DYRK2,cnv_amp,,,,,
DYRK2,promoter,,,,,
FAM43B,mut_important,,,,,
FAM43B,cnv_del,,,,,
FAM43B,cnv_amp,,,,,
FAM43B,promoter,,,,,
FAM43A,mut_important,,,,,
FAM43A,cnv_del,,,,,
FAM43A,cnv_amp,,,,,
FAM43A,promoter,,,,,
EYS,mut_important,,,,,
EYS,cnv_del,,,,,
EYS,cnv_amp,,,,,
EYS,promoter,,,,,
C5orf22,mut_important,,,,,
C5orf22,cnv_del,,,,,
C5orf22,cnv_amp,,,,,
C5orf22,promoter,,,,,
LPL,mut_important,,,,,
LPL,cnv_del,,,,,
LPL,cnv_amp,,,,,
LPL,promoter,,,,,
PLOD3,mut_important,,,,,
PLOD3,cnv_del,,,,,
PLOD3,cnv_amp,,,,,
PLOD3,promoter,,,,,
LMF2,mut_important,,,,,
LMF2,cnv_del,,,,,
LMF2,cnv_amp,,,,,
LMF2,promoter,,,,,
KCNE2,mut_important,,,,,
KCNE2,cnv_del,,,,,
KCNE2,cnv_amp,,,,,
KCNE2,promoter,,,,,
KCNE3,mut_important,,,,,
KCNE3,cnv_del,,,,,
KCNE3,cnv_amp,,,,,
KCNE3,promoter,,,,,
KCNE1,mut_important,,,,,
KCNE1,cnv_del,,,,,
KCNE1,cnv_amp,,,,,
KCNE1,promoter,,,,,
FAM124B,mut_important,,,,,
FAM124B,cnv_del,,,,,
FAM124B,cnv_amp,,,,,
FAM124B,promoter,,,,,
KCNE4,mut_important,,,,,
KCNE4,cnv_del,,,,,
KCNE4,cnv_amp,,,,,
KCNE4,promoter,,,,,
FAM124A,mut_important,,,,,
FAM124A,cnv_del,,,,,
FAM124A,cnv_amp,,,,,
FAM124A,promoter,,,,,
TEX264,mut_important,,,,,
TEX264,cnv_del,,,,,
TEX264,cnv_amp,,,,,
TEX264,promoter,,,,,
AGBL5,mut_important,,,,,
AGBL5,cnv_del,,,,,
AGBL5,cnv_amp,,,,,
AGBL5,promoter,,,,,
LDLRAD1,mut_important,,,,,
LDLRAD1,cnv_del,,,,,
LDLRAD1,cnv_amp,,,,,
LDLRAD1,promoter,,,,,
LDLRAD2,mut_important,,,,,
LDLRAD2,cnv_del,,,,,
LDLRAD2,cnv_amp,,,,,
LDLRAD2,promoter,,,,,
LDLRAD3,mut_important,,,,,
LDLRAD3,cnv_del,,,,,
LDLRAD3,cnv_amp,,,,,
LDLRAD3,promoter,,,,,
LDLRAD4,mut_important,,,,,
LDLRAD4,cnv_del,,,,,
LDLRAD4,cnv_amp,,,,,
LDLRAD4,promoter,,,,,
TICAM2,mut_important,,,,,
TICAM2,cnv_del,,,,,
TICAM2,cnv_amp,,,,,
TICAM2,promoter,,,,,
PROSER1,mut_important,,,,,
PROSER1,cnv_del,,,,,
PROSER1,cnv_amp,,,,,
PROSER1,promoter,,,,,
PRAM1,mut_important,,,,,
PRAM1,cnv_del,,,,,
PRAM1,cnv_amp,,,,,
PRAM1,promoter,,,,,
PBXIP1,mut_important,,,,,
PBXIP1,cnv_del,,,,,
PBXIP1,cnv_amp,,,,,
PBXIP1,promoter,,,,,
RFTN2,mut_important,,,,,
RFTN2,cnv_del,,,,,
RFTN2,cnv_amp,,,,,
RFTN2,promoter,,,,,
DNASE1,mut_important,,,,,
DNASE1,cnv_del,,,,,
DNASE1,cnv_amp,,,,,
DNASE1,promoter,,,,,
LIG4,mut_important,,,,,
LIG4,cnv_del,,,,,
LIG4,cnv_amp,,,,,
LIG4,promoter,,,,,
CSNK1D,mut_important,,,,,
CSNK1D,cnv_del,,,,,
CSNK1D,cnv_amp,,,,,
CSNK1D,promoter,,,,,
CSNK1E,mut_important,,,,,
CSNK1E,cnv_del,,,,,
CSNK1E,cnv_amp,,,,,
CSNK1E,promoter,,,,,
LIG1,mut_important,,,,,
LIG1,cnv_del,,,,,
LIG1,cnv_amp,,,,,
LIG1,promoter,,,,,
LIG3,mut_important,,,,,
LIG3,cnv_del,,,,,
LIG3,cnv_amp,,,,,
LIG3,promoter,,,,,
DEFB134,mut_important,,,,,
DEFB134,cnv_del,,,,,
DEFB134,cnv_amp,,,,,
DEFB134,promoter,,,,,
DEFB135,mut_important,,,,,
DEFB135,cnv_del,,,,,
DEFB135,cnv_amp,,,,,
DEFB135,promoter,,,,,
DEFB136,mut_important,,,,,
DEFB136,cnv_del,,,,,
DEFB136,cnv_amp,,,,,
DEFB136,promoter,,,,,
DEFB132,mut_important,,,,,
DEFB132,cnv_del,,,,,
DEFB132,cnv_amp,,,,,
DEFB132,promoter,,,,,
IREB2,mut_important,,,,,
IREB2,cnv_del,,,,,
IREB2,cnv_amp,,,,,
IREB2,promoter,,,,,
ISCU,mut_important,,,,,
ISCU,cnv_del,,,,,
ISCU,cnv_amp,,,,,
ISCU,promoter,,,,,
IL36RN,mut_important,,,,,
IL36RN,cnv_del,,,,,
IL36RN,cnv_amp,,,,,
IL36RN,promoter,,,,,
ATP13A1,mut_important,,,,,
ATP13A1,cnv_del,,,,,
ATP13A1,cnv_amp,,,,,
ATP13A1,promoter,,,,,
FNTA,mut_important,,,,,
FNTA,cnv_del,,,,,
FNTA,cnv_amp,,,,,
FNTA,promoter,,,,,
FNTB,mut_important,,,,,
FNTB,cnv_del,,,,,
FNTB,cnv_amp,,,,,
FNTB,promoter,,,,,
EIF5AL1,mut_important,,,,,
EIF5AL1,cnv_del,,,,,
EIF5AL1,cnv_amp,,,,,
EIF5AL1,promoter,,,,,
BOLL,mut_important,,,,,
BOLL,cnv_del,,,,,
BOLL,cnv_amp,,,,,
BOLL,promoter,,,,,
UMODL1,mut_important,,,,,
UMODL1,cnv_del,,,,,
UMODL1,cnv_amp,,,,,
UMODL1,promoter,,,,,
KLHL22,mut_important,,,,,
KLHL22,cnv_del,,,,,
KLHL22,cnv_amp,,,,,
KLHL22,promoter,,,,,
ADAMTS20,mut_important,,,,,
ADAMTS20,cnv_del,,,,,
ADAMTS20,cnv_amp,,,,,
ADAMTS20,promoter,,,,,
NKX6-2,mut_important,,,,,
NKX6-2,cnv_del,,,,,
NKX6-2,cnv_amp,,,,,
NKX6-2,promoter,,,,,
NKX6-3,mut_important,,,,,
NKX6-3,cnv_del,,,,,
NKX6-3,cnv_amp,,,,,
NKX6-3,promoter,,,,,
NKX6-1,mut_important,,,,,
NKX6-1,cnv_del,,,,,
NKX6-1,cnv_amp,,,,,
NKX6-1,promoter,,,,,
KCTD13,mut_important,,,,,
KCTD13,cnv_del,,,,,
KCTD13,cnv_amp,,,,,
KCTD13,promoter,,,,,
KCTD12,mut_important,,,,,
KCTD12,cnv_del,,,,,
KCTD12,cnv_amp,,,,,
KCTD12,promoter,,,,,
CRCP,mut_important,,,,,
CRCP,cnv_del,,,,,
CRCP,cnv_amp,,,,,
CRCP,promoter,,,,,
KCTD10,mut_important,,,,,
KCTD10,cnv_del,,,,,
KCTD10,cnv_amp,,,,,
KCTD10,promoter,,,,,
KCTD17,mut_important,,,,,
KCTD17,cnv_del,,,,,
KCTD17,cnv_amp,,,,,
KCTD17,promoter,,,,,
KCTD16,mut_important,,,,,
KCTD16,cnv_del,,,,,
KCTD16,cnv_amp,,,,,
KCTD16,promoter,,,,,
KRTAP10-9,mut_important,,,,,
KRTAP10-9,cnv_del,,,,,
KRTAP10-9,cnv_amp,,,,,
KRTAP10-9,promoter,,,,,
KRTAP10-8,mut_important,,,,,
KRTAP10-8,cnv_del,,,,,
KRTAP10-8,cnv_amp,,,,,
KRTAP10-8,promoter,,,,,
KRTAP10-7,mut_important,,,,,
KRTAP10-7,cnv_del,,,,,
KRTAP10-7,cnv_amp,,,,,
KRTAP10-7,promoter,,,,,
KCTD19,mut_important,,,,,
KCTD19,cnv_del,,,,,
KCTD19,cnv_amp,,,,,
KCTD19,promoter,,,,,
KCTD18,mut_important,,,,,
KCTD18,cnv_del,,,,,
KCTD18,cnv_amp,,,,,
KCTD18,promoter,,,,,
KRTAP10-3,mut_important,,,,,
KRTAP10-3,cnv_del,,,,,
KRTAP10-3,cnv_amp,,,,,
KRTAP10-3,promoter,,,,,
KRTAP10-2,mut_important,,,,,
KRTAP10-2,cnv_del,,,,,
KRTAP10-2,cnv_amp,,,,,
KRTAP10-2,promoter,,,,,
KRTAP10-1,mut_important,,,,,
KRTAP10-1,cnv_del,,,,,
KRTAP10-1,cnv_amp,,,,,
KRTAP10-1,promoter,,,,,
ZKSCAN1,mut_important,,,,,
ZKSCAN1,cnv_del,,,,,
ZKSCAN1,cnv_amp,,,,,
ZKSCAN1,promoter,,,,,
ZKSCAN3,mut_important,,,,,
ZKSCAN3,cnv_del,,,,,
ZKSCAN3,cnv_amp,,,,,
ZKSCAN3,promoter,,,,,
ZKSCAN2,mut_important,,,,,
ZKSCAN2,cnv_del,,,,,
ZKSCAN2,cnv_amp,,,,,
ZKSCAN2,promoter,,,,,
ZKSCAN5,mut_important,,,,,
ZKSCAN5,cnv_del,,,,,
ZKSCAN5,cnv_amp,,,,,
ZKSCAN5,promoter,,,,,
ZKSCAN4,mut_important,,,,,
ZKSCAN4,cnv_del,,,,,
ZKSCAN4,cnv_amp,,,,,
ZKSCAN4,promoter,,,,,
ZKSCAN7,mut_important,,,,,
ZKSCAN7,cnv_del,,,,,
ZKSCAN7,cnv_amp,,,,,
ZKSCAN7,promoter,,,,,
ZKSCAN8,mut_important,,,,,
ZKSCAN8,cnv_del,,,,,
ZKSCAN8,cnv_amp,,,,,
ZKSCAN8,promoter,,,,,
IGFN1,mut_important,,,,,
IGFN1,cnv_del,,,,,
IGFN1,cnv_amp,,,,,
IGFN1,promoter,,,,,
ATP13A3,mut_important,,,,,
ATP13A3,cnv_del,,,,,
ATP13A3,cnv_amp,,,,,
ATP13A3,promoter,,,,,
UFL1,mut_important,,,,,
UFL1,cnv_del,,,,,
UFL1,cnv_amp,,,,,
UFL1,promoter,,,,,
GLIS2,mut_important,,,,,
GLIS2,cnv_del,,,,,
GLIS2,cnv_amp,,,,,
GLIS2,promoter,,,,,
GLIS3,mut_important,,,,,
GLIS3,cnv_del,,,,,
GLIS3,cnv_amp,,,,,
GLIS3,promoter,,,,,
GLIS1,mut_important,,,,,
GLIS1,cnv_del,,,,,
GLIS1,cnv_amp,,,,,
GLIS1,promoter,,,,,
H6PD,mut_important,,,,,
H6PD,cnv_del,,,,,
H6PD,cnv_amp,,,,,
H6PD,promoter,,,,,
SLC25A35,mut_important,,,,,
SLC25A35,cnv_del,,,,,
SLC25A35,cnv_amp,,,,,
SLC25A35,promoter,,,,,
SLC25A34,mut_important,,,,,
SLC25A34,cnv_del,,,,,
SLC25A34,cnv_amp,,,,,
SLC25A34,promoter,,,,,
SLC25A37,mut_important,,,,,
SLC25A37,cnv_del,,,,,
SLC25A37,cnv_amp,,,,,
SLC25A37,promoter,,,,,
SLC25A36,mut_important,,,,,
SLC25A36,cnv_del,,,,,
SLC25A36,cnv_amp,,,,,
SLC25A36,promoter,,,,,
SLC25A31,mut_important,,,,,
SLC25A31,cnv_del,,,,,
SLC25A31,cnv_amp,,,,,
SLC25A31,promoter,,,,,
DCP1B,mut_important,,,,,
DCP1B,cnv_del,,,,,
DCP1B,cnv_amp,,,,,
DCP1B,promoter,,,,,
DCP1A,mut_important,,,,,
DCP1A,cnv_del,,,,,
DCP1A,cnv_amp,,,,,
DCP1A,promoter,,,,,
GPBAR1,mut_important,,,,,
GPBAR1,cnv_del,,,,,
GPBAR1,cnv_amp,,,,,
GPBAR1,promoter,,,,,
SLC25A39,mut_important,,,,,
SLC25A39,cnv_del,,,,,
SLC25A39,cnv_amp,,,,,
SLC25A39,promoter,,,,,
SLC25A38,mut_important,,,,,
SLC25A38,cnv_del,,,,,
SLC25A38,cnv_amp,,,,,
SLC25A38,promoter,,,,,
TMEM106C,mut_important,,,,,
TMEM106C,cnv_del,,,,,
TMEM106C,cnv_amp,,,,,
TMEM106C,promoter,,,,,
GIPC3,mut_important,,,,,
GIPC3,cnv_del,,,,,
GIPC3,cnv_amp,,,,,
GIPC3,promoter,,,,,
TUBA1C,mut_important,,,,,
TUBA1C,cnv_del,,,,,
TUBA1C,cnv_amp,,,,,
TUBA1C,promoter,,,,,
DENND6B,mut_important,,,,,
DENND6B,cnv_del,,,,,
DENND6B,cnv_amp,,,,,
DENND6B,promoter,,,,,
TUBA1A,mut_important,,,,,
TUBA1A,cnv_del,,,,,
TUBA1A,cnv_amp,,,,,
TUBA1A,promoter,,,,,
TMEM106A,mut_important,,,,,
TMEM106A,cnv_del,,,,,
TMEM106A,cnv_amp,,,,,
TMEM106A,promoter,,,,,
VIP,mut_important,,,,,
VIP,cnv_del,,,,,
VIP,cnv_amp,,,,,
VIP,promoter,,,,,
IGSF10,mut_important,,,,,
IGSF10,cnv_del,,,,,
IGSF10,cnv_amp,,,,,
IGSF10,promoter,,,,,
IGSF11,mut_important,,,,,
IGSF11,cnv_del,,,,,
IGSF11,cnv_amp,,,,,
IGSF11,promoter,,,,,
TMEM182,mut_important,,,,,
TMEM182,cnv_del,,,,,
TMEM182,cnv_amp,,,,,
TMEM182,promoter,,,,,
TMEM181,mut_important,,,,,
TMEM181,cnv_del,,,,,
TMEM181,cnv_amp,,,,,
TMEM181,promoter,,,,,
TMEM187,mut_important,,,,,
TMEM187,cnv_del,,,,,
TMEM187,cnv_amp,,,,,
TMEM187,promoter,,,,,
BCR,mut_important,,,,,
BCR,cnv_del,,,,,
BCR,cnv_amp,,,,,
BCR,promoter,,,,,
IL10RB,mut_important,,,,,
IL10RB,cnv_del,,,,,
IL10RB,cnv_amp,,,,,
IL10RB,promoter,,,,,
GNG2,mut_important,,,,,
GNG2,cnv_del,,,,,
GNG2,cnv_amp,,,,,
GNG2,promoter,,,,,
TMEM189,mut_important,,,,,
TMEM189,cnv_del,,,,,
TMEM189,cnv_amp,,,,,
TMEM189,promoter,,,,,
FAM102B,mut_important,,,,,
FAM102B,cnv_del,,,,,
FAM102B,cnv_amp,,,,,
FAM102B,promoter,,,,,
FAM102A,mut_important,,,,,
FAM102A,cnv_del,,,,,
FAM102A,cnv_amp,,,,,
FAM102A,promoter,,,,,
CNTD1,mut_important,,,,,
CNTD1,cnv_del,,,,,
CNTD1,cnv_amp,,,,,
CNTD1,promoter,,,,,
PGBD4,mut_important,,,,,
PGBD4,cnv_del,,,,,
PGBD4,cnv_amp,,,,,
PGBD4,promoter,,,,,
RIMKLA,mut_important,,,,,
RIMKLA,cnv_del,,,,,
RIMKLA,cnv_amp,,,,,
RIMKLA,promoter,,,,,
HCAR2,mut_important,,,,,
HCAR2,cnv_del,,,,,
HCAR2,cnv_amp,,,,,
HCAR2,promoter,,,,,
HCAR1,mut_important,,,,,
HCAR1,cnv_del,,,,,
HCAR1,cnv_amp,,,,,
HCAR1,promoter,,,,,
PGBD5,mut_important,,,,,
PGBD5,cnv_del,,,,,
PGBD5,cnv_amp,,,,,
PGBD5,promoter,,,,,
PGBD2,mut_important,,,,,
PGBD2,cnv_del,,,,,
PGBD2,cnv_amp,,,,,
PGBD2,promoter,,,,,
SCGB1A1,mut_important,,,,,
SCGB1A1,cnv_del,,,,,
SCGB1A1,cnv_amp,,,,,
SCGB1A1,promoter,,,,,
OR7C2,mut_important,,,,,
OR7C2,cnv_del,,,,,
OR7C2,cnv_amp,,,,,
OR7C2,promoter,,,,,
USP12,mut_important,,,,,
USP12,cnv_del,,,,,
USP12,cnv_amp,,,,,
USP12,promoter,,,,,
TAF5,mut_important,,,,,
TAF5,cnv_del,,,,,
TAF5,cnv_amp,,,,,
TAF5,promoter,,,,,
TAF4,mut_important,,,,,
TAF4,cnv_del,,,,,
TAF4,cnv_amp,,,,,
TAF4,promoter,,,,,
TAF3,mut_important,,,,,
TAF3,cnv_del,,,,,
TAF3,cnv_amp,,,,,
TAF3,promoter,,,,,
TAF2,mut_important,,,,,
TAF2,cnv_del,,,,,
TAF2,cnv_amp,,,,,
TAF2,promoter,,,,,
TAF1,mut_important,,,,,
TAF1,cnv_del,,,,,
TAF1,cnv_amp,,,,,
TAF1,promoter,,,,,
G6PD,mut_important,,,,,
G6PD,cnv_del,,,,,
G6PD,cnv_amp,,,,,
G6PD,promoter,,,,,
G6PC,mut_important,,,,,
G6PC,cnv_del,,,,,
G6PC,cnv_amp,,,,,
G6PC,promoter,,,,,
ALDH6A1,mut_important,,,,,
ALDH6A1,cnv_del,,,,,
ALDH6A1,cnv_amp,,,,,
ALDH6A1,promoter,,,,,
TAF9,mut_important,,,,,
TAF9,cnv_del,,,,,
TAF9,cnv_amp,,,,,
TAF9,promoter,,,,,
TAF8,mut_important,,,,,
TAF8,cnv_del,,,,,
TAF8,cnv_amp,,,,,
TAF8,promoter,,,,,
TSPAN32,mut_important,,,,,
TSPAN32,cnv_del,,,,,
TSPAN32,cnv_amp,,,,,
TSPAN32,promoter,,,,,
TSPAN33,mut_important,,,,,
TSPAN33,cnv_del,,,,,
TSPAN33,cnv_amp,,,,,
TSPAN33,promoter,,,,,
TSPAN31,mut_important,,,,,
TSPAN31,cnv_del,,,,,
TSPAN31,cnv_amp,,,,,
TSPAN31,promoter,,,,,
GNG8,mut_important,,,,,
GNG8,cnv_del,,,,,
GNG8,cnv_amp,,,,,
GNG8,promoter,,,,,
POMT1,mut_important,,,,,
POMT1,cnv_del,,,,,
POMT1,cnv_amp,,,,,
POMT1,promoter,,,,,
POMT2,mut_important,,,,,
POMT2,cnv_del,,,,,
POMT2,cnv_amp,,,,,
POMT2,promoter,,,,,
AIF1,mut_important,,,,,
AIF1,cnv_del,,,,,
AIF1,cnv_amp,,,,,
AIF1,promoter,,,,,
DSCAML1,mut_important,,,,,
DSCAML1,cnv_del,,,,,
DSCAML1,cnv_amp,,,,,
DSCAML1,promoter,,,,,
C7orf57,mut_important,,,,,
C7orf57,cnv_del,,,,,
C7orf57,cnv_amp,,,,,
C7orf57,promoter,,,,,
AGPS,mut_important,,,,,
AGPS,cnv_del,,,,,
AGPS,cnv_amp,,,,,
AGPS,promoter,,,,,
ALAD,mut_important,,,,,
ALAD,cnv_del,,,,,
ALAD,cnv_amp,,,,,
ALAD,promoter,,,,,
LY6G6D,mut_important,,,,,
LY6G6D,cnv_del,,,,,
LY6G6D,cnv_amp,,,,,
LY6G6D,promoter,,,,,
