,,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
CACNG1,cnv_del,,,,,
CACNG1,cnv_amp,,,,,
CACNG1,promoter,,,,,
FAM71A,mut_important,,,,,
FAM71A,cnv_del,,,,,
FAM71A,cnv_amp,,,,,
FAM71A,promoter,,,,,
C12orf43,mut_important,,,,,
C12orf43,cnv_del,,,,,
C12orf43,cnv_amp,,,,,
C12orf43,promoter,,,,,
OGG1,mut_important,,,,,
OGG1,cnv_del,,,,,
OGG1,cnv_amp,,,,,
OGG1,promoter,,,,,
C3orf33,mut_important,,,,,
C3orf33,cnv_del,,,,,
C3orf33,cnv_amp,,,,,
C3orf33,promoter,,,,,
GPR21,mut_important,,,,,
GPR21,cnv_del,,,,,
GPR21,cnv_amp,,,,,
GPR21,promoter,,,,,
ALLC,mut_important,,,,,
ALLC,cnv_del,,,,,
ALLC,cnv_amp,,,,,
ALLC,promoter,,,,,
ARHGDIG,mut_important,,,,,
ARHGDIG,cnv_del,,,,,
ARHGDIG,cnv_amp,,,,,
ARHGDIG,promoter,,,,,
VSIG10,mut_important,,,,,
VSIG10,cnv_del,,,,,
VSIG10,cnv_amp,,,,,
VSIG10,promoter,,,,,
C12orf45,mut_important,,,,,
C12orf45,cnv_del,,,,,
C12orf45,cnv_amp,,,,,
C12orf45,promoter,,,,,
PRRT1,mut_important,,,,,
PRRT1,cnv_del,,,,,
PRRT1,cnv_amp,,,,,
PRRT1,promoter,,,,,
OR10H3,mut_important,,,,,
OR10H3,cnv_del,,,,,
OR10H3,cnv_amp,,,,,
OR10H3,promoter,,,,,
DENND3,mut_important,,,,,
DENND3,cnv_del,,,,,
DENND3,cnv_amp,,,,,
DENND3,promoter,,,,,
SLC34A3,mut_important,,,,,
SLC34A3,cnv_del,,,,,
SLC34A3,cnv_amp,,,,,
SLC34A3,promoter,,,,,
SLC34A2,mut_important,,,,,
SLC34A2,cnv_del,,,,,
SLC34A2,cnv_amp,,,,,
SLC34A2,promoter,,,,,
OR2AE1,mut_important,,,,,
OR2AE1,cnv_del,,,,,
OR2AE1,cnv_amp,,,,,
OR2AE1,promoter,,,,,
SASH1,mut_important,,,,,
SASH1,cnv_del,,,,,
SASH1,cnv_amp,,,,,
SASH1,promoter,,,,,
CREBRF,mut_important,,,,,
CREBRF,cnv_del,,,,,
CREBRF,cnv_amp,,,,,
CREBRF,promoter,,,,,
PPP1R16A,mut_important,,,,,
PPP1R16A,cnv_del,,,,,
PPP1R16A,cnv_amp,,,,,
PPP1R16A,promoter,,,,,
PPP1R16B,mut_important,,,,,
PPP1R16B,cnv_del,,,,,
PPP1R16B,cnv_amp,,,,,
PPP1R16B,promoter,,,,,
PLLP,mut_important,,,,,
PLLP,cnv_del,,,,,
PLLP,cnv_amp,,,,,
PLLP,promoter,,,,,
BLNK,mut_important,,,,,
BLNK,cnv_del,,,,,
BLNK,cnv_amp,,,,,
BLNK,promoter,,,,,
NLRX1,mut_important,,,,,
NLRX1,cnv_del,,,,,
NLRX1,cnv_amp,,,,,
NLRX1,promoter,,,,,
TOPAZ1,mut_important,,,,,
TOPAZ1,cnv_del,,,,,
TOPAZ1,cnv_amp,,,,,
TOPAZ1,promoter,,,,,
UAP1L1,mut_important,,,,,
UAP1L1,cnv_del,,,,,
UAP1L1,cnv_amp,,,,,
UAP1L1,promoter,,,,,
ARHGDIA,mut_important,,,,,
ARHGDIA,cnv_del,,,,,
ARHGDIA,cnv_amp,,,,,
ARHGDIA,promoter,,,,,
ADORA3,mut_important,,,,,
ADORA3,cnv_del,,,,,
ADORA3,cnv_amp,,,,,
ADORA3,promoter,,,,,
NAE1,mut_important,,,,,
NAE1,cnv_del,,,,,
NAE1,cnv_amp,,,,,
NAE1,promoter,,,,,
FUT10,mut_important,,,,,
FUT10,cnv_del,,,,,
FUT10,cnv_amp,,,,,
FUT10,promoter,,,,,
USH1C,mut_important,,,,,
USH1C,cnv_del,,,,,
USH1C,cnv_amp,,,,,
USH1C,promoter,,,,,
KIAA1841,mut_important,,,,,
KIAA1841,cnv_del,,,,,
KIAA1841,cnv_amp,,,,,
KIAA1841,promoter,,,,,
UBR2,mut_important,,,,,
UBR2,cnv_del,,,,,
UBR2,cnv_amp,,,,,
UBR2,promoter,,,,,
UBR1,mut_important,,,,,
UBR1,cnv_del,,,,,
UBR1,cnv_amp,,,,,
UBR1,promoter,,,,,
UBR7,mut_important,,,,,
UBR7,cnv_del,,,,,
UBR7,cnv_amp,,,,,
UBR7,promoter,,,,,
HSDL1,mut_important,,,,,
HSDL1,cnv_del,,,,,
HSDL1,cnv_amp,,,,,
HSDL1,promoter,,,,,
HSDL2,mut_important,,,,,
HSDL2,cnv_del,,,,,
HSDL2,cnv_amp,,,,,
HSDL2,promoter,,,,,
UBR4,mut_important,,,,,
UBR4,cnv_del,,,,,
UBR4,cnv_amp,,,,,
UBR4,promoter,,,,,
SOCS5,mut_important,,,,,
SOCS5,cnv_del,,,,,
SOCS5,cnv_amp,,,,,
SOCS5,promoter,,,,,
SOCS4,mut_important,,,,,
SOCS4,cnv_del,,,,,
SOCS4,cnv_amp,,,,,
SOCS4,promoter,,,,,
CALN1,mut_important,,,,,
CALN1,cnv_del,,,,,
CALN1,cnv_amp,,,,,
CALN1,promoter,,,,,
SOCS6,mut_important,,,,,
SOCS6,cnv_del,,,,,
SOCS6,cnv_amp,,,,,
SOCS6,promoter,,,,,
SOCS1,mut_important,,,,,
SOCS1,cnv_del,,,,,
SOCS1,cnv_amp,,,,,
SOCS1,promoter,,,,,
TMA16,mut_important,,,,,
TMA16,cnv_del,,,,,
TMA16,cnv_amp,,,,,
TMA16,promoter,,,,,
SOCS2,mut_important,,,,,
SOCS2,cnv_del,,,,,
SOCS2,cnv_amp,,,,,
SOCS2,promoter,,,,,
PPP2CA,mut_important,,,,,
PPP2CA,cnv_del,,,,,
PPP2CA,cnv_amp,,,,,
PPP2CA,promoter,,,,,
NFXL1,mut_important,,,,,
NFXL1,cnv_del,,,,,
NFXL1,cnv_amp,,,,,
NFXL1,promoter,,,,,
PPP2CB,mut_important,,,,,
PPP2CB,cnv_del,,,,,
PPP2CB,cnv_amp,,,,,
PPP2CB,promoter,,,,,
CCNY,mut_important,,,,,
CCNY,cnv_del,,,,,
CCNY,cnv_amp,,,,,
CCNY,promoter,,,,,
KCNT1,mut_important,,,,,
KCNT1,cnv_del,,,,,
KCNT1,cnv_amp,,,,,
KCNT1,promoter,,,,,
CSTL1,mut_important,,,,,
CSTL1,cnv_del,,,,,
CSTL1,cnv_amp,,,,,
CSTL1,promoter,,,,,
CCNC,mut_important,,,,,
CCNC,cnv_del,,,,,
CCNC,cnv_amp,,,,,
CCNC,promoter,,,,,
ZNF467,mut_important,,,,,
ZNF467,cnv_del,,,,,
ZNF467,cnv_amp,,,,,
ZNF467,promoter,,,,,
CCNH,mut_important,,,,,
CCNH,cnv_del,,,,,
CCNH,cnv_amp,,,,,
CCNH,promoter,,,,,
CCNI,mut_important,,,,,
CCNI,cnv_del,,,,,
CCNI,cnv_amp,,,,,
CCNI,promoter,,,,,
CCNJ,mut_important,,,,,
CCNJ,cnv_del,,,,,
CCNJ,cnv_amp,,,,,
CCNJ,promoter,,,,,
VPS72,mut_important,,,,,
VPS72,cnv_del,,,,,
VPS72,cnv_amp,,,,,
VPS72,promoter,,,,,
CDSN,mut_important,,,,,
CDSN,cnv_del,,,,,
CDSN,cnv_amp,,,,,
CDSN,promoter,,,,,
TBRG1,mut_important,,,,,
TBRG1,cnv_del,,,,,
TBRG1,cnv_amp,,,,,
TBRG1,promoter,,,,,
TBRG4,mut_important,,,,,
TBRG4,cnv_del,,,,,
TBRG4,cnv_amp,,,,,
TBRG4,promoter,,,,,
COPA,mut_important,,,,,
COPA,cnv_del,,,,,
COPA,cnv_amp,,,,,
COPA,promoter,,,,,
OR2A12,mut_important,,,,,
OR2A12,cnv_del,,,,,
OR2A12,cnv_amp,,,,,
OR2A12,promoter,,,,,
GSK3B,mut_important,,,,,
GSK3B,cnv_del,,,,,
GSK3B,cnv_amp,,,,,
GSK3B,promoter,,,,,
LYSMD1,mut_important,,,,,
LYSMD1,cnv_del,,,,,
LYSMD1,cnv_amp,,,,,
LYSMD1,promoter,,,,,
IL1R2,mut_important,,,,,
IL1R2,cnv_del,,,,,
IL1R2,cnv_amp,,,,,
IL1R2,promoter,,,,,
IL1R1,mut_important,,,,,
IL1R1,cnv_del,,,,,
IL1R1,cnv_amp,,,,,
IL1R1,promoter,,,,,
PTN,mut_important,,,,,
PTN,cnv_del,,,,,
PTN,cnv_amp,,,,,
PTN,promoter,,,,,
JMY,mut_important,,,,,
JMY,cnv_del,,,,,
JMY,cnv_amp,,,,,
JMY,promoter,,,,,
LRRK1,mut_important,,,,,
LRRK1,cnv_del,,,,,
LRRK1,cnv_amp,,,,,
LRRK1,promoter,,,,,
LRRK2,mut_important,,,,,
LRRK2,cnv_del,,,,,
LRRK2,cnv_amp,,,,,
LRRK2,promoter,,,,,
MSTO1,mut_important,,,,,
MSTO1,cnv_del,,,,,
MSTO1,cnv_amp,,,,,
MSTO1,promoter,,,,,
PLEKHJ1,mut_important,,,,,
PLEKHJ1,cnv_del,,,,,
PLEKHJ1,cnv_amp,,,,,
PLEKHJ1,promoter,,,,,
ABHD15,mut_important,,,,,
ABHD15,cnv_del,,,,,
ABHD15,cnv_amp,,,,,
ABHD15,promoter,,,,,
COPE,mut_important,,,,,
COPE,cnv_del,,,,,
COPE,cnv_amp,,,,,
COPE,promoter,,,,,
ABHD10,mut_important,,,,,
ABHD10,cnv_del,,,,,
ABHD10,cnv_amp,,,,,
ABHD10,promoter,,,,,
ABHD11,mut_important,,,,,
ABHD11,cnv_del,,,,,
ABHD11,cnv_amp,,,,,
ABHD11,promoter,,,,,
ABHD12,mut_important,,,,,
ABHD12,cnv_del,,,,,
ABHD12,cnv_amp,,,,,
ABHD12,promoter,,,,,
ABHD13,mut_important,,,,,
ABHD13,cnv_del,,,,,
ABHD13,cnv_amp,,,,,
ABHD13,promoter,,,,,
MAEA,mut_important,,,,,
MAEA,cnv_del,,,,,
MAEA,cnv_amp,,,,,
MAEA,promoter,,,,,
NGRN,mut_important,,,,,
NGRN,cnv_del,,,,,
NGRN,cnv_amp,,,,,
NGRN,promoter,,,,,
CRMP1,mut_important,,,,,
CRMP1,cnv_del,,,,,
CRMP1,cnv_amp,,,,,
CRMP1,promoter,,,,,
TGFB1I1,mut_important,,,,,
TGFB1I1,cnv_del,,,,,
TGFB1I1,cnv_amp,,,,,
TGFB1I1,promoter,,,,,
FN3K,mut_important,,,,,
FN3K,cnv_del,,,,,
FN3K,cnv_amp,,,,,
FN3K,promoter,,,,,
PTS,mut_important,,,,,
PTS,cnv_del,,,,,
PTS,cnv_amp,,,,,
PTS,promoter,,,,,
MEGF8,mut_important,,,,,
MEGF8,cnv_del,,,,,
MEGF8,cnv_amp,,,,,
MEGF8,promoter,,,,,
MRPL10,mut_important,,,,,
MRPL10,cnv_del,,,,,
MRPL10,cnv_amp,,,,,
MRPL10,promoter,,,,,
MRPL11,mut_important,,,,,
MRPL11,cnv_del,,,,,
MRPL11,cnv_amp,,,,,
MRPL11,promoter,,,,,
MRPL12,mut_important,,,,,
MRPL12,cnv_del,,,,,
MRPL12,cnv_amp,,,,,
MRPL12,promoter,,,,,
MRPL13,mut_important,,,,,
MRPL13,cnv_del,,,,,
MRPL13,cnv_amp,,,,,
MRPL13,promoter,,,,,
MRPL14,mut_important,,,,,
MRPL14,cnv_del,,,,,
MRPL14,cnv_amp,,,,,
MRPL14,promoter,,,,,
MRPL15,mut_important,,,,,
MRPL15,cnv_del,,,,,
MRPL15,cnv_amp,,,,,
MRPL15,promoter,,,,,
MRPL16,mut_important,,,,,
MRPL16,cnv_del,,,,,
MRPL16,cnv_amp,,,,,
MRPL16,promoter,,,,,
MRPL17,mut_important,,,,,
MRPL17,cnv_del,,,,,
MRPL17,cnv_amp,,,,,
MRPL17,promoter,,,,,
MRPL18,mut_important,,,,,
MRPL18,cnv_del,,,,,
MRPL18,cnv_amp,,,,,
MRPL18,promoter,,,,,
MRPL19,mut_important,,,,,
MRPL19,cnv_del,,,,,
MRPL19,cnv_amp,,,,,
MRPL19,promoter,,,,,
CDC25A,mut_important,,,,,
CDC25A,cnv_del,,,,,
CDC25A,cnv_amp,,,,,
CDC25A,promoter,,,,,
RNF44,mut_important,,,,,
RNF44,cnv_del,,,,,
RNF44,cnv_amp,,,,,
RNF44,promoter,,,,,
RNF43,mut_important,,,,,
RNF43,cnv_del,,,,,
RNF43,cnv_amp,,,,,
RNF43,promoter,,,,,
PLA1A,mut_important,,,,,
PLA1A,cnv_del,,,,,
PLA1A,cnv_amp,,,,,
PLA1A,promoter,,,,,
RNF40,mut_important,,,,,
RNF40,cnv_del,,,,,
RNF40,cnv_amp,,,,,
RNF40,promoter,,,,,
TMPRSS12,mut_important,,,,,
TMPRSS12,cnv_del,,,,,
TMPRSS12,cnv_amp,,,,,
TMPRSS12,promoter,,,,,
DCUN1D1,mut_important,,,,,
DCUN1D1,cnv_del,,,,,
DCUN1D1,cnv_amp,,,,,
DCUN1D1,promoter,,,,,
DCUN1D2,mut_important,,,,,
DCUN1D2,cnv_del,,,,,
DCUN1D2,cnv_amp,,,,,
DCUN1D2,promoter,,,,,
DCUN1D3,mut_important,,,,,
DCUN1D3,cnv_del,,,,,
DCUN1D3,cnv_amp,,,,,
DCUN1D3,promoter,,,,,
DCUN1D4,mut_important,,,,,
DCUN1D4,cnv_del,,,,,
DCUN1D4,cnv_amp,,,,,
DCUN1D4,promoter,,,,,
DCUN1D5,mut_important,,,,,
DCUN1D5,cnv_del,,,,,
DCUN1D5,cnv_amp,,,,,
DCUN1D5,promoter,,,,,
TMPRSS15,mut_important,,,,,
TMPRSS15,cnv_del,,,,,
TMPRSS15,cnv_amp,,,,,
TMPRSS15,promoter,,,,,
ITPR2,mut_important,,,,,
ITPR2,cnv_del,,,,,
ITPR2,cnv_amp,,,,,
ITPR2,promoter,,,,,
ITPR3,mut_important,,,,,
ITPR3,cnv_del,,,,,
ITPR3,cnv_amp,,,,,
ITPR3,promoter,,,,,
ITPR1,mut_important,,,,,
ITPR1,cnv_del,,,,,
ITPR1,cnv_amp,,,,,
ITPR1,promoter,,,,,
RHOJ,mut_important,,,,,
RHOJ,cnv_del,,,,,
RHOJ,cnv_amp,,,,,
RHOJ,promoter,,,,,
C2orf91,mut_important,,,,,
C2orf91,cnv_del,,,,,
C2orf91,cnv_amp,,,,,
C2orf91,promoter,,,,,
CES1,mut_important,,,,,
CES1,cnv_del,,,,,
CES1,cnv_amp,,,,,
CES1,promoter,,,,,
AMPH,mut_important,,,,,
AMPH,cnv_del,,,,,
AMPH,cnv_amp,,,,,
AMPH,promoter,,,,,
DEPTOR,mut_important,,,,,
DEPTOR,cnv_del,,,,,
DEPTOR,cnv_amp,,,,,
DEPTOR,promoter,,,,,
LRIG2,mut_important,,,,,
LRIG2,cnv_del,,,,,
LRIG2,cnv_amp,,,,,
LRIG2,promoter,,,,,
LRIG1,mut_important,,,,,
LRIG1,cnv_del,,,,,
LRIG1,cnv_amp,,,,,
LRIG1,promoter,,,,,
OR9G1,mut_important,,,,,
OR9G1,cnv_del,,,,,
OR9G1,cnv_amp,,,,,
OR9G1,promoter,,,,,
ANKRD20A3,mut_important,,,,,
ANKRD20A3,cnv_del,,,,,
ANKRD20A3,cnv_amp,,,,,
ANKRD20A3,promoter,,,,,
POLE,mut_important,,,,,
POLE,cnv_del,,,,,
POLE,cnv_amp,,,,,
POLE,promoter,,,,,
ANKRD20A1,mut_important,,,,,
ANKRD20A1,cnv_del,,,,,
ANKRD20A1,cnv_amp,,,,,
ANKRD20A1,promoter,,,,,
ANKRD20A4,mut_important,,,,,
ANKRD20A4,cnv_del,,,,,
ANKRD20A4,cnv_amp,,,,,
ANKRD20A4,promoter,,,,,
AP1G1,mut_important,,,,,
AP1G1,cnv_del,,,,,
AP1G1,cnv_amp,,,,,
AP1G1,promoter,,,,,
SNCG,mut_important,,,,,
SNCG,cnv_del,,,,,
SNCG,cnv_amp,,,,,
SNCG,promoter,,,,,
ERCC6L2,mut_important,,,,,
ERCC6L2,cnv_del,,,,,
ERCC6L2,cnv_amp,,,,,
ERCC6L2,promoter,,,,,
MTTP,mut_important,,,,,
MTTP,cnv_del,,,,,
MTTP,cnv_amp,,,,,
MTTP,promoter,,,,,
SNCB,mut_important,,,,,
SNCB,cnv_del,,,,,
SNCB,cnv_amp,,,,,
SNCB,promoter,,,,,
SNCA,mut_important,,,,,
SNCA,cnv_del,,,,,
SNCA,cnv_amp,,,,,
SNCA,promoter,,,,,
AIFM2,mut_important,,,,,
AIFM2,cnv_del,,,,,
AIFM2,cnv_amp,,,,,
AIFM2,promoter,,,,,
AIFM3,mut_important,,,,,
AIFM3,cnv_del,,,,,
AIFM3,cnv_amp,,,,,
AIFM3,promoter,,,,,
IL17RE,mut_important,,,,,
IL17RE,cnv_del,,,,,
IL17RE,cnv_amp,,,,,
IL17RE,promoter,,,,,
AIFM1,mut_important,,,,,
AIFM1,cnv_del,,,,,
AIFM1,cnv_amp,,,,,
AIFM1,promoter,,,,,
IL17RC,mut_important,,,,,
IL17RC,cnv_del,,,,,
IL17RC,cnv_amp,,,,,
IL17RC,promoter,,,,,
IL17RB,mut_important,,,,,
IL17RB,cnv_del,,,,,
IL17RB,cnv_amp,,,,,
IL17RB,promoter,,,,,
IL17RA,mut_important,,,,,
IL17RA,cnv_del,,,,,
IL17RA,cnv_amp,,,,,
IL17RA,promoter,,,,,
KBTBD12,mut_important,,,,,
KBTBD12,cnv_del,,,,,
KBTBD12,cnv_amp,,,,,
KBTBD12,promoter,,,,,
KBTBD11,mut_important,,,,,
KBTBD11,cnv_del,,,,,
KBTBD11,cnv_amp,,,,,
KBTBD11,promoter,,,,,
PATE4,mut_important,,,,,
PATE4,cnv_del,,,,,
PATE4,cnv_amp,,,,,
PATE4,promoter,,,,,
FOXR1,mut_important,,,,,
FOXR1,cnv_del,,,,,
FOXR1,cnv_amp,,,,,
FOXR1,promoter,,,,,
FOXR2,mut_important,,,,,
FOXR2,cnv_del,,,,,
FOXR2,cnv_amp,,,,,
FOXR2,promoter,,,,,
PADI6,mut_important,,,,,
PADI6,cnv_del,,,,,
PADI6,cnv_amp,,,,,
PADI6,promoter,,,,,
OR11A1,mut_important,,,,,
OR11A1,cnv_del,,,,,
OR11A1,cnv_amp,,,,,
OR11A1,promoter,,,,,
POT1,mut_important,,,,,
POT1,cnv_del,,,,,
POT1,cnv_amp,,,,,
POT1,promoter,,,,,
AATK,mut_important,,,,,
AATK,cnv_del,,,,,
AATK,cnv_amp,,,,,
AATK,promoter,,,,,
HBA1,mut_important,,,,,
HBA1,cnv_del,,,,,
HBA1,cnv_amp,,,,,
HBA1,promoter,,,,,
CD302,mut_important,,,,,
CD302,cnv_del,,,,,
CD302,cnv_amp,,,,,
CD302,promoter,,,,,
FAM217A,mut_important,,,,,
FAM217A,cnv_del,,,,,
FAM217A,cnv_amp,,,,,
FAM217A,promoter,,,,,
SACS,mut_important,,,,,
SACS,cnv_del,,,,,
SACS,cnv_amp,,,,,
SACS,promoter,,,,,
FFAR3,mut_important,,,,,
FFAR3,cnv_del,,,,,
FFAR3,cnv_amp,,,,,
FFAR3,promoter,,,,,
LAT2,mut_important,,,,,
LAT2,cnv_del,,,,,
LAT2,cnv_amp,,,,,
LAT2,promoter,,,,,
MUC5B,mut_important,,,,,
MUC5B,cnv_del,,,,,
MUC5B,cnv_amp,,,,,
MUC5B,promoter,,,,,
OPN5,mut_important,,,,,
OPN5,cnv_del,,,,,
OPN5,cnv_amp,,,,,
OPN5,promoter,,,,,
OPN4,mut_important,,,,,
OPN4,cnv_del,,,,,
OPN4,cnv_amp,,,,,
OPN4,promoter,,,,,
OPN3,mut_important,,,,,
OPN3,cnv_del,,,,,
OPN3,cnv_amp,,,,,
OPN3,promoter,,,,,
NCOR2,mut_important,,,,,
NCOR2,cnv_del,,,,,
NCOR2,cnv_amp,,,,,
NCOR2,promoter,,,,,
NCOR1,mut_important,,,,,
NCOR1,cnv_del,,,,,
NCOR1,cnv_amp,,,,,
NCOR1,promoter,,,,,
SCAPER,mut_important,,,,,
SCAPER,cnv_del,,,,,
SCAPER,cnv_amp,,,,,
SCAPER,promoter,,,,,
TEK,mut_important,,,,,
TEK,cnv_del,,,,,
TEK,cnv_amp,,,,,
TEK,promoter,,,,,
AVEN,mut_important,,,,,
AVEN,cnv_del,,,,,
AVEN,cnv_amp,,,,,
AVEN,promoter,,,,,
PATE3,mut_important,,,,,
PATE3,cnv_del,,,,,
PATE3,cnv_amp,,,,,
PATE3,promoter,,,,,
PM20D1,mut_important,,,,,
PM20D1,cnv_del,,,,,
PM20D1,cnv_amp,,,,,
PM20D1,promoter,,,,,
TEC,mut_important,,,,,
TEC,cnv_del,,,,,
TEC,cnv_amp,,,,,
TEC,promoter,,,,,
REPS1,mut_important,,,,,
REPS1,cnv_del,,,,,
REPS1,cnv_amp,,,,,
REPS1,promoter,,,,,
TEF,mut_important,,,,,
TEF,cnv_del,,,,,
TEF,cnv_amp,,,,,
TEF,promoter,,,,,
REPS2,mut_important,,,,,
REPS2,cnv_del,,,,,
REPS2,cnv_amp,,,,,
REPS2,promoter,,,,,
GPN3,mut_important,,,,,
GPN3,cnv_del,,,,,
GPN3,cnv_amp,,,,,
GPN3,promoter,,,,,
NBN,mut_important,,,,,
NBN,cnv_del,,,,,
NBN,cnv_amp,,,,,
NBN,promoter,,,,,
GPN1,mut_important,,,,,
GPN1,cnv_del,,,,,
GPN1,cnv_amp,,,,,
GPN1,promoter,,,,,
TMEM30A,mut_important,,,,,
TMEM30A,cnv_del,,,,,
TMEM30A,cnv_amp,,,,,
TMEM30A,promoter,,,,,
NFKB1,mut_important,,,,,
NFKB1,cnv_del,,,,,
NFKB1,cnv_amp,,,,,
NFKB1,promoter,,,,,
NFKB2,mut_important,,,,,
NFKB2,cnv_del,,,,,
NFKB2,cnv_amp,,,,,
NFKB2,promoter,,,,,
TES,mut_important,,,,,
TES,cnv_del,,,,,
TES,cnv_amp,,,,,
TES,promoter,,,,,
MSS51,mut_important,,,,,
MSS51,cnv_del,,,,,
MSS51,cnv_amp,,,,,
MSS51,promoter,,,,,
DBX2,mut_important,,,,,
DBX2,cnv_del,,,,,
DBX2,cnv_amp,,,,,
DBX2,promoter,,,,,
DNPEP,mut_important,,,,,
DNPEP,cnv_del,,,,,
DNPEP,cnv_amp,,,,,
DNPEP,promoter,,,,,
RAP2C,mut_important,,,,,
RAP2C,cnv_del,,,,,
RAP2C,cnv_amp,,,,,
RAP2C,promoter,,,,,
RAP2A,mut_important,,,,,
RAP2A,cnv_del,,,,,
RAP2A,cnv_amp,,,,,
RAP2A,promoter,,,,,
SIAH1,mut_important,,,,,
SIAH1,cnv_del,,,,,
SIAH1,cnv_amp,,,,,
SIAH1,promoter,,,,,
SIAH2,mut_important,,,,,
SIAH2,cnv_del,,,,,
SIAH2,cnv_amp,,,,,
SIAH2,promoter,,,,,
SIAH3,mut_important,,,,,
SIAH3,cnv_del,,,,,
SIAH3,cnv_amp,,,,,
SIAH3,promoter,,,,,
NSA2,mut_important,,,,,
NSA2,cnv_del,,,,,
NSA2,cnv_amp,,,,,
NSA2,promoter,,,,,
RBPMS2,mut_important,,,,,
RBPMS2,cnv_del,,,,,
RBPMS2,cnv_amp,,,,,
RBPMS2,promoter,,,,,
CORT,mut_important,,,,,
CORT,cnv_del,,,,,
CORT,cnv_amp,,,,,
CORT,promoter,,,,,
CLPTM1L,mut_important,,,,,
CLPTM1L,cnv_del,,,,,
CLPTM1L,cnv_amp,,,,,
CLPTM1L,promoter,,,,,
LYZL1,mut_important,,,,,
LYZL1,cnv_del,,,,,
LYZL1,cnv_amp,,,,,
LYZL1,promoter,,,,,
LYZL2,mut_important,,,,,
LYZL2,cnv_del,,,,,
LYZL2,cnv_amp,,,,,
LYZL2,promoter,,,,,
PDZRN4,mut_important,,,,,
PDZRN4,cnv_del,,,,,
PDZRN4,cnv_amp,,,,,
PDZRN4,promoter,,,,,
PHLPP1,mut_important,,,,,
PHLPP1,cnv_del,,,,,
PHLPP1,cnv_amp,,,,,
PHLPP1,promoter,,,,,
PDZRN3,mut_important,,,,,
PDZRN3,cnv_del,,,,,
PDZRN3,cnv_amp,,,,,
PDZRN3,promoter,,,,,
PAQR7,mut_important,,,,,
PAQR7,cnv_del,,,,,
PAQR7,cnv_amp,,,,,
PAQR7,promoter,,,,,
SPATA22,mut_important,,,,,
SPATA22,cnv_del,,,,,
SPATA22,cnv_amp,,,,,
SPATA22,promoter,,,,,
EMILIN3,mut_important,,,,,
EMILIN3,cnv_del,,,,,
EMILIN3,cnv_amp,,,,,
EMILIN3,promoter,,,,,
NUP210L,mut_important,,,,,
NUP210L,cnv_del,,,,,
NUP210L,cnv_amp,,,,,
NUP210L,promoter,,,,,
EMILIN1,mut_important,,,,,
EMILIN1,cnv_del,,,,,
EMILIN1,cnv_amp,,,,,
EMILIN1,promoter,,,,,
DAPP1,mut_important,,,,,
DAPP1,cnv_del,,,,,
DAPP1,cnv_amp,,,,,
DAPP1,promoter,,,,,
CHRM4,mut_important,,,,,
CHRM4,cnv_del,,,,,
CHRM4,cnv_amp,,,,,
CHRM4,promoter,,,,,
PIAS2,mut_important,,,,,
PIAS2,cnv_del,,,,,
PIAS2,cnv_amp,,,,,
PIAS2,promoter,,,,,
PIAS3,mut_important,,,,,
PIAS3,cnv_del,,,,,
PIAS3,cnv_amp,,,,,
PIAS3,promoter,,,,,
PIAS1,mut_important,,,,,
PIAS1,cnv_del,,,,,
PIAS1,cnv_amp,,,,,
PIAS1,promoter,,,,,
PIAS4,mut_important,,,,,
PIAS4,cnv_del,,,,,
PIAS4,cnv_amp,,,,,
PIAS4,promoter,,,,,
HIVEP1,mut_important,,,,,
HIVEP1,cnv_del,,,,,
HIVEP1,cnv_amp,,,,,
HIVEP1,promoter,,,,,
HIVEP2,mut_important,,,,,
HIVEP2,cnv_del,,,,,
HIVEP2,cnv_amp,,,,,
HIVEP2,promoter,,,,,
HIVEP3,mut_important,,,,,
HIVEP3,cnv_del,,,,,
HIVEP3,cnv_amp,,,,,
HIVEP3,promoter,,,,,
ZNF311,mut_important,,,,,
ZNF311,cnv_del,,,,,
ZNF311,cnv_amp,,,,,
ZNF311,promoter,,,,,
TEX38,mut_important,,,,,
TEX38,cnv_del,,,,,
TEX38,cnv_amp,,,,,
TEX38,promoter,,,,,
RASL12,mut_important,,,,,
RASL12,cnv_del,,,,,
RASL12,cnv_amp,,,,,
RASL12,promoter,,,,,
ZNF316,mut_important,,,,,
ZNF316,cnv_del,,,,,
ZNF316,cnv_amp,,,,,
ZNF316,promoter,,,,,
ZNF317,mut_important,,,,,
ZNF317,cnv_del,,,,,
ZNF317,cnv_amp,,,,,
ZNF317,promoter,,,,,
TEX33,mut_important,,,,,
TEX33,cnv_del,,,,,
TEX33,cnv_amp,,,,,
TEX33,promoter,,,,,
ZNF319,mut_important,,,,,
ZNF319,cnv_del,,,,,
ZNF319,cnv_amp,,,,,
ZNF319,promoter,,,,,
TEX30,mut_important,,,,,
TEX30,cnv_del,,,,,
TEX30,cnv_amp,,,,,
TEX30,promoter,,,,,
PIFO,mut_important,,,,,
PIFO,cnv_del,,,,,
PIFO,cnv_amp,,,,,
PIFO,promoter,,,,,
TEX36,mut_important,,,,,
TEX36,cnv_del,,,,,
TEX36,cnv_amp,,,,,
TEX36,promoter,,,,,
TEX35,mut_important,,,,,
TEX35,cnv_del,,,,,
TEX35,cnv_amp,,,,,
TEX35,promoter,,,,,
STK35,mut_important,,,,,
