0,coef
C00001,0.0
C00002,0.0
C00003,0.0
C00004,0.0
C00005,0.0
C00006,0.0
C00007,0.0
C00008,0.0
C00009,0.0
C00010,0.0
C00011,0.0
C00012,0.0
C00013,0.0
C00014,0.0
C00015,0.0
C00016,0.0
C00017,0.0
C00018,0.0
C00019,0.0
C00020,0.0
C00021,0.0
C00022,0.0
C00023,0.0
C00024,0.0
C00025,0.0
C00026,0.0
C00027,0.0
C00029,0.0
C00031,0.0
C00032,0.0
C00033,0.0
C00034,0.0
C00035,0.0
C00036,0.0
C00037,0.0
C00038,0.0
C00039,0.0
C00040,0.0
C00041,0.0
C00042,0.0
C00043,0.0
C00044,0.0
C00046,0.0
C00047,0.0
C00048,0.0
C00049,0.0
C00051,0.0
C00052,0.0
C00053,0.0
C00054,0.0
C00055,0.0
C00058,0.0
C00059,0.0
C00061,0.0
C00062,0.0
C00063,0.0
C00064,0.0
C00065,0.0
C00068,0.0
C00070,0.0
C00071,0.0
C00072,0.0
C00073,0.0
C00074,0.0
C00075,0.0
C00076,0.0
C00077,0.0
C00078,0.0
C00079,0.0
C00080,0.0
C00081,0.0
C00082,0.0
C00083,0.0
C00084,0.0
C00085,0.0
C00086,0.0
C00087,0.0
C00088,0.0
C00089,0.0
C00091,0.0
C00092,0.0
C00093,0.0
C00094,0.0
C00095,0.0
C00096,0.0
C00097,0.0
C00098,0.0
C00099,0.0
C00100,0.0
C00101,0.0
C00103,0.0
C00104,0.0
C00105,0.0
C00106,0.0
C00107,0.0
C00108,0.0
C00109,0.0
C00110,0.0
C00111,0.0
C00112,0.0
C00114,0.0
C00116,0.0
C00117,0.0
C00118,0.0
C00119,0.0
C00120,0.0
C00121,0.0
C00122,0.0
C00123,0.0
C00124,0.0
C00127,0.0
C00128,0.0
C00129,0.0
C00130,0.0
C00131,0.0
C00132,0.0
C00133,0.0
C00134,0.0
C00135,0.0
C00136,0.0
C00137,0.0
C00140,0.0
C00141,0.0
C00143,0.0
C00144,0.0
C00146,0.0
C00147,0.0
C00148,0.0
C00149,0.0
C00151,0.0
C00152,0.0
C00153,0.0
C00154,0.0
C00155,0.0
C00156,0.0
C00157,0.0
C00158,0.0
C00159,0.0
C00160,0.0
C00162,0.0
C00163,0.0
C00164,0.0
C00165,0.0
C00166,0.0
C00167,0.0
C00168,0.0
C00169,0.0
C00170,0.0
C00173,0.0
C00175,0.0
C00178,0.0
C00179,0.0
C00181,0.0
C00182,0.0
C00183,0.0
C00184,0.0
C00185,0.0
C00186,0.0
C00187,0.0
C00188,0.0
C00189,0.0
C00190,0.0
C00191,0.0
C00192,0.0
C00194,0.0
C00195,0.0
C00197,0.0
C00198,0.0
C00199,0.0
C00203,0.0
C00204,0.0
C00206,0.0
C00207,0.0
C00208,0.0
C00209,0.0
C00212,0.0
C00213,0.0
C00214,0.0
C00216,0.0
C00217,0.0
C00219,0.0
C00221,0.0
C00222,0.0
C00223,0.0
C00224,0.0
C00226,0.0
C00227,0.0
C00229,0.0
C00231,0.0
C00232,0.0
C00234,0.0
C00235,0.0
C00236,0.0
C00238,0.0
C00239,0.0
C00242,0.0
C00243,0.0
C00244,0.0
C00245,0.0
C00246,0.0
C00247,0.0
C00249,0.0
C00250,0.0
C00251,0.0
C00252,0.0
C00253,0.0
C00255,0.0
C00256,0.0
C00257,0.0
C00258,0.0
C00259,0.0
C00262,0.0
C00263,0.0
C00264,0.0
C00266,0.0
C00267,0.0
C00268,0.0
C00269,0.0
C00270,0.0
C00272,0.0
C00275,0.0
C00279,0.0
C00280,0.0
C00282,0.0
C00283,0.0
C00286,0.0
C00288,0.0
C00290,0.0
C00291,0.0
C00294,0.0
C00295,0.0
C00299,0.0
C00300,0.0
C00301,0.0
C00305,0.0
C00306,0.0
C00307,0.0
C00309,0.0
C00310,0.0
C00311,0.0
C00312,0.0
C00313,0.0
C00314,0.0
C00315,0.0
C00318,0.0
C00319,0.0
C00320,0.0
C00322,0.0
C00325,0.0
C00327,0.0
C00328,0.0
C00329,0.0
C00330,0.0
C00331,0.0
C00332,0.0
C00333,0.0
C00334,0.0
C00337,0.0
C00338,0.0
C00340,0.0
C00341,0.0
C00344,0.0
C00345,0.0
C00346,0.0
C00350,0.0
C00352,0.0
C00353,0.0
C00354,0.0
C00355,0.0
C00356,0.0
C00357,0.0
C00360,0.0
C00361,0.0
C00362,0.0
C00363,0.0
C00364,0.0
C00365,0.0
C00366,0.0
C00369,0.0
C00372,0.0
C00374,0.0
C00376,0.0
C00378,0.0
C00379,0.0
C00380,0.0
C00381,0.0
C00383,0.0
C00385,0.0
C00386,0.0
C00387,0.0
C00388,0.0
C00389,0.0
C00390,0.0
C00392,0.0
C00394,0.0
C00398,0.0
C00399,0.0
C00400,0.0
C00401,0.0
C00402,0.0
C00406,0.0
C00407,0.0
C00408,0.0
C00409,0.0
C00410,0.0
C00412,0.0
C00415,0.0
C00416,0.0
C00417,0.0
C00418,0.0
C00422,0.0
C00423,0.0
C00424,0.0
C00426,0.0
C00427,0.0
C00429,0.0
C00430,0.0
C00431,0.0
C00433,0.0
C00434,0.0
C00435,0.0
C00436,0.0
C00437,0.0
C00438,0.0
C00439,0.0
C00440,0.0
C00441,0.0
C00445,0.0
C00446,0.0
C00448,0.0
C00449,0.0
C00450,0.0
C00455,0.0
C00458,0.0
C00459,0.0
C00460,0.0
C00461,0.0
C00463,0.0
C00464,0.0
C00468,0.0
C00469,0.0
C00470,0.0
C00471,0.0
C00472,0.0
C00473,0.0
C00474,0.0
C00475,0.0
C00476,0.0
C00479,0.0
C00483,0.0
C00486,0.0
C00487,0.0
C00488,0.0
C00489,0.0
C00491,0.0
C00492,0.0
C00497,0.0
C00498,0.0
C00499,0.0
C00500,0.0
C00501,0.0
C00502,0.0
C00503,0.0
C00504,0.0
C00506,0.0
C00507,0.0
C00508,0.0
C00510,0.0
C00512,0.0
C00513,0.0
C00514,0.0
C00515,0.0
C00517,0.0
C00518,0.0
C00519,0.0
