,,root
TFRC,cnv_del,0.0695996
TFRC,cnv_amp,-0.0431722
TFRC,promoter,-0.03651344
SLC22A3,mut_important,-9.178375e-07
SLC22A3,cnv_del,0.03773069
SLC22A3,cnv_amp,-0.120417066
SLC22A3,promoter,0.070346475
CTLA4,mut_important,1.8498786e-06
CTLA4,cnv_del,0.08410289
CTLA4,cnv_amp,-0.4025023
CTLA4,promoter,5.636967e-06
TFR2,mut_important,-1.8890262e-06
TFR2,cnv_del,-0.004040465
TFR2,cnv_amp,0.0017289177
TFR2,promoter,0.027056841
DNAJC25-GNG10,mut_important,-5.6978233e-06
DNAJC25-GNG10,cnv_del,-0.0005782714
DNAJC25-GNG10,cnv_amp,0.0005674258
DNAJC25-GNG10,promoter,-4.7725873e-05
ESPNL,mut_important,-9.380192e-07
ESPNL,cnv_del,-0.01649406
ESPNL,cnv_amp,-0.007055533
ESPNL,promoter,4.7750456e-07
OR5AN1,mut_important,2.3691543e-06
OR5AN1,cnv_del,0.024744
OR5AN1,cnv_amp,-0.0077542183
OR5AN1,promoter,-7.5726352e-06
USP32P2,mut_important,-5.783795e-06
USP32P2,cnv_del,-0.020443862
USP32P2,cnv_amp,0.0023088702
USP32P2,promoter,3.6841125e-06
ESPNP,mut_important,-4.2226077e-07
ESPNP,cnv_del,-0.0010698773
ESPNP,cnv_amp,0.004710839
ESPNP,promoter,7.537855e-07
DDX60,mut_important,2.7753256e-06
DDX60,cnv_del,0.0028119767
DDX60,cnv_amp,0.00083177094
DDX60,promoter,-3.421386e-07
CAAP1,mut_important,-5.5946234e-06
CAAP1,cnv_del,0.01302846
CAAP1,cnv_amp,-0.0044743116
CAAP1,promoter,0.0004564975
ADHFE1,mut_important,1.7327753e-06
ADHFE1,cnv_del,0.0065237344
ADHFE1,cnv_amp,-0.025868021
ADHFE1,promoter,7.868018e-06
YY1,mut_important,-4.1817378e-07
YY1,cnv_del,-0.017459203
YY1,cnv_amp,0.029897058
YY1,promoter,0.003883704
YY2,mut_important,5.6204353e-06
YY2,cnv_del,-0.0021908535
YY2,cnv_amp,-0.0064622797
YY2,promoter,1.960629e-06
AQP4-AS1,mut_important,5.692239e-07
AQP4-AS1,cnv_del,0.0014828506
AQP4-AS1,cnv_amp,-0.0018546035
AQP4-AS1,promoter,3.7843938e-06
ADCY10,mut_important,7.662855e-07
ADCY10,cnv_del,0.009140516
ADCY10,cnv_amp,-0.008250177
ADCY10,promoter,-4.2082291e-07
KCNA6,mut_important,-3.7618322e-06
KCNA6,cnv_del,-0.0044121
KCNA6,cnv_amp,-0.008157327
KCNA6,promoter,-1.0653505e-06
KCNA7,mut_important,-7.3802794e-06
KCNA7,cnv_del,-0.004779298
KCNA7,cnv_amp,0.0040150667
KCNA7,promoter,0.010774116
KCNA4,mut_important,7.865024e-06
KCNA4,cnv_del,-0.0034948091
KCNA4,cnv_amp,-0.17315151
KCNA4,promoter,0.011803033
KCNA5,mut_important,-4.8204583e-07
KCNA5,cnv_del,0.008370388
KCNA5,cnv_amp,0.012515915
KCNA5,promoter,0.043106273
KCNA2,mut_important,5.828945e-06
KCNA2,cnv_del,-0.0123010725
KCNA2,cnv_amp,-0.021495206
KCNA2,promoter,-0.032027416
KCNA3,mut_important,-1.3683723e-07
KCNA3,cnv_del,0.00508687
KCNA3,cnv_amp,0.011047439
KCNA3,promoter,0.020788202
NOL4L,mut_important,-1.5377949e-06
NOL4L,cnv_del,-1.0259371e-06
NOL4L,cnv_amp,1.5454709e-06
NOL4L,promoter,-0.00080508925
KCNA1,mut_important,-4.779148e-06
KCNA1,cnv_del,0.0007877217
KCNA1,cnv_amp,-0.0017952835
KCNA1,promoter,0.010254193
ADGB,mut_important,-1.8456858e-06
ADGB,cnv_del,-0.0019069038
ADGB,cnv_amp,0.0025523733
ADGB,promoter,4.570619e-06
OPTN,mut_important,-1.5127646e-06
OPTN,cnv_del,0.0042033503
OPTN,cnv_amp,-0.12556608
OPTN,promoter,0.15103224
BHMT,mut_important,6.3016535e-07
BHMT,cnv_del,0.10670921
BHMT,cnv_amp,-0.003079409
BHMT,promoter,-7.633278e-06
OPTC,mut_important,5.866342e-06
OPTC,cnv_del,0.0008436618
OPTC,cnv_amp,0.005330546
OPTC,promoter,1.58403e-07
MCCC2,mut_important,-6.670129e-07
MCCC2,cnv_del,0.0015458276
MCCC2,cnv_amp,0.005050283
MCCC2,promoter,0.002581467
SUSD5,mut_important,4.802588e-06
SUSD5,cnv_del,-0.0009193101
SUSD5,cnv_amp,-0.004175931
SUSD5,promoter,-6.5522363e-07
MCCC1,mut_important,-1.2988554e-06
MCCC1,cnv_del,-0.00210378
MCCC1,cnv_amp,-0.0039577433
MCCC1,promoter,0.0024889642
FAM106A,mut_important,-1.1814353e-06
FAM106A,cnv_del,-0.019578537
FAM106A,cnv_amp,0.0143066505
FAM106A,promoter,-6.450591e-09
CCDC38,mut_important,-1.4394192e-06
CCDC38,cnv_del,-0.0196876
CCDC38,cnv_amp,-0.010905287
CCDC38,promoter,-0.005252339
ACACA,mut_important,1.6187977e-06
ACACA,cnv_del,0.13062817
ACACA,cnv_amp,-0.0010658146
ACACA,promoter,-0.028305622
ACACB,mut_important,-3.076247e-06
ACACB,cnv_del,-0.028896576
ACACB,cnv_amp,0.085738294
ACACB,promoter,-1.666433e-07
CCDC33,mut_important,4.845281e-07
CCDC33,cnv_del,0.00091610587
CCDC33,cnv_amp,-0.00087705685
CCDC33,promoter,-4.3238038e-06
CCDC36,mut_important,7.813062e-06
CCDC36,cnv_del,-0.016929412
CCDC36,cnv_amp,-0.003927301
CCDC36,promoter,0.05646993
ZDHHC3,mut_important,2.591458e-07
ZDHHC3,cnv_del,0.0033473417
ZDHHC3,cnv_amp,-0.028997857
ZDHHC3,promoter,-0.0066333106
CCDC34,mut_important,-4.1480672e-07
CCDC34,cnv_del,0.00016565803
CCDC34,cnv_amp,-0.00078199775
CCDC34,promoter,-9.649935e-06
PLA2G2A,mut_important,3.6915645e-07
PLA2G2A,cnv_del,-0.044306796
PLA2G2A,cnv_amp,0.05299302
PLA2G2A,promoter,-1.1352274e-06
PLA2G2C,mut_important,-9.2574146e-07
PLA2G2C,cnv_del,-0.095781036
PLA2G2C,cnv_amp,-0.06760464
PLA2G2C,promoter,1.0577692e-07
PLA2G2E,mut_important,2.0187513e-06
PLA2G2E,cnv_del,0.046513334
PLA2G2E,cnv_amp,-0.0150672905
PLA2G2E,promoter,-5.8474207e-06
PLA2G2D,mut_important,-1.6056731e-06
PLA2G2D,cnv_del,0.003792806
PLA2G2D,cnv_amp,0.08715224
PLA2G2D,promoter,-1.8619028e-07
PLA2G2F,mut_important,-4.7490045e-07
PLA2G2F,cnv_del,0.029499834
PLA2G2F,cnv_amp,0.08006487
PLA2G2F,promoter,-4.89077e-06
LYN,mut_important,2.9153186e-06
LYN,cnv_del,-0.0006305999
LYN,cnv_amp,-0.007901298
LYN,promoter,0.019779865
OR8J3,mut_important,1.5878164e-06
OR8J3,cnv_del,0.039591517
OR8J3,cnv_amp,-0.017041808
OR8J3,promoter,-7.1804334e-07
MLNR,mut_important,3.9720926e-06
MLNR,cnv_del,0.050968032
MLNR,cnv_amp,0.071220584
MLNR,promoter,-0.073840275
SARS2,mut_important,1.7581236e-06
SARS2,cnv_del,-0.09955797
SARS2,cnv_amp,0.17980899
SARS2,promoter,-0.0016032442
CYFIP1,mut_important,-3.05194e-06
CYFIP1,cnv_del,-0.02815579
CYFIP1,cnv_amp,-0.06441205
CYFIP1,promoter,0.023819301
NECAP2,mut_important,-1.0688268e-09
NECAP2,cnv_del,-0.00017238125
NECAP2,cnv_amp,-0.0006113847
NECAP2,promoter,-0.00035764798
GUSBP5,mut_important,-1.2988695e-06
GUSBP5,cnv_del,-0.014249489
GUSBP5,cnv_amp,-0.017634459
GUSBP5,promoter,-0.015533556
GUSBP4,mut_important,2.3801658e-06
GUSBP4,cnv_del,-0.0016418684
GUSBP4,cnv_amp,-0.0026345686
GUSBP4,promoter,-0.00091594877
GUSBP1,mut_important,2.1672515e-06
GUSBP1,cnv_del,-0.0038850512
GUSBP1,cnv_amp,0.0019554212
GUSBP1,promoter,0.006327368
GUSBP2,mut_important,6.078586e-07
GUSBP2,cnv_del,-0.05497045
GUSBP2,cnv_amp,0.039176326
GUSBP2,promoter,-6.4913015e-06
GUSBP9,mut_important,-1.7237677e-06
GUSBP9,cnv_del,0.001394763
GUSBP9,cnv_amp,-0.002723262
GUSBP9,promoter,-5.9671374e-06
KYNU,mut_important,2.822162e-07
KYNU,cnv_del,-0.014582632
KYNU,cnv_amp,-0.027153296
KYNU,promoter,3.852635e-07
LHPP,mut_important,-6.358893e-06
LHPP,cnv_del,-0.016487513
LHPP,cnv_amp,-0.023299186
LHPP,promoter,0.03265406
UVRAG,mut_important,2.033475e-06
UVRAG,cnv_del,0.022148926
UVRAG,cnv_amp,0.0665918
UVRAG,promoter,-0.005862677
NUP188,mut_important,3.9045096e-07
NUP188,cnv_del,0.0047504925
NUP188,cnv_amp,-0.021877259
NUP188,promoter,-0.066071175
ANKRD30BL,mut_important,4.6310288e-07
ANKRD30BL,cnv_del,0.029066019
ANKRD30BL,cnv_amp,-0.0032910327
ANKRD30BL,promoter,0.0038684984
GLT8D2,mut_important,-1.0249431e-06
GLT8D2,cnv_del,0.022438357
GLT8D2,cnv_amp,0.008174007
GLT8D2,promoter,-1.965499e-06
GLT8D1,mut_important,-4.1543185e-06
GLT8D1,cnv_del,0.0002543116
GLT8D1,cnv_amp,-0.0020822235
GLT8D1,promoter,-0.0016148769
COPG1,mut_important,2.6656282e-06
COPG1,cnv_del,0.017479155
COPG1,cnv_amp,0.008402305
COPG1,promoter,0.01351186
OR2C3,mut_important,2.77462e-06
OR2C3,cnv_del,0.00959536
OR2C3,cnv_amp,-0.019852461
OR2C3,promoter,1.7468626e-06
OR2C1,mut_important,1.3681117e-06
OR2C1,cnv_del,0.04315604
OR2C1,cnv_amp,-0.06467269
OR2C1,promoter,5.5469404e-06
KERA,mut_important,-5.5553355e-06
KERA,cnv_del,-0.0050321748
KERA,cnv_amp,-0.0014905205
KERA,promoter,4.2962563e-07
OR51A2,mut_important,1.5953542e-06
OR51A2,cnv_del,0.001415747
OR51A2,cnv_amp,0.053743854
OR51A2,promoter,1.5229142e-06
REG1A,mut_important,-6.230669e-06
REG1A,cnv_del,-0.012749961
REG1A,cnv_amp,0.017555304
REG1A,promoter,6.441395e-07
REG1B,mut_important,-1.6899651e-06
REG1B,cnv_del,0.016572239
REG1B,cnv_amp,-0.0035236338
REG1B,promoter,-5.1373163e-06
MRGPRD,mut_important,-4.160131e-06
MRGPRD,cnv_del,-0.0036982715
MRGPRD,cnv_amp,0.029764792
MRGPRD,promoter,-1.7443167e-06
MRGPRE,mut_important,-2.789862e-07
MRGPRE,cnv_del,0.03751328
MRGPRE,cnv_amp,0.016955154
MRGPRE,promoter,-0.012786991
MRGPRF,mut_important,5.892283e-07
MRGPRF,cnv_del,0.001891958
MRGPRF,cnv_amp,0.05260919
MRGPRF,promoter,0.010404585
LY9,mut_important,6.354313e-06
LY9,cnv_del,-0.0053999047
LY9,cnv_amp,0.026614843
LY9,promoter,2.5641546e-06
GTPBP4,mut_important,2.0134712e-06
GTPBP4,cnv_del,0.00034951488
GTPBP4,cnv_amp,0.002201786
GTPBP4,promoter,-0.000558065
GTPBP6,mut_important,-3.4487934e-07
GTPBP6,cnv_del,-5.156193e-06
GTPBP6,cnv_amp,-1.3664958e-06
GTPBP6,promoter,-0.024974937
GTPBP1,mut_important,-1.955104e-06
GTPBP1,cnv_del,0.012793234
GTPBP1,cnv_amp,-0.005961375
GTPBP1,promoter,2.192567e-06
GTPBP3,mut_important,6.6684506e-06
GTPBP3,cnv_del,0.014538447
GTPBP3,cnv_amp,-0.0008138736
GTPBP3,promoter,0.016267745
GTPBP2,mut_important,5.260418e-06
GTPBP2,cnv_del,-0.014776222
GTPBP2,cnv_amp,0.0078242645
GTPBP2,promoter,0.0021258665
GTPBP8,mut_important,-1.581355e-06
GTPBP8,cnv_del,0.018270643
GTPBP8,cnv_amp,0.015790088
GTPBP8,promoter,0.007105307
BPNT1,mut_important,-2.6108643e-07
BPNT1,cnv_del,-0.009251519
BPNT1,cnv_amp,0.023577752
BPNT1,promoter,8.784409e-07
ABHD14A-ACY1,mut_important,-4.736433e-06
ABHD14A-ACY1,cnv_del,0.08122459
ABHD14A-ACY1,cnv_amp,-0.011776891
ABHD14A-ACY1,promoter,0.0048553464
CTCFL,mut_important,-1.7428549e-06
CTCFL,cnv_del,-2.0980835e-05
CTCFL,cnv_amp,0.014311671
CTCFL,promoter,-0.004513922
HES5,mut_important,-8.0221514e-07
HES5,cnv_del,0.058914833
HES5,cnv_amp,-0.59050274
HES5,promoter,-0.013310572
BCL9,mut_important,-2.9168093e-06
BCL9,cnv_del,0.024163382
BCL9,cnv_amp,-0.010534273
BCL9,promoter,4.1305216e-06
BCL6,mut_important,-9.371851e-08
BCL6,cnv_del,-0.03384006
BCL6,cnv_amp,-0.043918192
BCL6,promoter,-0.0032871277
BCL3,mut_important,-4.1770827e-06
BCL3,cnv_del,0.11104211
BCL3,cnv_amp,0.39370462
BCL3,promoter,0.15688482
BCL2,mut_important,-4.9553944e-07
BCL2,cnv_del,0.13554029
BCL2,cnv_amp,-0.60145587
BCL2,promoter,0.31513867
TMEM89,mut_important,-2.4990798e-06
TMEM89,cnv_del,-0.0012676868
TMEM89,cnv_amp,0.0026191468
TMEM89,promoter,3.2077644e-06
KLHL24,mut_important,-1.6333012e-06
KLHL24,cnv_del,0.0012382027
KLHL24,cnv_amp,-0.0034678234
KLHL24,promoter,-0.0035514166
PLK1,mut_important,-1.1251476e-06
PLK1,cnv_del,0.10323554
PLK1,cnv_amp,-0.29570764
PLK1,promoter,-0.086929284
NPEPL1,mut_important,-1.2418432e-06
NPEPL1,cnv_del,-0.0075944616
NPEPL1,cnv_amp,-0.024548717
NPEPL1,promoter,-0.026158132
PLK2,mut_important,-4.6339037e-06
PLK2,cnv_del,0.22907986
PLK2,cnv_amp,-0.10755595
PLK2,promoter,-0.11164162
CLMN,mut_important,5.839753e-07
CLMN,cnv_del,-0.045159593
CLMN,cnv_amp,-0.02702975
CLMN,promoter,-0.024430968
PLK4,mut_important,2.8050266e-08
PLK4,cnv_del,-0.013822976
PLK4,cnv_amp,0.03191139
PLK4,promoter,-0.0067046788
CLMP,mut_important,3.5297745e-07
CLMP,cnv_del,0.0023977146
CLMP,cnv_amp,-0.0017699461
CLMP,promoter,-3.6585152e-07
BRINP3,mut_important,-5.3336303e-06
BRINP3,cnv_del,0.0044586044
BRINP3,cnv_amp,-0.014290859
BRINP3,promoter,-4.9914233e-06
IP6K2,mut_important,-1.0272856e-08
IP6K2,cnv_del,-0.008336345
IP6K2,cnv_amp,0.24988654
IP6K2,promoter,-0.07686288
IP6K1,mut_important,7.54941e-06
IP6K1,cnv_del,-0.045483436
IP6K1,cnv_amp,0.100517176
IP6K1,promoter,-0.026610995
MTM1,mut_important,-4.4176858e-07
MTM1,cnv_del,0.35905898
MTM1,cnv_amp,-0.030354977
MTM1,promoter,-0.24953783
PLEKHB1,mut_important,-1.0318112e-06
PLEKHB1,cnv_del,-0.0018331318
PLEKHB1,cnv_amp,-0.0013194482
PLEKHB1,promoter,0.0077120056
CSNK1G2,mut_important,8.2893996e-07
CSNK1G2,cnv_del,0.09113192
CSNK1G2,cnv_amp,0.029750334
CSNK1G2,promoter,-0.00038818852
CSNK1G3,mut_important,-9.3565114e-07
CSNK1G3,cnv_del,0.006744699
CSNK1G3,cnv_amp,-0.0034862782
CSNK1G3,promoter,0.001235647
CSNK1G1,mut_important,-2.0037555e-07
CSNK1G1,cnv_del,-0.04672458
CSNK1G1,cnv_amp,0.042421225
CSNK1G1,promoter,0.010598764
SERPINB1,mut_important,-5.865912e-06
SERPINB1,cnv_del,-0.0009916557
SERPINB1,cnv_amp,0.00082891365
SERPINB1,promoter,1.1478583e-06
ANKK1,mut_important,-1.2192051e-07
ANKK1,cnv_del,0.040046785
ANKK1,cnv_amp,-0.0051119323
ANKK1,promoter,3.224954e-06
SERPINB3,mut_important,7.642424e-06
SERPINB3,cnv_del,0.021781225
SERPINB3,cnv_amp,0.36359137
SERPINB3,promoter,2.3519779e-06
SERPINB2,mut_important,-3.810987e-06
SERPINB2,cnv_del,0.08309525
SERPINB2,cnv_amp,-0.42014867
SERPINB2,promoter,-2.290056e-06
SERPINB5,mut_important,2.1735493e-06
SERPINB5,cnv_del,-0.11792557
SERPINB5,cnv_amp,0.44350076
SERPINB5,promoter,3.6908366e-06
SERPINB4,mut_important,-5.8655633e-06
SERPINB4,cnv_del,-0.00079644076
SERPINB4,cnv_amp,-0.045828395
SERPINB4,promoter,-2.7088345e-07
SERPINB7,mut_important,-1.445287e-06
SERPINB7,cnv_del,-0.009163604
SERPINB7,cnv_amp,0.030197907
SERPINB7,promoter,2.6212567e-06
SERPINB6,mut_important,6.6481366e-06
SERPINB6,cnv_del,0.04126242
SERPINB6,cnv_amp,0.105077825
SERPINB6,promoter,-0.0016888087
PCGF1,mut_important,-5.3280355e-06
PCGF1,cnv_del,-0.0067151496
PCGF1,cnv_amp,0.014962836
PCGF1,promoter,0.0040446995
FAM76B,mut_important,-1.3443436e-06
FAM76B,cnv_del,0.00070359535
FAM76B,cnv_amp,0.0005313554
FAM76B,promoter,5.0278646e-05
PCGF3,mut_important,4.52748e-06
PCGF3,cnv_del,-0.1255679
PCGF3,cnv_amp,0.03702255
PCGF3,promoter,4.239964e-06
PCGF2,mut_important,-3.0108938e-06
PCGF2,cnv_del,0.0179897
PCGF2,cnv_amp,-0.03147818
PCGF2,promoter,0.0029249394
PCGF5,mut_important,9.648668e-07
PCGF5,cnv_del,0.025000889
PCGF5,cnv_amp,0.008973719
PCGF5,promoter,0.0003343976
CX3CR1,mut_important,1.7665229e-07
CX3CR1,cnv_del,0.08960762
CX3CR1,cnv_amp,-0.039341826
CX3CR1,promoter,-2.1773872e-06
PCGF6,mut_important,1.09711e-06
PCGF6,cnv_del,0.006230222
PCGF6,cnv_amp,0.005189836
PCGF6,promoter,-2.0087575e-06
MAGED1,mut_important,1.2442432e-06
MAGED1,cnv_del,0.006440155
MAGED1,cnv_amp,-0.023429407
MAGED1,promoter,-0.00039435516
MAGED2,mut_important,-6.439342e-06
MAGED2,cnv_del,-0.026266985
MAGED2,cnv_amp,0.014542038
MAGED2,promoter,0.0035778014
MAGED4,mut_important,7.188871e-07
MAGED4,cnv_del,0.022220844
MAGED4,cnv_amp,-0.00038103433
MAGED4,promoter,-3.951723e-06
TAF11,mut_important,-2.7109522e-06
TAF11,cnv_del,0.0056838756
TAF11,cnv_amp,-0.0033405002
TAF11,promoter,-3.5502367e-06
ATP8B3,mut_important,1.5328988e-07
ATP8B3,cnv_del,-0.0018320833
ATP8B3,cnv_amp,0.0016938499
ATP8B3,promoter,0.0042710025
ATP8B2,mut_important,-1.6533698e-06
ATP8B2,cnv_del,0.033025414
ATP8B2,cnv_amp,0.025403861
ATP8B2,promoter,3.771944e-07
ATP8B1,mut_important,7.4582254e-06
ATP8B1,cnv_del,-0.0074448953
ATP8B1,cnv_amp,-0.004424896
ATP8B1,promoter,0.0047121765
EXD3,mut_important,-3.9990546e-06
EXD3,cnv_del,0.0005098832
EXD3,cnv_amp,-0.0009690181
EXD3,promoter,0.00612968
EXD2,mut_important,2.6292082e-06
EXD2,cnv_del,-0.0032797703
EXD2,cnv_amp,0.014832592
EXD2,promoter,0.00038933428
EXD1,mut_important,7.961762e-07
EXD1,cnv_del,0.00068486854
EXD1,cnv_amp,0.00085008476
EXD1,promoter,0.0013980633
ATP8B4,mut_important,5.5050396e-06
ATP8B4,cnv_del,-0.030690107
ATP8B4,cnv_amp,-0.009185385
ATP8B4,promoter,1.8164233e-06
STC1,mut_important,1.6679969e-06
STC1,cnv_del,0.012957685
STC1,cnv_amp,-0.010714935
STC1,promoter,3.0874462e-06
STC2,mut_important,-7.589754e-06
STC2,cnv_del,0.00043790202
STC2,cnv_amp,0.0181784
STC2,promoter,0.0012529235
ELP4,mut_important,-4.683233e-06
ELP4,cnv_del,0.024723675
ELP4,cnv_amp,0.020726824
ELP4,promoter,2.8892628e-06
ELP3,mut_important,-3.3456513e-06
ELP3,cnv_del,-0.005994165
ELP3,cnv_amp,-0.002808933
ELP3,promoter,0.0051795905
ELP2,mut_important,1.1713582e-06
ELP2,cnv_del,-0.019323824
ELP2,cnv_amp,-0.0010167242
ELP2,promoter,0.0033278354
CYFIP2,mut_important,4.003316e-06
CYFIP2,cnv_del,0.007208707
CYFIP2,cnv_amp,0.04310434
CYFIP2,promoter,0.049203847
HAND2,mut_important,8.811362e-07
HAND2,cnv_del,-0.0048288764
HAND2,cnv_amp,-0.002863964
HAND2,promoter,-0.00040503358
DPPA2,mut_important,-5.3033123e-06
DPPA2,cnv_del,0.024592385
DPPA2,cnv_amp,0.011467211
DPPA2,promoter,0.017698238
DPPA3,mut_important,-2.2437507e-06
DPPA3,cnv_del,0.00048202724
DPPA3,cnv_amp,-0.0038561733
DPPA3,promoter,4.0830855e-08
SPRYD3,mut_important,-3.598183e-07
SPRYD3,cnv_del,-0.018471623
SPRYD3,cnv_amp,-0.0014488606
SPRYD3,promoter,-0.0027704225
SPRYD4,mut_important,-2.8924205e-06
SPRYD4,cnv_del,0.0014066163
SPRYD4,cnv_amp,-0.0044619874
SPRYD4,promoter,0.0004507445
DPPA4,mut_important,-1.061342e-06
DPPA4,cnv_del,0.009016516
DPPA4,cnv_amp,0.013881253
DPPA4,promoter,-2.848853e-07
DPPA5,mut_important,-2.1774838e-06
DPPA5,cnv_del,-0.002893492
DPPA5,cnv_amp,0.008362338
DPPA5,promoter,0.022800252
KLHDC4,mut_important,-6.5979043e-07
KLHDC4,cnv_del,0.021106862
KLHDC4,cnv_amp,0.0011118485
KLHDC4,promoter,0.002072957
KLHDC2,mut_important,-2.5935171e-06
KLHDC2,cnv_del,0.001135018
KLHDC2,cnv_amp,-0.005112094
KLHDC2,promoter,-0.0008818584
KLHDC3,mut_important,-5.060134e-06
KLHDC3,cnv_del,0.0068845516
KLHDC3,cnv_amp,0.017628822
KLHDC3,promoter,-0.0008780183
TLR10,mut_important,2.8487307e-08
TLR10,cnv_del,-0.022342062
TLR10,cnv_amp,-0.004251154
TLR10,promoter,-2.6693765e-06
KLHDC1,mut_important,1.2908072e-06
KLHDC1,cnv_del,-0.01547014
KLHDC1,cnv_amp,0.013730923
KLHDC1,promoter,-9.596937e-07
TLR2,mut_important,-3.8031176e-06
TLR2,cnv_del,0.20539707
TLR2,cnv_amp,0.21137467
TLR2,promoter,-0.008539058
TLR3,mut_important,-7.629607e-06
TLR3,cnv_del,0.18102562
TLR3,cnv_amp,0.15501519
TLR3,promoter,-2.6826401e-06
ASXL1,mut_important,0.010380376
ASXL1,cnv_del,-0.007698539
ASXL1,cnv_amp,-0.02313716
ASXL1,promoter,0.0058590737
TRIM51,mut_important,-1.9976624e-06
TRIM51,cnv_del,-0.032945674
TRIM51,cnv_amp,-0.011632461
TRIM51,promoter,9.203534e-07
ASXL3,mut_important,-2.3547038e-06
ASXL3,cnv_del,0.03170524
ASXL3,cnv_amp,-0.013189996
ASXL3,promoter,-0.013278844
ASXL2,mut_important,-0.0012866871
ASXL2,cnv_del,-0.0033342831
ASXL2,cnv_amp,0.00067741814
ASXL2,promoter,-0.0005382757
HDDC2,mut_important,-2.2372164e-06
HDDC2,cnv_del,-0.20104626
HDDC2,cnv_amp,0.44501388
HDDC2,promoter,9.776376e-07
HDDC3,mut_important,-1.4143307e-06
HDDC3,cnv_del,0.1722838
HDDC3,cnv_amp,-0.08184135
HDDC3,promoter,-0.107526906
ZBTB39,mut_important,3.3697866e-06
ZBTB39,cnv_del,0.0006438339
ZBTB39,cnv_amp,-0.0055574905
ZBTB39,promoter,-3.197952e-06
ZBTB38,mut_important,2.8333511e-06
ZBTB38,cnv_del,0.019727051
ZBTB38,cnv_amp,-0.02963621
ZBTB38,promoter,-2.7154306e-06
ZNF252P-AS1,mut_important,-1.0628355e-07
ZNF252P-AS1,cnv_del,0.00056118326
ZNF252P-AS1,cnv_amp,-0.019448524
ZNF252P-AS1,promoter,4.0627776e-07
C1orf131,mut_important,-7.813269e-07
C1orf131,cnv_del,0.0005180882
C1orf131,cnv_amp,-0.003088233
C1orf131,promoter,-0.0009209902
NEUROG2,mut_important,-3.4012226e-07
NEUROG2,cnv_del,0.012746589
NEUROG2,cnv_amp,0.004060928
NEUROG2,promoter,0.007419455
ZBTB33,mut_important,-2.7119547e-06
ZBTB33,cnv_del,-0.0008326613
ZBTB33,cnv_amp,0.0012307204
ZBTB33,promoter,-0.009922814
LINC00442,mut_important,3.2305477e-06
LINC00442,cnv_del,0.006530355
LINC00442,cnv_amp,0.0045506665
LINC00442,promoter,7.943174e-08
ZBTB34,mut_important,-5.659402e-06
ZBTB34,cnv_del,0.024307748
ZBTB34,cnv_amp,-0.005734618
ZBTB34,promoter,0.0068106013
ZBTB37,mut_important,-9.556084e-07
ZBTB37,cnv_del,-0.0026223012
ZBTB37,cnv_amp,-0.011650916
ZBTB37,promoter,-1.8515641e-07
TLR7,mut_important,-6.163746e-07
TLR7,cnv_del,-0.021743828
TLR7,cnv_amp,-0.0631528
TLR7,promoter,-2.2954279e-07
SPATA13,mut_important,7.932448e-08
SPATA13,cnv_del,0.0548137
SPATA13,cnv_amp,-0.025706751
SPATA13,promoter,0.020396162
SPATA12,mut_important,-5.601031e-07
SPATA12,cnv_del,0.016730698
SPATA12,cnv_amp,0.054936655
SPATA12,promoter,1.11698796e-07
SMC1B,mut_important,2.0268135e-06
SMC1B,cnv_del,-0.0083800005
SMC1B,cnv_amp,0.031978127
SMC1B,promoter,1.2561594e-06
SPATA17,mut_important,6.9803434e-07
SPATA17,cnv_del,0.0056611374
SPATA17,cnv_amp,0.010532107
SPATA17,promoter,0.01786871
SPATA16,mut_important,2.0529724e-06
SPATA16,cnv_del,0.004188148
SPATA16,cnv_amp,0.0056097596
SPATA16,promoter,5.107675e-06
NDUFV2,mut_important,4.016133e-06
NDUFV2,cnv_del,0.062383864
NDUFV2,cnv_amp,0.091613606
NDUFV2,promoter,0.025555722
SPATA19,mut_important,-6.1840947e-06
SPATA19,cnv_del,0.022872249
SPATA19,cnv_amp,-0.0002981082
SPATA19,promoter,8.836269e-07
AGAP11,mut_important,2.1099954e-06
AGAP11,cnv_del,0.030639647
AGAP11,cnv_amp,-0.036497064
AGAP11,promoter,-0.10304933
SGTB,mut_important,-4.350576e-07
SGTB,cnv_del,-0.0031847386
SGTB,cnv_amp,-0.008850292
SGTB,promoter,7.7623175e-05
SGTA,mut_important,3.4060479e-06
SGTA,cnv_del,0.0032150915
SGTA,cnv_amp,-0.0003463782
SGTA,promoter,0.0007703648
TRIM48,mut_important,2.8516078e-07
TRIM48,cnv_del,0.054038793
TRIM48,cnv_amp,0.030546864
TRIM48,promoter,-3.4681752e-06
TRIM49,mut_important,4.4647136e-06
TRIM49,cnv_del,-0.0065221153
TRIM49,cnv_amp,0.012400329
TRIM49,promoter,5.2198584e-07
TRIM46,mut_important,-3.1866357e-06
TRIM46,cnv_del,0.0047162543
TRIM46,cnv_amp,0.0067862095
TRIM46,promoter,0.0028139271
TRIM47,mut_important,-1.9810097e-06
TRIM47,cnv_del,0.0094061615
TRIM47,cnv_amp,-0.03224672
TRIM47,promoter,-0.010976042
TRIM44,mut_important,-1.9947531e-06
TRIM44,cnv_del,0.015671328
TRIM44,cnv_amp,-0.00089850137
TRIM44,promoter,0.006227315
TRIM45,mut_important,4.6227656e-06
TRIM45,cnv_del,-0.010781053
TRIM45,cnv_amp,-0.009714652
