,,root
CD84,promoter,4.4805597e-06
CD86,mut_important,-8.438178e-08
CD86,cnv_del,-0.30528003
CD86,cnv_amp,0.02265871
CD86,promoter,-4.7183503e-06
SLC8A1,mut_important,5.2142336e-06
SLC8A1,cnv_del,0.125571
SLC8A1,cnv_amp,-0.12435448
SLC8A1,promoter,6.467082e-06
IDI2-AS1,mut_important,4.7569316e-07
IDI2-AS1,cnv_del,0.037348695
IDI2-AS1,cnv_amp,0.07187282
IDI2-AS1,promoter,4.2109957e-07
SLC8A3,mut_important,7.785808e-07
SLC8A3,cnv_del,0.07851429
SLC8A3,cnv_amp,-0.06987185
SLC8A3,promoter,-0.036914997
SLC8A2,mut_important,-4.463891e-06
SLC8A2,cnv_del,-0.043806534
SLC8A2,cnv_amp,-0.009838869
SLC8A2,promoter,1.7778615e-07
ZBED1,mut_important,8.269461e-07
ZBED1,cnv_del,1.756888e-06
ZBED1,cnv_amp,1.2805742e-07
ZBED1,promoter,-0.0053657913
ZBED2,mut_important,6.0932252e-06
ZBED2,cnv_del,0.0065062707
ZBED2,cnv_amp,0.011986002
ZBED2,promoter,3.5086528e-06
ZBED3,mut_important,-9.95879e-07
ZBED3,cnv_del,-0.0044780383
ZBED3,cnv_amp,-0.016354738
ZBED3,promoter,0.007568399
BNIP3L,mut_important,-2.4395256e-06
BNIP3L,cnv_del,0.09464859
BNIP3L,cnv_amp,-0.11260212
BNIP3L,promoter,-0.0012371629
ZBED5,mut_important,1.6460614e-06
ZBED5,cnv_del,0.00030019248
ZBED5,cnv_amp,-0.009083347
ZBED5,promoter,0.00084040826
ZBED9,mut_important,2.0173898e-06
ZBED9,cnv_del,-1.7859438e-06
ZBED9,cnv_amp,2.1084306e-06
ZBED9,promoter,-0.008527843
CD8A,mut_important,-5.6896242e-06
CD8A,cnv_del,0.0031453138
CD8A,cnv_amp,-0.086280376
CD8A,promoter,4.222033e-06
CD8B,mut_important,1.9041017e-06
CD8B,cnv_del,-0.002188528
CD8B,cnv_amp,0.18124811
CD8B,promoter,-0.042148955
ARMC12,mut_important,-1.9835306e-06
ARMC12,cnv_del,-0.029932976
ARMC12,cnv_amp,0.04576024
ARMC12,promoter,2.60345e-06
GALNT16,mut_important,1.9554893e-06
GALNT16,cnv_del,0.03954651
GALNT16,cnv_amp,0.018224604
GALNT16,promoter,-0.036001224
PORCN,mut_important,6.097043e-06
PORCN,cnv_del,0.011222213
PORCN,cnv_amp,0.042229183
PORCN,promoter,0.012483573
GALNT14,mut_important,-1.9792578e-06
GALNT14,cnv_del,0.013916478
GALNT14,cnv_amp,-0.013727852
GALNT14,promoter,-0.0028448135
GALNT15,mut_important,-3.8326607e-07
GALNT15,cnv_del,-0.08289221
GALNT15,cnv_amp,-0.21527015
GALNT15,promoter,0.16256219
GALNT12,mut_important,2.391017e-06
GALNT12,cnv_del,0.020790212
GALNT12,cnv_amp,-0.02230244
GALNT12,promoter,0.09420387
GALNT13,mut_important,1.6814438e-06
GALNT13,cnv_del,-0.012869152
GALNT13,cnv_amp,-0.004898088
GALNT13,promoter,0.022904344
GALNT10,mut_important,-5.2011683e-06
GALNT10,cnv_del,-0.039821655
GALNT10,cnv_amp,-0.051510558
GALNT10,promoter,-0.00044002174
GALNT11,mut_important,2.9508878e-06
GALNT11,cnv_del,0.03399981
GALNT11,cnv_amp,0.031353083
GALNT11,promoter,-0.022093058
RPL34-AS1,mut_important,-6.99946e-06
RPL34-AS1,cnv_del,0.0016323058
RPL34-AS1,cnv_amp,-0.0042318646
RPL34-AS1,promoter,7.5476255e-06
CDS1,mut_important,-4.3491636e-06
CDS1,cnv_del,0.10981504
CDS1,cnv_amp,0.06293668
CDS1,promoter,0.055401064
CDS2,mut_important,-2.0358088e-06
CDS2,cnv_del,0.112578265
CDS2,cnv_amp,-0.2841828
CDS2,promoter,-0.063128695
GALNT18,mut_important,-1.9939969e-06
GALNT18,cnv_del,-0.032864828
GALNT18,cnv_amp,-0.027594201
GALNT18,promoter,0.005038526
LOC554206,mut_important,-4.5944557e-07
LOC554206,cnv_del,-1.4404354e-06
LOC554206,cnv_amp,5.2819128e-06
LOC554206,promoter,0.0008211411
HARS2,mut_important,-7.638355e-06
HARS2,cnv_del,-0.064789556
HARS2,cnv_amp,0.014157806
HARS2,promoter,-0.010746291
CDKN2C,mut_important,-1.4656182e-06
CDKN2C,cnv_del,0.07667714
CDKN2C,cnv_amp,0.3005231
CDKN2C,promoter,0.09662773
LIMK2,mut_important,1.3019526e-06
LIMK2,cnv_del,-0.088379234
LIMK2,cnv_amp,0.021985902
LIMK2,promoter,0.01791203
CCDC74B,mut_important,1.4113223e-06
CCDC74B,cnv_del,-0.03076886
CCDC74B,cnv_amp,0.0013710184
CCDC74B,promoter,0.012361287
CCDC74A,mut_important,6.574566e-06
CCDC74A,cnv_del,-0.050877865
CCDC74A,cnv_amp,0.009819711
CCDC74A,promoter,-0.01778783
LIMK1,mut_important,3.1878806e-06
LIMK1,cnv_del,-0.12431482
LIMK1,cnv_amp,-0.21377161
LIMK1,promoter,-0.0492343
S100P,mut_important,-6.180244e-09
S100P,cnv_del,0.016621659
S100P,cnv_amp,-0.003559752
S100P,promoter,1.6149224e-06
CRIPAK,mut_important,1.0989163e-06
CRIPAK,cnv_del,-0.0066489866
CRIPAK,cnv_amp,0.0044600344
CRIPAK,promoter,-5.8343558e-06
S100G,mut_important,-5.097483e-06
S100G,cnv_del,-0.18740253
S100G,cnv_amp,-0.06413187
S100G,promoter,-1.0630094e-06
S100B,mut_important,-2.4756105e-07
S100B,cnv_del,-0.0025825312
S100B,cnv_amp,0.061461493
S100B,promoter,6.351445e-08
BRI3,mut_important,2.6335163e-06
BRI3,cnv_del,0.0021778885
BRI3,cnv_amp,0.0058322
BRI3,promoter,0.0068984767
PPL,mut_important,-5.8613125e-07
PPL,cnv_del,-0.0035951717
PPL,cnv_amp,-0.015506638
PPL,promoter,-0.003567041
NFATC3,mut_important,-3.309766e-06
NFATC3,cnv_del,0.47068256
NFATC3,cnv_amp,-0.47084415
NFATC3,promoter,-0.23299584
PPY,mut_important,1.7006682e-06
PPY,cnv_del,-0.06409727
PPY,cnv_amp,0.008016109
PPY,promoter,2.844619e-06
CLDN23,mut_important,1.563633e-06
CLDN23,cnv_del,-0.017375566
CLDN23,cnv_amp,0.06928673
CLDN23,promoter,-0.027130302
CLDN22,mut_important,-3.301907e-06
CLDN22,cnv_del,0.014522135
CLDN22,cnv_amp,-0.27738547
CLDN22,promoter,-1.668077e-07
CYP4V2,mut_important,3.994404e-06
CYP4V2,cnv_del,-0.012125769
CYP4V2,cnv_amp,-0.008188731
CYP4V2,promoter,-0.008113496
CLDN20,mut_important,-2.893671e-06
CLDN20,cnv_del,-0.32585645
CLDN20,cnv_amp,-0.14780176
CLDN20,promoter,-5.6105446e-06
CLDN25,mut_important,-4.480421e-07
CLDN25,cnv_del,-0.023328144
CLDN25,cnv_amp,0.021970475
CLDN25,promoter,3.478812e-06
CLDN24,mut_important,-2.1733173e-07
CLDN24,cnv_del,-0.08683117
CLDN24,cnv_amp,-0.040098704
CLDN24,promoter,-5.6735544e-06
MIR324,mut_important,1.3183968e-06
MIR324,cnv_del,-0.009944742
MIR324,cnv_amp,0.016428746
MIR324,promoter,-4.1999847e-06
THG1L,mut_important,6.760038e-06
THG1L,cnv_del,0.02178015
THG1L,cnv_amp,-0.00520609
THG1L,promoter,3.6167427e-07
ZNF865,mut_important,1.3135668e-06
ZNF865,cnv_del,0.021544086
ZNF865,cnv_amp,0.004318614
ZNF865,promoter,8.5708757e-07
ZNF862,mut_important,3.973288e-06
ZNF862,cnv_del,0.025849536
ZNF862,cnv_amp,0.0015646812
ZNF862,promoter,-0.0050470494
ZNF860,mut_important,-4.9577125e-08
ZNF860,cnv_del,-0.16457818
ZNF860,cnv_amp,0.1904182
ZNF860,promoter,-0.14961892
ZNF512B,mut_important,5.0541703e-06
ZNF512B,cnv_del,0.010052821
ZNF512B,cnv_amp,0.0028811253
ZNF512B,promoter,-0.0020895584
MDFI,mut_important,4.3173795e-06
MDFI,cnv_del,0.023534508
MDFI,cnv_amp,-0.006187913
MDFI,promoter,-0.04107932
GSS,mut_important,2.733776e-06
GSS,cnv_del,-0.002754129
GSS,cnv_amp,0.02536126
GSS,promoter,-0.038594387
KLRB1,mut_important,-5.177755e-06
KLRB1,cnv_del,0.05496967
KLRB1,cnv_amp,-0.1293165
KLRB1,promoter,-9.037075e-07
AP5B1,mut_important,8.8552156e-07
AP5B1,cnv_del,-0.01580434
AP5B1,cnv_amp,-0.013062892
AP5B1,promoter,0.00196468
LAT2,mut_important,-3.3527326e-06
LAT2,cnv_del,-0.00046636205
LAT2,cnv_amp,-0.003173115
LAT2,promoter,-5.547028e-06
NME1-NME2,mut_important,2.5457325e-07
NME1-NME2,cnv_del,-0.028110994
NME1-NME2,cnv_amp,0.07670788
NME1-NME2,promoter,-0.04595382
DHCR7,mut_important,-2.8536747e-06
DHCR7,cnv_del,0.045315232
DHCR7,cnv_amp,-0.008755516
DHCR7,promoter,0.004030277
CASP10,mut_important,1.8589219e-10
CASP10,cnv_del,-0.019064557
CASP10,cnv_amp,-0.10890011
CASP10,promoter,-0.083567016
GSC,mut_important,4.6882096e-06
GSC,cnv_del,-0.03592734
GSC,cnv_amp,-0.015109833
GSC,promoter,-4.2856973e-06
AFG3L2,mut_important,-3.686267e-06
AFG3L2,cnv_del,-0.0025481905
AFG3L2,cnv_amp,0.075721234
AFG3L2,promoter,-0.0123319635
CASP14,mut_important,3.5231255e-07
CASP14,cnv_del,-0.0070010195
CASP14,cnv_amp,-0.017229596
CASP14,promoter,2.5719095e-07
TATDN3,mut_important,-4.9045775e-06
TATDN3,cnv_del,-0.00748617
TATDN3,cnv_amp,-0.01380425
TATDN3,promoter,-0.0034748237
RASIP1,mut_important,-5.601973e-06
RASIP1,cnv_del,-0.03785716
RASIP1,cnv_amp,-0.010853935
RASIP1,promoter,-0.021321405
TATDN2,mut_important,5.6902086e-06
TATDN2,cnv_del,-0.0035890164
TATDN2,cnv_amp,0.014681478
TATDN2,promoter,0.0038183238
C18orf63,mut_important,2.3959744e-06
C18orf63,cnv_del,-0.027147846
C18orf63,cnv_amp,0.024122503
C18orf63,promoter,-0.003973782
GSN,mut_important,-2.3543373e-06
GSN,cnv_del,0.17947459
GSN,cnv_amp,0.40284994
GSN,promoter,0.6253351
ZFP1,mut_important,5.619693e-06
ZFP1,cnv_del,0.31135562
ZFP1,cnv_amp,-0.13331436
ZFP1,promoter,-0.021444041
ZFP2,mut_important,4.0126342e-06
ZFP2,cnv_del,-0.0032256455
ZFP2,cnv_amp,-0.0011255477
ZFP2,promoter,-0.0008328383
ZFP3,mut_important,3.6774247e-06
ZFP3,cnv_del,-0.03484257
ZFP3,cnv_amp,-0.018999284
ZFP3,promoter,-0.018077925
SPACA5B,mut_important,-2.22577e-06
SPACA5B,cnv_del,-0.011617415
SPACA5B,cnv_amp,0.0018394911
SPACA5B,promoter,4.4627377e-06
KIAA0825,mut_important,-1.3302106e-06
KIAA0825,cnv_del,0.005228583
KIAA0825,cnv_amp,0.006995577
KIAA0825,promoter,-0.004991082
SERPINB8,mut_important,-2.9475805e-06
SERPINB8,cnv_del,0.007939173
SERPINB8,cnv_amp,-0.001325406
SERPINB8,promoter,0.008024475
PTBP3,mut_important,-6.953204e-07
PTBP3,cnv_del,0.005847091
PTBP3,cnv_amp,-0.021556469
PTBP3,promoter,0.0020328755
RPIA,mut_important,5.4842258e-06
RPIA,cnv_del,-0.050884694
RPIA,cnv_amp,-0.24606998
RPIA,promoter,-0.09019129
PTBP1,mut_important,7.2927e-07
PTBP1,cnv_del,0.003537832
PTBP1,cnv_amp,0.0008873176
PTBP1,promoter,0.005096512
ATP2B1,mut_important,-1.0736399e-06
ATP2B1,cnv_del,0.10810625
ATP2B1,cnv_amp,0.013641028
ATP2B1,promoter,-1.3240476e-06
CACNA2D3,mut_important,0.36173812
CACNA2D3,cnv_del,-0.19919765
CACNA2D3,cnv_amp,0.8059964
CACNA2D3,promoter,0.17361692
ATP2B3,mut_important,3.3768836e-06
ATP2B3,cnv_del,0.23210758
ATP2B3,cnv_amp,-0.0014780834
ATP2B3,promoter,0.093953036
PRAP1,mut_important,-2.5892252e-06
PRAP1,cnv_del,-0.3780438
PRAP1,cnv_amp,0.3742706
PRAP1,promoter,-5.5148234e-06
ATP2B4,mut_important,-1.6986226e-06
ATP2B4,cnv_del,-0.08151479
ATP2B4,cnv_amp,-0.011799348
ATP2B4,promoter,3.7588834e-06
CACNA2D4,mut_important,5.131402e-06
CACNA2D4,cnv_del,-0.094002895
CACNA2D4,cnv_amp,-0.13247404
CACNA2D4,promoter,0.007482555
CACNG4,mut_important,2.5684704e-07
CACNG4,cnv_del,-0.040553622
CACNG4,cnv_amp,-0.040382404
CACNG4,promoter,-0.0029085362
XRN1,mut_important,9.504414e-07
XRN1,cnv_del,-0.1753206
XRN1,cnv_amp,-0.048689764
XRN1,promoter,1.933722e-06
XRN2,mut_important,5.009032e-07
XRN2,cnv_del,0.00012959499
XRN2,cnv_amp,-0.012030555
XRN2,promoter,-0.0046747415
PTGES3L-AARSD1,mut_important,-9.090658e-07
PTGES3L-AARSD1,cnv_del,0.0033341409
PTGES3L-AARSD1,cnv_amp,-0.016110752
PTGES3L-AARSD1,promoter,0.0045098085
RBBP8NL,mut_important,7.708202e-06
RBBP8NL,cnv_del,0.00039337072
RBBP8NL,cnv_amp,-0.013681236
RBBP8NL,promoter,-0.013065932
RFC3,mut_important,3.3813706e-06
RFC3,cnv_del,-0.2264912
RFC3,cnv_amp,-0.07195508
RFC3,promoter,0.008755627
PABPC1,mut_important,3.465341e-06
PABPC1,cnv_del,-0.052660014
PABPC1,cnv_amp,0.082373224
PABPC1,promoter,-0.0015971938
CACNG5,mut_important,7.383712e-07
CACNG5,cnv_del,0.26894176
CACNG5,cnv_amp,0.0046647787
CACNG5,promoter,-1.5100143e-06
PABPC4,mut_important,3.8167345e-06
PABPC4,cnv_del,0.01587347
PABPC4,cnv_amp,0.03745086
PABPC4,promoter,-0.010689762
PABPC5,mut_important,-3.6485005e-07
PABPC5,cnv_del,0.1084925
PABPC5,cnv_amp,-0.080352254
PABPC5,promoter,-0.066866614
DQX1,mut_important,2.1451315e-06
DQX1,cnv_del,0.0007267023
DQX1,cnv_amp,-0.00026607158
DQX1,promoter,-4.33929e-06
RFC2,mut_important,2.5569154e-06
RFC2,cnv_del,0.0086134095
RFC2,cnv_amp,0.009455315
RFC2,promoter,0.0011744285
C3AR1,mut_important,1.7303319e-06
C3AR1,cnv_del,0.13027257
C3AR1,cnv_amp,-0.3201604
C3AR1,promoter,-1.6008869e-08
GOLPH3,mut_important,2.1546873e-06
GOLPH3,cnv_del,-0.0058330195
GOLPH3,cnv_amp,0.009930714
GOLPH3,promoter,0.0054266145
PIK3R6,mut_important,5.1327575e-06
PIK3R6,cnv_del,0.027221994
PIK3R6,cnv_amp,0.11008709
PIK3R6,promoter,-3.204048e-06
PPME1,mut_important,-5.8985336e-07
PPME1,cnv_del,0.024792898
PPME1,cnv_amp,-0.002277276
PPME1,promoter,0.00677111
PIK3R4,mut_important,3.2831376e-06
PIK3R4,cnv_del,0.047713164
PIK3R4,cnv_amp,0.13326041
PIK3R4,promoter,0.077809095
PIK3R3,mut_important,7.547825e-07
PIK3R3,cnv_del,0.02937376
PIK3R3,cnv_amp,-0.1560669
PIK3R3,promoter,-0.07935182
PIK3R2,mut_important,-1.8988221e-06
PIK3R2,cnv_del,0.09625749
PIK3R2,cnv_amp,-0.078429334
PIK3R2,promoter,0.1594192
PIK3R1,mut_important,-0.5755432
PIK3R1,cnv_del,0.02613779
PIK3R1,cnv_amp,-0.009755922
PIK3R1,promoter,0.14934921
CTNNBL1,mut_important,-2.0174527e-06
CTNNBL1,cnv_del,0.013777936
CTNNBL1,cnv_amp,-0.0024673305
CTNNBL1,promoter,0.005774668
PTPRN2,mut_important,-4.8644847e-07
PTPRN2,cnv_del,0.011026174
PTPRN2,cnv_amp,0.0099064745
PTPRN2,promoter,-0.0036337655
HSF2BP,mut_important,-1.8985916e-06
HSF2BP,cnv_del,0.0017951921
HSF2BP,cnv_amp,0.00336618
HSF2BP,promoter,0.005955707
PTCRA,mut_important,-1.6695293e-06
PTCRA,cnv_del,0.074832514
PTCRA,cnv_amp,-0.0010904949
PTCRA,promoter,-6.655081e-06
CATSPER2P1,mut_important,-1.0919366e-06
CATSPER2P1,cnv_del,0.00092421804
CATSPER2P1,cnv_amp,0.0013040181
CATSPER2P1,promoter,-0.000111662375
TUBAL3,mut_important,5.0083495e-06
TUBAL3,cnv_del,-0.23399703
TUBAL3,cnv_amp,-0.32719722
TUBAL3,promoter,9.3973614e-07
GPC1,mut_important,1.1810579e-06
GPC1,cnv_del,-0.096399345
GPC1,cnv_amp,-0.095605075
GPC1,promoter,-0.038630947
SLC51A,mut_important,-4.840081e-06
SLC51A,cnv_del,-0.059759434
SLC51A,cnv_amp,-0.07938201
SLC51A,promoter,0.03795541
SLC51B,mut_important,1.9622262e-06
SLC51B,cnv_del,-0.257217
SLC51B,cnv_amp,0.12316187
SLC51B,promoter,1.0831818e-06
RTN4RL1,mut_important,3.101853e-06
RTN4RL1,cnv_del,-0.0010437195
RTN4RL1,cnv_amp,0.0038745713
RTN4RL1,promoter,0.0026187925
RTN4RL2,mut_important,-3.8353865e-06
RTN4RL2,cnv_del,0.026305247
RTN4RL2,cnv_amp,0.018920142
RTN4RL2,promoter,2.1653523e-07
TOMM40L,mut_important,-3.316928e-06
TOMM40L,cnv_del,-0.036032762
TOMM40L,cnv_amp,0.13109559
TOMM40L,promoter,9.077213e-07
ATP8B5P,mut_important,-2.045023e-07
ATP8B5P,cnv_del,-0.0049643437
ATP8B5P,cnv_amp,-0.022562679
ATP8B5P,promoter,1.9717845e-09
TMEM202,mut_important,-8.5541643e-07
TMEM202,cnv_del,-0.013010638
TMEM202,cnv_amp,-0.015347707
TMEM202,promoter,3.7108157e-06
OR7E91P,mut_important,5.1603247e-06
OR7E91P,cnv_del,0.015708705
OR7E91P,cnv_amp,-0.0030605192
OR7E91P,promoter,-0.0061563808
IDS,mut_important,2.3680032e-06
IDS,cnv_del,0.2635103
IDS,cnv_amp,-0.14090648
IDS,promoter,-4.7940584e-06
SPANXC,mut_important,-4.204789e-07
SPANXC,cnv_del,-0.0011606095
SPANXC,cnv_amp,-0.0048067006
SPANXC,promoter,-2.438415e-07
RBKS,mut_important,1.2587421e-07
RBKS,cnv_del,0.2736942
RBKS,cnv_amp,-0.051412698
RBKS,promoter,0.059443213
CCL1,mut_important,-1.6266085e-06
CCL1,cnv_del,0.036434937
CCL1,cnv_amp,0.38533285
CCL1,promoter,-5.8638843e-06
GLIPR1L1,mut_important,5.9387014e-07
GLIPR1L1,cnv_del,0.018263085
GLIPR1L1,cnv_amp,0.023250254
GLIPR1L1,promoter,5.6997155e-06
HEPH,mut_important,8.357937e-07
HEPH,cnv_del,0.06960287
HEPH,cnv_amp,-0.06553571
HEPH,promoter,2.2336903e-06
TNFAIP8L3,mut_important,1.0802166e-06
TNFAIP8L3,cnv_del,-0.018059421
TNFAIP8L3,cnv_amp,-0.0050759926
TNFAIP8L3,promoter,3.1303766e-06
IDE,mut_important,2.3305029e-06
IDE,cnv_del,-0.005618565
IDE,cnv_amp,-0.0336799
IDE,promoter,-0.022335783
NCAM1,mut_important,-5.2034e-06
NCAM1,cnv_del,0.002454617
NCAM1,cnv_amp,0.0070927655
NCAM1,promoter,-3.9593433e-06
NCAM2,mut_important,-1.5301432e-06
NCAM2,cnv_del,0.028915357
NCAM2,cnv_amp,-0.055302408
NCAM2,promoter,-0.059131753
CCL7,mut_important,-5.0287226e-06
CCL7,cnv_del,-0.11297468
CCL7,cnv_amp,0.31192887
CCL7,promoter,-5.4538157e-07
SORL1,mut_important,4.825739e-06
SORL1,cnv_del,-0.020139372
SORL1,cnv_amp,0.0059564877
SORL1,promoter,-0.012653847
TICAM1,mut_important,4.4891685e-06
TICAM1,cnv_del,0.12844275
TICAM1,cnv_amp,-0.09429787
TICAM1,promoter,0.14310311
TICAM2,mut_important,-3.023657e-06
TICAM2,cnv_del,0.16052867
TICAM2,cnv_amp,-0.047572557
TICAM2,promoter,-1.3681571e-06
TNFAIP8L1,mut_important,-1.2911248e-06
TNFAIP8L1,cnv_del,-0.003610859
TNFAIP8L1,cnv_amp,0.009091516
TNFAIP8L1,promoter,0.005224934
CGN,mut_important,4.0412738e-06
CGN,cnv_del,0.17193784
CGN,cnv_amp,-0.014892047
CGN,promoter,-0.020570489
CGA,mut_important,-1.0736152e-06
CGA,cnv_del,-0.005071558
CGA,cnv_amp,0.04258327
CGA,promoter,4.5487277e-06
HIATL1,mut_important,2.1270837e-07
HIATL1,cnv_del,2.6040736e-06
HIATL1,cnv_amp,3.1969882e-06
HIATL1,promoter,-0.002918175
HIATL2,mut_important,-8.45674e-07
HIATL2,cnv_del,-5.100555e-07
HIATL2,cnv_amp,-3.851458e-06
HIATL2,promoter,0.0025177002
CGB,mut_important,2.1496392e-06
CGB,cnv_del,0.001066825
CGB,cnv_amp,0.0005269413
CGB,promoter,-3.1932902e-06
POLD1,mut_important,1.3963686e-06
POLD1,cnv_del,-0.014761144
POLD1,cnv_amp,-0.014225809
POLD1,promoter,0.013505178
POLD2,mut_important,-5.583157e-07
POLD2,cnv_del,-0.04961072
POLD2,cnv_amp,0.038197342
POLD2,promoter,-0.0015174088
POLD3,mut_important,5.296319e-07
POLD3,cnv_del,-0.06289802
POLD3,cnv_amp,0.122123845
POLD3,promoter,0.011783109
POLD4,mut_important,4.724602e-06
POLD4,cnv_del,0.011892658
POLD4,cnv_amp,-0.004469498
POLD4,promoter,0.0034033665
REEP1,mut_important,-7.3213266e-07
REEP1,cnv_del,-0.005980812
REEP1,cnv_amp,-0.0014361178
REEP1,promoter,-0.004685465
REEP3,mut_important,3.7351049e-06
REEP3,cnv_del,-0.022105742
REEP3,cnv_amp,-0.009066346
REEP3,promoter,5.0991885e-06
REEP2,mut_important,-4.500497e-06
REEP2,cnv_del,0.0002639822
REEP2,cnv_amp,-0.00036557668
REEP2,promoter,6.0504053e-06
REEP5,mut_important,1.0535816e-06
REEP5,cnv_del,0.00079873676
REEP5,cnv_amp,0.00044794552
REEP5,promoter,0.00052145077
REEP4,mut_important,-4.78777e-06
REEP4,cnv_del,0.041685376
REEP4,cnv_amp,0.039475504
REEP4,promoter,0.010187843
PI4KAP2,mut_important,-3.2618277e-07
PI4KAP2,cnv_del,-0.00012078875
PI4KAP2,cnv_amp,0.00023788417
PI4KAP2,promoter,5.864604e-06
REEP6,mut_important,1.9847579e-07
REEP6,cnv_del,-0.0061818203
REEP6,cnv_amp,0.00022242131
REEP6,promoter,-0.006082914
SEC22C,mut_important,-5.1318466e-06
SEC22C,cnv_del,-0.0011691062
SEC22C,cnv_amp,-0.009505435
SEC22C,promoter,-0.002771249
CECR2,mut_important,2.69881e-06
CECR2,cnv_del,-0.001453677
CECR2,cnv_amp,-0.0012102183
CECR2,promoter,-0.030023992
CECR3,mut_important,-6.2849e-07
CECR3,cnv_del,0.010280272
CECR3,cnv_amp,-0.0047621066
CECR3,promoter,1.2997438e-06
SREK1IP1,mut_important,-4.6237602e-08
SREK1IP1,cnv_del,-4.8583373e-05
SREK1IP1,cnv_amp,0.0005223642
SREK1IP1,promoter,-0.00023039951
TSKS,mut_important,5.5863184e-06
TSKS,cnv_del,0.0053156908
TSKS,cnv_amp,0.00041329942
TSKS,promoter,-4.936864e-06
NUB1,mut_important,-3.481319e-06
NUB1,cnv_del,-0.016582424
NUB1,cnv_amp,-0.011920921
NUB1,promoter,-0.011318845
ARL6IP6,mut_important,-1.5279912e-06
ARL6IP6,cnv_del,0.027415581
ARL6IP6,cnv_amp,-0.014409091
ARL6IP6,promoter,-1.4150914e-06
ARL6IP5,mut_important,-7.840949e-06
ARL6IP5,cnv_del,0.0020146254
ARL6IP5,cnv_amp,0.011524891
ARL6IP5,promoter,5.960819e-06
ARL6IP4,mut_important,3.223738e-06
ARL6IP4,cnv_del,-0.029043902
ARL6IP4,cnv_amp,-0.020600885
ARL6IP4,promoter,1.4092643e-07
ARL6IP1,mut_important,3.3939273e-08
ARL6IP1,cnv_del,-0.017917264
ARL6IP1,cnv_amp,0.002039258
ARL6IP1,promoter,-0.0043693413
FEV,mut_important,-8.455005e-07
FEV,cnv_del,0.041747414
FEV,cnv_amp,0.04586367
FEV,promoter,0.010909938
FER,mut_important,3.8777052e-06
FER,cnv_del,0.060372837
FER,cnv_amp,-0.0005582144
FER,promoter,6.0626536e-07
FES,mut_important,-6.447864e-07
FES,cnv_del,-0.19423635
FES,cnv_amp,0.14437635
FES,promoter,-2.9643852e-06
MAPK8IP1,mut_important,-2.1729838e-06
MAPK8IP1,cnv_del,0.045190632
MAPK8IP1,cnv_amp,-0.0317073
MAPK8IP1,promoter,-0.052020006
MAPK8IP2,mut_important,6.5270315e-06
MAPK8IP2,cnv_del,-0.010408864
MAPK8IP2,cnv_amp,-0.06458955
MAPK8IP2,promoter,0.048146136
MAPK8IP3,mut_important,9.1259113e-07
MAPK8IP3,cnv_del,0.035074636
MAPK8IP3,cnv_amp,0.21900186
MAPK8IP3,promoter,-0.09543876
ID4,mut_important,-7.79975e-06
ID4,cnv_del,-0.0027006115
ID4,cnv_amp,0.008695358
ID4,promoter,-0.007843817
ID2,mut_important,5.6362e-06
ID2,cnv_del,-0.019219942
ID2,cnv_amp,0.44577092
ID2,promoter,0.0137268845
ID3,mut_important,-1.9676756e-06
ID3,cnv_del,0.091463104
ID3,cnv_amp,0.009673383
ID3,promoter,-6.2282747e-06
ID1,mut_important,6.803965e-07
ID1,cnv_del,0.01665275
ID1,cnv_amp,-0.0033177366
ID1,promoter,0.010073828
MGME1,mut_important,-1.4589496e-06
MGME1,cnv_del,-0.003538549
MGME1,cnv_amp,0.00073792844
MGME1,promoter,4.8848102e-05
CASC16,mut_important,-5.7110974e-06
CASC16,cnv_del,0.024151197
CASC16,cnv_amp,0.0017341098
CASC16,promoter,-4.985438e-06
CASC15,mut_important,5.694729e-06
CASC15,cnv_del,0.0071807816
CASC15,cnv_amp,-0.022190955
CASC15,promoter,-0.022495223
SLFNL1,mut_important,-1.4990615e-06
SLFNL1,cnv_del,-0.00035626983
SLFNL1,cnv_amp,0.0003111018
SLFNL1,promoter,6.48616e-06
CPAMD8,mut_important,-7.5159423e-06
CPAMD8,cnv_del,0.0025533903
CPAMD8,cnv_amp,-0.0013386692
CPAMD8,promoter,0.008596676
SEC31B,mut_important,3.8994085e-06
SEC31B,cnv_del,-0.09582088
SEC31B,cnv_amp,-0.13403852
SEC31B,promoter,-0.004583901
SEC31A,mut_important,6.7360575e-06
SEC31A,cnv_del,-0.07172889
SEC31A,cnv_amp,0.0381212
SEC31A,promoter,0.01874234
UBOX5,mut_important,-5.1841346e-07
UBOX5,cnv_del,-0.024102204
UBOX5,cnv_amp,-0.007902957
UBOX5,promoter,-0.0014287052
ANKRD6,mut_important,5.816852e-07
ANKRD6,cnv_del,-0.02486638
ANKRD6,cnv_amp,-0.011114199
ANKRD6,promoter,-0.0050799423
ANKRD7,mut_important,-8.727491e-07
ANKRD7,cnv_del,0.0046542883
ANKRD7,cnv_amp,0.008107174
ANKRD7,promoter,5.0500166e-06
ANKRD1,mut_important,-2.9306193e-07
ANKRD1,cnv_del,-0.016696885
ANKRD1,cnv_amp,-0.018233286
ANKRD1,promoter,3.9727634e-06
ANKRD2,mut_important,1.070046e-06
ANKRD2,cnv_del,-0.018995654
ANKRD2,cnv_amp,0.0048309485
ANKRD2,promoter,0.0158472
ANKRD9,mut_important,-7.374766e-06
