,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
C01909,6.3502924e-08,2.0,6.3502924e-08,-0.109999396,0.15636535
C01921,-0.00032306986,4.0,-0.00032306986,-0.12025517,-0.42445832
C01929,-2.1495413e-05,2.0,-2.1495413e-05,-0.11068364,0.15617855
C01931,-1.3648779e-05,2.0,-1.3648779e-05,-0.1104346,0.15624654
C01934,-1.8140869e-05,2.0,-1.8140869e-05,-0.11057717,0.1562076
C01935,1.28213105e-05,3.0,1.28213105e-05,-0.10959448,-0.13253602
C01937,-2.325738e-05,2.0,-2.325738e-05,-0.11073957,0.15616329
C01943,6.610716e-06,2.0,6.610716e-06,-0.10979159,0.15642208
C01944,2.4913363e-06,4.0,2.4913363e-06,-0.10992234,-0.42163748
C01946,0.00010328486,2.0,0.00010328486,-0.1067233,0.15725973
C01953,0.0012083668,6.0,0.0012083668,-0.07164961,-0.9892129
C01959,-1.439211e-05,2.0,-1.439211e-05,-0.110458195,0.1562401
C01962,0.0016298868,2.0,0.0016298868,-0.058271177,0.17048714
C01987,3.259925e-05,2.0,3.259925e-05,-0.10896675,0.15664725
C01989,7.634432e-06,2.0,7.634432e-06,-0.1097591,0.15643096
C01990,8.099976e-05,2.0,8.099976e-05,-0.1074306,0.15706663
C01996,0.015644768,15.0,0.015644768,0.38654074,-3.4652343
C02002,0.00013423964,2.0,0.00013423964,-0.10574084,0.15752794
C02041,8.345387e-07,2.0,8.345387e-07,-0.10997493,0.15637204
C02047,9.220208e-06,2.0,9.220208e-06,-0.10970878,0.15644468
C02049,-8.464232e-06,2.0,-8.464232e-06,-0.11027005,0.15629146
C02050,-2.9389228e-05,2.0,-2.9389228e-05,-0.11093418,0.15611017
C02051,-2.5215618e-06,2.0,-2.5215618e-06,-0.11008144,0.15634295
C02059,2.193382e-05,3.0,2.193382e-05,-0.10930526,-0.13245706
C02067,1.3900965e-05,2.0,1.3900965e-05,-0.109560214,0.15648526
C02075,0.00011702077,3.0,0.00011702077,-0.106287345,-0.13163318
C02084,-3.678461e-07,2.0,-3.678461e-07,-0.11001308,0.15636161
C02090,0.00015633891,2.0,0.00015633891,-0.10503945,0.15771942
C02091,0.00016312642,2.0,0.00016312642,-0.104824014,0.15777823
C02094,-9.211012e-05,3.0,-9.211012e-05,-0.11292485,-0.13344522
C02110,-9.4150135e-05,3.0,-9.4150135e-05,-0.1129896,-0.13346289
C02112,5.643698e-05,3.0,5.643698e-05,-0.10821018,-0.13215812
C02123,6.906696e-05,2.0,6.906696e-05,-0.10780933,0.15696324
C02133,4.5557827e-05,2.0,4.5557827e-05,-0.10855547,0.15675955
C02135,0.0031513234,5.0,0.0031513234,-0.009982997,-0.68336606
C02137,-1.3394e-05,2.0,-1.3394e-05,-0.110426515,0.15624873
C02139,-4.9338314e-06,2.0,-4.9338314e-06,-0.110158004,0.15632206
C02140,-0.0057609454,5.0,-0.0057609454,-0.29284543,-0.7605874
C02141,-2.3338669e-06,2.0,-2.3338669e-06,-0.11007548,0.15634458
C02147,5.003803e-07,2.0,5.003803e-07,-0.10998553,0.15636915
C02160,-1.1201648e-05,2.0,-1.1201648e-05,-0.110356934,0.15626775
C02161,7.3429794e-05,2.0,7.3429794e-05,-0.10767085,0.15700105
C02163,5.3861704e-06,2.0,5.3861704e-06,-0.10983046,0.15641147
C02165,0.1387845,7.0,0.1387845,4.2948165,-0.086181544
C02166,0.016456928,7.0,0.016456928,0.4123175,-1.146102
C02167,-2.0478678e-08,2.0,-2.0478678e-08,-0.11000206,0.15636463
C02170,0.00047836557,3.0,0.00047836557,-0.094818786,-0.12850226
C02172,-0.00010644855,2.0,-0.00010644855,-0.11337993,0.15544246
C02188,2.7569122e-05,2.0,2.7569122e-05,-0.10912641,0.15660366
C02189,-5.4946024e-05,5.0,-5.4946024e-05,-0.11174531,-0.7111471
C02191,2.2203233e-06,2.0,2.2203233e-06,-0.10993094,0.15638404
C02198,0.017413896,5.0,0.017413896,0.44269025,-0.5597864
C02199,0.00015278062,2.0,0.00015278062,-0.105152376,0.15768859
C02218,5.313972e-05,2.0,5.313972e-05,-0.108314835,0.15682524
C02220,5.127492e-07,2.0,5.127492e-07,-0.109985135,0.15636925
C02225,0.00028785827,2.0,0.00028785827,-0.10086521,0.15885898
C02232,-0.00019942805,2.0,-0.00019942805,-0.11633097,0.15463683
C02237,2.9868277e-06,2.0,2.9868277e-06,-0.109906614,0.15639068
C02249,-0.00029870408,4.0,-0.00029870408,-0.11948184,-0.4242472
C02262,-0.000104348874,2.0,-0.000104348874,-0.113313295,0.15546066
C02265,-0.00017766842,4.0,-0.00017766842,-0.11564035,-0.42319846
C02266,4.0770065e-06,2.0,4.0770065e-06,-0.109872006,0.15640013
C02273,2.6982438e-05,3.0,2.6982438e-05,-0.10914502,-0.13241333
C02280,6.8429355e-05,3.0,6.8429355e-05,-0.10782956,-0.13205421
C02282,0.00014582438,2.0,0.00014582438,-0.10537316,0.1576283
C02291,0.000442953,2.0,0.000442953,-0.09594273,0.16020282
C02295,0.00012669718,2.0,0.00012669718,-0.105980225,0.15746258
C02298,6.001295e-05,2.0,6.001295e-05,-0.10809668,0.15688479
C02301,2.256579e-05,2.0,2.256579e-05,-0.109285206,0.15656033
C02305,2.3178923e-07,2.0,2.3178923e-07,-0.109994054,0.15636681
C02320,-4.406907e-05,3.0,-4.406907e-05,-0.1114001,-0.13302897
C02321,-0.000244568,2.0,-0.000244568,-0.117763646,0.15424572
C02331,-0.00020627648,2.0,-0.00020627648,-0.11654833,0.1545775
C02335,0.00046748805,3.0,0.00046748805,-0.09516402,-0.12859651
C02336,0.0005075655,2.0,0.0005075655,-0.09389202,0.16076265
C02348,0.008875205,2.0,0.008875205,0.17168467,0.23326498
C02350,0.0010363141,2.0,0.0010363141,-0.07711031,0.16534406
C02352,-1.6358543e-05,2.0,-1.6358543e-05,-0.1105206,0.15622306
C02353,0.048776943,2.0,0.048776943,1.4381077,0.57899797
C02354,-2.7787567e-07,2.0,-2.7787567e-07,-0.11001023,0.1563624
C02355,6.7952624e-06,2.0,6.7952624e-06,-0.10978574,0.15642369
C02356,0.00019985622,2.0,0.00019985622,-0.10365827,0.15809649
C02373,0.00019083501,2.0,0.00019083501,-0.103944585,0.15801832
C02376,-9.852987e-06,2.0,-9.852987e-06,-0.11031413,0.15627943
C02380,0.00045482416,3.0,0.00045482416,-0.09556595,-0.12870625
C02389,0.01719989,2.0,0.01719989,0.43589807,0.30539513
C02405,-0.0009839712,2.0,-0.0009839712,-0.14123122,0.14783907
C02411,0.0003259838,2.0,0.0003259838,-0.09965516,0.15918933
C02412,-9.190816e-06,2.0,-9.190816e-06,-0.11029311,0.15628517
C02426,1.2006742e-06,2.0,1.2006742e-06,-0.109963305,0.1563752
C02430,-2.5847618e-07,2.0,-2.5847618e-07,-0.11000961,0.15636256
C02431,-4.289483e-06,2.0,-4.289483e-06,-0.11013755,0.15632764
C02442,-2.2923563e-05,2.0,-2.2923563e-05,-0.11072897,0.15616618
C02457,-5.8417107e-05,2.0,-5.8417107e-05,-0.111855485,0.15585864
C02463,-7.997659e-06,2.0,-7.997659e-06,-0.11025525,0.15629551
C02465,-0.005266774,8.0,-0.005266774,-0.27716112,-1.6233414
C02469,0.0001985413,2.0,0.0001985413,-0.103700005,0.15808508
C02470,-8.4555e-06,2.0,-8.4555e-06,-0.11026978,0.15629153
C02474,0.0002803342,2.0,0.0002803342,-0.10110401,0.15879378
C02477,-0.00013587542,4.0,-0.00013587542,-0.11431389,-0.42283636
C02483,-1.8476986e-06,2.0,-1.8476986e-06,-0.11006006,0.1563488
C02488,5.3659536e-05,2.0,5.3659536e-05,-0.10829833,0.15682974
C02492,-2.6060528e-05,2.0,-2.6060528e-05,-0.110828534,0.156139
C02504,-7.026681e-05,2.0,-7.026681e-05,-0.11223158,0.15575598
C02505,-5.058554e-05,2.0,-5.058554e-05,-0.11160692,0.1559265
C02514,-6.647821e-06,2.0,-6.647821e-06,-0.1102124,0.1563072
C02515,-0.00023151613,3.0,-0.00023151613,-0.11734939,-0.13465312
C02527,0.00024059304,2.0,0.00024059304,-0.10236534,0.15844944
C02528,6.1910156e-05,3.0,6.1910156e-05,-0.10803647,-0.13211069
C02530,0.0050208718,8.0,0.0050208718,0.049353745,-1.5342029
C02535,9.429876e-07,2.0,9.429876e-07,-0.10997148,0.15637296
C02537,2.4954641e-05,2.0,2.4954641e-05,-0.10920939,0.15658103
C02538,0.00024780948,3.0,0.00024780948,-0.1021363,-0.13049994
C02553,-2.9200758e-06,2.0,-2.9200758e-06,-0.11009409,0.1563395
C02554,5.2433525e-06,2.0,5.2433525e-06,-0.10983499,0.15641023
C02565,2.6420837e-06,2.0,2.6420837e-06,-0.10991755,0.1563877
C02571,3.2154643e-05,2.0,3.2154643e-05,-0.10898087,0.1566434
C02575,-0.0008457031,2.0,-0.0008457031,-0.1368428,0.14903712
C02587,0.00013369111,2.0,0.00013369111,-0.10575825,0.15752319
C02588,-0.0010328544,2.0,-0.0010328544,-0.1427827,0.14741552
C02591,0.00019225915,2.0,0.00019225915,-0.10389938,0.15803064
C02593,-8.6208433e-07,3.0,-8.6208433e-07,-0.11002877,-0.13265459
C02617,2.2397755e-05,2.0,2.2397755e-05,-0.10929053,0.15655887
C02630,4.2698884e-05,2.0,4.2698884e-05,-0.108646214,0.15673476
C02632,0.0003482768,2.0,0.0003482768,-0.09894761,0.15938249
C02642,0.00049799954,4.0,0.00049799954,-0.09419563,-0.41734406
C02647,-5.0744284e-06,2.0,-5.0744284e-06,-0.11016247,0.15632084
C02656,1.096716e-07,2.0,1.096716e-07,-0.10999793,0.15636575
C02669,-8.312254e-06,2.0,-8.312254e-06,-0.11026523,0.15629278
C02670,3.394736e-05,2.0,3.394736e-05,-0.10892397,0.15665893
C02679,8.2018056e-07,2.0,8.2018056e-07,-0.109975375,0.15637192
C02686,0.00036377797,2.0,0.00036377797,-0.09845563,0.1595168
C02693,-9.952883e-06,2.0,-9.952883e-06,-0.1103173,0.15627857
C02700,-2.225536e-05,2.0,-2.225536e-05,-0.11070776,0.15617198
C02702,-1.0685709e-06,2.0,-1.0685709e-06,-0.11003532,0.15635554
C02713,-6.474049e-05,2.0,-6.474049e-05,-0.11205618,0.15580386
C02714,-2.1256428e-06,2.0,-2.1256428e-06,-0.11006888,0.15634638
C02718,-6.3725216e-05,2.0,-6.3725216e-05,-0.11202396,0.15581265
C02727,0.00016389514,2.0,0.00016389514,-0.10479962,0.15778488
C02730,9.919963e-06,2.0,9.919963e-06,-0.10968657,0.15645076
C02737,0.000565346,5.0,0.000565346,-0.09205816,-0.7057725
C02739,-2.7696374e-06,2.0,-2.7696374e-06,-0.11008932,0.1563408
C02741,-6.767835e-06,2.0,-6.767835e-06,-0.110216215,0.15630616
C02753,9.2817845e-06,2.0,9.2817845e-06,-0.10970682,0.15644522
C02763,-1.5721509e-05,2.0,-1.5721509e-05,-0.11050039,0.15622857
C02773,3.3948934e-05,2.0,3.3948934e-05,-0.10892392,0.15665896
C02775,3.4523622e-05,2.0,3.4523622e-05,-0.10890568,0.15666394
C02798,6.157885e-05,2.0,6.157885e-05,-0.108046986,0.15689836
C02800,1.140951e-05,2.0,1.140951e-05,-0.109639294,0.15646365
C02814,-0.00033219953,2.0,-0.00033219953,-0.12054494,0.15348642
C02823,-4.4022072e-05,2.0,-4.4022072e-05,-0.11139861,0.15598337
C02835,-4.3639157e-06,2.0,-4.3639157e-06,-0.110139914,0.156327
C02839,-1.6291324e-05,2.0,-1.6291324e-05,-0.11051848,0.15622364
C02843,0.00023548059,5.0,0.00023548059,-0.1025276,-0.7086307
C02855,-1.3092838e-06,2.0,-1.3092838e-06,-0.11004296,0.15635346
C02876,-6.2036904e-08,2.0,-6.2036904e-08,-0.110003375,0.15636426
C02880,4.9769515e-06,2.0,4.9769515e-06,-0.10984345,0.15640792
C02888,-1.8431403e-05,2.0,-1.8431403e-05,-0.1105864,0.1562051
C02892,0.0002547951,2.0,0.0002547951,-0.101914585,0.1585725
C02918,3.33417e-05,3.0,3.33417e-05,-0.10894319,-0.13235824
C02930,0.0008075488,2.0,0.0008075488,-0.084370986,0.1633619
C02934,0.0003997345,2.0,0.0003997345,-0.09731442,0.15982835
C02937,-1.7104445e-05,2.0,-1.7104445e-05,-0.11054428,0.15621659
C02938,-0.00024676803,2.0,-0.00024676803,-0.11783347,0.15422666
C02946,-2.6928797e-07,2.0,-2.6928797e-07,-0.11000996,0.15636246
C02949,1.4271913e-05,2.0,1.4271913e-05,-0.10954844,0.15648846
C02953,3.928124e-05,2.0,3.928124e-05,-0.10875468,0.15670516
C02960,0.00025827944,2.0,0.00025827944,-0.101803996,0.15860268
C02962,-8.176564e-06,2.0,-8.176564e-06,-0.11026092,0.15629396
C02972,3.6868042e-07,2.0,3.6868042e-07,-0.10998971,0.156368
C02977,-1.23044065e-05,3.0,-1.23044065e-05,-0.11039194,-0.13275373
C02984,2.4554067e-06,2.0,2.4554067e-06,-0.10992348,0.15638608
C02985,0.0005217969,3.0,0.0005217969,-0.09344034,-0.12812597
C02987,-8.69274e-05,3.0,-8.69274e-05,-0.11276036,-0.1334003
C02988,-0.00028040423,2.0,-0.00028040423,-0.11890103,0.1539352
C02989,0.000332929,2.0,0.000332929,-0.09943473,0.1592495
C02990,4.8818467e-05,2.0,4.8818467e-05,-0.108451985,0.1567878
C02991,-3.789999e-05,2.0,-3.789999e-05,-0.1112043,0.1560364
C02992,5.7787365e-06,2.0,5.7787365e-06,-0.109818004,0.15641488
C02995,0.00013546793,2.0,0.00013546793,-0.10570186,0.15753856
C03012,0.00017545228,3.0,0.00017545228,-0.10443281,-0.1311269
C03021,-1.7692251e-05,2.0,-1.7692251e-05,-0.11056294,0.15621151
C03028,0.00023362572,2.0,0.00023362572,-0.10258647,0.15838909
C03029,-3.2529351e-06,2.0,-3.2529351e-06,-0.11010465,0.15633662
C03033,-0.0002314813,4.0,-0.0002314813,-0.11734829,-0.42366475
C03035,4.6028257e-05,2.0,4.6028257e-05,-0.10854054,0.15676363
C03043,4.79579e-05,2.0,4.79579e-05,-0.10847929,0.15678035
C03044,1.047632e-05,2.0,1.047632e-05,-0.10966891,0.15645558
C03046,4.6878384e-05,2.0,4.6878384e-05,-0.10851356,0.15677099
C03056,0.00019653847,2.0,0.00019653847,-0.103763565,0.15806773
C03058,-1.5234506e-06,2.0,-1.5234506e-06,-0.11004976,0.1563516
C03063,-2.5556263e-05,2.0,-2.5556263e-05,-0.11081253,0.15614337
C03064,9.138647e-06,2.0,9.138647e-06,-0.109711364,0.156444
C03077,-5.134312e-05,2.0,-5.134312e-05,-0.11163097,0.15591992
C03078,-1.0664797e-06,2.0,-1.0664797e-06,-0.110035256,0.15635556
C03082,8.936993e-05,2.0,8.936993e-05,-0.10716494,0.15713915
C03087,0.0005558263,2.0,0.0005558263,-0.092360295,0.16118081
C03089,-6.6757007e-06,2.0,-6.6757007e-06,-0.11021329,0.15630697
C03090,0.014518137,2.0,0.014518137,0.3507831,0.2821588
C03114,-9.399873e-05,3.0,-9.399873e-05,-0.11298479,-0.13346158
C03117,0.00016781835,3.0,0.00016781835,-0.10467511,-0.13119304
C03125,-5.7966023e-05,2.0,-5.7966023e-05,-0.111841165,0.15586255
C03127,-0.00031492303,2.0,-0.00031492303,-0.11999661,0.15363613
C03145,0.00011804597,2.0,0.00011804597,-0.1062548,0.15738763
C03149,-6.5925956e-06,2.0,-6.5925956e-06,-0.11021065,0.15630768
C03150,7.714526e-05,2.0,7.714526e-05,-0.10755294,0.15703323
C03160,3.1500927e-06,2.0,3.1500927e-06,-0.10990143,0.1563921
C03166,-2.7960698e-07,2.0,-2.7960698e-07,-0.11001029,0.15636237
C03167,-5.9378576e-06,2.0,-5.9378576e-06,-0.11018987,0.15631336
C03170,0.00013944539,2.0,0.00013944539,-0.10557562,0.15757304
C03179,-7.179064e-06,2.0,-7.179064e-06,-0.11022926,0.1563026
C03194,0.00020510239,2.0,0.00020510239,-0.10349176,0.15814194
C03196,5.6121944e-06,2.0,5.6121944e-06,-0.10982329,0.15641342
C03201,4.1074592e-05,2.0,4.1074592e-05,-0.108697765,0.1567207
C03205,0.0008889108,3.0,0.0008889108,-0.081788674,-0.12494506
C03217,4.531617e-05,2.0,4.531617e-05,-0.10856315,0.15675744
C03221,1.0193389e-06,3.0,1.0193389e-06,-0.10996906,-0.13263829
C03227,7.721982e-05,2.0,7.721982e-05,-0.10755056,0.15703388
C03230,-0.00019192154,2.0,-0.00019192154,-0.11609272,0.15470187
C03232,0.0004991415,2.0,0.0004991415,-0.09415939,0.16068967
C03239,1.8015585e-06,3.0,1.8015585e-06,-0.10994423,-0.13263151
C03242,-3.8627644e-05,3.0,-3.8627644e-05,-0.11122739,-0.1329818
C03248,-1.8060591e-05,2.0,-1.8060591e-05,-0.11057463,0.1562083
C03259,-0.0009230875,2.0,-0.0009230875,-0.13929886,0.1483666
C03262,0.00030091903,2.0,0.00030091903,-0.10045068,0.15897216
C03263,4.2154843e-06,2.0,4.2154843e-06,-0.10986762,0.15640132
C03267,-2.3541268e-06,2.0,-2.3541268e-06,-0.11007613,0.15634441
C03273,-1.4624651e-05,2.0,-1.4624651e-05,-0.11046557,0.15623808
C03277,-1.1514429e-05,2.0,-1.1514429e-05,-0.11036686,0.15626504
C03287,-1.5836678e-06,2.0,-1.5836678e-06,-0.11005168,0.15635107
C03289,1.8250366e-05,2.0,1.8250366e-05,-0.10942217,0.15652291
C03291,4.4037748e-05,3.0,4.4037748e-05,-0.108603716,-0.13226555
C03294,7.48643e-06,2.0,7.48643e-06,-0.1097638,0.15642966
C03296,-3.5403e-06,2.0,-3.5403e-06,-0.11011377,0.15633413
C03313,1.5115416e-05,2.0,1.5115416e-05,-0.10952167,0.15649578
C03323,-0.0003283213,2.0,-0.0003283213,-0.12042185,0.15352002
C03341,2.4111212e-06,2.0,2.4111212e-06,-0.10992488,0.15638569
C03366,2.2040278e-07,2.0,2.2040278e-07,-0.10999441,0.1563667
C03372,-0.0010650938,3.0,-0.0010650938,-0.14380594,-0.14187574
C03373,-0.0001932596,4.0,-0.0001932596,-0.11613519,-0.4233336
C03375,4.6554624e-06,2.0,4.6554624e-06,-0.109853655,0.15640515
C03378,0.00032847346,2.0,0.00032847346,-0.09957614,0.1592109
C03379,0.00035373523,2.0,0.00035373523,-0.09877437,0.15942977
C03383,6.0240795e-06,2.0,6.0240795e-06,-0.10981022,0.15641701
C03393,-4.633517e-09,2.0,-4.633517e-09,-0.11000156,0.15636477
C03402,-9.501361e-05,2.0,-9.501361e-05,-0.113017,0.15554155
C03405,2.3556481e-06,2.0,2.3556481e-06,-0.10992665,0.15638521
C03406,2.7224387e-06,2.0,2.7224387e-06,-0.109915,0.15638839
C03409,-3.661105e-06,2.0,-3.661105e-06,-0.11011761,0.15633307
C03410,7.194645e-05,2.0,7.194645e-05,-0.10771793,0.1569882
C03415,-3.9707385e-07,2.0,-3.9707385e-07,-0.11001401,0.15636136
C03428,-2.1372956e-05,2.0,-2.1372956e-05,-0.11067975,0.1561796
C03434,0.0115805585,2.0,0.0115805585,0.25754863,0.25670582
C03440,-4.1077456e-06,2.0,-4.1077456e-06,-0.110131785,0.15632921
C03451,2.0732265e-05,2.0,2.0732265e-05,-0.1093434,0.15654443
C03453,-0.00053286523,2.0,-0.00053286523,-0.12691377,0.15174773
C03454,6.94027e-05,2.0,6.94027e-05,-0.10779867,0.15696615
C03455,0.000170513,2.0,0.000170513,-0.104589574,0.15784223
C03458,-7.517857e-05,2.0,-7.517857e-05,-0.11238747,0.15571341
C03459,-4.654663e-06,2.0,-4.654663e-06,-0.110149145,0.15632448
C03461,-0.0001561533,2.0,-0.0001561533,-0.11495749,0.15501179
C03479,-4.2062977e-05,2.0,-4.2062977e-05,-0.111336425,0.15600035
C03483,0.000281797,2.0,0.000281797,-0.10105758,0.15880647
C03492,0.00028992147,3.0,0.00028992147,-0.100799724,-0.13013506
C03511,7.2852554e-06,2.0,7.2852554e-06,-0.109770186,0.15642793
C03512,1.5127602e-06,2.0,1.5127602e-06,-0.109953396,0.1563779
C03516,3.1509462e-06,2.0,3.1509462e-06,-0.109901406,0.1563921
C03519,-2.8236987e-05,2.0,-2.8236987e-05,-0.110897616,0.15612014
C03539,-7.5531307e-06,2.0,-7.5531307e-06,-0.11024113,0.15629935
C03541,4.0926087e-05,2.0,4.0926087e-05,-0.10870248,0.15671942
C03546,-6.3313426e-05,3.0,-6.3313426e-05,-0.11201089,-0.13319571
C03547,-5.16233e-05,2.0,-5.16233e-05,-0.11163986,0.15591751
C03548,-3.1109816e-05,2.0,-3.1109816e-05,-0.110988796,0.15609524
C03557,0.00021076173,3.0,0.00021076173,-0.103312135,-0.13082094
C03561,2.571051e-05,4.0,2.571051e-05,-0.1091854,-0.42143625
C03564,-4.1712656e-06,3.0,-4.1712656e-06,-0.1101338,-0.13268326
C03574,-4.2570275e-05,2.0,-4.2570275e-05,-0.11135253,0.15599595
C03577,0.000112248286,2.0,0.000112248286,-0.10643881,0.15733738
C03582,-0.0006712404,2.0,-0.0006712404,-0.1313056,0.15054877
C03589,-0.00017401077,2.0,-0.00017401077,-0.11552426,0.15485707
C03594,-1.7293347e-05,2.0,-1.7293347e-05,-0.11055028,0.15621495
C03595,1.4133662e-05,2.0,1.4133662e-05,-0.10955282,0.15648727
C03598,6.436262e-05,2.0,6.436262e-05,-0.10795864,0.15692247
C03599,1.3176451e-05,2.0,1.3176451e-05,-0.109583214,0.15647897
C03611,2.6333564e-07,2.0,2.6333564e-07,-0.109993055,0.15636708
C03614,0.004355778,2.0,0.004355778,0.028244637,0.19410592
C03618,-9.0403474e-10,2.0,-9.0403474e-10,-0.11000144,0.15636478
C03619,1.0786746e-05,2.0,1.0786746e-05,-0.10965905,0.15645826
C03621,2.8491083e-06,2.0,2.8491083e-06,-0.10991098,0.15638949
C03622,3.5304485e-05,3.0,3.5304485e-05,-0.10888089,-0.13234122
C03640,0.00023269698,2.0,0.00023269698,-0.102615945,0.15838103
C03642,-4.6326846e-08,2.0,-4.6326846e-08,-0.11000288,0.1563644
C03646,-3.292637e-06,2.0,-3.292637e-06,-0.11010592,0.15633628
C03652,0.00014235545,2.0,0.00014235545,-0.10548326,0.15759826
C03656,2.059318e-05,2.0,2.059318e-05,-0.10934781,0.15654324
C03657,-3.935834e-06,2.0,-3.935834e-06,-0.110126324,0.1563307
C03659,-6.9922726e-06,2.0,-6.9922726e-06,-0.11022334,0.15630421
C03660,-4.902638e-06,2.0,-4.902638e-06,-0.11015701,0.15632233
C03680,-1.33811045e-05,2.0,-1.33811045e-05,-0.110426106,0.15624887
C03681,1.5440608e-05,2.0,1.5440608e-05,-0.109511346,0.15649858
C03684,-1.797238e-06,2.0,-1.797238e-06,-0.11005845,0.15634923
C03688,-2.2727642e-07,2.0,-2.2727642e-07,-0.11000862,0.15636283
C03690,0.066394165,2.0,0.066394165,1.9972527,0.7316442
C03691,4.4852004e-05,2.0,4.4852004e-05,-0.10857787,0.15675344
C03692,-4.3328356e-07,2.0,-4.3328356e-07,-0.11001516,0.15636104
C03715,7.050948e-07,2.0,7.050948e-07,-0.10997903,0.15637091
C03722,0.0010511589,4.0,0.0010511589,-0.07663916,-0.41255116
C03733,-0.0015771956,3.0,-0.0015771956,-0.1600593,-0.1463129
C03740,0.0005262952,2.0,0.0005262952,-0.09329756,0.16092494
C03741,0.00010755286,2.0,0.00010755286,-0.10658784,0.1572967
C03747,3.555605e-05,2.0,3.555605e-05,-0.10887291,0.1566729
C03752,2.3621415e-05,2.0,2.3621415e-05,-0.1092517,0.15656948
C03758,0.00056418544,14.0,0.00056418544,-0.09209499,-3.3068898
C03765,-3.493316e-06,2.0,-3.493316e-06,-0.11011229,0.15633452
C03771,1.34169695e-05,3.0,1.34169695e-05,-0.10957558,-0.13253087
C03772,-0.0004378453,2.0,-0.0004378453,-0.12389798,0.15257104
C03780,-5.7036963e-05,2.0,-5.7036963e-05,-0.11181168,0.1558706
C03785,-0.00015831154,2.0,-0.00015831154,-0.11502599,0.1549931
C03793,0.00065079785,2.0,0.00065079785,-0.08934603,0.16200371
C03794,-0.00038958815,2.0,-0.00038958815,-0.12236637,0.15298916
C03819,-9.428908e-05,2.0,-9.428908e-05,-0.11299401,0.15554783
C03820,-8.224172e-05,2.0,-8.224172e-05,-0.112611644,0.15565221
C03824,7.1800525e-05,2.0,7.1800525e-05,-0.107722566,0.15698692
C03826,1.0236701e-05,3.0,1.0236701e-05,-0.10967652,-0.13255842
C03827,-2.7125425e-05,2.0,-2.7125425e-05,-0.11086234,0.15612978
C03838,-4.255892e-05,2.0,-4.255892e-05,-0.11135217,0.15599604
C03845,-2.8197299e-05,2.0,-2.8197299e-05,-0.11089635,0.15612048
C03852,-3.1318163e-05,2.0,-3.1318163e-05,-0.1109954,0.15609343
C03862,-0.00094914634,2.0,-0.00094914634,-0.14012593,0.14814082
C03872,-0.00037497413,2.0,-0.00037497413,-0.12190255,0.15311581
C03892,-0.0011891553,2.0,-0.0011891553,-0.14774348,0.14606123
C03906,6.959784e-05,2.0,6.959784e-05,-0.10779248,0.15696785
C03912,8.4747046e-07,2.0,8.4747046e-07,-0.10997451,0.15637214
C03917,0.6696007,4.0,0.6696007,21.142149,5.38017
C03920,8.443799e-06,2.0,8.443799e-06,-0.10973342,0.15643796
C03921,4.394834e-05,2.0,4.394834e-05,-0.108606555,0.15674558
C03933,3.5184225e-06,2.0,3.5184225e-06,-0.10988974,0.15639529
C03935,-8.005237e-06,2.0,-8.005237e-06,-0.11025548,0.15629545
C03939,-1.6286442e-07,2.0,-1.6286442e-07,-0.11000658,0.1563634
C03943,-2.223271e-05,2.0,-2.223271e-05,-0.110707045,0.15617217
C03964,-0.0002089405,3.0,-0.0002089405,-0.11663288,-0.1344575
C03968,3.747219e-05,2.0,3.747219e-05,-0.108812094,0.1566895
C03974,0.00019875936,2.0,0.00019875936,-0.103693075,0.15808697
C03979,-4.3157583e-05,2.0,-4.3157583e-05,-0.11137117,0.15599087
C03981,-6.512278e-05,2.0,-6.512278e-05,-0.11206831,0.15580054
C03990,-1.6876435e-05,2.0,-1.6876435e-05,-0.110537045,0.15621857
C03993,-5.3257468e-06,2.0,-5.3257468e-06,-0.11017045,0.15631865
C03997,2.62811e-05,2.0,2.62811e-05,-0.10916729,0.1565925
C04001,0.004828369,2.0,0.004828369,0.04324398,0.19820072
C04006,0.0015605813,3.0,0.0015605813,-0.060470834,-0.11912529
C04020,5.4569824e-05,2.0,5.4569824e-05,-0.10826944,0.15683763
C04022,-9.209515e-07,2.0,-9.209515e-07,-0.110030636,0.15635683
C04037,0.0007051265,3.0,0.0007051265,-0.087621726,-0.12653747
C04042,0.000345361,2.0,0.000345361,-0.09904016,0.15935722
C04043,-2.6861038e-05,3.0,-2.6861038e-05,-0.11085394,-0.13287987
C04044,-5.6848607e-05,2.0,-5.6848607e-05,-0.1118057,0.15587223
C04045,1.017254e-06,2.0,1.017254e-06,-0.109969124,0.1563736
C04046,2.3925393e-06,2.0,2.3925393e-06,-0.10992547,0.15638554
C04051,0.0001066078,2.0,0.0001066078,-0.10661783,0.15728852
C04052,-8.5794534e-05,2.0,-8.5794534e-05,-0.11272441,0.15562142
C04053,0.00016744193,2.0,0.00016744193,-0.10468704,0.15781562
C04056,0.00034153013,2.0,0.00034153013,-0.09916174,0.15932404
C04062,-0.00042981058,3.0,-0.00042981058,-0.123642966,-0.13637127
C04063,0.0012769577,3.0,0.0012769577,-0.06947263,-0.12158278
C04076,-7.216218e-06,2.0,-7.216218e-06,-0.11023044,0.15630227
C04079,-1.5034876e-05,2.0,-1.5034876e-05,-0.110478595,0.15623453
C04088,0.00015481908,3.0,0.00015481908,-0.105087675,-0.13130568
