,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
AREG,-0.00016158674,5.0,-0.00016158674,-0.03057537,-0.4700031,1
ARF1,-6.193831e-05,7.0,-6.193831e-05,-0.02767434,-0.7417698,1
ARF3,8.228788e-05,1.0,8.228788e-05,-0.023475531,0.07878237,1
ARF4,-0.00016776053,1.0,-0.00016776053,-0.030755108,0.07581907,1
ARF5,-7.2794865e-05,1.0,-7.2794865e-05,-0.027990403,0.0769445,1
ARF6,-0.0009187435,8.0,-0.0009187435,-0.05261822,-0.8883976,1
ARFGAP1,3.278737e-05,1.0,3.278737e-05,-0.024916623,0.07819574,1
ARFGAP2,-6.50522e-07,1.0,-6.50522e-07,-0.02589009,0.07779947,1
ARFGAP3,4.484718e-05,1.0,4.484718e-05,-0.02456553,0.07833866,1
ARFGEF1,0.0007857832,1.0,0.0007857832,-0.0029949092,0.08711944,1
ARFGEF2,-2.8970612e-06,1.0,-2.8970612e-06,-0.02595549,0.07777285,1
ARFGEF3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARFIP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARFIP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARFRP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARG1,-2.0123478e-05,3.0,-2.0123478e-05,-0.026456999,-0.19537896,1
ARG2,0.0029848337,3.0,0.0029848337,0.061025303,-0.15976746,1
ARGFX,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARGFXP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARGLU1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP10,0.0,1.0,0.0,-0.02587115,0.07780718,1
ARHGAP11A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP11B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP12,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP17,-0.009859233,1.0,-0.009859233,-0.31289965,-0.039033793,1
ARHGAP18,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP19,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP20,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP21,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP22,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP23,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP24,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP25,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP26,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP27,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP28,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP29,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP30,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP31,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP32,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP33,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP35,0.00016835528,4.0,0.00016835528,-0.020969879,-0.32961914,1
ARHGAP36,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP39,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP42,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP44,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP5,0.015648695,2.0,0.015648695,0.429704,0.12678476,1
ARHGAP6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGAP9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGDIA,-0.0004657891,2.0,-0.0004657891,-0.039431512,-0.06418668,1
ARHGDIB,-0.0030051721,2.0,-0.0030051721,-0.11335971,-0.09428069,1
ARHGDIG,-0.0022751926,2.0,-0.0022751926,-0.09210807,-0.08562977,1
ARHGEF1,0.036994465,9.0,0.036994465,1.0511361,-0.575565,1
ARHGEF10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF10L,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF11,0.0001442105,4.0,0.0001442105,-0.0216728,-0.3299053,1
ARHGEF12,-0.0036636554,11.0,-0.0036636554,-0.13252991,-1.3303487,1
ARHGEF15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF16,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF17,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF18,5.527649e-05,1.0,5.527649e-05,-0.024261905,0.07846226,1
ARHGEF19,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF2,3.020223e-05,4.0,3.020223e-05,-0.024991885,-0.3312564,1
ARHGEF25,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF26,1.3482594e-06,2.0,1.3482594e-06,-0.025831899,-0.05865067,1
ARHGEF28,0.0020528666,1.0,0.0020528666,0.03389326,0.10213555,1
ARHGEF3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF33,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF35,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF37,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF38,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF39,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF4,1.0874195e-06,1.0,1.0874195e-06,-0.025839493,0.07782007,1
ARHGEF40,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARHGEF6,0.0035040928,2.0,0.0035040928,0.07614232,-0.017139921,1
ARHGEF7,0.010629693,2.0,0.010629693,0.28358752,0.067304984,1
ARHGEF9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID1A,0.017751416,2.0,0.017751416,0.49091983,0.15170395,1
ARID1B,-0.00049392506,2.0,-0.00049392506,-0.040250625,-0.06452011,1
ARID2,-5.5171116e-05,1.0,-5.5171116e-05,-0.02747733,0.077153355,1
ARID3A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID3B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID3C,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID4A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID4B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID5A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARID5B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARIH1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARIH2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL11,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL13A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL13B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL14,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL14EP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL14EPL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL16,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL17A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL2BP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL4A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL4C,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL4D,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL5A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL5B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL5C,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL6IP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL6IP4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL6IP5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL6IP6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARL8A,2.5005416e-05,1.0,2.5005416e-05,-0.025143176,0.07810351,1
ARL8B,1.1775558e-05,1.0,1.1775558e-05,-0.025528332,0.07794673,1
ARL9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC12,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC5,-0.0032492583,1.0,-0.0032492583,-0.12046571,0.03930049,1
ARMC6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMC9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMCX1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMCX2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMCX3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMCX4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMCX5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMCX6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARMT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARNT,0.0022755524,6.0,0.0022755524,0.040376235,-0.5775945,1
ARNT2,0.08112573,3.0,0.08112573,2.3359149,0.7662739,1
ARNTL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARNTL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARPC1A,-4.0349267e-05,9.0,-4.0349267e-05,-0.027045825,-1.0144615,1
ARPC1B,0.03180687,9.0,0.03180687,0.90011156,-0.6370427,1
ARPC2,5.532848e-05,9.0,5.532848e-05,-0.02426039,-1.0133277,1
ARPC3,0.001359202,9.0,0.001359202,0.013698837,-0.99787563,1
ARPC4,1.1392268e-05,9.0,1.1392268e-05,-0.025539491,-1.0138483,1
ARPC5,-0.0001552506,9.0,-0.0001552506,-0.030390909,-1.0158232,1
ARPC5L,0.09241381,9.0,0.09241381,2.664541,0.08120523,1
ARPIN,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARPP19,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARPP21,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARR3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARRB1,0.016651662,10.0,0.016651662,0.45890304,-0.95311975,1
ARRB2,-6.208173e-05,10.0,-6.208173e-05,-0.027678516,-1.151193,1
ARRDC1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARRDC2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARRDC3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARRDC4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARRDC5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARSA,-9.4080195e-07,2.0,-9.4080195e-07,-0.02589854,-0.058677793,1
ARSB,5.1332627e-05,2.0,5.1332627e-05,-0.02437672,-0.058058307,1
ARSD,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARSF,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARSG,-1.171308e-05,1.0,-1.171308e-05,-0.02621215,0.07766837,1
ARSH,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARSI,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARSJ,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARSK,0.0,0.0,0.0,-0.02587115,0.21428101,1
ART1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ART3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ART4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ART5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARTN,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARV1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARVCF,0.0,0.0,0.0,-0.02587115,0.21428101,1
ARX,0.0,0.0,0.0,-0.02587115,0.21428101,1
AS3MT,1.3466286e-05,1.0,1.3466286e-05,-0.025479112,0.07796677,1
ASAH1,0.020073213,3.0,0.020073213,0.5585135,0.042745538,1
ASAH2,0.04071499,2.0,0.04071499,1.1594507,0.42384344,1
ASAH2B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASAP1,0.046115477,2.0,0.046115477,1.3166732,0.48784414,1
ASAP2,6.850332e-05,2.0,6.850332e-05,-0.023876837,-0.057854816,1
ASAP3,0.00010262969,2.0,0.00010262969,-0.022883326,-0.05745039,1
ASB1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB11,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB12,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB13,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB14,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB16,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB16-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB17,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASB9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCC1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCC2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCC3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASCL4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASF1A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASF1B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASGR1,-0.00022211886,1.0,-0.00022211886,-0.03233762,0.07517487,1
ASGR2,-0.00042296576,1.0,-0.00042296576,-0.03818481,0.07279465,1
ASH1L,0.00046583157,1.0,0.00046583157,-0.012309553,0.08332772,1
ASH1L-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASH2L,-0.006973339,1.0,-0.006973339,-0.22888361,-0.0048332848,1
ASIC1,-0.00024746003,1.0,-0.00024746003,-0.03307537,0.07487455,1
ASIC2,0.0007755433,2.0,0.0007755433,-0.0032930213,-0.049475744,1
ASIC3,2.1972872e-05,1.0,2.1972872e-05,-0.025231462,0.078067586,1
ASIC4,-6.5503584e-05,1.0,-6.5503584e-05,-0.027778134,0.077030905,1
ASIC5,0.00016222829,1.0,0.00016222829,-0.021148253,0.079729736,1
ASIP,7.7524766e-07,1.0,7.7524766e-07,-0.02584858,0.07781637,1
ASL,-9.860767e-07,1.0,-9.860767e-07,-0.02589986,0.07779549,1
ASNS,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASNSD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASPA,3.6091687e-06,1.0,3.6091687e-06,-0.025766078,0.077849954,1
ASPDH,0.00011821106,1.0,0.00011821106,-0.022429712,0.07920809,1
ASPH,-8.20759e-06,2.0,-8.20759e-06,-0.026110094,-0.058763914,1
ASPHD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASPHD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASPM,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASPN,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASPRV1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASPSCR1,0.0,1.0,0.0,-0.02587115,0.07780718,1
ASRGL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASS1,1.9263727e-05,2.0,1.9263727e-05,-0.025310332,-0.058438353,1
ASTE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASTL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASTN1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASTN2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASXL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASXL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASXL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ASZ1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAD3A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAD3B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAD3C,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAD5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATAT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATCAY,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATF1,-1.7143837e-05,2.0,-1.7143837e-05,-0.026370253,-0.058869816,1
ATF2,-0.00096337823,24.0,-0.00096337823,-0.053917658,-3.0725079,1
ATF3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATF4,0.0005730058,37.0,1.5486643e-05,-0.025420293,-4.8284597,1
ATF5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATF6,0.0010823088,6.0,0.0010823088,0.0056377403,-0.5917356,1
ATF6B,-0.0039023052,22.0,-0.0039023052,-0.13947764,-2.8343894,1
ATF7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATF7IP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATF7IP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATG10,0.00022197793,2.0,0.00022197793,-0.019408781,-0.056036003,1
ATG12,0.0005574063,6.0,0.0005574063,-0.00964357,-0.5979561,1
ATG13,0.0015357245,8.0,0.0015357245,0.018837878,-0.85930985,1
ATG14,-0.0023039083,8.0,-0.0023039083,-0.092944056,-0.90481305,1
ATG16L1,-0.0010239246,4.0,-0.0010239246,-0.05568032,-0.34374878,1
ATG16L2,-0.00063683005,1.0,-0.00063683005,-0.04441097,0.07026016,1
ATG2A,-0.0018855267,7.0,-0.0018855267,-0.080763854,-0.763381,1
ATG2B,-0.0029344293,7.0,-0.0029344293,-0.1113002,-0.77581143,1
ATG3,0.00012713374,3.0,0.00012713374,-0.02216995,-0.19363384,1
ATG4A,0.0027655994,2.0,0.0027655994,0.054642808,-0.025891747,1
ATG4B,2.9716525e-06,2.0,2.9716525e-06,-0.025784638,-0.058631424,1
ATG4C,0.007769445,2.0,0.007769445,0.20031807,0.033408422,1
ATG4D,0.00010758268,2.0,0.00010758268,-0.022739133,-0.057391692,1
ATG5,0.042961754,9.0,0.042961754,1.2248598,-0.5048471,1
ATG7,0.00051587453,4.0,0.00051587453,-0.010852669,-0.32550073,1
ATG9A,1.06579355e-05,3.0,1.06579355e-05,-0.025560869,-0.19501418,1
ATG9B,0.00010141076,3.0,0.00010141076,-0.022918813,-0.19393869,1
ATIC,0.00024615222,2.0,0.00024615222,-0.018705005,-0.055749517,1
ATL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATM,-0.0047077723,13.0,-0.0047077723,-0.16292694,-1.6156702,1
ATMIN,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATN1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATOH1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATOH7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATOH8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATOX1,0.00015753756,1.0,0.00015753756,-0.021284813,0.07967415,1
ATP10A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP10B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP10D,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP11A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP11B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP11C,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP12A,8.7859094e-05,1.0,8.7859094e-05,-0.023313338,0.07884839,1
ATP13A1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP13A2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP13A3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP13A4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP13A5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP1A1,-0.00052558543,18.0,-0.00052558543,-0.04117234,-2.2484767,1
ATP1A2,0.015185344,18.0,0.015185344,0.41621464,-2.062288,1
ATP1A3,-0.0006394694,18.0,-0.0006394694,-0.044487808,-2.2498264,1
ATP1A4,0.019786282,18.0,0.019786282,0.55016017,-2.0077624,1
ATP1B1,0.025473347,18.0,0.025473347,0.7157258,-1.9403656,1
ATP1B2,-0.0498365,18.0,-0.0498365,-1.4767444,-2.8328564,1
ATP1B3,-0.25447056,18.0,-0.25447056,-7.434186,-5.257958,1
ATP1B4,0.15551801,18.0,0.15551801,4.501672,-0.39921668,1
ATP2A1,-0.010444682,14.0,-0.010444682,-0.32994363,-1.8201317,1
ATP2A2,0.0026934068,14.0,0.0026934068,0.05254109,-1.6644331,1
ATP2A3,-0.05734705,14.0,-0.05734705,-1.6953965,-2.3759677,1
ATP2B1,0.0011403592,9.0,0.0011403592,0.0073277415,-1.0004691,1
ATP2B2,-0.025870778,9.0,-0.025870778,-0.77903837,-1.3205758,1
ATP2B3,0.107191466,9.0,0.107191466,3.0947578,0.25633392,1
ATP2B4,-0.00062908663,9.0,-0.00062908663,-0.044185534,-1.0214386,1
ATP2C1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP2C2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP4A,8.583089e-05,3.0,8.583089e-05,-0.023372386,-0.19412331,1
ATP4B,1.2019827e-06,3.0,1.2019827e-06,-0.025836157,-0.19512624,1
ATP5E,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP5I,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP6AP1,0.019305643,9.0,0.019305643,0.5361675,-0.7851938,1
ATP6AP1L,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP6AP2,5.26075e-06,1.0,5.26075e-06,-0.025717996,0.07786953,1
ATP6V0A1,-0.0009532209,10.0,-0.0009532209,-0.053621948,-1.1617538,1
ATP6V0A2,0.00024051088,10.0,0.00024051088,-0.01886924,-1.147607,1
ATP6V0A4,0.00011240362,10.0,0.00011240362,-0.022598783,-1.1491251,1
ATP6V0B,0.0015680009,9.0,0.0015680009,0.019777529,-0.9954011,1
ATP6V0C,-0.005851701,10.0,-0.005851701,-0.19622974,-1.2198052,1
ATP6V0D1,-0.023175698,11.0,-0.023175698,-0.70057744,-1.5615845,1
ATP6V0D2,-0.0011155151,11.0,-0.0011155151,-0.058346767,-1.300151,1
ATP6V0E1,0.00063199975,8.0,0.00063199975,-0.0074719554,-0.87001985,1
ATP6V0E2,-1.6672977e-05,8.0,-1.6672977e-05,-0.026356546,-0.8777072,1
ATP6V0E2-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP6V1A,0.00033166993,9.0,0.00033166993,-0.016215356,-1.0100528,1
ATP6V1B1,0.0022895304,9.0,0.0022895304,0.04078317,-0.9868504,1
ATP6V1B2,-0.009981623,9.0,-0.009981623,-0.31646276,-1.1322747,1
ATP6V1C1,-0.0006754567,9.0,-0.0006754567,-0.045535494,-1.0219882,1
ATP6V1C2,0.00096919993,9.0,0.00096919993,0.0023448395,-1.0024974,1
ATP6V1D,-0.00092043023,9.0,-0.00092043023,-0.052667323,-1.0248913,1
ATP6V1E1,-0.001917909,9.0,-0.001917909,-0.08170658,-1.0367124,1
ATP6V1E2,-0.0004587608,9.0,-0.0004587608,-0.0392269,-1.0194201,1
ATP6V1F,-0.00032416134,9.0,-0.00032416134,-0.03530835,-1.017825,1
ATP6V1G1,0.08208728,9.0,0.08208728,2.363908,-0.041173752,1
ATP6V1G2,-0.009332118,9.0,-0.009332118,-0.29755393,-1.1245775,1
ATP6V1G3,-0.0010598525,9.0,-0.0010598525,-0.05672628,-1.0265436,1
ATP6V1H,-0.00015692435,10.0,-0.00015692435,-0.030439636,-1.1523169,1
ATP7A,0.018122261,1.0,0.018122261,0.50171614,0.29257265,1
ATP7B,0.029504158,1.0,0.029504158,0.8330734,0.42745855,1
ATP8A1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP8A2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP8B1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP8B2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP8B3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP8B4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP8B5P,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP9A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATP9B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATPAF1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATPAF2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATR,-0.05743964,7.0,-0.05743964,-1.698092,-1.4217483,1
ATRAID,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATRIP,0.0,1.0,0.0,-0.02587115,0.07780718,1
ATRN,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATRNL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATRX,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATXN1,9.2848735e-05,3.0,9.2848735e-05,-0.023168078,-0.19404013,1
ATXN10,0.0004911871,1.0,0.0004911871,-0.011571387,0.0836282,1
ATXN1L,-0.04771391,3.0,-0.04771391,-1.4149501,-0.7605942,1
ATXN2,-1.1753739e-05,3.0,-1.1753739e-05,-0.026213333,-0.19527979,1
ATXN2L,-0.0031515465,3.0,-0.0031515465,-0.11762106,-0.23248921,1
ATXN3,0.0029488262,3.0,0.0029488262,0.05997703,-0.16019419,1
ATXN3L,5.138017e-05,3.0,5.138017e-05,-0.024375336,-0.19453159,1
ATXN7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATXN7L1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATXN7L2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATXN7L3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATXN7L3B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ATXN8OS,0.0025963853,1.0,0.0025963853,0.049716536,0.10857674,1
