,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
A1BG,0.0,0.0,0.0,-0.02587115,0.21428101,1
A1CF,0.0,0.0,0.0,-0.02587115,0.21428101,1
A2M,-8.899986e-05,1.0,-8.899986e-05,-0.028462172,0.07675245,1
A2ML1,0.0,0.0,0.0,-0.02587115,0.21428101,1
A3GALT2,-4.786593e-07,1.0,-4.786593e-07,-0.025885085,0.07780151,1
A4GALT,1.9593297e-05,2.0,1.9593297e-05,-0.025300737,-0.058434445,1
A4GNT,0.0,0.0,0.0,-0.02587115,0.21428101,1
AAAS,0.0,1.0,0.0,-0.02587115,0.07780718,1
AACS,-9.26067e-08,1.0,-9.26067e-08,-0.025873847,0.077806085,1
AACSP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
AADAC,0.0,0.0,0.0,-0.02587115,0.21428101,1
AADACL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
AADACL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
AADACL4,0.0,0.0,0.0,-0.02587115,0.21428101,1
AADAT,-0.0032065543,2.0,-0.0032065543,-0.119222485,-0.09666726,1
AAK1,0.0,0.0,0.0,-0.02587115,0.21428101,1
AAMDC,0.0,0.0,0.0,-0.02587115,0.21428101,1
AAMP,0.0,0.0,0.0,-0.02587115,0.21428101,1
AANAT,0.00021472007,1.0,0.00021472007,-0.019620078,0.080351815,1
AAR2,0.0,0.0,0.0,-0.02587115,0.21428101,1
AARD,0.0,0.0,0.0,-0.02587115,0.21428101,1
AARS2,-3.578806e-05,1.0,-3.578806e-05,-0.026913036,0.07738306,1
AASDH,0.0,0.0,0.0,-0.02587115,0.21428101,1
AASDHPPT,4.176826e-05,1.0,4.176826e-05,-0.024655165,0.078302175,1
AASS,-1.7935748e-06,1.0,-1.7935748e-06,-0.025923366,0.077785924,1
AATF,0.0,0.0,0.0,-0.02587115,0.21428101,1
AATK,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABAT,0.0009960138,4.0,0.0009960138,0.0031254613,-0.31981063,1
ABCA1,0.02361551,4.0,0.02361551,0.66163915,-0.051748823,1
ABCA10,-0.0009126914,1.0,-0.0009126914,-0.05244203,0.06699096,1
ABCA11P,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABCA12,-3.080593e-06,1.0,-3.080593e-06,-0.025960835,0.07777067,1
ABCA13,-4.8511698e-05,1.0,-4.8511698e-05,-0.027283456,0.07723227,1
ABCA17P,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABCA2,0.0009230036,2.0,0.0009230036,0.0009999411,-0.047728203,1
ABCA3,-4.5193854e-05,1.0,-4.5193854e-05,-0.027186865,0.077271596,1
ABCA4,0.0002877485,1.0,0.0002877485,-0.017494027,0.08121727,1
ABCA5,-0.00073561014,1.0,-0.00073561014,-0.04728672,0.069089524,1
ABCA6,-0.00083380594,1.0,-0.00083380594,-0.050145462,0.06792581,1
ABCA7,0.0014103479,1.0,0.0014103479,0.015187831,0.094521105,1
ABCA8,-0.00065467303,1.0,-0.00065467303,-0.044930425,0.0700487,1
ABCA9,-0.0005589887,1.0,-0.0005589887,-0.0421448,0.07118265,1
ABCB1,-0.00072655524,4.0,-0.00072655524,-0.04702311,-0.34022465,1
ABCB10,0.0038834277,1.0,0.0038834277,0.08718577,0.12382938,1
ABCB11,-0.00012820722,3.0,-0.00012820722,-0.029603604,-0.19665986,1
ABCB4,-9.497169e-06,2.0,-9.497169e-06,-0.026147638,-0.058779195,1
ABCB5,-0.00060219783,1.0,-0.00060219783,-0.043402735,0.07067059,1
ABCB6,-0.00014424199,1.0,-0.00014424199,-0.03007042,0.07609778,1
ABCB7,-0.0006557924,1.0,-0.0006557924,-0.044963017,0.07003544,1
ABCB8,1.3876893e-06,1.0,1.3876893e-06,-0.025830751,0.077823624,1
ABCB9,-0.0010443748,2.0,-0.0010443748,-0.05627568,-0.07104345,1
ABCC1,-0.00018050453,4.0,-0.00018050453,-0.03112612,-0.33375347,1
ABCC10,-3.197969e-05,1.0,-3.197969e-05,-0.026802165,0.0774282,1
ABCC11,-0.002065633,1.0,-0.002065633,-0.08600723,0.053327534,1
ABCC12,-0.00031079724,1.0,-0.00031079724,-0.034919288,0.07412395,1
ABCC13,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABCC2,-6.4240965e-05,2.0,-6.4240965e-05,-0.027741376,-0.059427958,1
ABCC3,-0.00038515418,2.0,-0.00038515418,-0.037084017,-0.06323107,1
ABCC4,0.0024559218,3.0,0.0024559218,0.04562727,-0.16603555,1
ABCC5,0.00059316127,1.0,0.00059316127,-0.008602647,0.08483669,1
ABCC6,-3.874163e-05,1.0,-3.874163e-05,-0.026999023,0.07734805,1
ABCC8,0.00033932016,3.0,0.00033932016,-0.015992638,-0.19111922,1
ABCC9,-3.9489132e-05,1.0,-3.9489132e-05,-0.027020784,0.0773392,1
ABCD1,-0.0007654637,2.0,-0.0007654637,-0.048155833,-0.06773809,1
ABCD2,0.00014566405,2.0,0.00014566405,-0.021630483,-0.05694039,1
ABCD3,9.148842e-05,2.0,9.148842e-05,-0.02320768,-0.05758242,1
ABCD4,9.256852e-07,2.0,9.256852e-07,-0.025844201,-0.058655676,1
ABCE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABCF1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABCF2,1.2326191e-07,1.0,1.2326191e-07,-0.02586756,0.07780864,1
ABCF3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABCG1,-0.0006840965,2.0,-0.0006840965,-0.04578702,-0.06677382,1
ABCG2,-0.00012084951,2.0,-0.00012084951,-0.029389402,-0.060098823,1
ABCG4,-2.8750745e-05,1.0,-2.8750745e-05,-0.026708161,0.07746646,1
ABCG5,0.00061197486,4.0,0.00061197486,-0.0080549335,-0.32436186,1
ABCG8,0.0030422527,4.0,0.0030422527,0.06269693,-0.29556084,1
ABHD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD11,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD12,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD12B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD13,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD14A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD14A-ACY1,8.1416765e-06,1.0,8.1416765e-06,-0.025634125,0.077903666,1
ABHD14B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD16A,2.1021973e-05,1.0,2.1021973e-05,-0.025259145,0.07805631,1
ABHD16B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD17A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD17B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD17C,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABHD5,-0.0010445156,1.0,-0.0010445156,-0.05627978,0.06542871,1
ABHD6,0.001349251,1.0,0.001349251,0.013409139,0.09379706,1
ABHD8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABI1,0.00024854174,2.0,0.00024854174,-0.018635439,-0.055721197,1
ABI2,-3.2068125e-05,1.0,-3.2068125e-05,-0.02680474,0.07742714,1
ABI3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABI3BP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABL1,0.03243459,11.0,0.03243459,0.9183861,-0.9025514,1
ABL2,-0.0005679766,4.0,-0.0005679766,-0.042406462,-0.33834535,1
ABLIM1,0.0008184326,1.0,0.0008184326,-0.0020443988,0.08750636,1
ABLIM2,-0.0004888171,1.0,-0.0004888171,-0.040101916,0.07201425,1
ABLIM3,3.1449486e-05,1.0,3.1449486e-05,-0.024955573,0.07817989,1
ABO,0.0011616065,1.0,0.0011616065,0.007946308,0.09157328,1
ABR,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABRA,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABRACL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABTB1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ABTB2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACAA1,9.8039415e-08,5.0,9.8039415e-08,-0.025868297,-0.46808696,1
ACAA2,-0.00018297872,2.0,-0.00018297872,-0.03119815,-0.06083511,1
ACACA,0.00022881784,7.0,0.00022881784,-0.019209653,-0.7383241,1
ACACB,1.1678548e-05,9.0,1.1678548e-05,-0.025531158,-1.013845,1
ACAD10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACAD8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACAD9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACADL,-1.807138e-06,2.0,-1.807138e-06,-0.02592376,-0.05868806,1
ACADM,0.00582921,3.0,0.00582921,0.14383267,-0.12605898,1
ACADS,0.00031648387,4.0,0.00031648387,-0.016657464,-0.3278637,1
ACADSB,9.1972555e-07,1.0,9.1972555e-07,-0.025844375,0.07781808,1
ACADVL,-3.751672e-05,2.0,-3.751672e-05,-0.026963362,-0.059111256,1
ACAN,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACAP1,0.000106027655,1.0,0.000106027655,-0.022784404,0.079063706,1
ACAP2,-0.00019171706,1.0,-0.00019171706,-0.031452544,0.07553516,1
ACAP3,4.4846124e-06,1.0,4.4846124e-06,-0.025740592,0.07786033,1
ACAT1,-0.0002771022,8.0,-0.0002771022,-0.033938333,-0.8807936,1
ACAT2,-0.0039084996,8.0,-0.0039084996,-0.13965797,-0.9238289,1
ACBD3,-2.2310885e-06,1.0,-2.2310885e-06,-0.025936104,0.077780746,1
ACBD4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACBD5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACBD6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACBD7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACCS,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACCSL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACD,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACE,-0.0045701037,6.0,-0.0045701037,-0.15891904,-0.65872186,1
ACE2,9.108883e-05,3.0,9.108883e-05,-0.023219313,-0.194061,1
ACER1,-0.00024006714,2.0,-0.00024006714,-0.03286014,-0.06151166,1
ACER2,-0.00042912885,2.0,-0.00042912885,-0.03836423,-0.06375221,1
ACER3,0.0019389112,1.0,0.0019389112,0.030575713,0.10078507,1
ACHE,-5.556249e-05,2.0,-5.556249e-05,-0.027488722,-0.05932511,1
ACIN1,0.0,3.0,0.0,-0.02587115,-0.19514048,1
ACKR2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACKR3,0.0,2.0,0.0,-0.02587115,-0.058666646,1
ACKR4,0.0,2.0,0.0,-0.02587115,-0.058666646,1
ACLY,0.0006789969,1.0,0.0006789969,-0.0061037433,0.08585392,1
ACMSD,2.4989004e-07,1.0,2.4989004e-07,-0.025863877,0.077810146,1
ACO1,0.0017403767,2.0,0.0017403767,0.024795849,-0.03804158,1
ACO2,-1.7030741e-06,2.0,-1.7030741e-06,-0.025920732,-0.058686826,1
ACOT1,0.0017736263,3.0,0.0017736263,0.025763832,-0.17412138,1
ACOT11,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACOT12,9.520078e-06,1.0,9.520078e-06,-0.025593996,0.077920005,1
ACOT13,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACOT2,-0.00047513098,3.0,-0.00047513098,-0.03970348,-0.20077121,1
ACOT4,0.0010399489,3.0,0.0010399489,0.0044045304,-0.18281613,1
ACOT6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACOT7,0.00018803266,2.0,0.00018803266,-0.020397019,-0.056438282,1
ACOT8,7.895377e-06,2.0,7.895377e-06,-0.025641294,-0.05857308,1
ACOT9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACOX1,-0.00017254376,9.0,-0.00017254376,-0.030894358,-1.0160282,1
ACOX2,4.870353e-05,3.0,4.870353e-05,-0.024453262,-0.1945633,1
ACOX3,-0.00025688222,9.0,-0.00025688222,-0.033349678,-1.0170277,1
ACOXL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACP1,0.00022418234,4.0,0.00022418234,-0.019344606,-0.32895756,1
ACP2,-3.5143123e-05,2.0,-3.5143123e-05,-0.02689426,-0.059083126,1
ACP5,0.00071829424,4.0,0.00071829424,-0.004959693,-0.32310188,1
ACP6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACPP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACR,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACRBP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACRV1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACSBG1,-7.012679e-05,4.0,-7.012679e-05,-0.027912728,-0.33244538,1
ACSBG2,-0.0008080625,4.0,-0.0008080625,-0.049396005,-0.3411906,1
ACSF2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACSF3,-0.0004998821,1.0,-0.0004998821,-0.04042405,0.07188312,1
ACSL1,-0.00024676917,7.0,-0.00024676917,-0.033055257,-0.7439602,1
ACSL3,0.00014314697,7.0,0.00014314697,-0.021703761,-0.7393393,1
ACSL4,-0.0057843006,7.0,-0.0057843006,-0.19426754,-0.80958503,1
ACSL5,0.0002480769,7.0,0.0002480769,-0.01864897,-0.7380958,1
ACSL6,-0.008453512,7.0,-0.008453512,-0.27197537,-0.84121764,1
ACSM1,8.438441e-05,2.0,8.438441e-05,-0.023414496,-0.057666615,1
ACSM2A,7.313546e-05,1.0,7.313546e-05,-0.023741983,0.07867391,1
ACSM2B,0.00089753134,1.0,0.00089753134,0.000258376,0.088443756,1
ACSM3,0.0002793595,1.0,0.0002793595,-0.017738253,0.081117846,1
ACSM4,-0.00032976523,1.0,-0.00032976523,-0.035471495,0.07389916,1
ACSM5,-4.7775142e-05,1.0,-4.7775142e-05,-0.027262013,0.077241,1
ACSS1,0.0018552842,4.0,0.0018552842,0.028141111,-0.3096275,1
ACSS2,0.0050311913,4.0,0.0050311913,0.120600216,-0.2719901,1
ACSS3,2.1319245e-05,1.0,2.1319245e-05,-0.02525049,0.07805984,1
ACTA1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTA2,-0.0018537879,3.0,-0.0018537879,-0.07983985,-0.21710958,1
ACTB,0.008462338,30.0,0.00028207793,-0.017659111,-3.7796474,1
ACTBL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTC1,0.0034735566,4.0,0.0034735566,0.07525333,-0.2904495,1
ACTG1,0.015283806,30.0,0.0005094602,-0.011039407,-3.6988068,1
ACTG2,-3.1032341e-06,1.0,-3.1032341e-06,-0.025961494,0.077770405,1
ACTL10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTL6A,2.989139e-05,2.0,2.989139e-05,-0.025000934,-0.058312405,1
ACTL6B,0.0001890981,2.0,0.0001890981,-0.020366,-0.05642566,1
ACTL7A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTL7B,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTL8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTL9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTN1,-0.0051638875,9.0,-0.0051638875,-0.17620566,-1.0751802,1
ACTN2,-1.0376933e-06,1.0,-1.0376933e-06,-0.02590136,0.07779489,1
ACTN3,0.00012030022,1.0,0.00012030022,-0.022368891,0.07923285,1
ACTN4,-0.000113144495,9.0,-0.000113144495,-0.029165087,-1.0153242,1
ACTR10,-0.0018182345,4.0,-0.0018182345,-0.07880479,-0.35316205,1
ACTR1A,-0.00074793736,4.0,-0.00074793736,-0.047645595,-0.34047806,1
ACTR1B,-0.0001592134,4.0,-0.0001592134,-0.030506276,-0.33350113,1
ACTR2,0.000681953,9.0,0.000681953,-0.006017684,-1.0059017,1
ACTR3,0.06550246,9.0,0.06550246,1.8810799,-0.2377191,1
ACTR3B,7.004538e-06,9.0,7.004538e-06,-0.02566723,-1.0139004,1
ACTR3BP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTR3BP5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTR3C,-0.0035261076,9.0,-0.0035261076,-0.12852553,-1.055771,1
ACTR5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTR6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTR8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTRT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTRT2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACTRT3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACVR1,0.0006701394,4.0,0.0006701394,-0.0063616093,-0.32367256,1
ACVR1B,0.0,3.0,0.0,-0.02587115,-0.19514048,1
ACVR1C,0.0,3.0,0.0,-0.02587115,-0.19514048,1
ACVR2A,-8.140756e-05,4.0,-8.140756e-05,-0.02824114,-0.33257908,1
ACVR2B,-0.00048359475,4.0,-0.00048359475,-0.039949883,-0.33734536,1
ACVRL1,0.0,1.0,0.0,-0.02587115,0.07780718,1
ACY1,-8.202049e-06,1.0,-8.202049e-06,-0.026109934,0.07770998,1
ACY3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ACYP1,-5.2859512e-05,1.0,-5.2859512e-05,-0.02741003,0.07718075,1
ACYP2,9.391259e-06,1.0,9.391259e-06,-0.025597746,0.07791848,1
ADA,0.0021739327,2.0,0.0021739327,0.037417818,-0.03290354,1
ADAD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAL,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM10,-0.00013864221,2.0,-0.00013864221,-0.029907394,-0.060309682,1
ADAM11,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM12,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM17,0.0011467768,4.0,0.0011467768,0.007514576,-0.31802395,1
ADAM18,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM19,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM20,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM20P1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM21,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM22,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM23,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM28,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM29,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM30,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM32,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM33,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM3A,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAM9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMDEC1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS10,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS12,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS13,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS14,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS15,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS16,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS17,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS18,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS19,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS20,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS7,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS8,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTS9,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTSL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTSL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTSL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTSL4,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAMTSL5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAR,0.00069093547,5.0,0.00069093547,-0.00575618,-0.45989993,1
ADARB1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADARB2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADARB2-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAT2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADAT3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADCK1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADCK2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADCK5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADCY1,0.06370383,47.0,0.0013554005,0.013588168,-5.4450397,1
ADCY10,0.0003097954,5.0,0.0003097954,-0.016852181,-0.46441677,1
ADCY10P1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADCY2,0.0009368343,45.0,2.0818541e-05,-0.025265068,-5.915939,1
ADCY3,-0.008967351,47.0,-0.0001907947,-0.031425696,-6.30626,1
ADCY4,-0.07704822,45.0,-0.0017121827,-0.075717345,-6.840133,1
ADCY5,-0.03634742,50.0,-0.0007269484,-0.04703455,-7.0401607,1
ADCY6,0.06927394,47.0,0.0014739137,0.0170384,-5.379029,1
ADCY7,-1.4889153,44.0,-0.033838984,-1.0110141,-23.435583,1
ADCY8,0.94436175,46.0,0.020529604,0.57180023,5.128039,1
ADCY9,-0.2378144,47.0,-0.0050598807,-0.17317775,-9.018308,1
ADCYAP1,4.1481304e-05,5.0,4.1481304e-05,-0.024663521,-0.46759656,1
ADCYAP1R1,-0.0014764259,5.0,-0.0014764259,-0.06885384,-0.48558515,1
ADD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADD3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGB,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRA1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRA2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRA3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRB2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRG1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRG2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRG6,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADGRV1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADH1A,-0.00023723667,8.0,-0.00023723667,-0.03277774,-0.8803211,1
ADH1B,6.8945476e-05,8.0,6.8945476e-05,-0.023863966,-0.87669253,1
ADH1C,-0.0009784423,8.0,-0.0009784423,-0.054356206,-0.889105,1
ADH4,0.00056849705,8.0,0.00056849705,-0.009320688,-0.87077236,1
ADH5,-0.00011159743,8.0,-0.00011159743,-0.029120049,-0.87883216,1
ADH6,0.0013600804,8.0,0.0013600804,0.013724412,-0.8613914,1
ADH7,0.0015407875,8.0,0.0015407875,0.018985275,-0.8592499,1
ADHFE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADI1,9.868834e-05,1.0,9.868834e-05,-0.02299807,0.07897673,1
ADIG,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADIPOQ,0.0012626192,7.0,0.0012626192,0.010887055,-0.72607255,1
ADIPOR1,-0.00010989893,5.0,-0.00010989893,-0.0290706,-0.46939054,1
ADIPOR2,0.058182176,5.0,0.058182176,1.6679668,0.22142407,1
ADIRF,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADK,0.101270154,1.0,0.101270154,2.9223728,1.2779516,1
ADM,0.00032987047,2.0,0.00032987047,-0.016267745,-0.054757375,1
ADM2,0.0012634402,2.0,0.0012634402,0.010910958,-0.043693714,1
ADM5,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADNP,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADNP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADO,-3.1814005e-05,1.0,-3.1814005e-05,-0.026797341,0.07743016,1
ADORA1,0.008322701,7.0,0.008322701,0.21642482,-0.6424041,1
ADORA2A,0.11478966,7.0,0.11478966,3.3159614,0.6193272,1
ADORA2A-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADORA2B,-0.020504499,5.0,-0.020504499,-0.62281173,-0.7110853,1
ADORA3,0.0009173963,3.0,0.0009173963,0.0008366972,-0.1842685,1
ADPGK,0.000377541,1.0,0.000377541,-0.014879927,0.08228139,1
ADPRH,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADPRHL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADPRHL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
ADPRM,0.0149712665,2.0,0.0149712665,0.4099823,0.11875663,1
ADRA1A,0.027032103,7.0,0.027032103,0.7611053,-0.4206805,1
ADRA1B,-0.0028504292,6.0,-0.0028504292,-0.10885473,-0.63834214,1
ADRA1D,-0.021711705,6.0,-0.021711705,-0.6579567,-0.86186564,1
ADRA2A,-4.0939543e-05,2.0,-4.0939543e-05,-0.02706301,-0.059151813,1
ADRA2B,-1.46890125e-05,2.0,-1.46890125e-05,-0.026298786,-0.05884072,1
ADRA2C,7.068053e-05,2.0,7.068053e-05,-0.023813453,-0.057829015,1
ADRB1,0.00036756814,11.0,0.00036756814,-0.015170263,-1.282575,1
ADRB2,-0.001768157,9.0,-0.001768157,-0.077346906,-1.0349376,1
ADRB3,-0.024066929,8.0,-0.024066929,-0.7265235,-1.1627249,1
ADRM1,-0.0053511453,9.0,-0.0053511453,-0.18165724,-1.0773994,1
ADSL,-0.00059699913,1.0,-0.00059699913,-0.043251384,0.0707322,1
ADTRP,0.0,0.0,0.0,-0.02587115,0.21428101,1
AEBP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
AEBP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
