,coef
MDK,0.0
FBXL13,0.0
FBXL12,0.0
HRH2,0.010929405
CYP27B1,0.0003280966
FBXL17,0.0
FBXL16,0.0
FBXL19,0.0
FAM169B,0.0
GHDC,0.0
SDK1,0.0
SDK2,0.0
GRP,-0.00026682156
TPRN,0.0
THSD4,0.0
HPCAL4,0.0
THSD1,0.0
CHST9,-0.0002651911
CHST8,0.00070855656
COL4A5,-0.0036954957
COL4A4,-0.00414246
COL4A3,-0.0025146548
COL4A2,-0.0010411731
COL4A1,0.017500255
SLC35D2,0.0
CHST1,0.0
CHST3,1.3956051e-05
CHST2,0.0
CHST5,0.0
CHST4,0.0
CHST7,-0.00021363076
CHST6,0.0
ITGAX,5.0636438e-05
OR8J1,-0.00029076554
BCL2A1,7.026451e-05
HLCS,-4.3799496e-06
NOG,0.0
ITGAV,2.421293e-06
HIBCH,0.00017412528
ZNF703,0.0
ITGAL,-0.005615156
ITGAM,-6.5677144e-05
HLF,0.0
ITGAD,0.00022151624
COPRS,0.0
SMAD9,0.0
TRERF1,0.0
LRPAP1,-0.00023882007
SMAD5,0.0
SMAD6,0.0
SMAD7,0.0
GOLPH3L,0.0
SMAD1,0.0
AFTPH,0.0
ZNF706,0.0
RFK,-9.494755e-06
AMMECR1L,0.0
TMPRSS11A,0.0
TMPRSS11B,0.0
IGF2R,-0.00034458993
TMPRSS11D,1.1692252e-05
TMPRSS11E,0.0
TMPRSS11F,0.0
PAFAH1B1,-0.0002701864
ABHD14B,0.0
RAD21L1,0.0
SLC36A4,7.208016e-05
SLC36A3,6.98533e-05
SLC36A2,5.2230982e-05
SLC36A1,-7.2429095e-05
HAP1,-0.0038051915
RNF112,0.0
ERICH1,0.0
ARTN,0.0
ART1,0.0
HRH3,0.00022358565
ART3,0.0
ART5,0.0
ART4,0.0
RNF111,0.0
TCEA2,0.0
TCEA3,0.0
TCEA1,0.0
COX4I2,0.004967287
COX4I1,-0.0034363216
BFAR,0.0
DUOXA2,5.539816e-06
AIMP1,0.0
CRTAM,0.0
EDA,-2.5574825e-06
CTSS,-0.0058642332
PIPOX,0.009207497
CCDC116,0.0
CADPS2,0.0
CCDC114,0.0
RLF,0.0
CCDC112,0.0
MCF2L,0.0
CCDC110,0.0
LEO1,0.0
ATP1A4,-0.0399235
ATP1A3,0.0018952383
ATP1A2,-0.09283701
ATP1A1,0.0002771223
TMEM211,0.0
MGRN1,4.2381474e-05
CRTAP,0.0
SPHK2,3.0121017e-05
SPHK1,-0.0018121529
DPT,0.0
CUEDC1,0.0
CUEDC2,0.0
IPO13,0.0
CPEB4,-9.185042e-05
ZNF440,-1.2455332e-06
CPEB1,-7.836033e-05
CPEB3,-7.2565344e-05
SBSPON,0.0
BEGAIN,0.0
RBMXL3,0.0
SRBD1,0.0
ABAT,-0.002273593
ZNF780A,-0.00012394635
ZNF780B,-0.000120480814
TSNARE1,0.0
FRG1,0.0
TP53TG5,0.0
RHEBL1,0.0
ZNF41,0.0013991264
IFT80,0.0
IFT81,0.0
IFT88,0.0
IL10RA,0.000743205
POU5F1B,0.0
NFATC2IP,0.0
XPA,0.0
KISS1R,0.0021651802
MCM10,0.0
NUP93,0.00031739924
IGFBPL1,0.0
ZNF221,3.3049175e-05
ATG4C,-6.372064e-05
ATG4B,-0.00011267369
ATG4A,-5.1687453e-05
THUMPD2,0.0
CREB5,-0.012691093
ATG4D,-6.132633e-07
PHOX2A,0.0
PHOX2B,0.0
LRGUK,0.0
UPK2,0.0
FAM171B,0.0
CFH,0.00018972151
GPT2,-0.0013451725
PNP,0.0013338173
CFD,0.00122728
CFB,0.008631771
OR5P3,7.522014e-05
OR5P2,1.6539117e-05
SMKR1,0.0
CDKAL1,0.0
PNN,0.0
ATP6V0E1,-0.00087303953
ATP6V0E2,1.1758536e-05
CFP,-7.024516e-05
OSER1,0.0
AAAS,0.0
HAMP,0.0
OOEP,0.0
LAP3,1.2344726e-05
SIDT1,0.0
SIDT2,0.0
CSK,2.9437983e-06
SIX4,0.0
SIX5,0.0
SIX6,0.0
SAGE1,0.0
SIX1,0.0
SIX2,0.0
SIX3,0.0
TGIF2LX,0.0
NAALAD2,0.0
CNPY2,0.0
CNPY1,0.0
PLCZ1,0.009352297
SYNJ1,-0.0011307878
KNDC1,0.0
HMG20A,0.0
HMG20B,0.0
PHOSPHO2,3.6147758e-06
C4orf19,0.0
SLC7A6OS,0.0
C4orf17,0.0
C3orf70,0.0
CEP70,0.0
SHOX2,0.0
ZFP82,0.0006197038
CHFR,0.0
SMDT1,0.0
TIGD1,0.0
SYPL2,0.0
RFX8,0.0
RFX4,0.0
RFX5,-0.00053669617
RFX6,0.0
RFX7,0.0
NRXN3,0.0
NRXN2,0.0
NRXN1,0.0
RFX3,0.0
YDJC,0.0
TIGD2,0.0
VPS37D,7.1586386e-05
NLRP13,0.0
APC,-0.018937936
TMEM179B,0.0
ABCE1,0.0
UQCRC2,-0.00025240015
XPNPEP1,0.0
XPNPEP2,5.4987413e-05
UQCRC1,-0.021898184
GTSE1,0.0
PAPLN,0.0
ADNP,0.0
ZNF57,-3.5748137e-05
KHDRBS1,0.0
KHDRBS3,0.0
KHDRBS2,0.0
NLRP12,4.461378e-06
BAK1,-0.026706027
ZNF395,0.0
ZNHIT6,0.0
LHCGR,-0.00030607684
ARPP21,0.0
OR1Q1,4.1580453e-05
FLT3,-0.0017254361
VPS37B,-0.0006301084
LRFN2,0.0
MIB2,-3.602421e-05
ZNF578,-3.328373e-05
DPYSL4,0.0
DPYSL5,5.9031263e-05
DPYSL2,-4.9842773e-05
DPYSL3,0.0
OR4D9,2.2137925e-05
KRTAP10-12,0.0
KRTAP10-11,0.0
MRGPRE,0.0
IGFBP2,0.0
IGFBP3,0.00028998023
IGFBP1,0.0
IGFBP6,0.0
MRGPRF,0.0
IGFBP4,0.0
IGFBP5,0.0
SKP2,-0.002999834
P2RX4,-7.0938106e-05
CYP2R1,0.0006827109
GJA1,0.00045302347
GJA3,0.0
APLNR,0.00032012168
GJA5,0.0
GJA8,0.0
CYP8B1,0.0010666217
CD99,-0.00012180807
STMN1,0.0001874785
AK7,0.00033651316
S1PR2,-0.012976623
KDM3B,5.1210867e-05
ZNF117,0.0
ZNF114,-6.8707086e-05
KDM3A,-0.00023431171
ZNF112,0.00013897503
SEZ6L,0.0
PPP6R3,0.0
TMC4,0.0
TMC5,0.0
TMC6,0.0
TMC7,0.0
APIP,0.00021138637
TMC1,0.0
TMC2,0.0
TMC3,0.0
PROP1,0.0
EIF2B4,-1.2885826e-05
EIF2B5,-3.5342942e-05
TMC8,0.0
EIF2B3,0.0005037922
EIF2B1,0.00034069558
PRKAR2A,-1.5168858e-05
PRKAR2B,-0.0001935832
MAGT1,0.0
TXNIP,4.1255844e-05
TMEM200B,0.0
MLF1,0.0
QPRT,-0.00010214864
IFT140,0.0
RSPH9,0.0
TMEM14C,0.0
TMEM14B,0.0
TMEM14A,0.0
FANCF,0.0
MECOM,0.0020190075
ITGA2B,-0.0034935852
RSPH1,0.0
IFI16,8.52735e-06
ZNF396,0.0
LURAP1,0.0
TPBGL,0.0
MYT1L,0.0
CFHR2,-0.000101374564
PHACTR4,0.0
CLIC4,0.0
CFHR1,-0.00015459054
PHACTR1,0.0
OR2K2,4.0375984e-05
PHACTR3,0.0
NUP107,-0.0009204546
KRTAP2-3,0.0
KRTAP2-1,0.0
STMN2,0.0
RIT2,0.0
TMEM147,0.0
ASGR1,5.589811e-05
ASGR2,0.00020350421
TMEM144,0.0
FOXL2,0.0
RIT1,0.0
TMEM141,0.0
TMEM140,0.0
API5,0.0
CDK1,-0.0016196441
PRDM8,0.0
UBE2NL,-0.00020236887
RNF180,0.0
SOWAHA,0.0
SOWAHB,0.0
SOWAHC,0.0
SOWAHD,0.0
HAS2,0.0
HLA-DPA1,-8.9953995e-05
KIAA1191,0.0
VMP1,0.0023740109
FER1L5,0.0
CT55,0.0
RNF183,0.0
ZMAT1,0.0
ZMAT3,0.0
ZMAT2,0.0
ZMAT5,0.0
C19orf25,0.0
NR1D1,0.0006949319
NR1D2,7.223431e-05
CASP9,-0.006526412
ITGB1BP1,0.0
ITGB1BP2,0.0
ZNF7,1.580424e-05
ZNF2,-2.746887e-06
ZNF3,-3.1540972e-06
CTCFL,0.0
PHLDA1,0.0
ZNF8,-4.1803803e-05
PCP4L1,0.0
C11orf16,0.0
ZAP70,-0.00490896
PHLDA2,0.0
SYNDIG1,0.0
OGFR,0.0
CDC5L,0.0
RAC2,0.0029297625
RAC3,-0.1269991
RAC1,0.00799361
SBDS,0.0
VCL,-0.0030255532
CPLX2,-4.3077744e-05
CPLX3,0.000408668
CPLX1,-3.8855123e-06
AP2A1,-0.0025475656
CPLX4,0.0002634855
AP2A2,-0.00043262597
VCX,0.0
NIM1K,0.0
PBX4,0.0
MRPS18C,0.0
PBX2,0.0
PBX3,0.0
PBX1,-0.013306872
SYT14,0.0
AIRE,0.0
BNIP3L,0.0
NSUN3,0.0
NSUN2,0.0
NSUN5,0.0
NSUN4,0.0
NSUN7,0.0
NSUN6,0.0
TUBG1,-1.7230173e-05
PRAMEF5,0.0
PRAMEF6,0.0
TUBG2,-1.9741672e-05
FAM71F1,0.0
PRAMEF1,0.0
FAM71F2,0.0
PTCH2,0.00014715495
PTCH1,0.013158302
PRAMEF8,0.0
TIMM44,0.0
PAGR1,0.0
KRTAP5-2,0.0
DGAT2,-5.7591325e-05
RAD9B,-0.00015038437
RAD9A,-0.001884465
NPAS2,-4.7954527e-06
ERGIC2,0.0
ERGIC3,0.0
CDR2L,0.0
ERGIC1,0.0
CLEC14A,0.0
S100PBP,0.0
B3GAT3,5.9337963e-05
B3GAT2,-7.398785e-07
B3GAT1,6.125094e-06
CPPED1,0.0
UXT,0.0
CALM2,-0.018324671
CALM3,-0.043739
SPG21,4.833544e-05
CALM1,0.080295146
GSDMA,0.0
GSDMB,0.0
GSDMC,0.0
GSDMD,0.03041345
UPK1A,0.0
UPK1B,0.0
DLGAP2,0.0
DLGAP3,0.0
DLGAP1,-0.00035681514
DLGAP4,0.0
DLGAP5,0.0
BRDT,0.0
FBXL15,0.0
MBNL2,0.0
MBNL3,0.0
PLK3,0.0034232945
FBXL14,0.0
SEMA7A,0.00021180531
CDX2,0.00014994442
ZNF720,0.0
OIP5,0.0
CLCN3,0.0007083691
CLCN2,0.0008872055
CLCN1,0.0
HRH1,0.0012737432
CLCN7,0.0
CLCN6,0.0
CLCN5,-0.0072541907
CLCN4,6.188307e-05
FAM169A,0.0
BRD8,0.0
BRD9,0.0
BRD4,0.0
BRD7,-5.443262e-05
BRD1,0.0
BRD2,0.0
BRD3,0.0
DNAJA2,4.9365735e-05
DNAJA3,0.0
DNAJA1,2.3714956e-05
SPAG4,0.0
DNAJA4,0.0
AKT1,0.118387476
PTPN13,-0.0007212852
PTPN12,0.0
PTPN11,-0.0014465026
NKX2-8,0.0
PTPN14,0.0
GALR3,-0.00045698477
GALR2,-4.6614834e-05
GALR1,0.00412365
UTRN,0.0
LYAR,0.0
CH25H,-3.5712736e-07
CSF2RB,-0.00056987436
MRPL24,0.0
MRPL27,0.0
MRPL21,0.0
MRPL20,0.0
MRPL23,0.0
MRPL22,0.0
GAB4,0.0
LRFN4,0.0
GAB2,-0.011491244
MRPL28,0.0
GAB1,-0.0052310484
C2orf81,0.0
NKX2-2,0.0
DMRTB1,0.0
ZNF853,2.7859942e-05
NPTX2,0.0
NPTX1,0.0
ZNF850,-3.984971e-05
C2orf88,0.0
NDRG2,0.0
NDRG3,0.0
ZSCAN1,0.0
ZSCAN2,0.0
SRSF5,-3.103295e-07
SRSF4,2.7322469e-05
SRSF7,0.0001641153
SRSF6,0.0006504166
SRSF1,0.00053409726
CHD1L,0.0
SRSF3,0.0011917396
MSMP,0.0
MZB1,0.0
SRSF9,2.8388276e-06
CDK2,-0.005315388
RNF130,0.0
RAPH1,0.0
DNAJB11,-7.4078143e-06
RNF133,0.0
HLA-DQB1,0.0018222041
RNF135,0.0
HLA-DQB2,0.0
RNF138,0.0
RNF139,0.0
ENOSF1,9.504958e-05
CDK5,-0.00044423522
GID4,0.0
GPR137,0.0
CISD1,0.0
CLNS1A,0.0
SUPT20H,-0.00012450345
TRMT11,0.0
TSHZ2,0.0
TSHZ3,0.0
TSHZ1,0.0
GID8,0.0
NOSIP,0.0
FOXS1,0.0
VILL,0.0
ZNF581,0.0
LPAR2,0.002624678
ZNF583,0.00076489814
ZNF582,0.00013692929
TIPARP,0.0
ZNF584,-3.7090398e-05
ZNF587,1.8490622e-05
ZNF586,1.2062552e-06
ZNF589,-5.2382034e-05
MCHR2,-0.00040705426
TMEM115,0.0
COL4A6,-0.00032670514
HAPLN1,0.0
LSM12,0.0
PSD,0.00046858922
CAMKK2,-0.0013263107
CAMKK1,0.00021726363
MYDGF,0.0
NPTXR,0.0
OR8U1,-0.00074142776
HAPLN2,0.0
MTRF1L,0.0
MYO1H,-4.7218975e-05
MYO1G,0.00010838976
MYO1F,-7.066721e-05
MYO1E,0.00015098395
MYO1D,0.0010855242
MYO1C,-1.6152859e-06
MYO1B,7.430988e-05
MYO1A,2.0682186e-05
GRN,0.0
LCN6,0.0
CHMP3,0.0017075927
RPL36AL,0.00049614505
RAET1G,6.1399216e-05
CENPM,0.0
CHMP7,-0.0003042406
CHMP6,0.008508923
CHMP5,-0.00019857753
DENND6A,0.0
OR52N4,4.1357245e-05
OR52N5,6.6326334e-05
OR52N2,8.1244725e-05
CTPS2,-0.00022414699
CTPS1,0.0018699047
OR52N1,-5.508607e-05
SULT6B1,0.0
LY6G6C,0.0
HOXA13,0.0
SIAE,0.0
HOXA11,0.0
HOXA10,0.0
PPIAL4A,0.0
KRTAP19-3,0.0
KRTAP19-1,0.0
PPIAL4E,0.0
KRTAP19-7,0.0
KRTAP19-4,0.0
KRTAP19-5,0.0
FAM160B1,0.0
FAM160B2,0.0
HIST2H2AA4,0.0
NUBP2,0.0
TTYH1,0.0
GALNTL5,3.0737978e-05
SRC,-0.043373086
NEMF,0.0
GALNTL6,0.0009302237
SRF,-0.0005461138
ZNF320,-9.98271e-06
SYNE4,0.0
ZNF322,0.0
FAM214A,0.0
FAM214B,0.0
SRI,0.0
ZNF329,0.0
SRL,0.0
SRM,0.0017950435
SRR,3.0166628e-05
LGALS9,0.0
LGALS8,0.0
FAM220A,0.0
LGALS3,0.0
LGALS2,0.0
LGALS1,0.0
SPECC1,0.0
LGALS7,0.0
CFAP36,0.0
LGALS4,0.0
NMU,-0.00056733564
NMS,0.0005789647
AKIRIN1,0.0
EIF2AK1,-0.002453314
EIF2AK3,-0.0019938813
KRTAP11-1,0.0
TDG,0.0
EIF2AK4,-6.58036e-06
WIPF1,-0.00020729224
LIMS1,0.0
NMB,0.00054566714
EREG,-0.0022286968
MYO19,0.0
AVPI1,0.0
MYO16,0.0
TRNT1,0.0
ASAP1,0.012613145
ASAP2,0.0011003413
MYO10,-2.0231978e-06
OCRL,-0.0028324344
PLAUR,0.0013847246
ENTPD5,0.00017949504
HILPDA,0.0
LOXHD1,0.0
LRRC26,0.0
LRRC25,0.0
LRRC24,0.0
LRRC23,0.0
MPDU1,0.0
LRRC20,0.0
LOX,0.0
LPGAT1,-2.7724269e-05
LRRC29,0.0
LRRC28,0.0
TIMM17B,0.0
GCNT4,1.8670475e-07
TIMM17A,0.0
GCNT1,0.0012112405
GCNT3,8.126972e-05
GCNT2,-0.00032941144
OR14I1,-0.00059376814
AACS,-0.00016212049
CHP2,0.0
C14orf132,0.0
LPCAT4,0.00047813493
LPCAT2,0.000160354
LPCAT3,0.002243679
LPCAT1,0.00026840944
ALOX5,0.00029807808
MID1IP1,0.0
PIGA,-0.00021107533
PIGB,0.00011387835
PIGC,-0.00026011595
PIGF,3.6708198e-06
CALCRL,0.00085246406
PIGH,-0.00043628737
TBC1D3,0.0
PIGK,-6.699413e-05
PIGL,-4.744953e-05
PIGM,-3.0522304e-05
PIGN,-1.2617787e-05
PIGO,-2.705217e-05
PIGP,5.6217777e-05
PIGQ,7.4773285e-05
PIGR,-0.00010817031
PIGS,7.017495e-05
ILKAP,0.0
PIGU,-1.19572505e-05
WRAP53,0.0
PIGW,4.667494e-05
PIGX,4.7497424e-06
PIGY,-4.1416213e-05
PIGZ,1.3612543e-05
ENTPD8,0.00010359864
TMEM80,0.0
TAGLN,0.0
TAX1BP1,0.0
CCDC179,0.0
OSGEP,0.0
ALPP,0.00036120045
RHPN1,0.0
CHST11,2.079054e-05
OLR1,9.762074e-05
RHPN2,0.0
CCDC170,0.0
CCDC171,0.0
CCDC172,0.0
CCDC173,0.0
CCDC174,0.0
CCDC175,0.0
CCDC177,0.0
PDK1,-1.3984294e-05
SUN2,0.0
PDK3,-0.002312607
PDK2,0.0018221422
EBP,-0.00020443148
PDK4,-0.014844549
CYCS,0.0030039372
SUN3,0.0
LNPEP,-9.438135e-06
MYO5C,2.5025656e-05
ALPI,0.00020844232
ZNF292,0.0
SEC61A1,0.0004862712
SEC61A2,-0.00073961285
ALPL,0.00010019281
PTGS2,-0.4250477
PTGS1,0.0049050003
TM2D3,0.0
PPP2R3B,4.7024718e-05
MGST3,-0.01900342
ZFAND6,0.0
ZFAND5,0.0
ZFAND4,0.0
ZFAND3,0.0
ZFAND1,0.0
OR11G2,-6.54692e-05
SUN5,0.0
NDUFB10,-0.00078075455
SLC39A12,0.0021264348
CEP128,0.0
SLC39A10,-6.265292e-05
SLC39A11,0.009510814
DEFB1,3.239496e-05
SLC39A14,0.009670172
DNAJC17,0.0
CEP120,0.0
EIF1AX,0.0
DNAJC14,0.0
NTRK2,0.0044493824
NTRK3,0.009870199
EIF1AD,0.0
SMAD4,-0.011147938
ARHGAP21,0.0
ARHGAP20,0.0
ARHGAP27,0.0
ARHGAP26,0.0
SAP18,0.0
EVI5,0.0
ARHGAP29,0.0
ARHGAP28,0.0
OR9Q2,-1.58669e-05
TBX4,0.0
DDIT3,-0.010183032
MICALCL,0.0
MTX1,0.0
EPHB3,-0.00022421416
RBFA,0.0
COL19A1,4.7921298e-05
NKRF,0.0
OR9Q1,-0.00028070534
SMAD2,-0.0031450298
MYSM1,0.0
ATG2A,0.0037472015
SMAD3,-0.0024849006
MLYCD,-0.00064242014
BMP6,0.00038232663
BMP5,0.0
BMP4,0.0028251274
BMP3,0.0
BMP2,0.00011471619
BMP1,0.0
MUS81,0.0
DR1,0.0
MTURN,0.0
OR5R1,0.0
C1orf35,0.0
GOLGA8S,0.0
SWT1,0.0
TERF2,0.0
TERF1,0.0
DNAJC18,0.0
RPA2,0.0
NDUFAF1,-3.83033e-05
GOLGA8G,0.0
GOLGA8F,0.0
GOLGA8B,0.0
RASSF9,0.0
RASSF8,0.0
RASSF1,-0.000875782
PTOV1,0.0
RASSF3,0.0
RASSF2,0.0
RASSF5,5.213667e-05
RASSF4,0.0
RASSF7,0.0
RASSF6,0.0
VMO1,0.0
NHP2,0.0
DDX4,0.0
RSAD2,1.3523659e-05
RSAD1,0.0
CHD1,0.0
NFS1,-0.0003410642
CHD3,0.0
CHD2,0.0
CHD5,0.0
CHD4,-0.00021178287
CHD7,0.0
CHD6,0.0
CHD9,0.0
CHD8,1.5523452e-05
SGCA,-0.00065854046
CAP1,0.0
CAP2,0.0
NPC2,-4.490765e-05
NPC1,4.978496e-05
SKIV2L,0.0
TTC5,0.0
TTC6,0.0
TTC1,0.0
IL4R,0.004090135
BHLHA15,0.0
PIKFYVE,-0.006104312
PRKCE,-0.0017440488
C3orf52,0.0
TTC8,0.0
CAPS,0.0
DAG1,-0.0011279734
DYNC1LI2,2.9014824e-05
ELP6,0.0
CHDH,0.0
EFHC1,0.0
CAPG,0.0
TPRKB,0.0
ELP5,0.0
ETHE1,3.4274e-05
PRDM16,0.03422667
MPG,0.0
PRDM14,0.0
PRDM15,0.0
PRDM12,0.0
PRDM13,0.0
PRDM10,0.0
PRDM11,0.0
ABCG8,0.0016758777
MPO,0.00016327287
MPL,0.0
AVP,-0.0061363634
KRTAP5-3,0.0
MPI,3.9774473e-05
MAP4K1,5.871044e-05
CEACAM3,0.0
SPC25,0.0
POLRMT,0.0
SGSM3,0.0
MPZ,0.0
MCPH1,0.0
KDM1A,0.00015405922
KDM1B,0.0
PLRG1,0.0
PUM1,4.7373405e-07
CKS1B,-0.0015161684
OR1S1,3.6821882e-06
OR1S2,1.2589388e-05
ASPHD1,0.0
GADL1,-0.00015623291
SRGAP2B,0.0
HLX,0.0
QRSL1,7.376728e-05
FCER1G,0.00096690847
BTG4,0.0
BTG3,0.0
BTG2,0.0
BTG1,0.0
DNALI1,-0.0008641396
SLA2,0.0
C4orf36,0.0
METAP1,0.0
C4orf33,0.0
SRD5A3,0.00017462316
SRD5A2,-0.016934345
SRD5A1,-0.00043467502
ARMT1,0.0
HELLS,0.0
AKAP17A,0.0
FAM49A,0.0
FAM49B,0.0
PDILT,0.0
ZFP36L1,8.08632e-06
ZFP36L2,6.5742274e-06
GGA1,3.023026e-07
C10orf99,0.0
GGA3,1.6602424e-06
GGA2,9.167376e-06
C15orf48,0.0
ERICH6,0.0
C10orf90,0.0
C15orf40,0.0
C10orf95,0.0
SLC12A6,0.0
FHOD1,-2.9389243e-05
FHOD3,0.0
ADH7,-0.00014086455
ADH6,0.00018289803
ADH5,-0.0012009084
ADH4,-0.0005119829
PKD2,0.0
PKD1,0.0
ZFP69,0.001209267
GJC2,0.0
C4orf3,0.0
ING3,0.0
GJC1,0.0
ZNF138,0.0
PFKFB1,-8.796902e-05
PRKACG,0.0012508003
DEK,0.0
PRKACA,-0.005154867
PSMB9,0.0
PSMB8,0.0
PSMB7,0.013451576
PSMB6,-0.0007504637
PSMB5,-0.0005315783
C14orf119,0.0
PSMB3,-6.875524e-08
PSMB2,-7.6232835e-05
PSMB1,-0.000795912
PFKFB2,-0.0483328
LMBR1L,0.0
TMA7,0.0
HDHD3,0.0
SPG7,0.0
SPRYD7,0.0
FTMT,-5.112661e-05
PFKFB4,0.00019477273
TDGF1,0.0
R3HDM4,0.0
TBC1D31,0.0
RMI1,0.0
RMI2,0.0
CORO7,0.0
CIART,0.0
KCNK9,0.04371092
KCNK4,0.0
KCNK5,-7.957865e-05
KCNK6,0.0
TRAT1,0.0
FAM155B,0.0
CRY1,-4.230173e-05
CRY2,-0.0001279128
LTN1,0.0
RETSAT,8.17925e-05
TRIML2,0.0
TRIML1,0.0
NACC2,0.0
ACOT11,0.0
ACOT12,0.00028367672
ACOT13,0.0
VPS13A,0.0
SH3KBP1,-0.0042952565
VPS13C,0.0
VPS13B,0.0
BEX5,0.0
BEX4,0.0
BEX2,0.0
BEX1,0.0
SCAF11,0.0
NUP160,-2.5196701e-05
TMEM160,0.0
TMEM163,0.0
TMEM165,0.0
TMEM164,0.0
TMEM169,0.0
TMEM168,0.0
EVI2B,0.0
FOXN1,0.0
FOXN2,0.0
REPIN1,0.0
DPCD,0.0
NICN1,0.0
EIF3K,0.0
XYLB,2.2913098e-05
PMVK,0.0002831145
PLSCR2,0.0
GRIN2B,0.036071975
GRIN2C,0.00075849803
GNA14,0.0008316303
GRIN2A,-0.016722493
GNA12,0.000993429
KLHDC8B,0.0
GRIN2D,-0.0002649945
GNA11,-0.013093064
SH2B2,0.00018268282
SH2B3,-1.571095e-05
TAP1,-0.00017714874
TAP2,-0.0049313316
PRKAR1B,3.3992877e-05
MFGE8,0.0
DUSP26,0.0
C19orf18,0.0
IL6ST,0.0007022888
SBF1,0.0
SBF2,0.0
SAR1A,0.00031417515
DBN1,0.0
SAR1B,-0.0040861494
MAP4K3,-0.000686719
PDE5A,0.0011004432
OGDH,-4.1614916e-05
ADD1,0.0
CDC73,0.0
R3HDM1,0.0
C19orf12,0.0
SEMG1,0.0
UPP1,-0.00012215186
SEMG2,0.0
LMBRD2,0.0
LMBRD1,-0.00090675533
DAZL,0.0
TAS2R19,0.0004005795
TAS2R14,0.0007450907
CHRM5,0.0042829444
TAS2R16,0.0008724791
TAS2R10,0.00074761565
BCAT2,-4.1697425e-05
BCAT1,0.00013267784
TAS2R13,-0.00032199902
NEUROG3,0.0
MACROD2,0.0
MACROD1,0.0
NEUROG1,0.0
AKAP4,0.0
AKAP5,0.0
AKAP6,0.0
GBA3,8.746183e-05
DBNL,0.0
AKAP1,0.0
GTF2F2,0.0
NPEPPS,0.0
OR6P1,-7.623584e-05
AKAP8,0.0
AKAP9,0.0
EIF2A,0.0
CYP26A1,4.991351e-05
CCDC117,0.0
PSTK,1.2838921e-05
TUBE1,0.0
PHPT1,0.0
SMC1A,1.4263456e-05
INTS2,0.0
CCDC115,0.0
NFU1,0.0
RRP1B,0.0
NOVA2,0.0
NOVA1,0.0
ODF1,0.0
HSP90B1,-0.018981576
CCDC113,0.0
KLHL35,0.0
KRR1,0.0
TMEM132E,0.0
TMEM132D,0.0
TMEM132A,0.0
PEG10,0.0
TMEM132B,0.0
INTS1,0.0
OVGP1,0.0
CWC25,0.0
CETN3,0.0
CETN2,0.0
NAIF1,0.0
LTC4S,0.001438985
VSX1,0.0
DIO1,0.0029315492
DIO2,0.000113596354
DIO3,0.0012936094
CCL21,0.000915288
CCL20,7.3945565e-05
CCL23,-2.8345028e-06
CCL22,-0.00013273807
CCL25,5.0353733e-06
CCL24,0.00021080075
CCL27,8.46602e-05
CCL26,-0.00025739498
ALPK1,0.0
ALPK3,0.0
MAU2,0.0
TRIOBP,0.0
C8orf48,0.0
UCK1,-0.0014342718
MGLL,1.2427487e-05
C8orf44,0.0
PHRF1,0.0
MAP3K8,-0.00030306441
TP53I3,0.0
UCK2,0.0021421756
