,coef
FBXL13,0.0
FBXL12,0.0
HRH2,0.042151783
CYP27B1,-0.00032025564
FBXL17,0.0
FBXL16,0.0
FBXL19,0.0
FAM169B,0.0
GHDC,0.0
SDK1,0.0
SDK2,0.0
GRP,0.0006806777
TPRN,0.0
THSD4,0.0
HPCAL4,0.0
THSD1,0.0
CHST9,8.175382e-07
CHST8,-7.950313e-07
COL4A5,0.00090236834
COL4A4,-0.0004197905
COL4A3,0.006174905
COL4A2,-0.003930284
COL4A1,0.012167984
SLC35D2,0.0
CHST1,0.0
CHST3,-0.0001418265
CHST2,0.0
CHST5,0.0
CHST4,0.0
CHST7,-4.800997e-05
CHST6,0.0
ITGAX,0.00080709986
OR8J1,0.00042122323
BCL2A1,-9.329927e-05
HLCS,4.2049236e-05
NOG,0.0
ITGAV,0.00018478287
HIBCH,0.0013369444
ZNF703,0.0
ITGAL,0.0021217403
ITGAM,0.002095367
HLF,0.0
ITGAD,7.675195e-06
COPRS,0.0
SMAD9,0.0
TRERF1,0.0
LRPAP1,4.861647e-06
SMAD5,0.0
SMAD6,0.0
SMAD7,0.0
GOLPH3L,0.0
SMAD1,0.0
AFTPH,0.0
ZNF706,0.0
RFK,4.359164e-05
AMMECR1L,0.0
TMPRSS11A,0.0
TMPRSS11B,0.0
IGF2R,-0.00042360832
TMPRSS11D,-0.000116203046
TMPRSS11E,0.0
TMPRSS11F,0.0
PAFAH1B1,-0.00014465774
ABHD14B,0.0
RAD21L1,0.0
SLC36A4,0.0006926449
SLC36A3,0.00022267636
SLC36A2,0.00014427897
SLC36A1,5.229297e-05
HAP1,-0.00014534737
RNF112,0.0
ERICH1,0.0
ARTN,0.0
ART1,0.0
HRH3,0.00078147755
ART3,0.0
ART5,0.0
ART4,0.0
RNF111,0.0
TCEA2,0.0
TCEA3,0.0
TCEA1,0.0
COX4I2,0.004484152
COX4I1,0.015637241
BFAR,0.0
DUOXA2,-2.9044608e-05
AIMP1,0.0
CRTAM,0.0
EDA,-3.1515338e-08
CTSS,0.00023297162
PIPOX,0.00015153311
CCDC116,0.0
CADPS2,0.0
CCDC114,0.0
RLF,0.0
CCDC112,0.0
MCF2L,0.0
CCDC110,0.0
LEO1,0.0
ATP1A4,-0.021789646
ATP1A3,0.012020823
ATP1A2,-0.11048695
ATP1A1,0.0017997057
TMEM211,0.0
MGRN1,8.273861e-06
CRTAP,0.0
SPHK2,1.1464576e-05
SPHK1,0.009263084
DPT,0.0
CUEDC1,0.0
CUEDC2,0.0
IPO13,0.0
CPEB4,-0.00021302214
ZNF440,-8.549527e-05
CPEB1,-3.4942994e-05
CPEB3,0.0008202898
SBSPON,0.0
BEGAIN,0.0
RBMXL3,0.0
SRBD1,0.0
ABAT,0.0039980896
ZNF780A,2.7293252e-05
ZNF780B,-3.790368e-05
TSNARE1,0.0
FRG1,0.0
TP53TG5,0.0
RHEBL1,0.0
ZNF41,-0.0012178299
IFT80,0.0
IFT81,0.0
IFT88,0.0
IL10RA,0.0003101826
POU5F1B,0.0
NFATC2IP,0.0
XPA,0.0
KISS1R,0.0034773243
MCM10,0.0
NUP93,4.970519e-05
IGFBPL1,0.0
ZNF221,2.5370284e-07
ATG4C,-3.9516763e-06
ATG4B,2.3293588e-07
ATG4A,9.3554474e-05
THUMPD2,0.0
CREB5,-0.010764806
ATG4D,3.1508232e-06
PHOX2A,0.0
PHOX2B,0.0
LRGUK,0.0
UPK2,0.0
FAM171B,0.0
CFH,-2.8353876e-05
GPT2,-0.0001738451
PNP,-0.0005758114
CFD,0.0002149794
CFB,0.0035475662
OR5P3,0.00032823774
OR5P2,-0.00014440878
SMKR1,0.0
CDKAL1,0.0
PNN,0.0
ATP6V0E1,0.0005852512
ATP6V0E2,-0.0028026325
CFP,-2.4617907e-06
OSER1,0.0
AAAS,0.0
HAMP,0.0
OOEP,0.0
LAP3,-2.3886572e-05
SIDT1,0.0
SIDT2,0.0
CSK,-7.700557e-05
SIX4,0.0
SIX5,0.0
SIX6,0.0
SAGE1,0.0
SIX1,0.0
SIX2,0.0
SIX3,0.0
TGIF2LX,0.0
NAALAD2,0.0
CNPY2,0.0
CNPY1,0.0
PLCZ1,-0.0004493626
SYNJ1,1.1158487e-05
KNDC1,0.0
HMG20A,0.0
HMG20B,0.0
PHOSPHO2,4.0353248e-06
C4orf19,0.0
SLC7A6OS,0.0
C4orf17,0.0
C3orf70,0.0
CEP70,0.0
SHOX2,0.0
ZFP82,-3.2895412e-05
CHFR,0.0
SMDT1,0.0
TIGD1,0.0
SYPL2,0.0
RFX8,0.0
RFX4,0.0
RFX5,0.00029925432
RFX6,0.0
RFX7,0.0
NRXN3,0.0
NRXN2,0.0
NRXN1,0.0
RFX3,0.0
YDJC,0.0
TIGD2,0.0
VPS37D,7.8079924e-05
NLRP13,0.0
APC,0.0020693543
TMEM179B,0.0
ABCE1,0.0
UQCRC2,-0.075193495
XPNPEP1,0.0
XPNPEP2,-1.4084192e-05
UQCRC1,0.016969899
GTSE1,0.0
PAPLN,0.0
ADNP,0.0
ZNF57,-3.2587646e-05
KHDRBS1,0.0
KHDRBS3,0.0
KHDRBS2,0.0
NLRP12,9.4373274e-05
BAK1,-0.0057175024
ZNF395,0.0
ZNHIT6,0.0
LHCGR,-4.9762297e-05
ARPP21,0.0
OR1Q1,-0.00024481447
FLT3,0.0008849804
VPS37B,-0.00010318182
LRFN2,0.0
MIB2,0.00012655857
ZNF578,-1.1244434e-05
DPYSL4,0.0
DPYSL5,-7.158966e-06
DPYSL2,2.5453193e-05
DPYSL3,0.0
OR4D9,4.6812052e-05
KRTAP10-12,0.0
KRTAP10-11,0.0
MRGPRE,0.0
IGFBP2,0.0
IGFBP3,3.8405717e-05
IGFBP1,0.0
IGFBP6,0.0
MRGPRF,0.0
IGFBP4,0.0
IGFBP5,0.0
SKP2,-3.063993e-06
P2RX4,0.0006425179
CYP2R1,0.002347682
GJA1,4.8371e-06
GJA3,0.0
APLNR,0.0021625643
GJA5,0.0
GJA8,0.0
CYP8B1,-1.022038e-05
CD99,-2.1836271e-05
STMN1,-2.6156406e-05
AK7,-0.00070311525
S1PR2,-4.616699e-05
KDM3B,-0.0029614551
ZNF117,0.0
ZNF114,-5.4786768e-05
KDM3A,-0.002532153
ZNF112,9.088397e-06
SEZ6L,0.0
PPP6R3,0.0
TMC4,0.0
TMC5,0.0
TMC6,0.0
TMC7,0.0
APIP,-0.0024773178
TMC1,0.0
TMC2,0.0
TMC3,0.0
PROP1,0.0
EIF2B4,0.00020091157
EIF2B5,-4.5717887e-05
TMC8,0.0
EIF2B3,-0.00092905195
EIF2B1,8.078672e-05
PRKAR2A,-5.064298e-05
PRKAR2B,-5.226474e-05
MAGT1,0.0
TXNIP,-8.419718e-05
TMEM200B,0.0
MLF1,0.0
QPRT,-0.00035038026
IFT140,0.0
RSPH9,0.0
TMEM14C,0.0
TMEM14B,0.0
TMEM14A,0.0
FANCF,0.0
MECOM,0.0017287671
ITGA2B,0.0015123077
RSPH1,0.0
IFI16,-0.0001393016
ZNF396,0.0
LURAP1,0.0
TPBGL,0.0
MYT1L,0.0
CFHR2,0.00013904758
PHACTR4,0.0
CLIC4,0.0
CFHR1,-0.000157172
PHACTR1,0.0
OR2K2,-0.0004238723
PHACTR3,0.0
NUP107,3.8428338e-05
KRTAP2-3,0.0
KRTAP2-1,0.0
STMN2,0.0
RIT2,0.0
TMEM147,0.0
ASGR1,-4.9197857e-05
ASGR2,-0.00036985046
TMEM144,0.0
FOXL2,0.0
RIT1,0.0
TMEM141,0.0
TMEM140,0.0
API5,0.0
CDK1,0.0009898383
PRDM8,0.0
UBE2NL,0.0010827875
RNF180,0.0
SOWAHA,0.0
SOWAHB,0.0
SOWAHC,0.0
SOWAHD,0.0
HAS2,0.0
HLA-DPA1,1.5850133e-05
KIAA1191,0.0
VMP1,1.1311472e-05
FER1L5,0.0
CT55,0.0
RNF183,0.0
ZMAT1,0.0
ZMAT3,0.0
ZMAT2,0.0
ZMAT5,0.0
C19orf25,0.0
NR1D1,9.128362e-07
NR1D2,0.00010294343
CASP9,0.005426344
ITGB1BP1,0.0
ITGB1BP2,0.0
ZNF7,0.002320734
ZNF2,1.5975639e-06
ZNF3,1.5440399e-05
CTCFL,0.0
PHLDA1,0.0
ZNF8,1.481366e-05
PCP4L1,0.0
C11orf16,0.0
ZAP70,-0.0019226498
PHLDA2,0.0
SYNDIG1,0.0
OGFR,0.0
CDC5L,0.0
RAC2,0.0017671264
RAC3,-0.04613324
RAC1,0.005142545
SBDS,0.0
VCL,-0.00094072043
CPLX2,-0.0020047594
CPLX3,-0.0009001231
CPLX1,-0.0019380123
AP2A1,-0.0016908734
CPLX4,-0.00016408668
AP2A2,-0.0012343526
VCX,0.0
NIM1K,0.0
PBX4,0.0
MRPS18C,0.0
PBX2,0.0
PBX3,0.0
PBX1,0.00029470344
SYT14,0.0
AIRE,0.0
BNIP3L,0.0
NSUN3,0.0
NSUN2,0.0
NSUN5,0.0
NSUN4,0.0
NSUN7,0.0
NSUN6,0.0
TUBG1,-0.00039065254
PRAMEF5,0.0
PRAMEF6,0.0
TUBG2,1.5264575e-05
FAM71F1,0.0
PRAMEF1,0.0
FAM71F2,0.0
PTCH2,0.0010759521
PTCH1,0.009172213
PRAMEF8,0.0
TIMM44,0.0
PAGR1,0.0
KRTAP5-2,0.0
DGAT2,0.0012881091
RAD9B,2.34911e-06
RAD9A,0.00017913536
NPAS2,-3.1546858e-07
ERGIC2,0.0
ERGIC3,0.0
CDR2L,0.0
ERGIC1,0.0
CLEC14A,0.0
S100PBP,0.0
B3GAT3,-0.00011251877
B3GAT2,0.0008577244
B3GAT1,0.0005835578
CPPED1,0.0
UXT,0.0
CALM2,-0.060788367
CALM3,0.0063822144
SPG21,8.903104e-05
CALM1,0.0087970635
GSDMA,0.0
GSDMB,0.0
GSDMC,0.0
GSDMD,0.008230481
UPK1A,0.0
UPK1B,0.0
DLGAP2,0.0
DLGAP3,0.0
DLGAP1,0.0031082614
DLGAP4,0.0
DLGAP5,0.0
BRDT,0.0
FBXL15,0.0
MBNL2,0.0
MBNL3,0.0
PLK3,0.0030065088
FBXL14,0.0
SEMA7A,-3.151906e-06
CDX2,-2.0157611e-05
ZNF720,0.0
OIP5,0.0
CLCN3,-9.642907e-05
CLCN2,0.00028308388
CLCN1,0.0
HRH1,0.009761354
CLCN7,0.0
CLCN6,0.0
CLCN5,-0.00011114094
CLCN4,0.0015729709
FAM169A,0.0
BRD8,0.0
BRD9,0.0
BRD4,0.0
BRD7,1.6895532e-06
BRD1,0.0
BRD2,0.0
BRD3,0.0
DNAJA2,-0.0001811359
DNAJA3,0.0
DNAJA1,-6.5448876e-07
SPAG4,0.0
DNAJA4,0.0
AKT1,-0.0015928067
PTPN13,2.4791307e-05
PTPN12,0.0
PTPN11,0.0023918618
NKX2-8,0.0
PTPN14,0.0
GALR3,0.0011356414
GALR2,0.004476931
GALR1,8.743716e-07
UTRN,0.0
LYAR,0.0
CH25H,0.00013495679
CSF2RB,0.00025371023
MRPL24,0.0
MRPL27,0.0
MRPL21,0.0
MRPL20,0.0
MRPL23,0.0
MRPL22,0.0
GAB4,0.0
LRFN4,0.0
GAB2,0.0016770958
MRPL28,0.0
GAB1,0.0032567258
C2orf81,0.0
NKX2-2,0.0
DMRTB1,0.0
ZNF853,0.00011006131
NPTX2,0.0
NPTX1,0.0
ZNF850,-6.455722e-06
C2orf88,0.0
NDRG2,0.0
NDRG3,0.0
ZSCAN1,0.0
ZSCAN2,0.0
SRSF5,-5.9703284e-06
SRSF4,8.720488e-05
SRSF7,-0.00046560174
SRSF6,8.566678e-05
SRSF1,1.631405e-05
CHD1L,0.0
SRSF3,-0.00025380575
MSMP,0.0
MZB1,0.0
SRSF9,-4.385443e-05
CDK2,0.00030241458
RNF130,0.0
RAPH1,0.0
DNAJB11,-0.00018741285
RNF133,0.0
HLA-DQB1,-0.00043698546
RNF135,0.0
HLA-DQB2,0.0
RNF138,0.0
RNF139,0.0
ENOSF1,-0.00023213055
CDK5,0.00026250575
GID4,0.0
GPR137,0.0
CISD1,0.0
CLNS1A,0.0
SUPT20H,2.7140009e-06
TRMT11,0.0
TSHZ2,0.0
TSHZ3,0.0
TSHZ1,0.0
GID8,0.0
NOSIP,0.0
FOXS1,0.0
VILL,0.0
ZNF581,0.0
LPAR2,7.11986e-06
ZNF583,0.00024594474
ZNF582,0.00037154267
TIPARP,0.0
ZNF584,0.000114828326
ZNF587,6.600066e-05
ZNF586,1.85935e-05
ZNF589,0.00020804496
MCHR2,0.00067546323
TMEM115,0.0
COL4A6,0.001151454
HAPLN1,0.0
LSM12,0.0
PSD,7.7072276e-05
CAMKK2,-0.00036252424
CAMKK1,0.0003443212
MYDGF,0.0
NPTXR,0.0
OR8U1,-0.00010394428
HAPLN2,0.0
MTRF1L,0.0
MYO1H,9.15669e-08
MYO1G,-1.1582178e-07
MYO1F,-1.2149638e-06
MYO1E,1.0041759e-07
MYO1D,4.657003e-06
MYO1C,3.4891588e-07
MYO1B,5.38923e-07
MYO1A,-1.403643e-07
GRN,0.0
LCN6,0.0
CHMP3,-1.5976004e-05
RPL36AL,0.0006561857
RAET1G,6.155031e-06
CENPM,0.0
CHMP7,-0.00050591567
CHMP6,-0.00030615611
CHMP5,1.8887975e-05
DENND6A,0.0
OR52N4,-0.00031846555
OR52N5,-0.00022919606
OR52N2,-3.912765e-05
CTPS2,-8.002086e-06
CTPS1,4.214465e-06
OR52N1,-0.00024686102
SULT6B1,0.0
LY6G6C,0.0
HOXA13,0.0
SIAE,0.0
HOXA11,0.0
HOXA10,0.0
PPIAL4A,0.0
KRTAP19-3,0.0
KRTAP19-1,0.0
PPIAL4E,0.0
KRTAP19-7,0.0
KRTAP19-4,0.0
KRTAP19-5,0.0
FAM160B1,0.0
FAM160B2,0.0
HIST2H2AA4,0.0
NUBP2,0.0
TTYH1,0.0
GALNTL5,-5.1380383e-05
SRC,-0.006932247
NEMF,0.0
GALNTL6,0.000250223
SRF,-0.00023853616
ZNF320,-3.0353702e-05
SYNE4,0.0
ZNF322,0.0
FAM214A,0.0
FAM214B,0.0
SRI,0.0
ZNF329,0.0
SRL,0.0
SRM,4.1067575e-05
SRR,-0.0009252815
LGALS9,0.0
LGALS8,0.0
FAM220A,0.0
LGALS3,0.0
LGALS2,0.0
LGALS1,0.0
SPECC1,0.0
LGALS7,0.0
CFAP36,0.0
LGALS4,0.0
NMU,-0.00015796439
NMS,-7.2717157e-06
AKIRIN1,0.0
EIF2AK1,4.454622e-05
EIF2AK3,-0.010631311
KRTAP11-1,0.0
TDG,0.0
EIF2AK4,0.00010897173
WIPF1,-0.0006779228
LIMS1,0.0
NMB,0.00076699874
EREG,-0.00012760682
MYO19,0.0
AVPI1,0.0
MYO16,0.0
TRNT1,0.0
ASAP1,0.015800886
ASAP2,-0.00027101106
MYO10,-0.00028210718
OCRL,2.627624e-05
PLAUR,-7.875117e-05
ENTPD5,-0.0002420749
HILPDA,0.0
LOXHD1,0.0
LRRC26,0.0
LRRC25,0.0
LRRC24,0.0
LRRC23,0.0
MPDU1,0.0
LRRC20,0.0
LOX,0.0
LPGAT1,0.0011409828
LRRC29,0.0
LRRC28,0.0
TIMM17B,0.0
GCNT4,1.3349611e-05
TIMM17A,0.0
GCNT1,-0.00068341015
GCNT3,0.00080692477
GCNT2,-7.728098e-05
OR14I1,-0.0013300758
AACS,-1.3343272e-05
CHP2,0.0
C14orf132,0.0
LPCAT4,4.5235083e-05
LPCAT2,-0.00017623368
LPCAT3,-8.499966e-05
LPCAT1,0.00047357116
ALOX5,0.00030388572
MID1IP1,0.0
PIGA,-2.2828954e-05
PIGB,-1.880701e-05
PIGC,-0.00028149012
PIGF,0.0013172011
CALCRL,0.00059956964
PIGH,5.7634796e-05
TBC1D3,0.0
PIGK,5.924448e-05
PIGL,0.00024059234
PIGM,5.3526823e-05
PIGN,0.00016983983
PIGO,-2.077874e-05
PIGP,8.0221886e-05
PIGQ,0.0005251178
PIGR,0.00022216147
PIGS,6.8649555e-05
ILKAP,0.0
PIGU,8.1506274e-05
WRAP53,0.0
PIGW,0.000516776
PIGX,5.451752e-05
PIGY,-2.7976215e-05
PIGZ,-1.0820702e-05
ENTPD8,-0.0006054858
TMEM80,0.0
TAGLN,0.0
TAX1BP1,0.0
CCDC179,0.0
OSGEP,0.0
ALPP,-0.00039471776
RHPN1,0.0
CHST11,0.000100166035
OLR1,0.00017590846
RHPN2,0.0
CCDC170,0.0
CCDC171,0.0
CCDC172,0.0
CCDC173,0.0
CCDC174,0.0
CCDC175,0.0
CCDC177,0.0
PDK1,-0.007973437
SUN2,0.0
PDK3,-0.0038150167
PDK2,0.0009677081
EBP,-5.6122306e-05
PDK4,0.012020725
CYCS,0.028446008
SUN3,0.0
LNPEP,1.0889276e-05
MYO5C,-6.9386964e-08
ALPI,-0.00061590597
ZNF292,0.0
SEC61A1,-0.0008460676
SEC61A2,-7.08754e-05
ALPL,-0.00036686624
PTGS2,-0.24255951
PTGS1,0.011470612
TM2D3,0.0
PPP2R3B,0.003127722
MGST3,-0.016810218
ZFAND6,0.0
ZFAND5,0.0
ZFAND4,0.0
ZFAND3,0.0
ZFAND1,0.0
OR11G2,-0.00017198836
SUN5,0.0
NDUFB10,-0.0016451562
SLC39A12,0.002963826
CEP128,0.0
SLC39A10,-0.0012495635
SLC39A11,0.0009101314
DEFB1,-7.7955165e-06
SLC39A14,0.005817516
DNAJC17,0.0
CEP120,0.0
EIF1AX,0.0
DNAJC14,0.0
NTRK2,-0.0017516911
NTRK3,-0.0016715344
EIF1AD,0.0
SMAD4,0.0057469103
ARHGAP21,0.0
ARHGAP20,0.0
ARHGAP27,0.0
ARHGAP26,0.0
SAP18,0.0
EVI5,0.0
ARHGAP29,0.0
ARHGAP28,0.0
OR9Q2,-0.0003864748
TBX4,0.0
DDIT3,0.0019144696
MICALCL,0.0
MTX1,0.0
EPHB3,-3.3595047e-06
RBFA,0.0
COL19A1,0.00046020813
NKRF,0.0
OR9Q1,-0.0002785415
SMAD2,0.0066067483
MYSM1,0.0
ATG2A,0.0019791985
SMAD3,-0.00040840486
MLYCD,0.00027249573
BMP6,-0.00032343925
BMP5,0.0
BMP4,0.0060426216
BMP3,0.0
BMP2,0.0023759915
BMP1,0.0
MUS81,0.0
DR1,0.0
MTURN,0.0
OR5R1,0.0
C1orf35,0.0
GOLGA8S,0.0
SWT1,0.0
TERF2,0.0
TERF1,0.0
DNAJC18,0.0
RPA2,0.0
NDUFAF1,-0.0031077203
GOLGA8G,0.0
GOLGA8F,0.0
GOLGA8B,0.0
RASSF9,0.0
RASSF8,0.0
RASSF1,0.0029887164
PTOV1,0.0
RASSF3,0.0
RASSF2,0.0
RASSF5,-0.00036789238
RASSF4,0.0
RASSF7,0.0
RASSF6,0.0
VMO1,0.0
NHP2,0.0
DDX4,0.0
RSAD2,-8.465869e-05
RSAD1,0.0
CHD1,0.0
NFS1,-2.8640925e-05
CHD3,0.0
CHD2,0.0
CHD5,0.0
CHD4,2.3180384e-05
CHD7,0.0
CHD6,0.0
CHD9,0.0
CHD8,8.988725e-05
SGCA,-0.0002211725
CAP1,0.0
CAP2,0.0
NPC2,-1.7723801e-06
NPC1,-5.555057e-05
SKIV2L,0.0
TTC5,0.0
TTC6,0.0
TTC1,0.0
IL4R,0.0020258282
BHLHA15,0.0
PIKFYVE,6.3935855e-05
PRKCE,0.0094509795
C3orf52,0.0
TTC8,0.0
CAPS,0.0
DAG1,-8.389496e-05
DYNC1LI2,-4.6604076e-05
ELP6,0.0
CHDH,0.0
EFHC1,0.0
CAPG,0.0
TPRKB,0.0
ELP5,0.0
ETHE1,-0.00015482528
PRDM16,0.001214701
MPG,0.0
PRDM14,0.0
PRDM15,0.0
PRDM12,0.0
PRDM13,0.0
PRDM10,0.0
PRDM11,0.0
ABCG8,0.19401167
MPO,-1.0581365e-05
MPL,0.0
AVP,0.00083677634
KRTAP5-3,0.0
MPI,-0.00018225948
MAP4K1,0.000107476866
CEACAM3,0.0
SPC25,0.0
POLRMT,0.0
SGSM3,0.0
MPZ,0.0
MCPH1,0.0
KDM1A,-3.2274198e-05
KDM1B,0.0
PLRG1,0.0
PUM1,5.142085e-05
CKS1B,-0.00012088333
OR1S1,-4.4009124e-05
OR1S2,-4.356802e-05
ASPHD1,0.0
GADL1,-0.0040262947
SRGAP2B,0.0
HLX,0.0
QRSL1,4.3026426e-05
FCER1G,-0.094962284
BTG4,0.0
BTG3,0.0
BTG2,0.0
BTG1,0.0
DNALI1,0.0012763148
SLA2,0.0
C4orf36,0.0
METAP1,0.0
C4orf33,0.0
SRD5A3,0.0029361406
SRD5A2,-0.027830178
SRD5A1,0.0012900678
ARMT1,0.0
HELLS,0.0
AKAP17A,0.0
FAM49A,0.0
FAM49B,0.0
PDILT,0.0
ZFP36L1,0.0003810518
ZFP36L2,2.6299147e-05
GGA1,-1.7168772e-05
C10orf99,0.0
GGA3,-9.84022e-05
GGA2,1.0007752e-06
C15orf48,0.0
ERICH6,0.0
C10orf90,0.0
C15orf40,0.0
C10orf95,0.0
SLC12A6,0.0
FHOD1,9.970354e-06
FHOD3,0.0
ADH7,0.00020400072
ADH6,-0.0005446502
ADH5,0.019748112
ADH4,0.016584454
PKD2,0.0
PKD1,0.0
ZFP69,9.194386e-06
GJC2,0.0
C4orf3,0.0
ING3,0.0
GJC1,0.0
ZNF138,0.0
PFKFB1,0.00052146486
PRKACG,0.00097132265
DEK,0.0
PRKACA,-0.0004686232
PSMB9,0.0
PSMB8,0.0
PSMB7,-0.0014518058
PSMB6,0.0035020954
PSMB5,-0.017409801
C14orf119,0.0
PSMB3,0.0014213591
PSMB2,0.00535826
PSMB1,-0.0061024404
PFKFB2,-0.0014124782
LMBR1L,0.0
TMA7,0.0
HDHD3,0.0
SPG7,0.0
SPRYD7,0.0
FTMT,0.00035255708
PFKFB4,-0.00047925
TDGF1,0.0
R3HDM4,0.0
TBC1D31,0.0
RMI1,0.0
RMI2,0.0
CORO7,0.0
CIART,0.0
KCNK9,-4.816846e-05
KCNK4,0.0
KCNK5,-0.002796863
KCNK6,0.0
TRAT1,0.0
FAM155B,0.0
CRY1,-5.2624815e-05
CRY2,-9.523703e-06
LTN1,0.0
RETSAT,-3.2528245e-05
TRIML2,0.0
TRIML1,0.0
NACC2,0.0
ACOT11,0.0
ACOT12,3.7569378e-05
ACOT13,0.0
VPS13A,0.0
SH3KBP1,-0.00030481824
VPS13C,0.0
VPS13B,0.0
BEX5,0.0
BEX4,0.0
BEX2,0.0
BEX1,0.0
SCAF11,0.0
NUP160,-5.2535448e-05
TMEM160,0.0
TMEM163,0.0
TMEM165,0.0
TMEM164,0.0
TMEM169,0.0
TMEM168,0.0
EVI2B,0.0
FOXN1,0.0
FOXN2,0.0
REPIN1,0.0
DPCD,0.0
NICN1,0.0
EIF3K,0.0
XYLB,2.466277e-05
PMVK,0.0021736468
PLSCR2,0.0
GRIN2B,0.0038238107
GRIN2C,0.0025193386
GNA14,0.00036071887
GRIN2A,-0.009812621
GNA12,-0.0016804741
KLHDC8B,0.0
GRIN2D,0.00061259646
GNA11,-0.0001026013
SH2B2,-0.00011825742
SH2B3,-0.00010027081
TAP1,-0.0031579223
TAP2,0.000391525
PRKAR1B,7.017454e-06
MFGE8,0.0
DUSP26,0.0
C19orf18,0.0
IL6ST,-5.7633138e-06
SBF1,0.0
SBF2,0.0
SAR1A,0.0001052621
DBN1,0.0
SAR1B,0.00018806108
MAP4K3,-1.4964351e-05
PDE5A,-0.0012143056
OGDH,5.4590673e-06
ADD1,0.0
CDC73,0.0
R3HDM1,0.0
C19orf12,0.0
SEMG1,0.0
UPP1,-0.00042188744
SEMG2,0.0
LMBRD2,0.0
LMBRD1,-1.03052325e-05
DAZL,0.0
TAS2R19,-7.3959534e-05
TAS2R14,-3.5988065e-05
CHRM5,0.0011244444
TAS2R16,-6.88087e-05
TAS2R10,0.0016405666
BCAT2,4.2648735e-05
BCAT1,-0.012133516
TAS2R13,-0.000109073524
NEUROG3,0.0
MACROD2,0.0
MACROD1,0.0
NEUROG1,0.0
AKAP4,0.0
AKAP5,0.0
AKAP6,0.0
GBA3,-5.9284605e-05
DBNL,0.0
AKAP1,0.0
GTF2F2,0.0
NPEPPS,0.0
OR6P1,-0.00024104663
AKAP8,0.0
AKAP9,0.0
EIF2A,0.0
CYP26A1,2.383937e-06
CCDC117,0.0
PSTK,2.5117463e-06
TUBE1,0.0
PHPT1,0.0
SMC1A,-4.4545744e-05
INTS2,0.0
CCDC115,0.0
NFU1,0.0
RRP1B,0.0
NOVA2,0.0
NOVA1,0.0
ODF1,0.0
HSP90B1,-6.641881e-05
CCDC113,0.0
KLHL35,0.0
KRR1,0.0
TMEM132E,0.0
TMEM132D,0.0
TMEM132A,0.0
PEG10,0.0
TMEM132B,0.0
INTS1,0.0
OVGP1,0.0
CWC25,0.0
CETN3,0.0
CETN2,0.0
NAIF1,0.0
LTC4S,1.5522426e-05
VSX1,0.0
DIO1,0.00012791093
DIO2,0.00010336895
DIO3,0.0009214277
CCL21,0.0009831171
CCL20,-0.00035855558
CCL23,-0.00014070615
CCL22,0.00013049883
CCL25,-0.0003312391
CCL24,-0.00049506733
CCL27,-0.0007880201
CCL26,-0.00015008588
ALPK1,0.0
ALPK3,0.0
MAU2,0.0
TRIOBP,0.0
C8orf48,0.0
UCK1,0.0015247848
MGLL,0.0014217627
C8orf44,0.0
PHRF1,0.0
MAP3K8,7.330921e-05
TP53I3,0.0
UCK2,-0.00038268336
