0,coef
hsa00010,-0.014631309
hsa00020,0.0055792616
hsa00030,-0.0016280228
hsa00040,0.0008555323
hsa00051,0.00059126166
hsa00052,0.016340548
hsa00053,-0.00018181816
hsa00061,0.00037370858
hsa00062,0.0039008935
hsa00071,0.0088323895
hsa00100,0.016570827
hsa00120,0.0004564598
hsa00130,0.0003523075
hsa00140,0.0033119419
hsa00190,0.032067902
hsa00220,0.00605665
hsa00230,-0.06424305
hsa00232,-0.00018565188
hsa00240,0.0051498148
hsa00250,3.779018e-06
hsa00260,-3.2261744e-06
hsa00270,0.056069482
hsa00280,0.00023013566
hsa00290,-2.4153636e-05
hsa00310,-0.013031397
hsa00330,-0.0022833545
hsa00340,-0.0013519818
hsa00350,0.11461115
hsa00360,0.05303313
hsa00380,0.000646022
hsa00400,9.860235e-05
hsa00410,0.058475938
hsa00430,-0.0015914206
hsa00440,0.0032105043
hsa00450,0.0009816166
hsa00470,0.00026934975
hsa00480,-0.0027246953
hsa00500,0.0061910558
hsa00510,0.003963308
hsa00511,0.0
hsa00512,0.0112087745
hsa00513,0.0070270845
hsa00514,0.0
hsa00515,-9.0595e-05
hsa00520,0.018680863
hsa00524,0.00011520744
hsa00531,-0.00079116184
hsa00532,0.00058266317
hsa00533,0.0
hsa00534,0.002335164
hsa00561,0.00039886282
hsa00562,-0.27120608
hsa00563,-0.003001774
hsa00564,0.00062444655
hsa00565,0.012815477
hsa00590,0.010864406
hsa00591,-0.01024664
hsa00592,-0.006257359
hsa00600,-0.005916059
hsa00601,0.0003697732
hsa00603,0.002783035
hsa00604,0.00059439347
hsa00620,-0.0006157494
hsa00630,0.014432686
hsa00640,0.0138252275
hsa00650,0.00013621525
hsa00670,7.172632e-05
hsa00730,-0.022378096
hsa00740,0.0003331743
hsa00750,0.005717331
hsa00760,-0.0009396998
hsa00770,0.065001525
hsa00780,-2.9936979e-05
hsa00785,-0.00045210816
hsa00790,0.013444249
hsa00830,0.0006906091
hsa00860,-0.0015382789
hsa00900,0.002864949
hsa00910,0.028926114
hsa00920,0.0005853153
hsa00970,0.005169977
hsa00980,0.003200704
hsa00982,-0.0033048664
hsa00983,0.12169834
hsa01040,0.007698985
hsa01100,0.0
hsa01200,0.0
hsa01210,0.0
hsa01212,0.0
hsa01230,0.0
hsa01232,0.0
hsa01240,0.0
hsa01250,0.0
hsa01521,0.0
hsa01522,0.0
hsa01523,0.0
hsa01524,0.0
hsa02010,-4.7685902e-05
hsa03008,0.0
hsa03010,0.0
hsa03013,0.0
hsa03015,0.0
hsa03018,0.0
hsa03020,0.0
hsa03022,0.0
hsa03030,0.0
hsa03040,0.0
hsa03050,0.0
hsa03060,0.0
hsa03250,0.0
hsa03260,-0.00032031015
hsa03264,-0.00011758757
hsa03265,0.0
hsa03266,0.0
hsa03267,0.0
hsa03320,-0.008049694
hsa03410,0.0
hsa03420,0.0
hsa03430,0.0
hsa03440,0.0
hsa03450,0.0
hsa03460,0.0
hsa04010,-0.050354727
hsa04012,-0.03593868
hsa04014,-0.0337626
hsa04015,0.0002692429
hsa04020,-0.018894076
hsa04022,-0.0044352426
hsa04024,-0.01746646
hsa04060,0.0
hsa04061,0.0
hsa04062,1.830922e-05
hsa04064,-0.02742374
hsa04066,-0.12166683
hsa04068,-0.054414324
hsa04070,-0.15490548
hsa04071,-0.18910545
hsa04072,-0.028878275
hsa04080,0.07792899
hsa04110,0.0
hsa04114,-0.016494902
hsa04115,0.0
hsa04120,0.0
hsa04122,0.0052517215
hsa04130,0.0
hsa04136,0.0019165374
hsa04137,0.0
hsa04140,-0.051840078
hsa04141,-0.016563961
hsa04142,7.1096696e-07
hsa04144,0.026095714
hsa04145,-0.00013385626
hsa04146,0.0
hsa04150,-0.0040763807
hsa04151,-0.031602375
hsa04152,-0.25052327
hsa04210,-0.03646594
hsa04211,-0.009191971
hsa04213,-0.012206578
hsa04215,0.0
hsa04216,0.0010719016
hsa04217,0.020984763
hsa04218,-0.042988196
hsa04260,-0.011157286
hsa04261,-0.11228567
hsa04270,-0.044214685
hsa04310,0.0016545178
hsa04330,-5.378445e-05
hsa04340,-0.0047377
hsa04350,0.0
hsa04360,-0.0042765415
hsa04370,-0.021483436
hsa04371,0.007250021
hsa04380,-0.01996969
hsa04390,0.0
hsa04392,0.0
hsa04510,-0.04213357
hsa04512,0.0014757274
hsa04514,0.0
hsa04520,0.0
hsa04530,-0.0030185315
hsa04540,-0.0052263895
hsa04550,0.0
hsa04610,0.0012235222
hsa04611,-0.18653832
hsa04612,0.0
hsa04613,-0.020206135
hsa04614,-0.00574633
hsa04620,0.0
hsa04621,0.0029734173
hsa04622,0.0002583584
hsa04623,-0.002032605
hsa04625,0.00910291
hsa04630,0.0
hsa04640,0.0
hsa04650,-0.027788261
hsa04657,0.0
hsa04658,-0.012836013
hsa04659,-0.02948403
hsa04660,-0.025490768
hsa04662,-0.0005680836
hsa04664,-0.08635156
hsa04666,-0.030220054
hsa04668,0.0
hsa04670,0.013595659
hsa04672,-0.00553309
hsa04710,-0.0173208
hsa04713,-0.015672445
hsa04714,-0.0038496656
hsa04720,-0.011679384
hsa04721,0.012541534
hsa04722,-0.0681279
hsa04723,-0.032988753
hsa04724,-0.016233955
hsa04725,-0.0030280233
hsa04726,0.03353532
hsa04727,-0.005567575
hsa04728,-0.006192749
hsa04730,0.0053336807
hsa04740,-0.036467507
hsa04742,0.032126494
hsa04744,-0.006559986
hsa04750,-0.048848424
hsa04810,-0.065447636
hsa04910,-0.011509027
hsa04911,-0.07038093
hsa04912,-0.018843997
hsa04913,-0.092637464
hsa04914,-0.010622791
hsa04915,0.022737116
hsa04916,0.0044943034
hsa04917,-0.07147934
hsa04918,0.017476184
hsa04919,0.010795979
hsa04920,-0.0052399603
hsa04921,-0.12741797
hsa04922,-0.06223288
hsa04923,-0.11645015
hsa04924,-0.035267632
hsa04925,0.053251836
hsa04926,-0.016751954
hsa04927,0.0056913523
hsa04928,1.11252206e-07
hsa04929,-0.034251023
hsa04930,-0.041815
hsa04931,-0.04819901
hsa04932,-0.0008083209
hsa04933,-0.04118374
hsa04934,-0.11279255
hsa04935,8.172095e-08
hsa04936,0.01254649
hsa04940,-0.008514689
hsa04950,0.0
hsa04960,-0.053734973
hsa04961,-0.020822596
hsa04962,-0.0008789953
hsa04964,-0.0005740357
hsa04966,0.014052631
hsa04970,0.10662117
hsa04971,0.018138781
hsa04972,0.027751558
hsa04973,-0.13731728
hsa04974,0.007732563
hsa04975,-0.0014464688
hsa04976,0.020879928
hsa04977,0.0033321679
hsa04978,0.054933246
hsa04979,0.00056023593
hsa05010,-0.121547915
hsa05012,0.057682052
hsa05014,0.048172202
hsa05016,0.0673736
hsa05017,-0.03002314
hsa05020,-0.07071919
hsa05022,-0.050813653
hsa05030,-0.000688819
hsa05031,-0.0017115824
hsa05032,7.001755e-05
hsa05033,0.014776673
hsa05034,-0.0014482874
hsa05100,0.0
hsa05110,0.0042932727
hsa05120,-0.0012429006
hsa05130,-0.01769124
hsa05131,-0.061301213
hsa05132,-0.026273435
hsa05133,-0.006427377
hsa05134,-3.6201833e-05
hsa05135,-0.083421476
hsa05140,0.003753963
hsa05142,-0.03097533
hsa05143,-0.01198954
hsa05144,0.00047132466
hsa05145,-0.0059211156
hsa05146,-0.03125393
hsa05150,-8.0501246e-05
hsa05152,-0.0111703575
hsa05160,-0.0031068374
hsa05161,-0.00027762572
hsa05162,-0.0048908135
hsa05163,-0.01276722
hsa05164,-0.009902956
hsa05165,0.005277265
hsa05166,-0.068318546
hsa05167,-0.06879596
hsa05168,0.06291366
hsa05169,-0.0048532914
hsa05170,-0.0077769994
hsa05171,-0.05026169
hsa05200,-0.1842271
hsa05202,0.0
hsa05203,0.0
hsa05204,0.0100391
hsa05205,-0.017850664
hsa05206,0.0
hsa05207,-0.055155855
hsa05208,-0.009420284
hsa05210,-0.0026057279
hsa05211,-0.03225843
hsa05212,-0.0064526517
hsa05213,0.00048218342
hsa05214,-0.015245338
hsa05215,-0.026082104
hsa05216,0.0
hsa05217,0.0006885782
hsa05218,-0.008773
hsa05219,0.0
hsa05220,-0.007690333
hsa05221,0.0016538576
hsa05222,-0.02233958
hsa05223,-0.026437232
hsa05224,-0.03993202
hsa05225,-0.022342356
hsa05226,0.015460249
hsa05230,-0.09929577
hsa05231,-0.017445434
hsa05235,-0.06123361
hsa05310,-0.00061712833
hsa05320,0.0026000813
hsa05321,0.0
hsa05322,-0.004140686
hsa05323,0.0013899893
hsa05330,0.00016080834
hsa05332,-0.0005519036
hsa05340,0.0
hsa05410,-0.0049178186
hsa05412,-0.027612675
hsa05414,-0.0017438652
hsa05415,-0.12848637
hsa05416,0.0
hsa05417,-0.09552156
hsa05418,-0.14021678
