,,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
TWF1,mut_important,0.0,0.0,0.0,0.0,0.0
TWF1,cnv_del,0.0,0.0,0.0,0.0,0.0
TWF1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TWF1,promoter,0.0,0.0,0.0,0.0,0.0
NKIRAS2,mut_important,0.0,0.0,0.0,0.0,0.0
NKIRAS2,cnv_del,0.0,0.0,0.0,0.0,0.0
NKIRAS2,cnv_amp,0.0,0.0,0.0,0.0,0.0
NKIRAS2,promoter,0.0,0.0,0.0,0.0,0.0
NKIRAS1,mut_important,0.0,0.0,0.0,0.0,0.0
NKIRAS1,cnv_del,0.0,0.0,0.0,0.0,0.0
NKIRAS1,cnv_amp,0.0,0.0,0.0,0.0,0.0
NKIRAS1,promoter,0.0,0.0,0.0,0.0,0.0
WDR54,mut_important,0.0,0.0,0.0,0.0,0.0
WDR54,cnv_del,0.0,0.0,0.0,0.0,0.0
WDR54,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR54,promoter,0.0,0.0,0.0,0.0,0.0
MBTPS2,mut_important,0.0,0.0,0.0,0.0,0.0
MBTPS2,cnv_del,0.0,0.0,0.0,0.0,0.0
MBTPS2,cnv_amp,5.193334e-06,0.0006748446,5.0877344e-07,5.3550522e-08,0.000178032
MBTPS2,promoter,0.0,0.0,0.0,0.0,0.0
SOCS3,mut_important,0.0,0.0,0.0,0.0,0.0
SOCS3,cnv_del,0.0,0.0,0.0,0.0,0.0
SOCS3,cnv_amp,0.00088418263,0.0016731089,0.0043748626,8.210504e-05,0.008095919
SOCS3,promoter,4.2035797e-05,0.0002914159,9.295017e-05,9.83649e-07,0.00016086825
MBTPS1,mut_important,0.0,0.0,0.0,0.0,0.0
MBTPS1,cnv_del,0.0,0.0,0.0,0.0,0.0
MBTPS1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MBTPS1,promoter,4.8650617e-07,4.8037293e-07,3.2284058e-07,6.61749e-08,1.4642721e-07
EIF4G3,mut_important,0.0,0.0,0.0,0.0,0.0
EIF4G3,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF4G3,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF4G3,promoter,0.0,0.0,0.0,0.0,0.0
EIF4G2,mut_important,0.0,0.0,0.0,0.0,0.0
EIF4G2,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF4G2,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF4G2,promoter,0.0,0.0,0.0,0.0,0.0
EIF4G1,mut_important,0.0,0.0,0.0,0.0,0.0
EIF4G1,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF4G1,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF4G1,promoter,0.0,0.0,0.0,0.0,0.0
GPR4,mut_important,0.0,0.0,0.0,0.0,0.0
GPR4,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR4,cnv_amp,0.0,0.0,0.0,0.0,0.0
GPR4,promoter,0.0,0.0,0.0,0.0,0.0
SERHL2,mut_important,0.0,0.0,0.0,0.0,0.0
SERHL2,cnv_del,0.0,0.0,0.0,0.0,0.0
SERHL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SERHL2,promoter,0.0,0.0,0.0,0.0,0.0
WDR59,mut_important,0.0,0.0,0.0,0.0,0.0
WDR59,cnv_del,1.539711e-06,0.00028380266,1.1129588e-06,2.5085617e-06,0.0
WDR59,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR59,promoter,2.6493644e-05,0.005024276,6.818553e-05,7.973092e-05,4.0168147e-06
FAT3,mut_important,0.0,0.0,0.0,0.0,0.0
FAT3,cnv_del,0.0,0.0,0.0,0.0,0.0
FAT3,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAT3,promoter,0.0,0.0,0.0,0.0,0.0
FAT2,mut_important,0.0,0.0,0.0,0.0,0.0
FAT2,cnv_del,0.0,0.0,0.0,0.0,0.0
FAT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAT2,promoter,0.0,0.0,0.0,0.0,0.0
FAT1,mut_important,0.0,0.0,0.0,0.0,0.0
FAT1,cnv_del,0.0,0.0,0.0,0.0,0.0
FAT1,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAT1,promoter,0.0,0.0,0.0,0.0,0.0
GRB2,mut_important,0.0,0.0,0.0,0.0,0.0
GRB2,cnv_del,0.0,0.0,0.0,0.0,0.0
GRB2,cnv_amp,0.000735447,0.00105532,0.00015286011,0.002507906,0.029492836
GRB2,promoter,0.0005004051,0.0003039257,7.0384565e-05,6.341915e-05,0.006311263
ULBP2,mut_important,0.0,0.0,0.0,0.0,0.0
ULBP2,cnv_del,0.0,0.0,0.0,0.0,0.0
ULBP2,cnv_amp,2.0066837e-07,4.1838484e-09,7.211776e-07,1.8825214e-06,3.6303688e-06
ULBP2,promoter,1.0870772e-06,5.020746e-05,2.242996e-06,3.1671814e-05,9.008505e-05
ULBP3,mut_important,0.0,0.0,0.0,0.0,0.0
ULBP3,cnv_del,0.0,0.0,0.0,0.0,0.0
ULBP3,cnv_amp,1.6610168e-06,2.8160403e-06,1.6473073e-06,1.2914329e-06,1.0446413e-05
ULBP3,promoter,9.643646e-06,2.0960159e-05,2.3993845e-05,5.291789e-06,0.000525457
PSG8,mut_important,0.0,0.0,0.0,0.0,0.0
PSG8,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG8,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG8,promoter,0.0,0.0,0.0,0.0,0.0
FAT4,mut_important,0.0,0.0,0.0,0.0,0.0
FAT4,cnv_del,0.0,0.0,0.0,0.0,0.0
FAT4,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAT4,promoter,0.0,0.0,0.0,0.0,0.0
PSG6,mut_important,0.0,0.0,0.0,0.0,0.0
PSG6,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG6,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG6,promoter,0.0,0.0,0.0,0.0,0.0
PSG7,mut_important,0.0,0.0,0.0,0.0,0.0
PSG7,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG7,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG7,promoter,0.0,0.0,0.0,0.0,0.0
PSG4,mut_important,0.0,0.0,0.0,0.0,0.0
PSG4,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG4,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG4,promoter,0.0,0.0,0.0,0.0,0.0
PSG5,mut_important,0.0,0.0,0.0,0.0,0.0
PSG5,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG5,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG5,promoter,0.0,0.0,0.0,0.0,0.0
PSG2,mut_important,0.0,0.0,0.0,0.0,0.0
PSG2,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG2,promoter,0.0,0.0,0.0,0.0,0.0
PSG3,mut_important,0.0,0.0,0.0,0.0,0.0
PSG3,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG3,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG3,promoter,0.0,0.0,0.0,0.0,0.0
PSG1,mut_important,0.0,0.0,0.0,0.0,0.0
PSG1,cnv_del,0.0,0.0,0.0,0.0,0.0
PSG1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSG1,promoter,0.0,0.0,0.0,0.0,0.0
HOXC9,mut_important,0.0,0.0,0.0,0.0,0.0
HOXC9,cnv_del,0.0,0.0,0.0,0.0,0.0
HOXC9,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXC9,promoter,0.0,0.0,0.0,0.0,0.0
HOXC8,mut_important,0.0,0.0,0.0,0.0,0.0
HOXC8,cnv_del,0.0,0.0,0.0,0.0,0.0
HOXC8,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXC8,promoter,0.0,0.0,0.0,0.0,0.0
HOXC5,mut_important,0.0,0.0,0.0,0.0,0.0
HOXC5,cnv_del,0.0,0.0,0.0,0.0,0.0
HOXC5,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXC5,promoter,0.0,0.0,0.0,0.0,0.0
HOXC4,mut_important,0.0,0.0,0.0,0.0,0.0
HOXC4,cnv_del,0.0,0.0,0.0,0.0,0.0
HOXC4,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXC4,promoter,0.0,0.0,0.0,0.0,0.0
HOXC6,mut_important,0.0,0.0,0.0,0.0,0.0
HOXC6,cnv_del,0.0,0.0,0.0,0.0,0.0
HOXC6,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXC6,promoter,0.0,0.0,0.0,0.0,0.0
CD151,mut_important,0.0,0.0,0.0,0.0,0.0
CD151,cnv_del,0.0,0.0,0.0,0.0,0.0
CD151,cnv_amp,0.0,0.0,0.0,0.0,0.0
CD151,promoter,0.0,0.0,0.0,0.0,0.0
NLRP6,mut_important,0.0,0.0,0.0,0.0,0.0
NLRP6,cnv_del,0.0,0.0,0.0,0.0,0.0
NLRP6,cnv_amp,0.0,0.0,0.0,0.0,0.0
NLRP6,promoter,0.0,0.0,0.0,0.0,0.0
SSU72,mut_important,0.0,0.0,0.0,0.0,0.0
SSU72,cnv_del,0.0,0.0,0.0,0.0,0.0
SSU72,cnv_amp,0.0,0.0,0.0,0.0,0.0
SSU72,promoter,0.0,0.0,0.0,0.0,0.0
HCST,mut_important,0.0,0.0,0.0,0.0,0.0
HCST,cnv_del,0.0,0.0,0.0,0.0,0.0
HCST,cnv_amp,1.2853446e-06,1.8466066e-06,0.0,2.1304681e-06,2.2460636e-06
HCST,promoter,0.0,0.0,0.0,0.0,0.0
TMEM248,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM248,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM248,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM248,promoter,0.0,0.0,0.0,0.0,0.0
SRPX,mut_important,0.0,0.0,0.0,0.0,0.0
SRPX,cnv_del,0.0,0.0,0.0,0.0,0.0
SRPX,cnv_amp,0.0,0.0,0.0,0.0,0.0
SRPX,promoter,0.0,0.0,0.0,0.0,0.0
FAM200B,mut_important,0.0,0.0,0.0,0.0,0.0
FAM200B,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM200B,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM200B,promoter,0.0,0.0,0.0,0.0,0.0
OR4F6,mut_important,0.0,0.0,0.0,0.0,0.0
OR4F6,cnv_del,8.464309e-09,0.0,7.766946e-05,1.6148607e-07,3.674723e-06
OR4F6,cnv_amp,2.5035746e-07,1.8830402e-06,9.8961624e-05,8.6269847e-07,0.0
OR4F6,promoter,0.0,0.0,0.0,0.0,0.0
C5orf63,mut_important,0.0,0.0,0.0,0.0,0.0
C5orf63,cnv_del,0.0,0.0,0.0,0.0,0.0
C5orf63,cnv_amp,0.0,0.0,0.0,0.0,0.0
C5orf63,promoter,0.0,0.0,0.0,0.0,0.0
C5orf60,mut_important,0.0,0.0,0.0,0.0,0.0
C5orf60,cnv_del,0.0,0.0,0.0,0.0,0.0
C5orf60,cnv_amp,0.0,0.0,0.0,0.0,0.0
C5orf60,promoter,0.0,0.0,0.0,0.0,0.0
OR4F5,mut_important,0.0,0.0,0.0,0.0,0.0
OR4F5,cnv_del,0.0,0.0,0.0,0.0,0.0
OR4F5,cnv_amp,7.841178e-09,9.3321705e-07,3.0940677e-07,4.823074e-07,0.0
OR4F5,promoter,0.0,0.0,0.0,0.0,0.0
COL2A1,mut_important,0.0,0.0,0.0,0.0,0.0
COL2A1,cnv_del,0.0,0.0,0.0,0.0,0.0
COL2A1,cnv_amp,6.167659e-05,0.0019100003,0.001882296,5.247698e-05,1.1669243e-06
COL2A1,promoter,0.00024284975,0.10898537,0.008089161,0.0005634022,4.5344026e-05
SLC25A32,mut_important,0.0,0.0,0.0,0.0,0.0
SLC25A32,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC25A32,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC25A32,promoter,0.0,0.0,0.0,0.0,0.0
PKLR,mut_important,0.0,0.0,0.0,0.0,0.0
PKLR,cnv_del,0.0,0.0,0.0,0.0,0.0
PKLR,cnv_amp,0.00011554872,0.00024923775,0.009838184,0.0011796975,0.00016155135
PKLR,promoter,0.0,0.0,0.0,0.0,0.0
HTRA1,mut_important,0.0,0.0,0.0,0.0,0.0
HTRA1,cnv_del,0.0,0.0,0.0,0.0,0.0
HTRA1,cnv_amp,0.0,0.0,0.0,0.0,0.0
HTRA1,promoter,0.0,0.0,0.0,0.0,0.0
TMEM244,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM244,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM244,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM244,promoter,0.0,0.0,0.0,0.0,0.0
COL27A1,mut_important,0.0,0.0,0.0,0.0,0.0
COL27A1,cnv_del,0.0,0.0,0.0,0.0,0.0
COL27A1,cnv_amp,6.3791144e-06,0.0007965184,5.7756495e-07,2.2803382e-05,0.0001023035
COL27A1,promoter,8.740397e-07,0.0001922727,1.6128165e-06,6.267883e-06,0.00011342722
RBMX2,mut_important,0.0,0.0,0.0,0.0,0.0
RBMX2,cnv_del,0.0,0.0,0.0,0.0,0.0
RBMX2,cnv_amp,0.0,0.0,0.0,0.0,0.0
RBMX2,promoter,0.0,0.0,0.0,0.0,0.0
TMEM245,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM245,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM245,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM245,promoter,0.0,0.0,0.0,0.0,0.0
HTRA3,mut_important,0.0,0.0,0.0,0.0,0.0
HTRA3,cnv_del,0.0,0.0,0.0,0.0,0.0
HTRA3,cnv_amp,0.0,0.0,0.0,0.0,0.0
HTRA3,promoter,0.0,0.0,0.0,0.0,0.0
LSM6,mut_important,0.0,0.0,0.0,0.0,0.0
LSM6,cnv_del,0.0,0.0,0.0,0.0,0.0
LSM6,cnv_amp,0.0,0.0,0.0,0.0,0.0
LSM6,promoter,0.0,0.0,0.0,0.0,0.0
OXER1,mut_important,0.0,0.0,0.0,0.0,0.0
OXER1,cnv_del,0.0,0.0,0.0,0.0,0.0
OXER1,cnv_amp,0.0,0.0,0.0,0.0,0.0
OXER1,promoter,0.0,0.0,0.0,0.0,0.0
TMEM247,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM247,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM247,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM247,promoter,0.0,0.0,0.0,0.0,0.0
TMEM240,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM240,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM240,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM240,promoter,0.0,0.0,0.0,0.0,0.0
LSM1,mut_important,0.0,0.0,0.0,0.0,0.0
LSM1,cnv_del,0.0,0.0,0.0,0.0,0.0
LSM1,cnv_amp,0.0,0.0,0.0,0.0,0.0
LSM1,promoter,0.0,0.0,0.0,0.0,0.0
POLR2E,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2E,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2E,cnv_amp,2.5930636e-05,2.4170373e-07,0.0,6.9325256e-06,0.00015203554
POLR2E,promoter,0.0,0.0,0.0,0.0,0.0
POLR2D,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2D,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2D,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR2D,promoter,0.00032639815,0.0011053171,0.00025133503,0.0002670186,0.0003153733
POLR2G,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2G,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2G,cnv_amp,2.5159218e-07,1.2584146e-06,1.3678042e-06,3.478442e-05,0.0
POLR2G,promoter,2.3986487e-07,1.6320327e-07,1.7215344e-06,2.710686e-05,3.121013e-05
POLR2F,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2F,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2F,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR2F,promoter,4.468466e-06,3.9424635e-06,9.009462e-06,1.184353e-06,6.339281e-07
POLR2A,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2A,cnv_del,0.0,7.600488e-06,4.7436974e-06,8.5771e-06,2.826943e-05
POLR2A,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR2A,promoter,1.5411322e-07,2.645859e-05,1.1306546e-05,3.5294914e-05,0.00013855031
POLR2C,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2C,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2C,cnv_amp,2.082973e-06,5.8548565e-05,0.0,7.2688606e-09,4.4625915e-07
POLR2C,promoter,0.0,0.0,0.0,0.0,0.0
POLR2B,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2B,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2B,cnv_amp,7.096425e-05,0.00032428495,3.3435222e-07,4.55872e-05,0.0
POLR2B,promoter,0.0001312051,0.00032958135,7.638023e-06,0.000100738675,0.00013602963
POLR2M,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2M,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2M,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR2M,promoter,0.0,0.0,0.0,0.0,0.0
POLR2L,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2L,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2L,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR2L,promoter,9.690457e-06,1.0878913e-06,1.3545383e-06,6.783393e-07,9.55465e-06
AKR7A2,mut_important,0.0,0.0,0.0,0.0,0.0
AKR7A2,cnv_del,0.0,0.0,0.0,0.0,0.0
AKR7A2,cnv_amp,0.0,0.0,0.0,0.0,0.0
AKR7A2,promoter,1.6758424e-05,3.6115453e-05,4.6760078e-07,1.3561006e-06,2.0711e-06
AKR7A3,mut_important,0.0,0.0,0.0,0.0,0.0
AKR7A3,cnv_del,0.0,0.0,0.0,0.0,0.0
AKR7A3,cnv_amp,0.0,0.0,0.0,0.0,0.0
AKR7A3,promoter,7.809445e-05,0.0022034005,0.00047751723,1.623989e-05,8.9946116e-05
POLR2I,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2I,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2I,cnv_amp,7.2183184e-06,0.0002382311,0.0,8.2517465e-07,3.0130536e-08
POLR2I,promoter,0.0,0.0,0.0,0.0,0.0
POLR2H,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2H,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2H,cnv_amp,5.5107574e-07,0.0001556856,1.8977521e-06,1.2133591e-05,0.0
POLR2H,promoter,1.5307404e-06,4.63864e-05,5.736212e-07,1.2361572e-06,2.1499704e-06
F11R,mut_important,0.0,0.0,0.0,0.0,0.0
F11R,cnv_del,0.0,0.0,0.0,0.0,0.0
F11R,cnv_amp,5.5769724e-06,0.0036635918,0.007946499,2.8228258e-05,0.0033187438
F11R,promoter,5.4512216e-06,0.00060518616,0.0011763363,5.9311124e-06,0.00064179226
POLR2J,mut_important,0.0,0.0,0.0,0.0,0.0
POLR2J,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR2J,cnv_amp,8.191281e-06,0.00017461216,0.0,4.7251876e-07,1.5796705e-06
POLR2J,promoter,8.865188e-07,7.4858275e-05,7.595399e-07,6.3775474e-07,3.6025594e-07
CCNO,mut_important,0.0,0.0,0.0,0.0,0.0
CCNO,cnv_del,0.0,0.0,0.0,0.0,0.0
CCNO,cnv_amp,0.0,0.0,0.0,0.0,0.0
CCNO,promoter,0.0,0.0,0.0,0.0,0.0
TLK1,mut_important,0.0,0.0,0.0,0.0,0.0
TLK1,cnv_del,0.0,0.0,0.0,0.0,0.0
TLK1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TLK1,promoter,0.0,0.0,0.0,0.0,0.0
TLK2,mut_important,0.0,0.0,0.0,0.0,0.0
TLK2,cnv_del,0.0,0.0,0.0,0.0,0.0
TLK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TLK2,promoter,0.0,0.0,0.0,0.0,0.0
FAM47C,mut_important,0.0,0.0,0.0,0.0,0.0
FAM47C,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM47C,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM47C,promoter,0.0,0.0,0.0,0.0,0.0
FAM47B,mut_important,0.0,0.0,0.0,0.0,0.0
FAM47B,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM47B,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM47B,promoter,0.0,0.0,0.0,0.0,0.0
USP54,mut_important,0.0,0.0,0.0,0.0,0.0
USP54,cnv_del,0.0,0.0,0.0,0.0,0.0
USP54,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP54,promoter,0.0,0.0,0.0,0.0,0.0
BCS1L,mut_important,0.0,0.0,0.0,0.0,0.0
BCS1L,cnv_del,0.0,0.0,0.0,0.0,0.0
BCS1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
BCS1L,promoter,0.0,0.0,0.0,0.0,0.0
USP53,mut_important,0.0,0.0,0.0,0.0,0.0
USP53,cnv_del,0.0,0.0,0.0,0.0,0.0
USP53,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP53,promoter,0.0,0.0,0.0,0.0,0.0
USP50,mut_important,0.0,0.0,0.0,0.0,0.0
USP50,cnv_del,0.0,0.0,0.0,0.0,0.0
USP50,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP50,promoter,0.0,0.0,0.0,0.0,0.0
USP51,mut_important,0.0,0.0,0.0,0.0,0.0
USP51,cnv_del,0.0,0.0,0.0,0.0,0.0
USP51,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP51,promoter,0.0,0.0,0.0,0.0,0.0
PRODH,mut_important,0.0,0.0,0.0,0.0,0.0
PRODH,cnv_del,0.0,0.0,0.0,0.0,0.0
PRODH,cnv_amp,3.9448227e-05,7.2502107e-06,0.00015219452,2.8282707e-06,6.734991e-05
PRODH,promoter,0.0,0.0,0.0,0.0,0.0
ASCC3,mut_important,0.0,0.0,0.0,0.0,0.0
ASCC3,cnv_del,0.0,0.0,0.0,0.0,0.0
ASCC3,cnv_amp,0.0,0.0,0.0,0.0,0.0
ASCC3,promoter,0.0,0.0,0.0,0.0,0.0
AGO4,mut_important,0.0,0.0,0.0,0.0,0.0
AGO4,cnv_del,0.0,0.0,0.0,0.0,0.0
AGO4,cnv_amp,0.0,0.0,0.0,0.0,0.0
AGO4,promoter,0.0,0.0,0.0,0.0,0.0
ASCC1,mut_important,0.0,0.0,0.0,0.0,0.0
ASCC1,cnv_del,0.0,0.0,0.0,0.0,0.0
ASCC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ASCC1,promoter,0.0,0.0,0.0,0.0,0.0
CCNK,mut_important,0.0,0.0,0.0,0.0,0.0
CCNK,cnv_del,0.0,0.0,0.0,0.0,0.0
CCNK,cnv_amp,0.0,0.0,0.0,0.0,0.0
CCNK,promoter,0.0,0.0,0.0,0.0,0.0
AGO1,mut_important,0.0,0.0,0.0,0.0,0.0
AGO1,cnv_del,0.0,0.0,0.0,0.0,0.0
AGO1,cnv_amp,0.0,0.0,0.0,0.0,0.0
AGO1,promoter,0.0,0.0,0.0,0.0,0.0
DDA1,mut_important,0.0,0.0,0.0,0.0,0.0
DDA1,cnv_del,0.0,0.0,0.0,0.0,0.0
DDA1,cnv_amp,0.0,0.0,0.0,0.0,0.0
DDA1,promoter,0.0,0.0,0.0,0.0,0.0
AGO2,mut_important,0.0,0.0,0.0,0.0,0.0
AGO2,cnv_del,0.0,0.0,0.0,0.0,0.0
AGO2,cnv_amp,0.0,0.0,0.0,0.0,0.0
AGO2,promoter,0.0,0.0,0.0,0.0,0.0
AGO3,mut_important,0.0,0.0,0.0,0.0,0.0
AGO3,cnv_del,0.0,0.0,0.0,0.0,0.0
AGO3,cnv_amp,0.0,0.0,0.0,0.0,0.0
AGO3,promoter,0.0,0.0,0.0,0.0,0.0
GAMT,mut_important,0.0,0.0,0.0,0.0,0.0
GAMT,cnv_del,0.0,0.0,0.0,0.0,0.0
GAMT,cnv_amp,1.2713669e-05,2.9734892e-05,0.0,1.4505564e-06,7.6118945e-06
GAMT,promoter,0.0,0.0,0.0,0.0,0.0
VBP1,mut_important,0.0,0.0,0.0,0.0,0.0
VBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
VBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
VBP1,promoter,0.0,0.0,0.0,0.0,0.0
FAM120B,mut_important,0.0,0.0,0.0,0.0,0.0
FAM120B,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM120B,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM120B,promoter,0.0,0.0,0.0,0.0,0.0
FAM120C,mut_important,0.0,0.0,0.0,0.0,0.0
FAM120C,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM120C,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM120C,promoter,0.0,0.0,0.0,0.0,0.0
FAM120A,mut_important,0.0,0.0,0.0,0.0,0.0
FAM120A,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM120A,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM120A,promoter,0.0,0.0,0.0,0.0,0.0
MAPK14,mut_important,0.0,0.0,0.0,0.0,0.0
MAPK14,cnv_del,0.0,0.0,0.0,0.0,0.0
MAPK14,cnv_amp,2.752087e-05,0.0009289436,0.009796575,0.0014284141,2.172463e-06
MAPK14,promoter,0.00087493926,0.008964723,0.027823245,0.00076232647,7.1012495e-05
MAPK15,mut_important,0.0,0.0,0.0,0.0,0.0
MAPK15,cnv_del,0.0,0.0,0.0,0.0,0.0
MAPK15,cnv_amp,0.0,0.0,0.0,0.0,0.0
MAPK15,promoter,0.0,0.0,0.0,0.0,0.0
EIF3E,mut_important,0.0,0.0,0.0,0.0,0.0
EIF3E,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF3E,cnv_amp,0.0003243305,0.006480253,0.00066724425,6.520116e-05,0.0015931797
EIF3E,promoter,0.0,0.0,0.0,0.0,0.0
MAPK10,mut_important,0.0,0.0,0.0,0.0,0.0
MAPK10,cnv_del,0.0,0.0,0.0,0.0,0.0
MAPK10,cnv_amp,0.0002488052,1.3834931e-05,0.00048799883,0.00015074319,0.0
MAPK10,promoter,0.0,0.0,0.0,0.0,0.0
MAPK11,mut_important,0.0,0.0,0.0,0.0,0.0
MAPK11,cnv_del,0.0,0.0,0.0,0.0,0.0
MAPK11,cnv_amp,0.0006711192,0.0016760537,0.0025828218,0.000112754235,0.00023342673
MAPK11,promoter,0.0005684062,0.0013665357,0.0008848068,6.324992e-05,2.9586805e-05
MAPK12,mut_important,0.0,0.0,0.0,0.0,0.0
MAPK12,cnv_del,0.0,0.0,0.0,0.0,0.0
MAPK12,cnv_amp,0.0016207288,0.0005037341,0.00040130987,2.4738129e-05,0.00044546858
MAPK12,promoter,0.0029099274,0.021217043,0.00030948792,0.0023110218,0.0012771294
MAPK13,mut_important,0.0,0.0,0.0,0.0,0.0
MAPK13,cnv_del,0.0,0.0,0.0,0.0,0.0
MAPK13,cnv_amp,0.0,0.0036074978,0.0020998223,0.0010661785,0.0034276592
MAPK13,promoter,2.1687949e-05,0.00157493,0.0021703874,0.0005702382,0.000494467
