,coef
CLK1,-2.0270468e-06
TPSAB1,-0.00016849802
RAB20,0.0
CALY,0.00017669608
ZNF44,-0.00045101857
RAB23,0.0
RAB24,0.0
RAB25,0.0
RAB26,0.0
PIK3C2B,-0.020595944
GLRA3,-0.00012062119
GLRA2,0.00033160363
GLRA1,-0.00011424602
DZIP1L,0.0
CALU,0.0
WDR78,0.0
RPS29,0.0002551375
FAR1,0.0
ACTR1B,0.001654129
ACTR1A,0.00042932603
FAR2,0.0
WDR70,0.0
WDR73,0.0
CHPF,-0.00013855174
WDR75,0.0
WDR74,0.0
WDR77,0.0
WDR76,0.0
FKBP7,0.0
CD74,-0.00044849276
DHX29,0.0
TRHDE,0.0
AGMO,0.0
NTAN1,0.0
PPP2R3A,0.00042768754
NQO2,0.0
RIBC2,0.0
RIBC1,0.0
NQO1,0.0010199561
SFMBT1,0.0
CDX4,0.0
MAP3K5,0.00023881343
PRPF3,0.0
PRPF4,0.0
PRPF6,0.0
CD72,0.0003077832
PPP1R3G,0.0
CD177,0.0
CNDP1,0.0007748943
PCF11,0.0
CLEC1A,0.0
CLEC1B,8.261274e-05
NID1,0.0
C5orf46,0.0
C5orf47,0.0
PIP4K2A,0.0071364474
ZFP62,0.0
PIP4K2C,0.00078540604
ZPBP2,0.0
HMGA1,0.0
IL31RA,0.0
NPL,-0.0016066823
ARL14EP,0.0
RFFL,0.0
LEFTY2,0.0
GNPDA2,-0.0019231548
LEFTY1,0.0
ARRDC4,0.0
ARRDC5,0.0
MYO3A,0.0
KCNU1,0.0012723447
ARRDC1,0.0
ARRDC2,0.0
ARRDC3,0.0
FKBP2,0.0
FAM120AOS,0.0
RAB27A,0.0
RAB27B,0.00015116429
KIAA0930,0.0
KIF15,0.0
CSAD,-0.0026510668
RABGAP1L,0.0
ELK3,0.0
CDON,-1.9034065e-05
ELK1,0.002146581
GPHB5,0.00012941436
ELK4,-0.00015404401
PAK4,-8.606413e-05
PAK6,-5.7480152e-05
LRIG3,0.0
STRADA,-0.00081873586
STRADB,9.772101e-05
PAK3,0.0002740018
FAM122A,0.0
FAM122B,0.0
FAM122C,0.0
KIF12,0.0
NSDHL,0.0033933145
KCNG1,0.0
KCNG2,0.0
KCNG3,0.0
KCNG4,0.0
NUBPL,0.0
KRT19,6.3447704e-05
PANX1,-5.3697056e-07
OR4C15,-1.9394465e-06
OR4C16,1.806317e-07
OR4C11,-1.6624577e-07
CEP97,0.0
OR4C13,-1.8647535e-06
CEP95,0.0
DEFB114,0.0
DEFB112,0.0
CYP2D6,-0.002230802
SUB1,0.0
ATXN7L3,0.0
PIGG,2.8844313e-06
MFSD2A,0.0
MFSD2B,0.0
CBX2,0.0
LCN15,0.0
DMBT1,2.8729568e-05
AXDND1,0.0
PRKG1,0.00043521984
LCN10,0.0
LCN12,0.0
TRAF3IP3,0.0
C10orf55,0.0
TRAF3IP1,0.0
IARS2,-0.0034006378
C10orf53,0.0
CEP72,0.0
ARID2,-2.5158615e-05
SPRR4,0.0
SPRR3,0.0
PMEPA1,0.0
OR8D4,-4.4760386e-06
PTGDR2,0.0
OR8D1,-3.356122e-06
OR8D2,-7.9405277e-07
ZNF777,-7.575444e-06
ARGLU1,0.0
FASTKD2,0.0
EZH2,-0.00016755126
ZNF774,0.0
ZBTB16,0.0013611506
CASR,8.246311e-07
ZNF775,0.0
CALML3,0.018464498
PAIP2B,0.0
NLRP2,0.0
GLYCTK,0.00018206362
DHX40,0.0
CALML5,-0.013195125
CALML4,-0.0054506087
TRIM9,0.0
PFN1,0.0034154775
PFN2,0.0001126176
PFN3,3.4899672e-06
PFN4,0.0008755193
TMEM216,0.0
TMEM215,0.0
TMEM214,0.0
COX10,-0.0028182506
COX11,6.4457745e-05
TMEM219,0.0
TRIM2,0.0
TRIM5,1.5112029e-05
TRIM4,0.0
TRIM7,0.0
COX17,-7.435126e-06
PDGFRB,-0.0007366942
PDGFRA,0.00016061551
RGS19,0.0
ANKRD13B,0.0
PIGV,-4.88328e-06
ANKRD13A,0.0
AIDA,0.0
UGT2A3,-4.2058764e-06
UGT2A1,-0.0009378082
PDGFRL,0.0
TMSB10,0.0
PPA2,-8.266328e-05
PPA1,-2.7806049e-05
MCTP1,0.0
MCTP2,0.0
RAB19,0.0
BET1,0.0
NUP62,-1.7251352e-05
PPP2R2A,-0.0030058704
CILP2,0.0
OR2Y1,4.209848e-06
ALCAM,0.0
IFNA13,0.0038080197
TPM4,-1.2854508e-05
TPM3,0.0010940757
TPM2,0.00030688956
TPM1,0.0004464078
PGA5,0.00036717713
FBXW8,0.0
FBXW9,0.0
C22orf39,0.0
CCPG1,0.0
SIPA1,-0.00064965134
FOXB1,0.0
FBXW2,0.0
RMND1,0.0
FBXW4,0.0
FBXW5,0.0
FBXW7,0.0
CDCP1,0.0
TGFBR2,0.0031786321
TGFBR1,0.002842354
CDCP2,0.0
SH3RF2,0.0
SH3RF3,0.0
SH3RF1,0.0
SMNDC1,0.0
TPMT,-9.502217e-05
SSX2IP,0.0
YKT6,0.0
GEMIN5,0.0
ANKLE2,0.0
PCIF1,0.0
RAB10,-0.0017535422
PDS5B,0.0
TJP2,-1.2223322e-06
TJP3,2.2476506e-06
TJP1,-4.3825876e-05
LYST,0.0
PPP1CA,0.007970774
OR7A5,-3.7944485e-06
CLASRP,0.0
SRRM1,0.0
PPAT,0.0010174555
BABAM1,0.0
GKAP1,0.0
SH3PXD2B,0.0
TUB,0.0
SH3PXD2A,0.0
SRRM3,0.0
LYSMD3,0.0
SRRM2,0.0
LYSMD2,0.0
DCXR,-7.0032685e-05
CHPF2,0.00023935708
ACVR2B,9.189856e-06
AGRP,2.8489958e-06
SRRM4,0.0
NFYC,0.00037539357
NFYB,6.5520624e-05
NFYA,0.0004016673
SELENBP1,4.3681547e-07
RABL6,0.0
SMARCA1,0.0
SMARCA2,-7.789445e-05
CCNI2,0.0
OR2W1,-4.1059266e-07
POMZP3,0.0
PPP1R17,0.00016406062
SYCN,0.0
PACRGL,0.0
OLAH,-0.00025400284
LYSMD4,0.0
FYN,-0.003826185
GOLGA6L1,0.0
ASCL2,0.0
TOR1A,0.0
TOR1B,0.0
OST4,0.0
CCT6A,0.0
PAF1,0.0
CCT6B,0.0
OSTN,0.0
XAGE1A,0.0
GPHA2,0.0015745006
RUFY1,0.000108560125
RUFY3,0.0
RUFY2,-6.3981743e-06
FCGR2B,0.0011728796
RUFY4,0.0
FCGR2A,0.010934323
NLE1,0.0
RPL7A,6.1042197e-06
SKIL,0.0
CYTH1,0.00029725477
GCGR,0.0058858804
CYTH3,-0.0027536128
CYTH2,0.0021815854
CYTH4,0.00017549311
MYBPH,0.0
DPH1,0.0
DPH2,0.0
DPH3,0.0
MYH7B,0.0
DPH5,0.0
DPH6,0.0
DPH7,0.0
CALCR,0.0019584124
PSAPL1,8.457812e-05
AGR2,0.0
AGR3,0.0
RNF34,0.0
CANT1,-0.003410726
CALCA,-0.00043465637
CALCB,-0.0003668343
OR13A1,-4.9457435e-06
TM2D1,0.0
CKM,-0.0019083845
PECR,0.0
SLFN12,0.0
MST1,-4.6496574e-05
MUC5AC,0.0
PAH,-0.00063851994
OR51B4,-1.1602779e-06
OR51B6,-4.8762836e-06
PAM,0.0
OR51B2,-2.7879892e-07
DCN,-0.00028314235
GPAM,0.0005718362
DCK,0.0044626943
RRBP1,-7.106e-05
ACSM1,-0.00020463686
DCD,0.0
THRB,2.8465277e-06
DCC,-0.0007028752
NDC1,0.0008016561
THRA,-0.00013753017
TAF4B,0.000596996
PERP,0.0
CUL9,0.0
DCX,0.0
EIF4ENIF1,0.0
CUL5,-0.00012352943
DCT,-5.1153565e-05
CUL7,0.0
CUL1,0.00063367485
CUL2,0.00025463643
CUL3,-3.0626938e-07
TRIM28,0.0
TRIM29,0.0
PNKP,0.0
CDH20,0.0
TRIM25,2.7371878e-05
CDH22,0.0
CDH23,0.0
CREB3,-0.01392915
TRIM21,0.0002979558
CREB1,-0.013945441
TRIM23,0.0
FLRT1,0.0
PER2,0.00064886856
FLRT3,0.0
PNKD,0.0
SRP9,0.0
GNPAT,-0.000101945734
GDF15,0.0
KIF1A,0.0
KAT8,0.0
RHOT1,0.0
OGFRL1,0.0
COMMD9,0.0
OR5AR1,-5.129288e-06
KAT5,1.871444e-05
ARCN1,0.0
KAT7,0.0
F2R,-0.0013679853
NKAP,0.0
TEX261,0.0
GDF11,0.0
PPDPF,0.0
QRFP,-0.0023837069
NDUFB9,0.0019031992
TECTA,0.0
RNF31,0.0003368409
PNRC1,0.0
PNRC2,0.0
GBA,0.0
DNAJC27,0.0
GNAO1,0.0015162388
MROH2B,0.0
SP140,0.0
NTSR2,-0.0001206977
GAPDH,0.0015601256
DNAJC21,0.0
NTSR1,0.009331838
DTD1,0.0
DTD2,0.0
ZNF223,0.00020392067
ARHGAP8,0.0
ARHGAP9,0.0
ARHGAP4,0.0
ARHGAP5,-2.9548062e-05
ARHGAP6,0.0
ICOSLG,-1.808783e-05
ARHGAP1,0.0
AEN,0.0
SETD1A,-4.249441e-05
HMOX1,-0.000307044
RAB37,0.0
PRLR,0.005074372
ZNF227,8.4297426e-05
SLC12A8,0.0
ZFP36,0.00078207144
TMEM79,0.0
PRLH,-0.0005665351
OR4D11,-2.7470088e-08
PPP6C,0.0
ZYX,0.00014817594
ZNF229,-1.479459e-05
TMEM70,0.0
TMEM71,0.0
TMEM72,0.0
TMEM74,0.0
KCNQ4,-0.00019534348
PLVAP,0.0
CYP4Z1,0.0
CDK5R1,0.00015587891
SPI1,0.0009244218
SLC39A13,0.00016396065
KCNQ2,0.00039342238
HSPA4L,4.1938587e-05
KCNQ3,0.0002633838
RPUSD4,0.0
MRPL4,0.0
MRPL2,0.0
RPUSD1,0.0
PRAC1,0.0
RPUSD3,0.0
ZFAT,0.0
MRPL9,0.0
ZNF611,-4.5149038e-05
ZNF610,0.00013584198
ZNF613,-0.000645543
ZNF615,-0.00027166618
ZNF614,1.0868101e-05
ZNF616,3.0490094e-06
MOS,9.92173e-05
ZNF618,0.0
SLC3A1,0.00049211783
MOK,0.0
HOXC12,0.0
EIF4EBP1,-0.0009814728
EIF4EBP3,0.0
EIF4EBP2,-1.1585223e-05
MS4A10,0.0
MS4A12,0.0
MS4A13,0.0
MS4A14,0.0
MS4A15,0.0
BAG2,9.1897324e-05
BAG3,0.0
BAG1,-7.1096125e-05
BAG6,0.0
OR1L8,1.1886504e-07
BAG4,0.0
YBEY,0.0
SH2D1B,-0.00023864394
OR1L4,-3.6915765e-06
OR1L6,-5.5946623e-07
OR1L1,-1.348399e-06
RTKN,0.0
OR1L3,-3.151869e-06
MSRB2,0.0
LRRC37A2,0.0
LRRC37A3,0.0
LDB3,0.0
TMPPE,0.0
CEP126,0.0
CD79B,0.0012015403
MEOX1,0.0
MEOX2,0.0
CD79A,-0.0001349958
CSDC2,0.0
ARHGAP23,0.0
DUSP28,0.0
ATXN1L,-6.830121e-06
ARHGAP22,0.0
ZNF385C,0.0
GMFG,0.0
ZNF385A,0.0
GMFB,0.0
CBLN3,0.0
SLC39A5,0.00037485623
CLVS1,0.0
CYB561A3,0.0
SLC39A6,-0.0020019452
ARC,0.0003139188
BNIP3,0.00030786474
PDHA2,0.0013619704
PDHA1,0.0010159335
MED9,0.0
ARHGAP25,0.0
ARHGAP24,0.0
ERCC6,0.0
MZF1,0.0
ATXN10,6.7149426e-07
FSCN3,0.0
FSCN2,0.0
FSCN1,0.0
GZMA,1.0275078e-06
TCAP,0.0
CD244,-0.0003607233
MYL12B,0.0061272527
MYL12A,-0.0011552753
G2E3,0.0
CKMT2,0.0027087652
RPS6KC1,0.0
KRTAP22-1,0.0
KRTAP22-2,0.0
CD247,-0.0046643633
RFPL4B,0.0
RILPL1,0.0
RILPL2,0.0
RB1CC1,-0.013148933
NLRP10,0.0
IDO2,0.00012264893
LEAP2,0.0
TMPO,0.0
IDO1,0.0051860046
CAMK1D,0.022282861
CAMK1G,2.2011707e-05
ZBTB25,0.0
LDHAL6B,0.009454603
ECM2,0.0
ECM1,0.0
LDHAL6A,0.00035983554
SMCR8,-0.0002267405
HHAT,0.0001052553
OR52D1,-4.0524073e-06
DDIT4,-6.214371e-06
LYPD6,-4.602105e-05
SEL1L2,0.0001808412
LYPD4,0.0
LYPD5,0.0
LYPD2,0.0
LYPD3,0.0
LYPD1,0.0
CATSPER4,0.0
CALCOCO1,0.0
CALCOCO2,-0.0036509926
AMHR2,0.0
NAP1L4,0.0
NAP1L5,0.0
CATSPER2,0.0
CATSPER3,0.0
RGS4,0.0
RGS5,0.0
RGS6,0.0
ANKRD30B,0.0
LRRC8C,0.0
RGS1,0.0
RGS2,-0.010879827
RGS3,-2.1739386e-05
RGS8,0.0
RGS9,-0.0021954828
APMAP,0.0
ASPDH,0.00014181362
PEAK1,0.0
DARS2,-0.005091905
PTH,-0.00552229
IL1RAP,0.00016189173
CATSPERD,0.0
SERTAD4,0.0
KIAA1143,0.0
CATSPERB,0.0
ARAP2,-1.2951961e-05
GHRL,-0.0019208674
SURF1,0.0
FSD1L,0.0
EMC7,0.0
XIAP,-0.0012480875
RDH16,5.3971444e-06
RD3,0.0
RDH10,1.0964171e-06
RDH11,-0.00015031699
RDH12,5.829641e-05
RDH13,5.3140393e-05
EMC4,0.0
DEDD2,0.0
FAM178B,0.0
DOLK,0.00014888731
EPN2,-6.8933914e-05
MGARP,0.0
MYH11,-0.0003991412
UBR3,0.0
WDR5B,3.1559353e-05
CDK2AP2,0.0
ASPRV1,0.0
ATG2B,0.00042082477
HAPLN3,0.0
FRRS1L,0.0
NALCN,0.0
NUCB1,0.0
KRTAP13-1,0.0
CIAPIN1,0.0
HSP90AB1,-0.00130374
PTP4A1,0.0
ZSCAN29,0.0
PTP4A3,0.0
PTP4A2,0.0
ZSCAN25,0.0
NUCB2,0.0
ZSCAN20,0.0
ZSCAN21,0.0
ZSCAN22,0.0
BMP7,-4.8322847e-05
TDRD9,0.0
CD28,-0.0006475799
SUZ12,0.0
MRPS9,0.0
MRPS7,0.0
MRPS6,0.0
MRPS5,0.0
IFI35,0.0
TDRD7,0.0
MRPS2,0.0
IFI30,0.0
ABHD8,0.0
MYLIP,8.607898e-06
OTUD1,0.0
ABHD2,0.0
ABHD3,0.0
ABHD1,0.0
SH2D4A,0.0
PA2G4,0.0
ABHD4,0.0
GPR6,0.0
TWF1,0.0
NKIRAS2,0.0
NKIRAS1,0.0
WDR54,0.0
MBTPS2,-5.5685796e-05
SOCS3,-0.0035547512
MBTPS1,6.210101e-05
EIF4G3,0.0
EIF4G2,0.0
EIF4G1,0.0
GPR4,0.0
SERHL2,0.0
WDR59,5.2745643e-05
FAT3,0.0
FAT2,0.0
FAT1,0.0
GRB2,-0.005578214
ULBP2,0.00013821338
ULBP3,-8.185129e-05
PSG8,0.0
FAT4,0.0
PSG6,0.0
PSG7,0.0
PSG4,0.0
PSG5,0.0
PSG2,0.0
PSG3,0.0
PSG1,0.0
HOXC9,0.0
HOXC8,0.0
HOXC5,0.0
HOXC4,0.0
HOXC6,0.0
CD151,0.0
NLRP6,5.1726794e-05
SSU72,0.0
HCST,7.387343e-05
TMEM248,0.0
SRPX,0.0
FAM200B,0.0
OR4F6,-3.8190656e-06
C5orf63,0.0
C5orf60,0.0
OR4F5,7.804563e-07
COL2A1,-0.0005358082
SLC25A32,0.0
PKLR,0.0005126365
HTRA1,0.0
TMEM244,0.0
COL27A1,-0.00075851753
RBMX2,0.0
TMEM245,0.0
HTRA3,0.0
LSM6,0.0
OXER1,0.0
TMEM247,0.0
TMEM240,0.0
LSM1,0.0
POLR2E,0.00037007884
POLR2D,0.0006663358
POLR2G,3.2421292e-05
POLR2F,0.00015930748
POLR2A,-1.2044586e-06
POLR2C,0.00017396368
POLR2B,0.00040589707
POLR2M,0.0
POLR2L,0.000449942
AKR7A2,-0.00019186897
AKR7A3,0.00017967008
POLR2I,0.0002185291
POLR2H,-1.7409582e-05
F11R,8.41905e-07
POLR2J,-0.00032528822
CCNO,0.0
TLK1,0.0
TLK2,0.0
FAM47C,0.0
FAM47B,0.0
USP54,0.0
BCS1L,0.0
USP53,0.0
USP50,0.0
USP51,0.0
PRODH,-0.002010784
ASCC3,0.0
AGO4,0.0
ASCC1,0.0
CCNK,0.0
AGO1,0.0
DDA1,0.0
AGO2,0.0
AGO3,0.0
GAMT,0.00045950882
VBP1,0.0
FAM120B,0.0
FAM120C,0.0
FAM120A,0.0
MAPK14,-0.008346841
MAPK15,0.0
EIF3E,0.00043459592
MAPK10,0.01552155
MAPK11,0.023805274
MAPK12,-0.004113887
MAPK13,-0.0015735261
OR4F21,2.101754e-08
HPGD,4.7673557e-06
FZD1,-0.0010241459
FZD2,-0.0044315164
DNAJC9,0.0
FZD4,-0.0038183269
FZD5,-0.0039557586
FZD6,0.017671056
FZD7,-0.0013510761
CACNB3,-0.000113778995
CACNB2,0.00013563142
CACNB1,0.0017340322
CYP2B6,-0.00020303612
CACNB4,0.0009405028
CT45A1,0.0
C10orf71,0.0
SPAG16,0.0
OR10W1,2.744001e-06
PCM1,0.0
DHCR24,0.0028840275
NCR3,2.2231678e-05
CT45A3,0.0
TAMM41,0.0
ASH1L,0.00024381738
CT45A2,0.0
CT45A5,0.0
RPS5,0.00065168436
DCBLD1,0.0
ATP12A,-3.230431e-05
CTRB2,0.009500446
OR8B3,5.763502e-07
PLCD4,-0.002832967
CTRB1,0.0014801874
USO1,0.0
PLCD3,0.004723498
OR8B4,-2.055966e-06
PLCD1,-6.864169e-05
ZNF518B,0.0
OR8B8,2.4136566e-06
CT45A6,0.0
TGFBRAP1,0.0
ANKZF1,0.0
B3GALNT2,-4.879005e-05
B3GALNT1,0.007897045
TACC1,0.0
TACC2,0.0
TACC3,0.0
JDP2,0.0
PICK1,0.0
PRCP,-0.0022174509
TMEM238,0.0
TMEM235,0.0
TMEM234,0.0
TMEM237,0.0
MRTO4,0.0
KIF20B,0.0
TMEM230,0.0
KIF20A,0.0
MKI67,0.0
MAP6D1,0.0
GNMT,0.0
LPXN,0.0
SMIM24,0.0
AZIN1,0.0
CAB39,-0.0011299953
CKMT1A,0.0011492957
CKMT1B,0.0051669045
LCA5,0.0
RPL3L,2.3512523e-05
MCUR1,0.0
ANKHD1,0.0
GNAT1,0.00018376712
GNAT3,0.0018807984
GNAT2,-0.00020709321
DEFA1B,6.0404043e-05
BCL2L15,0.0
BCL2L14,0.0
BCL2L11,-0.0025643578
BCL2L10,0.0
BCL2L13,-2.492151e-05
BCL2L12,0.0
TMIGD2,0.0
ESCO1,0.0
NUP43,8.712957e-05
ZNF556,0.00032593947
ZNF557,-4.9160546e-05
ZNF554,5.7242007e-05
ZNF555,0.00013431361
ZNF552,-7.464366e-05
NCKAP1,0.00022853803
ZNF550,0.0012509322
ZNF551,0.00019460409
SCEL,0.0
MSX1,7.0955925e-06
MSX2,1.6509008e-05
ADRM1,0.022210341
C17orf80,0.0
ZNF558,-8.833544e-05
ZNF559,0.00029691056
OR2AT4,-4.7095e-06
ISYNA1,0.0012590763
GTF2H3,0.0
GTF2H2,0.0
GTF2H1,0.0
NCDN,0.0
GTF2H5,0.0
GTF2H4,0.0
MAPKAP1,0.00027057528
TVP23C,0.0
DNAJC7,0.0
ALDH1B1,-0.002549399
DEFB125,0.0
COX7A2L,-0.0068598078
PCDH8,0.0
PCDH9,0.0
DBX1,0.0
RPL26L1,0.00033046326
SAXO2,0.0
RPL38,-8.1294784e-05
RPL39,9.665218e-05
RPL36,9.930235e-05
RPL37,0.0005562907
RPL34,0.00011911911
RPL35,-7.158449e-06
RPL32,1.9298663e-05
RPL30,-5.2015876e-05
RPL31,0.00046179516
TARBP2,0.0
TARBP1,0.0
CTTNBP2NL,0.0
ATF5,0.0
ATF4,-0.009886877
ATF7,0.0
ATF6,-5.187422e-06
ATF1,8.7357075e-06
ATF3,0.0
ATF2,0.00026781537
SMARCC2,-0.00053435395
PPP1R42,0.0
SMARCC1,-0.00011133498
RYK,-1.808109e-05
BUB1B,4.4447912e-05
SUMO1,0.0001626959
TMCO1,0.0
CTTNBP2,0.0
SUMO2,-0.0007405946
TMCO4,0.0
SUMO4,6.796303e-05
TMCO6,0.0
PPWD1,0.0
KIAA0319,0.0
IFNW1,-0.00014233489
BLOC1S6,0.0
LHX2,0.0
SDF4,0.0
LHX4,0.0
LHX5,0.0
BLOC1S1,0.0
PTGER4,0.0023297505
LHX9,0.0
PTGER1,-0.0075429627
PTGER2,-0.01149517
PTGER3,0.00092659023
TOR3A,0.0
NAA30,0.0
NADK2,-0.0006412564
MTMR14,-0.002188865
B3GALT4,6.0725e-05
B3GALT5,1.1054463e-05
B3GALT6,0.00020945573
SLC38A6,0.0
CTNNAL1,0.0
B3GALT1,-0.0005329604
B3GALT2,-0.00013105616
SLC38A2,0.00091413874
TMEM184A,0.0
MDFIC,0.0
SLC38A9,0.0002108011
SLC38A8,0.0
STK3,0.00028580884
STK4,0.0021122093
CSF3R,-0.0011420063
OCA2,0.0
CXCL11,0.0015501053
CYP3A7,-0.0029103928
CXCL13,0.00074197876
CYP3A5,0.002055571
TMEM9B,0.0
CXCL17,0.0
CXCL16,0.00050940725
OR13C4,-4.7223162e-07
OR13C5,1.0605668e-06
UBE4A,0.0
OR13C2,-1.6512349e-06
OR13C3,-3.5487003e-06
HCN1,0.0002596081
HCN3,-1.2923293e-05
HCN2,-1.6495225e-05
OR13C8,-5.1444424e-08
OR13C9,-1.3498801e-07
SNRNP25,0.0
SNRNP27,0.0
NAA35,0.0
YBX1,0.0
YBX3,2.8269048e-07
YBX2,0.0
RLN2,-0.0048174523
LRIT2,0.0
LRIT3,0.0
RLN3,0.0036772378
GOLGA7B,0.0
PTGDR,-4.3753433e-05
PTGDS,-0.0001836699
STIP1,4.827853e-06
OR6C1,-7.570169e-07
NKG7,0.0
CHIC2,0.0
CHIC1,0.0
TTC3,0.0
DRP2,0.0
RAB3GAP1,0.0
PEPD,0.0
UACA,0.0
TBC1D23,0.0
CDC25C,3.650496e-06
TBC1D21,0.0
ANKS3,0.0
TNFRSF8,0.0
TNFRSF9,0.0
ANKS6,0.0
ARPC2,0.0057415874
TNFRSF4,0.0
TBC1D28,0.0
H2AFB2,0.0
FUNDC2,0.0
TBC1D2B,0.0
GUCY2C,4.2677384e-05
GUCY2D,0.0061345696
GUCY2F,0.004391936
SENP8,0.0
SENP7,0.0
SENP6,0.0
SENP5,0.0
SENP3,0.0
SENP2,8.2072165e-06
SAMM50,0.0
NUP85,0.00073696097
SNPH,0.0
RNF41,-6.7181885e-05
ING4,0.0
ING5,0.0
ARPC4,0.00683704
C21orf58,0.0
ING1,0.0
TYRO3,3.8193055e-05
POC1A,0.0
NOTUM,7.7099015e-05
POC1B,0.0
VASH1,0.0
ZNF823,6.859288e-05
SLC35G5,0.0
INS,-0.00050917926
OR8G5,1.3217038e-07
WDFY4,0.0
WDFY3,0.0
WDFY2,0.0
WDFY1,0.0
GFPT1,4.4287623e-05
GFPT2,0.0002052567
ECHDC3,0.0
INA,0.0
ECHDC1,0.00011097945
DYNC1LI1,-3.95649e-05
RBM7,0.0
ACP6,0.0
VSNL1,0.0
SDCCAG8,0.0
SNIP1,0.0
GLA,-0.0015610445
SLC2A14,0.0
SLC2A13,0.0
SLC2A12,0.0
SLC2A11,0.0
SLC2A10,0.0
ANKRD35,0.0
ANKRD36,0.0
ANKRD37,0.0
ANKRD31,0.0
EFHC2,0.0
DPEP2,0.0
GLS,-0.0005038175
ANKRD39,0.0
PLEKHS1,0.0
CDIPT,0.0009069431
NCOA2,-0.0012320437
NCOA3,-0.00033491256
NCOA1,-0.0028756612
NCOA6,0.0
NCOA7,4.5542365e-05
NCOA4,-0.00093927834
NCOA5,0.0
PRAME,0.0
TMEM18,0.0
LAPTM4B,0.00025610055
NT5C3A,0.0008100696
NT5C3B,-0.0003389219
BSN,0.0
CISH,-1.2316256e-05
LCOR,0.0
MECR,0.0067103333
BSG,0.0
MAGI2,0.001100258
P4HTM,0.0
RIF1,0.0
PPM1D,0.0
ABCG1,0.00041792897
HACD2,0.0008952022
GSG1,0.0
ABCG2,-2.2233751e-05
PLSCR5,0.0
CMIP,0.0
CCDC155,0.0
SLC27A5,0.0015538677
ABCG4,1.2949378e-05
SLC27A6,0.00041291726
SLC27A1,0.00016297336
STARD3NL,0.0
SLC27A3,-7.228868e-05
ABCG5,0.0018951278
SREK1,0.0
AK9,-0.008107765
AK8,-0.002956812
ACPP,0.0
AK3,-0.0029416138
AK2,0.0008472518
AK1,0.0025259191
PLSCR1,0.0
TBCC,0.0
TBCB,0.0
TBCA,0.0
ZNF474,0.0
NPNT,-1.5902131e-05
WDR87,0.0
TMEM184C,0.0
TANK,-0.0006877359
OXTR,7.862611e-06
MME,0.0008165299
UGT2B28,0.006093864
CDIP1,0.0
GUSB,0.004050249
HNF4G,0.0
PABPN1,2.1394188e-05
PPM1B,1.4260627e-06
NCKAP1L,8.214406e-06
REC114,0.0
HNF4A,-0.00042785043
OR1N1,-4.921475e-07
WDR83,0.0
TIMD4,0.0
GEN1,0.0
ZNF497,0.0
ZNF496,0.0
ERF,0.0
ERG,0.00016161158
ZNF493,0.0
CBLL1,0.0
HAND2,0.0
ZNF490,0.00016021651
MACC1,0.0
ERH,0.0
PARM1,0.0
APOL5,0.0
HERPUD2,0.0
HERPUD1,-3.0934687e-05
ZNF398,4.2408843e-05
ERI2,0.0
CASKIN2,0.0
MTRNR2L1,0.0
FCGRT,0.0
TRA2A,0.00014907459
TRA2B,8.004806e-05
LHX1,0.0
SIM2,0.0
SLC24A4,-8.351199e-06
PRSS12,0.0
FBN2,0.0
NCR2,-5.7385876e-07
NCR1,3.3523283e-05
FBN1,0.0
ACER1,-0.00012607011
RNF126,0.0
BRMS1L,0.0
MEX3D,0.0
APOBEC3F,0.00030948062
MEX3B,0.0
RNF125,0.00020604944
SEC11C,0.0
LACTB2,0.0
AOAH,0.0
SLC25A23,0.0
RNF123,0.0
BTRC,0.003115157
BAAT,3.2208789e-06
LRRC10B,0.0
ITLN2,0.0
ITLN1,0.0
SCN1B,0.0010588887
RNF121,0.0
TPSD1,0.00010057262
PPM1N,0.0
EEPD1,0.0
SFTPD,1.9935309e-05
FRYL,0.0
DEXI,0.0
SFTPB,0.0
FUOM,0.0
IDI1,0.002771355
IDI2,0.008620844
IPMK,-0.0007769524
GRPEL2,0.0
ESYT1,0.0
C1orf162,0.0
SCRT1,0.0
ESYT2,0.0
ZXDA,0.0
NECAP1,0.0
TMEM185B,0.0
TMEM185A,0.0
INHBE,0.0
UBXN10,0.0
UBXN11,0.0
DNTTIP1,0.0
DNTTIP2,0.0
UBLCP1,0.0
DYM,0.0
CACUL1,0.0
PRAMEF20,0.0
IGDCC3,0.0
DEFA5,5.770206e-05
UBE4B,-1.4753897e-05
ANKRD36B,0.0
MTMR9,0.0
FEZF2,0.0
MTMR7,0.011262228
MTMR6,0.0030234938
MTMR4,0.0010235201
MTMR3,-0.0028287258
MTMR2,0.0018144113
MTMR1,-0.006770794
PGP,-0.0006201095
TSC22D1,0.0
TSC22D3,0.0
TSC22D2,0.0
TSC22D4,0.0
FCHSD1,0.0
FCHSD2,0.0
APOBEC3B,9.341324e-06
ACAP3,1.7294205e-05
VAT1,0.0
HIGD2A,0.0
HIGD2B,0.0
ZG16B,0.0
TRAIP,0.0
POTEB,0.0
UBA52,2.5040123e-05
CNFN,0.0
PLCE1,0.0023707706
SFT2D1,0.0
ASIP,0.0014671697
CD2BP2,0.0
NOBOX,0.0
C21orf91,0.0
FAM217B,0.0
GRASP,0.0
KATNA1,0.0
EXOSC9,0.0
BCKDK,0.0
TGFBR3L,0.0
EXOSC2,0.0
EXOSC3,0.0
EXOSC1,0.0
IBSP,-0.0003160107
