0,coef
C00001,0.007146457
C00002,0.054973032
C00003,0.011688066
C00004,0.039837625
C00005,-9.045326e-05
C00006,-0.0058358335
C00007,0.015181542
C00008,0.043646816
C00009,-0.04373423
C00010,0.07911297
C00011,0.0073082405
C00012,-0.0015682069
C00013,0.09076379
C00014,0.0005654585
C00015,0.00413474
C00016,-0.00515388
C00017,-0.00031656228
C00018,-0.0047364547
C00019,-0.0067443224
C00020,-0.010908101
C00021,-0.00046510992
C00022,-0.06055507
C00023,-0.002012681
C00024,0.008637556
C00025,-0.0660849
C00026,-0.015424202
C00027,0.069761455
C00029,0.000851348
C00031,-0.019658403
C00032,-0.005755924
C00033,-0.003330933
C00034,0.022242138
C00035,-0.0012245513
C00036,0.00062831066
C00037,-0.009590458
C00038,-0.0009553661
C00039,0.037926767
C00040,-0.030069327
C00041,-0.021485912
C00042,-0.0069077136
C00043,-0.00030786256
C00044,-0.020428529
C00046,0.00032118763
C00047,0.015453594
C00048,-0.007659214
C00049,0.0053450274
C00051,-0.0001584323
C00052,-0.0012834934
C00053,0.0051902854
C00054,0.001948232
C00055,-0.0016299868
C00058,0.00033299119
C00059,-0.0055044866
C00061,0.01266688
C00062,0.0006952329
C00063,-0.0005006113
C00064,-0.0031686097
C00065,0.0054949913
C00068,0.0029347404
C00070,0.00786019
C00071,-1.5141794e-07
C00072,0.00652663
C00073,-0.01048517
C00074,0.0008183394
C00075,-0.023163866
C00076,-0.003386327
C00077,0.0063278414
C00078,-0.013103347
C00079,0.0010254013
C00080,-0.049256407
C00081,-0.013655103
C00082,0.05302542
C00083,-0.0014491404
C00084,0.00086592394
C00085,0.0033767796
C00086,-2.5294834e-05
C00087,0.0002872246
C00088,-0.0014935446
C00089,-0.012108075
C00091,0.0014611171
C00092,0.0044920463
C00093,-0.0019354221
C00094,-0.012137477
C00095,-0.016928669
C00096,0.0010772554
C00097,-0.007531381
C00098,-0.0035520776
C00099,-0.00024343713
C00100,0.0009558794
C00101,0.00029330273
C00103,0.0005825729
C00104,0.0058577815
C00105,0.00021784636
C00106,-0.015586162
C00107,-0.0016378775
C00108,-0.002012054
C00109,-0.00024292016
C00110,0.01169586
C00111,-0.0026072802
C00112,0.0021657017
C00114,-0.008288954
C00116,-0.04499134
C00117,0.0030023023
C00118,0.0133581655
C00119,0.00075689115
C00120,0.011998968
C00121,-0.00034680415
C00122,0.033651676
C00123,0.0071408814
C00124,-0.008562293
C00127,0.022146706
C00128,-0.00010216969
C00129,1.0998993e-05
C00130,-0.009625352
C00131,-6.650495e-06
C00132,-0.005050249
C00133,0.00987468
C00134,-0.009175408
C00135,-0.0012229164
C00136,-0.003021019
C00137,0.008323709
C00140,-0.0017500833
C00141,-0.004411683
C00143,0.0014732054
C00144,-0.0005818463
C00146,-0.00016857692
C00147,0.0033632885
C00148,-0.009410449
C00149,0.00088486436
C00151,-0.00051311054
C00152,-0.017817128
C00153,0.0032807542
C00154,0.0009359539
C00155,0.0006387251
C00156,0.00040544386
C00157,0.00027154168
C00158,-0.0026204463
C00159,0.0002478437
C00160,-0.0014780341
C00162,-0.05464206
C00163,0.0011141035
C00164,-0.0003073784
C00165,-0.0973797
C00166,0.002485917
C00167,0.0005063588
C00168,-0.0014934222
C00169,-0.0036504006
C00170,0.0003708111
C00173,0.0043112854
C00175,9.975403e-06
C00178,0.0009030622
C00179,0.008222049
