,,coef
SLC22A16,cnv_amp,0.0
SLC22A16,promoter,0.0
ZC3H13,mut_important,0.0
ZC3H13,cnv_del,0.0
ZC3H13,cnv_amp,0.0
ZC3H13,promoter,0.0
RPL15,mut_important,0.0
RPL15,cnv_del,0.0
RPL15,cnv_amp,2.0952362e-05
RPL15,promoter,1.6617272e-06
TFG,mut_important,0.0
TFG,cnv_del,0.0
TFG,cnv_amp,-3.1584794e-05
TFG,promoter,-6.4270794e-06
HVCN1,mut_important,0.0
HVCN1,cnv_del,0.0
HVCN1,cnv_amp,0.0
HVCN1,promoter,0.0
TOMM34,mut_important,0.0
TOMM34,cnv_del,0.0
TOMM34,cnv_amp,0.0
TOMM34,promoter,0.0
RPL36A,mut_important,0.0
RPL36A,cnv_del,0.0
RPL36A,cnv_amp,0.00014193231
RPL36A,promoter,0.0
RND1,mut_important,0.0
RND1,cnv_del,0.0
RND1,cnv_amp,0.0
RND1,promoter,0.0
RND2,mut_important,0.0
RND2,cnv_del,0.0
RND2,cnv_amp,0.0
RND2,promoter,0.0
RND3,mut_important,0.0
RND3,cnv_del,0.0
RND3,cnv_amp,0.0
RND3,promoter,0.0
NCL,mut_important,0.0
NCL,cnv_del,0.0
NCL,cnv_amp,0.0
NCL,promoter,-6.1512423e-10
SPATA24,mut_important,0.0
SPATA24,cnv_del,0.0
SPATA24,cnv_amp,0.0
SPATA24,promoter,0.0
CTNNBIP1,mut_important,0.0
CTNNBIP1,cnv_del,0.0
CTNNBIP1,cnv_amp,0.0
CTNNBIP1,promoter,-2.948722e-07
PPP3CA,mut_important,0.0
PPP3CA,cnv_del,0.0
PPP3CA,cnv_amp,0.0006049289
PPP3CA,promoter,0.00035770173
PPP3CB,mut_important,0.0
PPP3CB,cnv_del,0.0
PPP3CB,cnv_amp,0.0032730326
PPP3CB,promoter,0.0
PPP3CC,mut_important,0.0
PPP3CC,cnv_del,4.4060635e-05
PPP3CC,cnv_amp,0.0
PPP3CC,promoter,-0.00013018161
TCAIM,mut_important,0.0
TCAIM,cnv_del,0.0
TCAIM,cnv_amp,0.0
TCAIM,promoter,0.0
ZNF821,mut_important,0.0
ZNF821,cnv_del,0.0
ZNF821,cnv_amp,0.0
ZNF821,promoter,0.0
LIF,mut_important,0.0
LIF,cnv_del,0.0
LIF,cnv_amp,0.0
LIF,promoter,0.0
GPATCH8,mut_important,0.0
GPATCH8,cnv_del,0.0
GPATCH8,cnv_amp,0.0
GPATCH8,promoter,0.0
LRRC41,mut_important,0.0
LRRC41,cnv_del,0.0
LRRC41,cnv_amp,0.0
LRRC41,promoter,0.0
LRRC40,mut_important,0.0
LRRC40,cnv_del,0.0
LRRC40,cnv_amp,0.0
LRRC40,promoter,0.0
LRRC43,mut_important,0.0
LRRC43,cnv_del,0.0
LRRC43,cnv_amp,0.0
LRRC43,promoter,0.0
LRRC42,mut_important,0.0
LRRC42,cnv_del,0.0
LRRC42,cnv_amp,0.0
LRRC42,promoter,0.0
LRRC45,mut_important,0.0
LRRC45,cnv_del,0.0
LRRC45,cnv_amp,0.0
LRRC45,promoter,0.0
MMP23B,mut_important,0.0
MMP23B,cnv_del,0.0
MMP23B,cnv_amp,0.0
MMP23B,promoter,0.0
LRRC47,mut_important,0.0
LRRC47,cnv_del,0.0
LRRC47,cnv_amp,0.0
LRRC47,promoter,0.0
LRRC46,mut_important,0.0
LRRC46,cnv_del,0.0
LRRC46,cnv_amp,0.0
LRRC46,promoter,0.0
LRRC49,mut_important,0.0
LRRC49,cnv_del,0.0
LRRC49,cnv_amp,0.0
LRRC49,promoter,0.0
MXD1,mut_important,0.0
MXD1,cnv_del,0.0
MXD1,cnv_amp,0.0
MXD1,promoter,0.0
GPATCH4,mut_important,0.0
GPATCH4,cnv_del,0.0
GPATCH4,cnv_amp,0.0
GPATCH4,promoter,0.0
B3GNT4,mut_important,0.0
B3GNT4,cnv_del,0.0
B3GNT4,cnv_amp,0.0
B3GNT4,promoter,0.00033463116
B3GNT5,mut_important,0.0
B3GNT5,cnv_del,0.0
B3GNT5,cnv_amp,2.107786e-05
B3GNT5,promoter,0.0
B3GNT6,mut_important,0.0
B3GNT6,cnv_del,0.0
B3GNT6,cnv_amp,-0.00039220278
B3GNT6,promoter,0.0
B3GNT7,mut_important,0.0
B3GNT7,cnv_del,0.0
B3GNT7,cnv_amp,0.0
B3GNT7,promoter,0.0
FNDC8,mut_important,0.0
FNDC8,cnv_del,0.0
FNDC8,cnv_amp,0.0
FNDC8,promoter,0.0
FNDC9,mut_important,0.0
FNDC9,cnv_del,0.0
FNDC9,cnv_amp,0.0
FNDC9,promoter,0.0
B3GNT2,mut_important,0.0
B3GNT2,cnv_del,0.0
B3GNT2,cnv_amp,0.0
B3GNT2,promoter,5.1853544e-06
B3GNT3,mut_important,0.0
B3GNT3,cnv_del,0.0
B3GNT3,cnv_amp,-7.2892626e-06
B3GNT3,promoter,-0.0007614765
TSFM,mut_important,0.0
TSFM,cnv_del,0.0
TSFM,cnv_amp,0.0
TSFM,promoter,0.0
RPL18,mut_important,0.0
RPL18,cnv_del,0.0
RPL18,cnv_amp,0.0
RPL18,promoter,-6.5024193e-07
FNDC7,mut_important,0.0
FNDC7,cnv_del,0.0
FNDC7,cnv_amp,0.0
FNDC7,promoter,0.0
B3GNT8,mut_important,0.0
B3GNT8,cnv_del,0.0
B3GNT8,cnv_amp,0.0
B3GNT8,promoter,0.0
ADRA2A,mut_important,0.0
ADRA2A,cnv_del,0.0
ADRA2A,cnv_amp,0.0
ADRA2A,promoter,-7.230752e-05
ADRA2B,mut_important,0.0
ADRA2B,cnv_del,0.0
ADRA2B,cnv_amp,0.0
ADRA2B,promoter,-0.0016005139
ADRA2C,mut_important,0.0
ADRA2C,cnv_del,0.0
ADRA2C,cnv_amp,0.0
ADRA2C,promoter,0.0008068636
TEX26,mut_important,0.0
TEX26,cnv_del,0.0
TEX26,cnv_amp,0.0
TEX26,promoter,0.0
PWWP2B,mut_important,0.0
PWWP2B,cnv_del,0.0
PWWP2B,cnv_amp,0.0
PWWP2B,promoter,0.0
TEX22,mut_important,0.0
TEX22,cnv_del,0.0
TEX22,cnv_amp,0.0
TEX22,promoter,0.0
PWWP2A,mut_important,0.0
PWWP2A,cnv_del,0.0
PWWP2A,cnv_amp,0.0
PWWP2A,promoter,0.0
DCAF16,mut_important,0.0
DCAF16,cnv_del,0.0
DCAF16,cnv_amp,0.0
DCAF16,promoter,0.0
BIK,mut_important,0.0
BIK,cnv_del,0.0
BIK,cnv_amp,0.0
BIK,promoter,0.0
CTSW,mut_important,0.0
CTSW,cnv_del,0.0
CTSW,cnv_amp,0.0
CTSW,promoter,0.0
TEX28,mut_important,0.0
TEX28,cnv_del,0.0
TEX28,cnv_amp,0.0
TEX28,promoter,0.0
GINM1,mut_important,0.0
GINM1,cnv_del,0.0
GINM1,cnv_amp,0.0
GINM1,promoter,0.0
PLXNA2,mut_important,0.0
PLXNA2,cnv_del,0.0
PLXNA2,cnv_amp,-0.0011162272
PLXNA2,promoter,8.284497e-06
PCYT1A,mut_important,0.0
PCYT1A,cnv_del,0.0
PCYT1A,cnv_amp,-3.4939335e-06
PCYT1A,promoter,2.2350116e-05
TBCCD1,mut_important,0.0
TBCCD1,cnv_del,0.0
TBCCD1,cnv_amp,0.0
TBCCD1,promoter,0.0
DUS1L,mut_important,0.0
DUS1L,cnv_del,0.0
DUS1L,cnv_amp,0.0
DUS1L,promoter,0.0
DAAM1,mut_important,0.0
DAAM1,cnv_del,3.041099e-08
DAAM1,cnv_amp,0.0
DAAM1,promoter,-7.670397e-09
DAAM2,mut_important,0.0
DAAM2,cnv_del,0.0
DAAM2,cnv_amp,-8.175308e-08
DAAM2,promoter,5.1066604e-06
HLA-DRB1,mut_important,0.0
HLA-DRB1,cnv_del,0.0
HLA-DRB1,cnv_amp,0.0007968974
HLA-DRB1,promoter,0.0
PSRC1,mut_important,0.0
PSRC1,cnv_del,0.0
PSRC1,cnv_amp,0.0
PSRC1,promoter,0.0
HLA-DRB5,mut_important,0.0
HLA-DRB5,cnv_del,0.0
HLA-DRB5,cnv_amp,9.908677e-05
HLA-DRB5,promoter,0.0
CCDC153,mut_important,0.0
CCDC153,cnv_del,0.0
CCDC153,cnv_amp,0.0
CCDC153,promoter,0.0
CCDC150,mut_important,0.0
CCDC150,cnv_del,0.0
CCDC150,cnv_amp,0.0
CCDC150,promoter,0.0
CCDC151,mut_important,0.0
CCDC151,cnv_del,0.0
CCDC151,cnv_amp,0.0
CCDC151,promoter,0.0
YIF1B,mut_important,0.0
YIF1B,cnv_del,0.0
YIF1B,cnv_amp,0.0
YIF1B,promoter,0.0
CCDC157,mut_important,0.0
CCDC157,cnv_del,0.0
CCDC157,cnv_amp,0.0
CCDC157,promoter,0.0
CCDC154,mut_important,0.0
CCDC154,cnv_del,0.0
CCDC154,cnv_amp,0.0
CCDC154,promoter,0.0
YIF1A,mut_important,0.0
YIF1A,cnv_del,0.0
YIF1A,cnv_amp,0.0
YIF1A,promoter,0.0
CCDC158,mut_important,0.0
CCDC158,cnv_del,0.0
CCDC158,cnv_amp,0.0
CCDC158,promoter,0.0
WRAP73,mut_important,0.0
WRAP73,cnv_del,0.0
WRAP73,cnv_amp,0.0
WRAP73,promoter,0.0
TUFT1,mut_important,0.0
TUFT1,cnv_del,0.0
TUFT1,cnv_amp,0.0
TUFT1,promoter,0.0
TMCO5A,mut_important,0.0
TMCO5A,cnv_del,0.0
TMCO5A,cnv_amp,0.0
TMCO5A,promoter,0.0
SYT8,mut_important,0.0
SYT8,cnv_del,0.0
SYT8,cnv_amp,0.0
SYT8,promoter,0.0
SYT9,mut_important,0.0
SYT9,cnv_del,0.0
SYT9,cnv_amp,0.0
SYT9,promoter,0.0
LRRC4C,mut_important,0.0
LRRC4C,cnv_del,0.0
LRRC4C,cnv_amp,-1.1038967e-06
LRRC4C,promoter,9.920074e-05
LRRC4B,mut_important,0.0
LRRC4B,cnv_del,0.0
LRRC4B,cnv_amp,0.0
LRRC4B,promoter,0.0
MTCH2,mut_important,0.0
MTCH2,cnv_del,0.0
MTCH2,cnv_amp,0.0
MTCH2,promoter,0.0
MTCH1,mut_important,0.0
MTCH1,cnv_del,0.0
MTCH1,cnv_amp,0.0
MTCH1,promoter,0.0
ACR,mut_important,0.0
ACR,cnv_del,0.0
ACR,cnv_amp,0.0
ACR,promoter,0.0
SYT1,mut_important,0.0
SYT1,cnv_del,0.0
SYT1,cnv_amp,6.1353574e-05
SYT1,promoter,-2.616896e-05
SYT2,mut_important,0.0
SYT2,cnv_del,0.0
SYT2,cnv_amp,0.0
SYT2,promoter,0.0
SYT3,mut_important,0.0
SYT3,cnv_del,0.0
SYT3,cnv_amp,0.0
SYT3,promoter,0.0
SYT4,mut_important,0.0
SYT4,cnv_del,0.0
SYT4,cnv_amp,0.0
SYT4,promoter,0.0
SYT5,mut_important,0.0
SYT5,cnv_del,0.0
SYT5,cnv_amp,0.0
SYT5,promoter,0.0
SYT6,mut_important,0.0
SYT6,cnv_del,0.0
SYT6,cnv_amp,0.0
SYT6,promoter,0.0
SYT7,mut_important,0.0
SYT7,cnv_del,0.0
SYT7,cnv_amp,0.0
SYT7,promoter,0.0
SYK,mut_important,0.0
SYK,cnv_del,-0.00016593857
SYK,cnv_amp,0.0
SYK,promoter,0.0008357732
RHO,mut_important,0.0
RHO,cnv_del,0.0
RHO,cnv_amp,1.2340688e-06
RHO,promoter,0.0
RHD,mut_important,0.0
RHD,cnv_del,0.0
RHD,cnv_amp,0.0
RHD,promoter,0.0
MEP1B,mut_important,0.0
MEP1B,cnv_del,0.0
MEP1B,cnv_amp,9.9061894e-05
MEP1B,promoter,0.0
TASP1,mut_important,0.0
TASP1,cnv_del,0.0
TASP1,cnv_amp,0.0
TASP1,promoter,0.0
PCED1A,mut_important,0.0
PCED1A,cnv_del,0.0
PCED1A,cnv_amp,0.0
PCED1A,promoter,0.0
IHH,mut_important,0.0
IHH,cnv_del,0.0
IHH,cnv_amp,0.0
IHH,promoter,0.0003690651
CNTF,mut_important,0.0
CNTF,cnv_del,0.0
CNTF,cnv_amp,0.0
CNTF,promoter,0.0
FUBP3,mut_important,0.0
FUBP3,cnv_del,0.0
FUBP3,cnv_amp,0.0
FUBP3,promoter,0.0
FUBP1,mut_important,0.0
FUBP1,cnv_del,0.0
FUBP1,cnv_amp,0.0
FUBP1,promoter,0.0
COLQ,mut_important,0.0
COLQ,cnv_del,0.0
COLQ,cnv_amp,0.0
COLQ,promoter,0.0
SCHIP1,mut_important,0.0
SCHIP1,cnv_del,0.0
SCHIP1,cnv_amp,0.0
SCHIP1,promoter,0.0
SPZ1,mut_important,0.0
SPZ1,cnv_del,0.0
SPZ1,cnv_amp,0.0
SPZ1,promoter,0.0
CEP104,mut_important,0.0
CEP104,cnv_del,0.0
CEP104,cnv_amp,0.0
CEP104,promoter,0.0
FAM189A2,mut_important,0.0
FAM189A2,cnv_del,0.0
FAM189A2,cnv_amp,0.0
FAM189A2,promoter,0.0
FAM189A1,mut_important,0.0
FAM189A1,cnv_del,0.0
FAM189A1,cnv_amp,0.0
FAM189A1,promoter,0.0
YJEFN3,mut_important,0.0
YJEFN3,cnv_del,0.0
YJEFN3,cnv_amp,0.0
YJEFN3,promoter,0.0
SAP30,mut_important,0.0
SAP30,cnv_del,0.0
SAP30,cnv_amp,0.0
SAP30,promoter,8.9722335e-10
NBL1,mut_important,0.0
NBL1,cnv_del,0.0
NBL1,cnv_amp,0.0
NBL1,promoter,0.0
TCP11L2,mut_important,0.0
TCP11L2,cnv_del,0.0
TCP11L2,cnv_amp,0.0
TCP11L2,promoter,0.0
GNAI3,mut_important,0.0
GNAI3,cnv_del,0.0
GNAI3,cnv_amp,0.0
GNAI3,promoter,0.0003566853
CNTROB,mut_important,0.0
CNTROB,cnv_del,0.0
CNTROB,cnv_amp,0.0
CNTROB,promoter,0.0
PALMD,mut_important,0.0
PALMD,cnv_del,0.0
PALMD,cnv_amp,0.0
PALMD,promoter,0.0
HSFX1,mut_important,0.0
HSFX1,cnv_del,0.0
HSFX1,cnv_amp,0.0
HSFX1,promoter,0.0
ANGPT2,mut_important,0.0
ANGPT2,cnv_del,2.3857096e-06
ANGPT2,cnv_amp,-4.7432127e-07
ANGPT2,promoter,0.0
ANGPT1,mut_important,0.0
ANGPT1,cnv_del,0.0
ANGPT1,cnv_amp,0.02419471
ANGPT1,promoter,0.0
DRC1,mut_important,0.0
DRC1,cnv_del,0.0
DRC1,cnv_amp,0.0
DRC1,promoter,0.0
PER1,mut_important,0.0
PER1,cnv_del,0.00011311501
PER1,cnv_amp,-0.00024090239
PER1,promoter,0.00065029354
PALM3,mut_important,0.0
PALM3,cnv_del,0.0
PALM3,cnv_amp,0.0
PALM3,promoter,0.0
TBC1D9,mut_important,0.0
TBC1D9,cnv_del,0.0
TBC1D9,cnv_amp,0.0
TBC1D9,promoter,0.0
OXT,mut_important,0.0
OXT,cnv_del,0.0
OXT,cnv_amp,-7.688891e-05
OXT,promoter,0.0024785288
DUPD1,mut_important,0.0
DUPD1,cnv_del,0.0
DUPD1,cnv_amp,0.0
DUPD1,promoter,0.0
ZAR1,mut_important,0.0
ZAR1,cnv_del,0.0
ZAR1,cnv_amp,0.0
ZAR1,promoter,0.0
C1orf53,mut_important,0.0
C1orf53,cnv_del,0.0
C1orf53,cnv_amp,0.0
C1orf53,promoter,0.0
C1orf52,mut_important,0.0
C1orf52,cnv_del,0.0
C1orf52,cnv_amp,0.0
C1orf52,promoter,0.0
OR5T3,mut_important,0.0
OR5T3,cnv_del,0.0
OR5T3,cnv_amp,9.412865e-05
OR5T3,promoter,0.0
C1orf50,mut_important,0.0
C1orf50,cnv_del,0.0
C1orf50,cnv_amp,0.0
C1orf50,promoter,0.0
C1orf56,mut_important,0.0
C1orf56,cnv_del,0.0
C1orf56,cnv_amp,0.0
C1orf56,promoter,0.0
C1orf54,mut_important,0.0
C1orf54,cnv_del,0.0
C1orf54,cnv_amp,0.0
C1orf54,promoter,0.0
MAGEA2B,mut_important,0.0
MAGEA2B,cnv_del,0.0
MAGEA2B,cnv_amp,0.0
MAGEA2B,promoter,0.0
CEP295NL,mut_important,0.0
CEP295NL,cnv_del,0.0
CEP295NL,cnv_amp,0.0
CEP295NL,promoter,0.0
ICMT,mut_important,0.0
ICMT,cnv_del,0.0
ICMT,cnv_amp,0.0
ICMT,promoter,2.1950502e-05
FDCSP,mut_important,0.0
FDCSP,cnv_del,0.0
FDCSP,cnv_amp,0.0
FDCSP,promoter,0.0
STAT1,mut_important,0.0
STAT1,cnv_del,0.0
STAT1,cnv_amp,9.876792e-05
STAT1,promoter,-6.565558e-05
RGP1,mut_important,0.0
RGP1,cnv_del,0.0
RGP1,cnv_amp,0.0
RGP1,promoter,0.0
FCF1,mut_important,0.0
FCF1,cnv_del,0.0
FCF1,cnv_amp,0.0
FCF1,promoter,0.0
MPZL1,mut_important,0.0
MPZL1,cnv_del,0.0
MPZL1,cnv_amp,0.0
MPZL1,promoter,0.0
ATP6V0A4,mut_important,0.0
ATP6V0A4,cnv_del,3.0358953e-05
ATP6V0A4,cnv_amp,-7.24609e-06
ATP6V0A4,promoter,0.0
TMEM47,mut_important,0.0
TMEM47,cnv_del,0.0
TMEM47,cnv_amp,0.0
TMEM47,promoter,0.0
ATP6V0A1,mut_important,0.0
ATP6V0A1,cnv_del,0.0
ATP6V0A1,cnv_amp,-1.1474114e-05
ATP6V0A1,promoter,-0.0041362974
ATP6V0A2,mut_important,0.0
ATP6V0A2,cnv_del,0.0
ATP6V0A2,cnv_amp,3.2576587e-05
ATP6V0A2,promoter,1.3064906e-05
MRPS34,mut_important,0.0
MRPS34,cnv_del,0.0
MRPS34,cnv_amp,0.0
MRPS34,promoter,0.0
GUCA1A,mut_important,0.0
GUCA1A,cnv_del,0.0
GUCA1A,cnv_amp,1.2469973e-06
GUCA1A,promoter,0.0
GUCA1C,mut_important,0.0
GUCA1C,cnv_del,0.0
GUCA1C,cnv_amp,1.9394652e-06
GUCA1C,promoter,0.0
GUCA1B,mut_important,0.0
GUCA1B,cnv_del,0.0
GUCA1B,cnv_amp,1.4431844e-06
GUCA1B,promoter,0.0
KRT75,mut_important,0.0
KRT75,cnv_del,0.0
KRT75,cnv_amp,0.0
KRT75,promoter,0.0
KRT74,mut_important,0.0
KRT74,cnv_del,0.0
KRT74,cnv_amp,0.0
KRT74,promoter,0.0
KRT77,mut_important,0.0
KRT77,cnv_del,0.0
KRT77,cnv_amp,0.0
KRT77,promoter,0.0
KRT76,mut_important,0.0
KRT76,cnv_del,0.0
KRT76,cnv_amp,0.0
KRT76,promoter,0.0
KRT71,mut_important,0.0
KRT71,cnv_del,0.0
KRT71,cnv_amp,0.0
KRT71,promoter,0.0
KRT73,mut_important,0.0
KRT73,cnv_del,0.0
KRT73,cnv_amp,0.0
KRT73,promoter,0.0
KRT72,mut_important,0.0
KRT72,cnv_del,0.0
KRT72,cnv_amp,0.0
KRT72,promoter,0.0
C17orf107,mut_important,0.0
C17orf107,cnv_del,0.0
C17orf107,cnv_amp,0.0
C17orf107,promoter,0.0
ATM,mut_important,0.0
ATM,cnv_del,0.0
ATM,cnv_amp,0.0
ATM,promoter,3.917004e-05
KRT79,mut_important,0.0
KRT79,cnv_del,0.0
KRT79,cnv_amp,0.0
KRT79,promoter,0.0
KRT78,mut_important,0.0
KRT78,cnv_del,0.0
KRT78,cnv_amp,0.0
KRT78,promoter,0.0
C17orf100,mut_important,0.0
C17orf100,cnv_del,0.0
C17orf100,cnv_amp,0.0
C17orf100,promoter,0.0
MRPS30,mut_important,0.0
MRPS30,cnv_del,0.0
MRPS30,cnv_amp,0.0
MRPS30,promoter,0.0
SMPD4,mut_important,0.0
SMPD4,cnv_del,0.0
SMPD4,cnv_amp,0.0
SMPD4,promoter,3.7207172e-07
SMPD1,mut_important,0.0
SMPD1,cnv_del,0.0
SMPD1,cnv_amp,0.0
SMPD1,promoter,-8.034706e-06
HAAO,mut_important,0.0
HAAO,cnv_del,0.0
HAAO,cnv_amp,-2.8798443e-06
HAAO,promoter,0.0
ADAM30,mut_important,0.0
ADAM30,cnv_del,0.0
ADAM30,cnv_amp,0.0
ADAM30,promoter,0.0
SMPD2,mut_important,0.0
SMPD2,cnv_del,0.0
SMPD2,cnv_amp,0.0
SMPD2,promoter,-2.560654e-06
BRIP1,mut_important,0.0
BRIP1,cnv_del,0.0
BRIP1,cnv_amp,0.0
BRIP1,promoter,0.0
PDE11A,mut_important,0.0
PDE11A,cnv_del,0.0
PDE11A,cnv_amp,0.0
PDE11A,promoter,2.2826132e-05
TBC1D7,mut_important,0.0
TBC1D7,cnv_del,0.0
TBC1D7,cnv_amp,-3.5225568e-07
TBC1D7,promoter,1.11396705e-08
ITGBL1,mut_important,0.0
ITGBL1,cnv_del,0.0
ITGBL1,cnv_amp,0.0
ITGBL1,promoter,0.0
GPR37,mut_important,0.0
GPR37,cnv_del,0.0
GPR37,cnv_amp,9.913317e-06
GPR37,promoter,0.0
SASH3,mut_important,0.0
SASH3,cnv_del,0.0
SASH3,cnv_amp,0.0
SASH3,promoter,0.0
TTC28,mut_important,0.0
TTC28,cnv_del,0.0
TTC28,cnv_amp,0.0
TTC28,promoter,0.0
TTC29,mut_important,0.0
TTC29,cnv_del,0.0
TTC29,cnv_amp,0.0
TTC29,promoter,0.0
LRRFIP1,mut_important,0.0
LRRFIP1,cnv_del,0.0
LRRFIP1,cnv_amp,0.0
LRRFIP1,promoter,0.0
TTC24,mut_important,0.0
TTC24,cnv_del,0.0
TTC24,cnv_amp,0.0
TTC24,promoter,0.0
TTC25,mut_important,0.0
TTC25,cnv_del,0.0
TTC25,cnv_amp,0.0
TTC25,promoter,0.0
TTC26,mut_important,0.0
TTC26,cnv_del,0.0
TTC26,cnv_amp,0.0
TTC26,promoter,0.0
TTC27,mut_important,0.0
TTC27,cnv_del,0.0
TTC27,cnv_amp,0.0
TTC27,promoter,0.0
PATL2,mut_important,0.0
PATL2,cnv_del,0.0
PATL2,cnv_amp,0.0
PATL2,promoter,0.0
TTC22,mut_important,0.0
TTC22,cnv_del,0.0
TTC22,cnv_amp,0.0
TTC22,promoter,0.0
PATL1,mut_important,0.0
PATL1,cnv_del,0.0
PATL1,cnv_amp,0.0
PATL1,promoter,0.0
CT47A6,mut_important,0.0
CT47A6,cnv_del,0.0
CT47A6,cnv_amp,0.0
CT47A6,promoter,0.0
PODXL2,mut_important,0.0
PODXL2,cnv_del,0.0
PODXL2,cnv_amp,0.0
PODXL2,promoter,0.0
U2SURP,mut_important,0.0
U2SURP,cnv_del,0.0
U2SURP,cnv_amp,0.0
U2SURP,promoter,0.0
IL6R,mut_important,0.0
IL6R,cnv_del,0.0
IL6R,cnv_amp,-0.008574775
IL6R,promoter,-0.0006603137
CSF1,mut_important,0.0
CSF1,cnv_del,0.0
CSF1,cnv_amp,2.739608e-06
CSF1,promoter,0.0
ENO1,mut_important,0.0
ENO1,cnv_del,0.0
ENO1,cnv_amp,0.0
ENO1,promoter,1.915786e-05
NPY2R,mut_important,0.0
NPY2R,cnv_del,0.0
NPY2R,cnv_amp,0.0
NPY2R,promoter,0.0005128982
ENO3,mut_important,0.0
ENO3,cnv_del,0.0
ENO3,cnv_amp,0.0
ENO3,promoter,0.0
ENO4,mut_important,0.0
ENO4,cnv_del,0.0
ENO4,cnv_amp,-0.00011208447
ENO4,promoter,9.839116e-05
SYCP2,mut_important,0.0
SYCP2,cnv_del,0.0
SYCP2,cnv_amp,0.0
SYCP2,promoter,0.0
TAOK1,mut_important,0.0
TAOK1,cnv_del,0.0
TAOK1,cnv_amp,9.387754e-06
TAOK1,promoter,1.0939285e-06
TAOK2,mut_important,0.0
TAOK2,cnv_del,0.0
TAOK2,cnv_amp,-3.269418e-06
TAOK2,promoter,-1.1028232e-07
TAOK3,mut_important,0.0
TAOK3,cnv_del,0.0
TAOK3,cnv_amp,1.407828e-06
TAOK3,promoter,4.9172786e-07
MCEMP1,mut_important,0.0
MCEMP1,cnv_del,0.0
MCEMP1,cnv_amp,0.0
MCEMP1,promoter,0.0
CNOT6L,mut_important,0.0
CNOT6L,cnv_del,0.0
CNOT6L,cnv_amp,0.0
CNOT6L,promoter,0.0
TPTE2,mut_important,0.0
TPTE2,cnv_del,0.0
TPTE2,cnv_amp,0.0
TPTE2,promoter,0.0
FAXC,mut_important,0.0
FAXC,cnv_del,0.0
FAXC,cnv_amp,0.0
FAXC,promoter,0.0
SLC22A18,mut_important,0.0
SLC22A18,cnv_del,0.0
SLC22A18,cnv_amp,0.0
SLC22A18,promoter,0.0
LLGL1,mut_important,0.0
LLGL1,cnv_del,0.0
LLGL1,cnv_amp,0.00020811129
LLGL1,promoter,-2.2476104e-05
ACOX2,mut_important,0.0
ACOX2,cnv_del,2.5368477e-06
ACOX2,cnv_amp,0.0
ACOX2,promoter,0.0
ACOX3,mut_important,0.0
ACOX3,cnv_del,0.0
ACOX3,cnv_amp,0.0
ACOX3,promoter,0.0001466389
SLC22A14,mut_important,0.0
SLC22A14,cnv_del,0.0
SLC22A14,cnv_amp,0.0
SLC22A14,promoter,0.0
CFI,mut_important,0.0
CFI,cnv_del,0.0
CFI,cnv_amp,0.0
CFI,promoter,0.0
SLC22A12,mut_important,0.0
SLC22A12,cnv_del,0.0
SLC22A12,cnv_amp,0.0
SLC22A12,promoter,0.0
SLC22A13,mut_important,0.0
SLC22A13,cnv_del,0.0
SLC22A13,cnv_amp,0.0
SLC22A13,promoter,0.0
SLC22A10,mut_important,0.0
SLC22A10,cnv_del,0.0
SLC22A10,cnv_amp,0.0
SLC22A10,promoter,0.0
SLC22A11,mut_important,0.0
SLC22A11,cnv_del,0.0
SLC22A11,cnv_amp,0.0
SLC22A11,promoter,0.0
SUCNR1,mut_important,0.0
SUCNR1,cnv_del,0.0
SUCNR1,cnv_amp,0.00060772744
SUCNR1,promoter,0.0
NSMCE2,mut_important,0.0
NSMCE2,cnv_del,0.0
NSMCE2,cnv_amp,0.0
NSMCE2,promoter,0.0
ANKFY1,mut_important,0.0
ANKFY1,cnv_del,0.0
ANKFY1,cnv_amp,0.0
ANKFY1,promoter,0.0
OBSCN,mut_important,0.0
OBSCN,cnv_del,0.0
OBSCN,cnv_amp,0.0
OBSCN,promoter,0.0
DAGLA,mut_important,0.0
DAGLA,cnv_del,0.0
DAGLA,cnv_amp,9.326255e-06
DAGLA,promoter,5.110364e-06
PTK2,mut_important,0.0
PTK2,cnv_del,0.0
PTK2,cnv_amp,0.10882096
PTK2,promoter,-0.0011561346
PTK7,mut_important,0.0
PTK7,cnv_del,0.0
PTK7,cnv_amp,0.0
PTK7,promoter,0.0
PTK6,mut_important,0.0
PTK6,cnv_del,0.0
PTK6,cnv_amp,0.0
PTK6,promoter,0.0
RABGAP1,mut_important,0.0
RABGAP1,cnv_del,0.0
RABGAP1,cnv_amp,0.0
RABGAP1,promoter,0.0
PRKAA2,mut_important,0.0
PRKAA2,cnv_del,0.0
PRKAA2,cnv_amp,-0.00019736768
PRKAA2,promoter,9.107774e-05
PRKAA1,mut_important,0.0
PRKAA1,cnv_del,0.0
PRKAA1,cnv_amp,0.0007549321
PRKAA1,promoter,0.0
ITGB3BP,mut_important,0.0
ITGB3BP,cnv_del,0.0
ITGB3BP,cnv_amp,0.0
ITGB3BP,promoter,0.0
DAGLB,mut_important,0.0
DAGLB,cnv_del,0.0
DAGLB,cnv_amp,0.0
DAGLB,promoter,3.670768e-06
RCSD1,mut_important,0.0
RCSD1,cnv_del,0.0
RCSD1,cnv_amp,0.0
RCSD1,promoter,0.0
MCL1,mut_important,0.0
MCL1,cnv_del,0.0
MCL1,cnv_amp,-0.00036252046
MCL1,promoter,0.0
SORBS1,mut_important,0.0
